Table 10,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by Metropolitan and Nonmetropolitan Counties, 2019",,,,,,,,,,,
[The data shown in this table do not reflect county totals but are the number of offenses reported by the sheriff's office or county police department.],,,,,,,,,,,
State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Woodward,12,0,2,0,10,68,23,35,10,1
OREGON - Metropolitan Counties,Clackamas,446,8,80,92,266,"4,651",600,"3,461",590,17
,Deschutes,86,1,19,3,63,654,109,475,70,5
,Jackson,128,10,20,12,86,"1,274",312,833,129,10
,Josephine,45,0,11,3,31,394,76,148,170,3
,Linn,56,5,9,8,34,705,167,451,87,14
,Marion8,,6,,34,48,"2,409",332,"1,666",411,
,Multnomah,165,3,30,23,109,"1,696",155,"1,255",286,4
,Polk,52,0,3,5,44,295,88,187,20,4
,Washington,349,3,108,31,207,"2,480",406,"1,791",283,30
,Yamhill,41,0,13,5,23,473,100,327,46,8
OREGON - Nonmetropolitan Counties,Baker,10,0,1,0,9,59,14,39,6,0
,Clatsop,28,0,6,0,22,166,34,125,7,2
,Coos,40,0,4,4,32,506,108,346,52,6
,Crook,17,3,0,0,14,126,23,93,10,1
,Curry,42,0,3,0,39,254,59,163,32,1
,Douglas,153,0,23,10,120,889,235,455,199,12
,Gilliam6,9,0,3,0,6,52,14,36,2,0
,Harney,1,0,1,0,0,21,6,12,3,0
,Jefferson,8,1,2,1,4,172,44,109,19,3
,Lake,9,0,1,0,8,88,30,49,9,0
,Lincoln,44,1,6,0,37,271,91,165,15,4
,Malheur,17,0,3,1,13,192,35,116,41,2
,Morrow,20,0,4,0,16,112,26,70,16,2
,Sherman,0,0,0,0,0,42,6,33,3,0
,Umatilla,43,0,7,3,33,410,152,207,51,10
,Union,8,0,1,0,7,209,64,129,16,5
,Wasco,22,0,2,1,19,132,32,89,11,0
PENNSYLVANIA - Metropolitan Counties,Allegheny,3,0,0,0,3,0,0,0,0,0
,Berks,5,0,0,0,5,0,0,0,0,0
,Bucks,0,0,0,0,0,1,0,1,0,0
,Erie,5,0,0,0,5,1,0,1,0,0
,Lancaster,1,0,0,0,1,0,0,0,0,0
,Monroe,0,0,0,0,0,0,0,0,0,0
,Montgomery,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA - Nonmetropolitan Counties,Elk,0,0,0,0,0,0,0,0,0,0
,Snyder,0,0,0,0,0,0,0,0,0,0
,Wayne,0,0,0,0,0,0,0,0,0,0
SOUTH CAROLINA - Metropolitan Counties,Aiken,549,7,74,44,424,"2,639",700,"1,574",365,7
,Anderson,693,12,73,63,545,"4,585",882,"3,073",630,27
,Beaufort,577,6,52,73,446,"1,879",347,"1,384",148,9
,Calhoun,62,0,5,4,53,294,107,146,41,0
,Charleston,280,12,27,32,209,"1,698",356,"1,060",282,6
,Chester,111,3,8,7,93,529,122,362,45,2
,Clarendon,137,3,16,10,108,668,206,412,50,1
,Darlington,386,12,26,39,309,"1,853",674,"1,034",145,10
,Dorchester,292,2,1,33,256,"1,871",380,"1,305",186,1
,Fairfield,154,3,8,8,135,465,130,294,41,3
,Florence,516,12,66,82,356,"2,325",586,"1,512",227,19
,Greenville,"1,705",24,214,250,"1,217","7,923","1,585","5,510",828,52
,Horry,10,0,6,0,4,1,0,0,1,0
,Horry County Police Department,834,8,148,88,590,"6,144","1,089","4,493",562,18
,Kershaw,160,1,26,18,115,"1,201",240,845,116,11
,Lancaster,284,7,52,19,206,"1,677",366,"1,235",76,7
,Laurens,219,4,30,15,170,978,281,547,150,8
,Lexington,554,13,69,87,385,"5,086","1,000","3,324",762,18
,Pickens,228,4,22,8,194,"1,408",383,846,179,7
,Richland,"2,206",21,138,263,"1,784","8,709","1,422","6,137","1,150",38
,Saluda,43,0,8,1,34,198,63,115,20,1
,Spartanburg,"1,042",16,65,83,878,"5,420","1,357","3,487",576,28
,Sumter,384,5,23,30,326,"1,543",421,955,167,6
,York,377,3,46,42,286,"2,565",515,"1,842",208,9
SOUTH CAROLINA - Nonmetropolitan Counties,Allendale,12,0,0,2,10,48,18,26,4,1
,Bamberg,24,0,1,3,20,146,41,87,18,3
,Barnwell,57,1,2,2,52,292,78,174,40,3
,Colleton,214,11,15,15,173,726,201,439,86,8
,Dillon,138,5,6,18,109,576,229,301,46,12
,Georgetown,187,6,17,15,149,986,213,677,96,6
,Hampton,61,0,7,3,51,269,92,164,13,3
,Lee,64,0,1,3,60,306,96,185,25,0
,Marion,71,0,5,13,53,462,120,265,77,2
,Marlboro,106,3,13,6,84,342,115,211,16,4
,McCormick,8,0,0,0,8,77,23,41,13,0
,Newberry,91,4,5,4,78,299,64,214,21,0
,Oconee,199,4,46,13,136,"1,553",351,"1,047",155,22
,Orangeburg,744,16,18,41,669,"2,661",791,"1,502",368,5
,Union,53,0,7,3,43,376,87,256,33,4
SOUTH DAKOTA - Metropolitan Counties,Lincoln,32,1,7,2,22,274,141,113,20,0
,McCook,7,0,2,0,5,19,8,8,3,0
,Meade,26,1,3,1,21,151,50,87,14,1
,Minnehaha,54,0,17,1,36,319,96,172,51,0
,Pennington,122,0,57,2,63,352,76,235,41,1
,Turner,18,0,2,0,16,45,11,26,8,1
,Union,7,0,1,0,6,46,11,33,2,2
SOUTH DAKOTA - Nonmetropolitan Counties,Aurora,5,0,0,0,5,1,1,0,0,0
,Beadle,4,0,0,0,4,7,3,3,1,0
,Bennett,0,0,0,0,0,6,4,0,2,1
,Bon Homme,2,0,0,0,2,13,2,3,8,0
,Brookings,9,1,2,0,6,45,11,33,1,0
,Brown,9,0,2,0,7,40,19,17,4,2
,Brule,3,0,1,0,2,1,0,1,0,0
,Butte,6,0,0,0,6,29,3,26,0,0
,Charles Mix,11,0,3,0,8,19,8,11,0,0
,Clark,1,0,0,0,1,5,0,3,2,0
,Clay,7,0,1,0,6,50,6,32,12,1
,Codington,9,0,0,0,9,16,1,12,3,1
,Corson,1,0,0,0,1,26,10,8,8,1
,Custer,8,0,2,0,6,135,54,74,7,1
,Davison,3,0,0,0,3,14,8,6,0,1
,Day,4,0,1,0,3,33,13,14,6,0
,Deuel,1,0,0,0,1,16,4,10,2,0
,Edmunds,0,0,0,0,0,0,0,0,0,0
,Faulk,0,0,0,0,0,7,4,3,0,0
,Gregory,0,0,0,0,0,7,0,5,2,0
,Hamlin,5,0,1,0,4,29,7,20,2,0
,Hand,4,0,3,0,1,1,0,1,0,0
,Hanson,1,0,0,0,1,10,5,1,4,0
,Hughes,4,0,0,0,4,9,2,5,2,1
,Hutchinson,0,0,0,0,0,6,5,0,1,0
,Jerauld,1,0,0,0,1,9,3,5,1,0
,Jones,0,0,0,0,0,2,1,1,0,0
,Kingsbury,0,0,0,0,0,4,1,3,0,0
,Lake,2,0,1,0,1,19,4,14,1,0
,Lawrence,7,0,1,0,6,39,14,21,4,0
,Lyman,2,0,0,0,2,11,7,3,1,0
,Marshall,6,0,0,0,6,23,8,14,1,0
,McPherson,3,0,0,0,3,18,4,14,0,0
,Mellette,0,0,0,0,0,6,1,5,0,0
,Miner,0,0,0,0,0,6,4,2,0,0
,Moody,3,0,0,0,3,2,2,0,0,1
,Perkins,2,0,2,0,0,10,1,9,0,0
,Potter,3,0,1,0,2,3,0,2,1,0
,Roberts,11,0,1,0,10,7,0,5,2,0
,Sanborn,3,0,0,0,3,7,1,6,0,0
,Spink,13,0,0,0,13,84,26,49,9,0
,Stanley,0,0,0,0,0,10,3,6,1,0
,Sully,4,0,0,0,4,9,7,0,2,2
,Tripp,2,0,1,0,1,4,0,3,1,0
,Walworth,0,0,0,0,0,5,0,5,0,0
,Yankton,7,1,2,0,4,53,10,27,16,0
,Ziebach,0,0,0,0,0,0,0,0,0,0
TENNESSEE - Metropolitan Counties,Anderson,144,0,11,4,129,472,136,253,83,12
,Blount,322,0,55,14,253,"1,103",256,711,136,3
,Bradley,205,1,15,13,176,808,190,508,110,1
,Campbell,62,0,22,1,39,335,106,178,51,2
,Cannon,12,0,1,0,11,96,42,27,27,1
,Carter,63,0,3,3,57,334,67,236,31,0
,Cheatham,87,1,6,2,78,280,57,174,49,2
,Chester,25,1,6,0,18,79,30,37,12,0
,Crockett,29,0,0,1,28,106,35,57,14,0
,Dickson,121,0,15,4,102,334,88,195,51,0
,Fayette,55,1,1,4,49,209,60,121,28,0
,Gibson,56,2,7,3,44,160,51,88,21,0
,Grainger,43,0,3,1,39,160,38,104,18,0
,Hamblen,120,1,11,8,100,462,100,288,74,5
,Hartsville/Trousdale,30,0,5,1,24,142,24,105,13,0
,Hawkins,77,2,6,2,67,587,163,335,89,3
,Jefferson,97,1,14,0,82,428,135,230,63,1
,Knox,577,2,62,30,483,"3,413",588,"2,331",494,15
,Loudon,72,3,3,3,63,375,79,243,53,1
,Macon,41,0,0,0,41,159,54,91,14,1
,Madison,103,0,4,12,87,380,73,251,56,0
,Marion,59,0,3,1,55,220,43,135,42,3
,Maury,140,1,24,1,114,431,94,260,77,3
,Montgomery,104,2,10,1,91,571,136,378,57,2
,Morgan,40,0,3,1,36,320,100,168,52,1
,Polk,25,0,1,2,22,311,61,192,58,3
,Roane,63,2,5,1,55,235,70,123,42,1
,Robertson,75,1,6,1,67,243,48,164,31,2
,Rutherford,205,1,19,16,169,746,153,506,87,10
,Sequatchie,31,0,1,1,29,153,40,84,29,3
,Shelby,569,3,34,72,460,"2,473",551,"1,703",219,11
,Smith,43,0,7,1,35,148,54,82,12,0
,Stewart,18,0,3,0,15,92,35,39,18,0
,Sullivan,228,5,28,7,188,"1,043",225,656,162,12
,Sumner,118,9,11,4,94,404,85,267,52,4
,Tipton,123,0,11,3,109,465,131,273,61,1
,Unicoi,21,0,0,0,21,116,31,75,10,1
,Union,22,1,4,0,17,204,63,116,25,0
,Washington,159,1,10,4,144,762,182,446,134,3
,Williamson,119,2,14,2,101,289,66,196,27,4
,Wilson,85,0,2,4,79,555,105,384,66,1
TENNESSEE - Nonmetropolitan Counties,Bedford,75,0,8,0,67,250,59,165,26,3
,Benton,18,0,6,1,11,114,47,50,17,0
,Bledsoe,11,0,0,0,11,62,16,28,18,1
,Carroll,44,1,7,2,34,154,63,73,18,0
,Claiborne,58,4,3,2,49,283,80,162,41,5
,Clay,14,0,0,2,12,40,18,20,2,0
,Coffee,87,0,6,3,78,403,102,261,40,2
,Cumberland,42,1,1,4,36,737,198,440,99,2
,Decatur,30,0,3,0,27,100,43,43,14,0
,DeKalb,17,1,1,0,15,117,34,68,15,2
,Dyer,18,0,2,0,16,184,51,112,21,0
,Fentress,27,1,3,0,23,189,46,120,23,3
,Franklin,98,3,8,1,86,238,41,163,34,0
,Giles,51,1,7,2,41,184,44,114,26,3
,Greene,168,0,8,5,155,888,258,487,143,12
,Grundy,77,2,7,0,68,245,47,149,49,4
,Hancock,21,0,3,0,18,110,24,74,12,0
,Hardeman,46,0,2,3,41,178,57,92,29,1
,Hardin,35,1,4,2,28,348,121,181,46,1
,Haywood,36,1,2,1,32,133,47,64,22,1
,Henderson,83,0,9,2,72,295,87,161,47,2
,Henry,47,0,8,1,38,298,89,168,41,3
,Hickman,84,0,8,1,75,394,108,201,85,0
,Houston,23,0,0,0,23,75,21,48,6,0
,Humphreys,30,0,0,0,30,93,28,52,13,1
,Jackson,24,1,1,1,21,83,21,50,12,2
,Johnson,34,1,3,2,28,132,41,69,22,0
,Lake,4,0,1,0,3,25,9,12,4,0
,Lauderdale,45,2,3,1,39,192,68,104,20,3
,Lawrence,49,0,5,1,43,267,97,133,37,3
,Lewis,17,0,0,0,17,71,24,40,7,2
,Lincoln,62,0,7,2,53,286,101,152,33,1
,Marshall,28,0,0,1,27,72,10,43,19,0
,McMinn,93,1,8,5,79,549,180,255,114,5
,McNairy,55,1,5,1,48,276,93,145,38,4
,Meigs,61,0,6,4,51,284,78,157,49,7
,Monroe,234,0,10,7,217,873,284,465,124,6
,Moore,7,0,2,0,5,58,4,51,3,0
,Obion,34,0,1,1,32,177,35,114,28,1
,Overton,13,0,1,0,12,135,16,90,29,1
,Perry,13,0,0,0,13,59,14,40,5,2
,Pickett,8,0,2,0,6,28,4,22,2,0
,Putnam,85,0,13,0,72,518,136,317,65,5
,Rhea,67,0,5,2,60,191,57,112,22,0
,Scott,27,1,2,0,24,161,104,41,16,0
,Sevier,153,0,19,10,124,836,203,460,173,1
,Van Buren,3,0,0,0,3,30,3,20,7,0
,Wayne,14,2,0,0,12,93,21,54,18,1
,Weakley,27,0,7,1,19,116,45,53,18,0
,White,55,0,2,5,48,251,45,165,41,8
TEXAS - Metropolitan Counties,Austin,13,0,2,0,11,87,40,29,18,0
,Bandera6,12,0,2,1,9,268,95,143,30,1
,Bastrop,212,6,46,18,142,649,192,349,108,5
,Bell,82,0,27,1,54,631,152,445,34,0
,Bexar,692,13,145,88,446,"5,297",990,"3,801",506,39
,Bowie,102,1,25,2,74,331,131,170,30,6
,Brazoria,170,4,13,34,119,"1,325",306,851,168,3
,Brazos,29,0,13,1,15,306,93,200,13,2
,Burleson,20,1,7,2,10,100,34,63,3,1
,Caldwell6,51,0,6,2,43,88,26,53,9,0
,Callahan,5,0,0,0,5,44,12,22,10,1
,Cameron,162,1,46,15,100,937,298,586,53,4
,Carson,22,1,2,3,16,25,9,15,1,0
,Chambers,93,3,8,8,74,544,132,408,4,4
,Clay,16,0,8,0,8,103,33,49,21,2
,Collin,66,0,22,4,40,338,102,187,49,2
,Comal,135,0,40,9,86,601,179,373,49,0
,Coryell,4,0,0,1,3,54,11,43,0,0
,Dallas,43,0,11,4,28,307,54,206,47,0
,Denton6,95,0,43,7,45,440,88,299,53,3
,Ector,116,4,14,19,79,"1,579",228,985,366,0
,Ellis6,83,1,19,4,59,362,85,238,39,0
,El Paso6,259,1,44,17,197,641,145,395,101,4
,Fort Bend,841,10,119,120,592,"4,643",691,"3,653",299,1
,Galveston,123,2,30,16,75,727,179,454,94,15
,Goliad,22,1,3,2,16,79,19,49,11,0
,Grayson,32,0,15,7,10,401,109,237,55,4
,Gregg,84,3,26,4,51,373,106,212,55,2
,Guadalupe,69,2,32,3,32,424,113,279,32,19
,Hardin,38,1,1,5,31,285,91,148,46,5
,Harris,"7,329",97,860,"2,249","4,123","42,526","7,044","29,466","6,016",85
,Harrison,52,3,0,3,46,445,138,246,61,1
,Hays,111,0,37,12,62,672,141,479,52,1
,Hidalgo6,518,5,139,103,271,"3,241",909,"2,012",320,10
,Hudspeth,8,0,0,0,8,14,3,9,2,1
,Hunt6,350,4,16,9,321,570,166,293,111,0
,Jefferson,59,1,1,8,49,358,78,224,56,1
,Johnson6,205,0,53,4,148,660,167,397,96,3
,Jones,4,0,0,1,3,60,20,35,5,0
,Kaufman,126,2,30,15,79,767,237,425,105,1
,Kendall,19,0,2,2,15,104,23,67,14,2
,Lampasas6,12,1,1,0,10,83,21,55,7,1
,Lubbock,16,1,4,0,11,331,89,191,51,0
,Lynn6,0,0,0,0,0,3,0,3,0,1
,McLennan,69,0,24,0,45,500,149,227,124,5
,Medina,101,2,14,4,81,351,79,202,70,0
,Montgomery,736,12,74,103,547,"4,976","1,052","3,366",558,15
,Nueces,61,1,10,9,41,160,49,108,3,0
,Oldham,0,0,0,0,0,6,4,2,0,0
,Parker,100,2,24,4,70,751,188,474,89,2
,Randall,61,0,26,3,32,249,94,122,33,1
,Robertson,8,1,1,0,6,116,37,65,14,0
,Rockwall,13,0,4,0,9,91,15,50,26,1
,Rusk,33,1,7,2,23,442,145,240,57,2
,San Patricio,37,0,0,4,33,166,60,80,26,0
,Smith,335,7,58,18,252,"1,453",412,800,241,7
,Tarrant6,123,0,28,18,77,742,214,456,72,2
,Taylor,39,0,5,0,34,89,45,37,7,0
,Tom Green,32,1,25,1,5,254,89,140,25,5
,Travis6,790,2,117,71,600,"3,240",762,"2,192",286,16
,Victoria,94,3,19,6,66,399,128,224,47,0
,Wichita,38,0,1,1,36,126,42,62,22,0
,Williamson,152,1,57,4,90,"1,377",295,975,107,9
,Wilson6,20,0,7,0,13,228,94,111,23,3
,Wise,83,2,22,4,55,323,114,170,39,1
TEXAS - Nonmetropolitan Counties,Anderson,30,2,3,2,23,363,150,171,42,0
,Angelina,97,1,27,5,64,567,183,330,54,1
,Aransas,60,0,13,3,44,240,62,164,14,0
,Bailey6,3,0,1,0,2,36,15,20,1,0
,Bee,21,0,3,0,18,159,56,93,10,1
,Borden6,1,0,1,0,0,10,5,4,1,0
,Bosque6,27,0,3,0,24,71,38,24,9,1
,Brewster,7,0,1,0,6,10,4,3,3,0
,Briscoe,0,0,0,0,0,3,2,0,1,0
,Brooks,1,0,0,0,1,0,0,0,0,0
,Brown6,31,0,7,1,23,189,62,114,13,4
,Burnet,54,0,11,2,41,219,65,119,35,2
,Calhoun,22,0,8,0,14,103,26,71,6,0
,Camp6,9,0,2,0,7,67,31,29,7,2
,Cass,32,0,3,1,28,174,61,92,21,5
,Castro,6,0,0,0,6,47,13,26,8,0
,Cherokee,61,1,7,2,51,362,117,198,47,2
,Childress,1,0,0,0,1,7,1,5,1,0
,Cochran6,3,0,0,0,3,27,12,15,0,1
,Coke,2,0,0,0,2,14,10,0,4,0
,Colorado,19,1,7,1,10,117,29,77,11,2
,Comanche,3,0,0,0,3,58,11,41,6,0
,Concho,11,0,0,0,11,8,8,0,0,0
,Cooke6,33,3,8,3,19,100,38,51,11,2
,Crockett,2,0,0,1,1,18,9,5,4,0
,Culberson,0,0,0,0,0,0,0,0,0,0
,Dallam,0,0,0,0,0,1,0,0,1,0
,Dawson6,2,0,0,0,2,64,27,25,12,0
,Deaf Smith,8,0,1,0,7,60,18,32,10,0
,Delta,1,0,0,0,1,27,10,16,1,1
,DeWitt,33,1,7,0,25,120,47,66,7,2
,Dimmit,11,1,2,0,8,139,39,93,7,0
,Donley6,4,2,0,0,2,30,12,16,2,0
,Duval,12,0,0,0,12,104,24,41,39,0
,Eastland6,5,2,2,0,1,22,9,5,8,0
,Edwards,2,0,1,0,1,5,1,2,2,2
,Erath6,50,2,9,2,37,93,52,30,11,0
,Fannin,42,1,8,0,33,194,51,114,29,1
,Fayette,11,0,6,1,4,123,41,76,6,0
,Floyd6,12,0,0,1,11,25,5,19,1,2
,Freestone6,22,0,3,3,16,131,55,68,8,2
,Frio,9,0,0,0,9,60,17,34,9,0
,Gaines,11,2,2,1,6,88,29,49,10,10
,Garza,15,0,5,0,10,30,17,11,2,0
,Gillespie,12,1,3,0,8,55,6,46,3,1
,Gonzales,25,0,7,0,18,116,27,83,6,2
,Gray6,15,0,1,2,12,59,19,36,4,0
,Hale,16,0,0,0,16,64,25,38,1,1
,Hall,3,1,0,0,2,7,2,5,0,0
,Hamilton6,4,0,2,0,2,15,4,8,3,0
,Hansford6,1,0,0,0,1,11,4,3,4,0
,Hardeman,5,0,0,0,5,13,3,10,0,0
,Hartley,0,0,0,0,0,10,3,3,4,0
,Haskell,1,0,0,0,1,8,2,6,0,0
,Hemphill6,2,0,0,0,2,13,1,12,0,0
,Henderson,141,2,58,5,76,584,281,242,61,0
,Hill,31,1,12,1,17,234,56,154,24,2
,Hockley6,13,0,2,2,9,71,30,34,7,0
,Hood,55,0,11,2,42,356,99,205,52,2
,Hopkins6,27,1,9,0,17,61,17,26,18,0
,Houston,2,0,0,0,2,102,43,53,6,0
,Howard6,53,0,4,0,49,273,53,172,48,4
,Hutchinson,11,0,3,0,8,71,26,42,3,0
,Jack,9,0,0,2,7,36,15,13,8,0
,Jackson,6,0,1,0,5,51,10,34,7,0
,Jasper,72,2,18,2,50,403,155,197,51,1
,Jim Hogg6,5,0,0,0,5,20,10,7,3,1
,Karnes6,3,1,0,0,2,99,45,42,12,0
,Kenedy,0,0,0,0,0,8,2,3,3,0
,Kerr,51,0,21,0,30,199,51,133,15,2
,Kimble,2,0,1,1,0,4,2,2,0,1
,Kinney,0,0,0,0,0,1,1,0,0,0
,Lamar,28,1,9,1,17,135,39,88,8,0
,Lamb,6,0,2,1,3,61,24,31,6,0
,La Salle,5,0,0,1,4,44,7,37,0,0
,Lavaca,10,2,2,0,6,63,16,41,6,0
,Lee6,25,0,2,1,22,86,28,49,9,0
,Leon,11,0,0,0,11,116,36,70,10,0
,Limestone,14,0,2,0,12,76,63,10,3,0
,Llano6,29,1,3,0,25,145,41,88,16,2
,Madison6,8,0,0,1,7,66,34,15,17,0
,Mason6,8,0,1,0,7,10,4,5,1,0
,Matagorda,62,0,19,6,37,332,91,214,27,0
,McCulloch6,3,0,0,0,3,41,17,19,5,0
,Menard,3,0,0,1,2,1,1,0,0,0
,Milam,13,0,2,0,11,87,19,60,8,1
,Mills6,14,0,1,0,13,20,11,9,0,0
,Mitchell,1,0,0,0,1,25,5,15,5,0
,Montague6,33,0,7,0,26,83,28,48,7,0
,Moore6,6,1,0,0,5,39,12,20,7,0
,Morris,10,0,4,2,4,72,21,48,3,0
,Nacogdoches,58,2,10,1,45,270,85,148,37,1
,Navarro,58,1,15,3,39,242,105,118,19,2
,Newton6,22,0,1,1,20,98,49,38,11,2
,Nolan6,4,0,0,0,4,31,10,21,0,1
,Ochiltree6,0,0,0,0,0,22,7,12,3,0
,Palo Pinto6,9,0,4,1,4,68,22,34,12,0
,Panola,26,1,12,3,10,260,75,165,20,2
,Pecos,1,0,0,0,1,98,15,66,17,0
,Polk,76,5,33,7,31,671,212,379,80,8
,Rains,8,0,0,0,8,48,19,24,5,0
,Reagan,7,0,0,0,7,32,11,18,3,0
,Real,3,0,0,0,3,59,15,39,5,1
,Refugio,3,0,2,0,1,52,30,19,3,0
,Roberts6,0,0,0,0,0,2,1,1,0,0
,Runnels,1,0,0,0,1,11,5,6,0,0
,Sabine6,14,0,5,0,9,73,39,24,10,0
,San Augustine6,13,0,1,0,12,57,34,16,7,0
,San Jacinto,44,0,26,1,17,330,115,173,42,0
,Schleicher6,4,0,0,0,4,13,6,6,1,0
,Scurry,7,0,2,0,5,44,15,28,1,0
,Shelby,40,1,0,2,37,189,61,90,38,3
,Sherman,0,0,0,0,0,3,2,1,0,0
,Somervell,4,0,0,0,4,30,11,16,3,0
,Starr,79,1,11,6,61,232,72,126,34,3
,Stephens,1,0,1,0,0,21,9,9,3,0
,Stonewall,1,0,0,0,1,0,0,0,0,0
,Sutton6,0,0,0,0,0,1,0,0,1,0
,Swisher6,7,0,1,1,5,24,7,13,4,0
,Terry,1,0,0,0,1,30,15,9,6,0
,Titus6,50,0,3,3,44,162,55,88,19,2
,Tyler6,67,5,6,1,55,252,121,92,39,4
,Upton6,2,0,0,0,2,31,3,25,3,0
,Uvalde,16,1,0,0,15,85,30,46,9,2
,Val Verde,29,0,3,1,25,87,41,41,5,0
,Walker6,52,0,11,3,38,186,61,93,32,2
,Ward,27,0,3,3,21,218,38,173,7,0
,Washington,50,0,11,2,37,140,47,79,14,1
,Wharton,68,0,12,4,52,230,73,127,30,2
,Wheeler6,5,0,0,0,5,11,1,7,3,0
,Wilbarger6,2,0,2,0,0,13,2,10,1,0
,Willacy6,24,0,8,0,16,123,43,75,5,1
,Winkler,9,1,2,0,6,80,10,55,15,0
,Wood,75,0,39,6,30,225,65,127,33,0
,Yoakum,3,0,1,0,2,18,9,5,4,0
,Young6,12,0,7,1,4,35,16,13,6,0
,Zapata,52,0,1,5,46,183,76,105,2,0
,Zavala,12,0,4,0,8,32,19,8,5,0
UTAH - Metropolitan Counties,Box Elder6,12,1,5,0,6,131,40,81,10,0
,Cache,32,0,23,1,8,150,15,95,40,4
,Davis,50,0,14,1,35,213,28,173,12,0
,Juab,3,0,1,0,2,54,8,39,7,0
,Morgan4,4,0,2,0,2,,,21,3,0
,Salt Lake County Unified Police Department,731,5,156,145,425,"8,002",983,"6,028",991,20
,Tooele,12,0,4,1,7,218,25,173,20,1
,Utah,87,2,30,3,52,323,38,260,25,2
,Washington,28,1,5,3,19,138,31,94,13,0
,Weber,94,0,32,6,56,963,291,583,89,2
UTAH - Nonmetropolitan Counties,Carbon,10,0,5,0,5,93,25,63,5,0
,Grand,16,0,1,1,14,79,5,70,4,0
,Iron6,49,0,8,0,41,119,37,65,17,1
,Kane,7,0,0,0,7,24,6,13,5,0
,Millard,20,1,4,0,15,213,34,154,25,0
,Rich,3,0,0,0,3,18,1,17,0,0
,San Juan,6,1,1,1,3,38,7,25,6,0
,Sanpete,21,0,4,1,16,94,21,65,8,2
,Sevier6,8,0,2,0,6,98,17,73,8,1
,Summit,33,0,2,4,27,399,58,320,21,0
,Uintah,55,0,22,1,32,158,48,91,19,4
,Wasatch,31,0,20,0,11,91,14,67,10,0
VERMONT - Metropolitan Counties,Franklin,6,0,1,0,5,26,7,18,1,0
,Grand Isle,4,0,0,1,3,27,8,16,3,0
VERMONT - Nonmetropolitan Counties,Bennington,2,0,1,0,1,6,1,4,1,0
,Caledonia,2,0,0,0,2,1,0,1,0,0
,Essex,0,0,0,0,0,18,7,10,1,0
,Lamoille,9,0,2,0,7,59,3,56,0,0
,Orange,6,0,6,0,0,18,3,15,0,0
,Orleans,0,0,0,0,0,75,6,68,1,0
,Rutland,2,0,0,0,2,13,2,11,0,0
,Washington,1,0,0,0,1,1,0,1,0,0
,Windham,2,0,0,0,2,23,5,18,0,0
,Windsor,0,0,0,0,0,15,12,3,0,0
VIRGINIA - Metropolitan Counties,Albemarle County Police Department,116,2,28,14,72,"1,267",113,"1,104",50,6
,Amelia,26,0,3,4,19,172,35,107,30,1
,Amherst,74,5,7,5,57,356,36,296,24,2
,Appomattox,20,0,5,2,13,85,9,76,0,0
,Arlington County Police Department,298,2,55,92,149,"3,085",158,"2,721",206,6
,Augusta,90,0,15,5,70,801,182,539,80,3
,Bedford,63,1,13,2,47,475,95,349,31,1
,Botetourt,29,0,5,1,23,247,47,182,18,2
,Charles City,4,1,2,0,1,40,13,23,4,0
,Chesterfield County Police Department,458,12,115,146,185,"5,841",642,"4,887",312,30
,Clarke,6,0,2,0,4,64,11,49,4,1
,Craig,5,0,1,0,4,17,1,12,4,0
,Dinwiddie,86,0,9,10,67,294,43,229,22,5
,Fairfax County Police Department,957,14,167,346,430,"13,279",619,"11,822",838,30
,Fauquier,40,1,14,1,24,284,30,246,8,1
,Fluvanna,33,1,14,0,18,160,23,128,9,1
,Franklin,56,2,14,4,36,565,98,384,83,3
,Frederick,80,0,17,13,50,910,97,748,65,1
,Giles,12,0,2,0,10,127,36,76,15,0
,Gloucester,32,1,10,9,12,399,20,359,20,1
,Goochland,13,1,7,0,5,160,17,135,8,1
,Greene,19,1,10,0,8,195,21,164,10,3
,Hanover,168,0,28,7,133,884,52,796,36,10
,Henrico County Police Department,456,7,42,120,287,"7,887",561,"6,833",493,17
,Isle of Wight,23,0,3,0,20,200,27,158,15,3
,James City County Police Department,83,0,12,13,58,696,44,633,19,0
,King and Queen,13,0,1,1,11,30,2,27,1,2
,King William,13,0,1,2,10,85,14,68,3,0
,Loudoun,393,0,168,36,189,"2,309",136,"2,019",154,24
,Madison,12,0,7,0,5,67,7,52,8,0
,Mathews,5,0,2,0,3,57,15,39,3,2
,Montgomery,61,0,11,6,44,308,53,223,32,2
,Nelson,26,0,8,0,18,166,27,123,16,0
,New Kent,40,3,6,3,28,198,16,180,2,0
,Powhatan,25,0,13,2,10,284,41,234,9,0
,Prince George County Police Department,73,0,15,6,52,339,35,280,24,1
,Prince William County Police Department,787,14,147,155,471,"4,723",425,"3,954",344,13
,Pulaski,51,0,18,2,31,728,76,629,23,6
,Rappahannock,4,0,1,0,3,16,2,13,1,0
,Roanoke County Police Department,187,0,25,22,140,"1,207",146,979,82,0
,Rockingham,41,0,25,1,15,369,88,265,16,4
,Scott,21,0,8,4,9,201,39,140,22,3
,Southampton,19,2,10,0,7,203,42,138,23,3
