Name of program,Type of program,Program code,Quota,Matched
Medical University of SC (Continued),Plastic Surgery (Integrated),1680362C0,1,1
Medical University of SC (Continued),Psychiatry,1680400C0,14,14
Medical University of SC (Continued),Interventional Radiology (Integ),1680416A0,2,2
Medical University of SC (Continued),Radiology-Diagnostic,1680420A0,11,11
Medical University of SC (Continued),Radiation Oncology,1680430A0,1,1
Medical University of SC (Continued),General Surgery,1680440C0,6,6
Medical University of SC (Continued),Surgery-Preliminary,1680440P0,11,6
Medical University of SC (Continued),Surg-Prelim/Int Radiology,1680440P1,2,0
Medical University of SC (Continued),Vascular Surgery,1680451C0,2,2
Medical University of SC (Continued),Thoracic Surgery,1680461C0,1,1
Medical University of SC (Continued),Medicine-Pediatrics,1680700C0,4,4
Medical University of SC (Continued),Medicine-Psychiatry,1680715C0,2,2
Medical University of SC (Continued),Psychiatry-Neurology,1680755C0,1,1
Medical University of SC (Continued),Emergency Medicine,1681110C0,13,13
Medical University of SC (Continued),Family Medicine/Columbia,1681120C0,10,10
Medical University of SC (Continued),Family Medicine/Tuomey,1681120C1,4,4
Medical University of SC (Continued),Family Med/Winnsboro Rural,1681120C2,1,1
Medical University of SC (Continued),Internal Medicine,1681140C0,11,11
Medical University of SC (Continued),Medicine-Primary,1681140M0,3,3
Medical University of SC (Continued),Medicine-Preliminary,1681140P0,2,2
Medical University of SC (Continued),Neurology,1681180C0,6,6
Medical University of SC (Continued),Obstetrics-Gynecology,1681220C0,4,4
Medical University of SC (Continued),Orthopaedic Surgery,1681260C0,4,4
Medical University of SC (Continued),Pediatrics,1681320C0,13,9
Medical University of SC (Continued),Plastic Surgery (Integrated),1681362C0,1,1
Medical University of SC (Continued),Psychiatry,1681400C0,8,8
Medical University of SC (Continued),General Surgery,1681440C0,3,3
Medical University of SC (Continued),Surgery-Preliminary,1681440P0,2,1
Medical University of SC (Continued),Emergency Medicine,1683110C0,10,10
Medical University of SC (Continued),Family Medicine,1683120C0,6,6
Medical University of SC (Continued),Family Medicine/Seneca,1683120C2,6,6
Medical University of SC (Continued),Family Medicine/Greer,1683120C3,6,6
Medical University of SC (Continued),Internal Medicine,1683140C0,12,12
Medical University of SC (Continued),Neurology,1683180C0,6,6
Medical University of SC (Continued),Obstetrics-Gynecology,1683220C0,6,6
Medical University of SC (Continued),Orthopaedic Surgery,1683260C0,4,4
Medical University of SC (Continued),Pediatrics,1683320C0,11,11
Medical University of SC (Continued),Psychiatry,1683400C0,5,5
Medical University of SC (Continued),Psychiatry/Greer,1683400C1,8,8
Medical University of SC (Continued),General Surgery,1683440C0,6,6
Medical University of SC (Continued),Surgery-Preliminary,1683440P0,2,1
Medical University of SC (Continued),Medicine-Pediatrics,1683700C0,5,5
Self Regional Healthcare-SC,Family Medicine,2033120C0   1,0,9
Spartanburg Reg Healthcare-SC,Family Medicine,1685120C0,12,12
Spartanburg Reg Healthcare-SC,General Surgery,1685440C0,3,3
Spartanburg Reg Healthcare-SC,Surgery-Preliminary,1685440P0,2,0
Spartanburg Reg Healthcare-SC,Transitional,1685999P0,6,6
Tidelands Health-SC,Family Medicine,1979120C0,8,8
Trident Medical Center-SC,Family Medicine,2056120C0,10,10
Trident Medical Center-SC,Transitional/MUSC,2056999P0,6,6
Center for Family Medicine-SD,Family Medicine,2979120C0,9,9
Center for Family Medicine-SD,Family Medicine/Pierre,2979120C1,2,0
Rapid City Reg Hosp-SD,Family Medicine,1177120C0,6,6
Univ of South Dakota SSOM,Internal Medicine,2805140C0,8,8
Univ of South Dakota SSOM,Medicine-Preliminary,2805140P0,2,2
Univ of South Dakota SSOM,Pathology,2805300C0,3,3
Univ of South Dakota SSOM,Pediatrics,2805320C0,6,6
Univ of South Dakota SSOM,Psychiatry,2805400C0,7,7
Univ of South Dakota SSOM,General Surgery,2805440C0,3,3
Univ of South Dakota SSOM,Transitional,2805999P0,6,6
Baptist Mem Hosp-TN,Family Medicine,1694120C0,4,4
Baptist Mem Hosp-TN,Internal Medicine,1694140C0,6,6
Baptist Mem Hosp-TN,Internal Medicine/NEA,1694140C1,6,6
Baptist Mem Hosp-TN,Radiology-Diagnostic,1694420A0,6,6
East Tennessee St Univ,Family Med/Johnson City,2066120C1,6,4
East Tennessee St Univ,Family Med/Bristol,2066120C2,8,8
East Tennessee St Univ,Family Med/Kingsport,2066120C3,6,4
East Tennessee St Univ,Internal Medicine,2066140C0,12,12
East Tennessee St Univ,Medicine-Preliminary,2066140P0,4,1
East Tennessee St Univ,Obstetrics-Gynecology,2066220C0,3,3
East Tennessee St Univ,Orthopaedic Surgery,2066260C0,2,2
East Tennessee St Univ,Pathology,2066300C0,2,2
East Tennessee St Univ,Pediatrics,2066320C0,7,7
East Tennessee St Univ,Psychiatry,2066400C0,6,6
East Tennessee St Univ,General Surgery,2066440C0,6,6
East Tennessee St Univ,Surgery-Preliminary,2066440P0,3,0
Meharry/Metro General Hosp-TN,Family Medicine,1028120C0,6,6
Meharry/Metro General Hosp-TN,Internal Medicine,1028140C0,14,14
Meharry/Metro General Hosp-TN,Medicine-Preliminary,1028140P0,2,2
Meharry/Metro General Hosp-TN,Obstetrics-Gynecology,1028220C0,3,3
Meharry/Metro General Hosp-TN,Psychiatry,1028400C0,6,6
U Tennessee COM-Chattanooga,Emergency Medicine,1689110C0,7,7
U Tennessee COM-Chattanooga,Family Medicine,1689120C0,7,7
U Tennessee COM-Chattanooga,Internal Medicine,1689140C0,10,10
U Tennessee COM-Chattanooga,Obstetrics-Gynecology,1689220C0,4,4
U Tennessee COM-Chattanooga,Orthopaedic Surgery,1689260C0,3,3
U Tennessee COM-Chattanooga,Pediatrics,1689320C0,8,8
U Tennessee COM-Chattanooga,General Surgery,1689440C0,5,5
U Tennessee COM-Chattanooga,Surgery-Preliminary,1689440P0,3,0
U Tennessee Grad SOM-Knoxville,Anesthesiology,1839040C0,8,8
U Tennessee Grad SOM-Knoxville,Family Medicine,1839120C0,8,8
U Tennessee Grad SOM-Knoxville,Internal Medicine,1839140C0,13,13
U Tennessee Grad SOM-Knoxville,Obstetrics-Gynecology,1839220C0,4,4
U Tennessee Grad SOM-Knoxville,Pathology,1839300C0,3,3
U Tennessee Grad SOM-Knoxville,Radiology-Diagnostic,1839420A0,6,5
U Tennessee Grad SOM-Knoxville,General Surgery,1839440C0,6,6
U Tennessee Grad SOM-Knoxville,Surgery-Preliminary,1839440P0,5,0
U Tennessee Grad SOM-Knoxville,Transitional,1839999P0,2,2
U Tennessee Grad SOM-Knoxville,Transitional/Radiology,1839999P2,4,4
U Tennessee Health Sci Ctr-Memphis,Anesthesiology,1844040C0,3,3
U Tennessee Health Sci Ctr-Memphis,Anesthesiology,1844040R0,3,3
U Tennessee Health Sci Ctr-Memphis,Dermatology,1844080C0,3,3
U Tennessee Health Sci Ctr-Memphis,Emergency Medicine,1844110C0,6,6
U Tennessee Health Sci Ctr-Memphis,Family Med/St Francis,1844120C0,9,6
U Tennessee Health Sci Ctr-Memphis,Family Med/Jackson,1844120C1,12,12
U Tennessee Health Sci Ctr-Memphis,Internal Medicine,1844140C0,30,30
U Tennessee Health Sci Ctr-Memphis,Medicine-Preliminary,1844140P0,15,15
U Tennessee Health Sci Ctr-Memphis,Med-Prelim/Radiology,1844140P2,4,4
U Tennessee Health Sci Ctr-Memphis,Neurological Surgery,1844160C0,3,3
U Tennessee Health Sci Ctr-Memphis,Neurology,1844180C0,7,5
U Tennessee Health Sci Ctr-Memphis,Neurology,1844180R0,1,1
U Tennessee Health Sci Ctr-Memphis,Child Neurology,1844185C0,2,2
U Tennessee Health Sci Ctr-Memphis,Obstetrics-Gynecology,1844220C0,9,9
U Tennessee Health Sci Ctr-Memphis,Orthopaedic Surgery,1844260C0,8,8
U Tennessee Health Sci Ctr-Memphis,Otolaryngology,1844280C0,4,4
U Tennessee Health Sci Ctr-Memphis,Pathology,1844300C0,3,3
U Tennessee Health Sci Ctr-Memphis,Pediatrics,1844320C0,23,23
U Tennessee Health Sci Ctr-Memphis,Plastic Surgery (Integrated),1844362C0,2,2
U Tennessee Health Sci Ctr-Memphis,Psychiatry,1844400C0,5,5
U Tennessee Health Sci Ctr-Memphis,Radiology-Diagostic,1844420A1,5,5
U Tennessee Health Sci Ctr-Memphis,Radiation Oncology,1844430A0,1,0
U Tennessee Health Sci Ctr-Memphis,General Surgery,1844440C0,8,8
U Tennessee Health Sci Ctr-Memphis,Surgery-Preliminary,1844440P0,5,0
U Tennessee Health Sci Ctr-Memphis,Medicine-Pediatrics,1844700C0,14,14
UT St Thomas Hospitals-TN,Emergency Med/Rutherford,1699110C0,8,8
UT St Thomas Hospitals-TN,Family Med/Rutherford,1699120C0,8,7
UT St Thomas Hospitals-TN,Internal Med/Midtown,1699140C0,8,8
UT St Thomas Hospitals-TN,Med-Prelim/Midtown,1699140P0,2,2
UT St Thomas Hospitals-TN,Obstetrics-Gynecology,1699220C0,3,3
UT St Thomas Hospitals-TN,General Surgery/West,1699440C0,3,3
Vanderbilt Univ Med Ctr-TN,Anesthesiology,1702040C0,18,18
Vanderbilt Univ Med Ctr-TN,Dermatology,1702080A0,5,5
Vanderbilt Univ Med Ctr-TN,Emergency Medicine,1702110C0,13,13
Vanderbilt Univ Med Ctr-TN,Internal Medicine,1702140C0,39,39
Vanderbilt Univ Med Ctr-TN,Int Med/ABIM Research Path,1702140C1,6,6
Vanderbilt Univ Med Ctr-TN,Medicine-Preliminary,1702140P0,3,3
Vanderbilt Univ Med Ctr-TN,Neurological Surgery,1702160C0,3,3
Vanderbilt Univ Med Ctr-TN,Neurology,1702180C0,7,7
Vanderbilt Univ Med Ctr-TN,Child Neurology,1702185C0,3,3
Vanderbilt Univ Med Ctr-TN,Obstetrics-Gynecology,1702220C0,6,6
Vanderbilt Univ Med Ctr-TN,Orthopaedic Surgery,1702260C0,5,5
Vanderbilt Univ Med Ctr-TN,Otolaryngology,1702280C0,5,5
Vanderbilt Univ Med Ctr-TN,Pathology,1702300C0,8,8
Vanderbilt Univ Med Ctr-TN,Pediatrics,1702320C0,24,24
Vanderbilt Univ Med Ctr-TN,Phys Medicine & Rehab,1702340C0,4,4
Vanderbilt Univ Med Ctr-TN,Plastic Surgery (Integrated),1702362C0,1,1
Vanderbilt Univ Med Ctr-TN,Psychiatry,1702400C0,5,5
Vanderbilt Univ Med Ctr-TN,Psychiatry/Child Fast Track,1702400C1,3,3
Vanderbilt Univ Med Ctr-TN,Psychiatry/Research,1702400C2,1,1
Vanderbilt Univ Med Ctr-TN,Interventional Radiology (Integ),1702416A0,3,3
Vanderbilt Univ Med Ctr-TN,Radiology-Diagnostic,1702420A0,6,6
Vanderbilt Univ Med Ctr-TN,Radiation Oncology,1702430A0,3,3
Vanderbilt Univ Med Ctr-TN,General Surgery,1702440C0,8,8
Vanderbilt Univ Med Ctr-TN,Surgery-Preliminary,1702440P0,11,2
Vanderbilt Univ Med Ctr-TN,Surg-Prelim/Int Radiology,1702440P1,2,2
Vanderbilt Univ Med Ctr-TN,Surg-Prelim/Ophthalmology,1702440P2,5,5
Vanderbilt Univ Med Ctr-TN,Medicine-Pediatrics,1702700C0,6,6
Vanderbilt Univ Med Ctr-TN,Pediatrics/Medical Genetics,1702765C0,1,1
Baylor Coll Med-Houston-TX,Anesthesiology,1716040A0,1,1
Baylor Coll Med-Houston-TX,Anesthesiology,1716040C0,14,14
Baylor Coll Med-Houston-TX,Anesthesiology,1716040R0,5,5
Baylor Coll Med-Houston-TX,Dermatology,1716080A0,4,4
Baylor Coll Med-Houston-TX,Emergency Medicine,1716110C0,13,13
Baylor Coll Med-Houston-TX,Emergency Medicine/SACM,1716110C1,1,1
Baylor Coll Med-Houston-TX,Family Med/Comm Hlth Ctr,1716120C0,7,7
Baylor Coll Med-Houston-TX,Internal Medicine,1716140C0,47,47
Baylor Coll Med-Houston-TX,Internal Medicine/Research,1716140C1,1,1
Baylor Coll Med-Houston-TX,Internal Medicine/MDACC,1716140C2,5,5
Baylor Coll Med-Houston-TX,Medicine-Preliminary,1716140P0,14,14
Baylor Coll Med-Houston-TX,Med-Prelim/Ophthalmology,1716140P1,6,6
Baylor Coll Med-Houston-TX,Neurological Surgery,1716160C0,4,4
Baylor Coll Med-Houston-TX,Neurology,1716180C0,10,10
Baylor Coll Med-Houston-TX,Child Neurology/Neuroscience,1716185C0,2,2
Baylor Coll Med-Houston-TX,Child Neurology,1716185C1,3,3
Baylor Coll Med-Houston-TX,Child Neurology,1716185R0,1,1
Baylor Coll Med-Houston-TX,Neurodevelopmental Disabilities,1716186C0,2,2
Baylor Coll Med-Houston-TX,Obstetrics-Gynecology,1716220C0,12,12
Baylor Coll Med-Houston-TX,Orthopaedic Surgery,1716260C0,6,6
Baylor Coll Med-Houston-TX,Otolaryngology,1716280C0,5,5
Baylor Coll Med-Houston-TX,Pathology,1716300C0,8,8
Baylor Coll Med-Houston-TX,Pediatrics,1716320C0,35,35
Baylor Coll Med-Houston-TX,Pediatrics/Global Health,1716320C1,5,5
Baylor Coll Med-Houston-TX,Pediatrics/San Antonio,1716320C2,13,13
Baylor Coll Med-Houston-TX,Peds/Scientist Development Prog,1716320C3,3,3
Baylor Coll Med-Houston-TX,Peds/PC Leadership Prog,1716320C4,4,4
Baylor Coll Med-Houston-TX,Phys Medicine & Rehab,1716340A0,8,8
Baylor Coll Med-Houston-TX,Phy Medicine & Rehab,1716340R0,1,1
Baylor Coll Med-Houston-TX,Plastic Surgery (Integrated),1716362C0,3,3
Baylor Coll Med-Houston-TX,Psychiatry,1716400C0,12,12
Baylor Coll Med-Houston-TX,Psychiatry/Research,1716400C1,1,1
Baylor Coll Med-Houston-TX,Radiology-Diagnostic,1716420A0,8,8
Baylor Coll Med-Houston-TX,Radiology-Diagnostic/ESIR,1716420A1,4,4
Baylor Coll Med-Houston-TX,Radiation Oncology,1716430A0,2,2
Baylor Coll Med-Houston-TX,General Surgery,1716440C0,4,4
Baylor Coll Med-Houston-TX,Gen Surgery/Academic,1716440C1,4,4
Baylor Coll Med-Houston-TX,Gen Surgery/Global,1716440C2,1,1
Baylor Coll Med-Houston-TX,Surgery-Preliminary,1716440P0,22,2
Baylor Coll Med-Houston-TX,Vascular Surgery,1716451C0,1,1
Baylor Coll Med-Houston-TX,Medicine-Pediatrics,1716700C0,9,9
Baylor Coll Med-Houston-TX,Pediatrics-Medical Genetics,1716765C0,1,1
Baylor Coll Med-Houston-TX,Medicine-Medical Genetics,1716766C0,1,1
Baylor Univ Med Ctr-Dallas-TX,Dermatology,1706080A0,2,2
Baylor Univ Med Ctr-Dallas-TX,Family Medicine,1706120C0,4,4
Baylor Univ Med Ctr-Dallas-TX,Internal Medicine,1706140C0,13,13
Baylor Univ Med Ctr-Dallas-TX,Medicine-Preliminary,1706140P0,3,3
Baylor Univ Med Ctr-Dallas-TX,Obstetrics-Gynecology,1706220C0,5,5
Baylor Univ Med Ctr-Dallas-TX,Orthopaedic Surgery,1706260C0,3,3
Baylor Univ Med Ctr-Dallas-TX,Pathology,1706300C0,5,5
Baylor Univ Med Ctr-Dallas-TX,Phys Medicine & Rehab,1706340A0,3,3
Baylor Univ Med Ctr-Dallas-TX,Radiology-Diagnostic,1706420A0,2,2
Baylor Univ Med Ctr-Dallas-TX,Radiology-Diagnostic,1706420C0,5,5
Baylor Univ Med Ctr-Dallas-TX,General Surgery,1706440C0,9,9
Baylor Univ Med Ctr-Dallas-TX,Surgery-Preliminary,1706440P0,2,2
Baylor-Scott & White-TX,Anesthesiology,1725040C0,10,10
Baylor-Scott & White-TX,Dermatology,1725080A0,3,3
Baylor-Scott & White-TX,Emergency Medicine,1725110C0,14,14
Baylor-Scott & White-TX,Family Medicine,1725120C0,6,6
Baylor-Scott & White-TX,Family Med/Round Rock,1725120C1,6,6
Baylor-Scott & White-TX,Internal Medicine,1725140C0,21,21
Baylor-Scott & White-TX,Internal Med/Round Rock,1725140C1,6,5
Baylor-Scott & White-TX,Medicine-Preliminary,1725140P0,6,6
Baylor-Scott & White-TX,Med-Prelim/Neurology,1725140P1,2,2
Baylor-Scott & White-TX,Med-Prelim/Radiology,1725140P2,5,5
Baylor-Scott & White-TX,Neurological Surgery,1725160C0,1,1
Baylor-Scott & White-TX,Neurology,1725180A0,2,2
Baylor-Scott & White-TX,Neurology,1725180R0,1,0
Baylor-Scott & White-TX,Obstetrics-Gynecology,1725220C0,4,4
Baylor-Scott & White-TX,Orthopaedic Surgery,1725260C0,4,4
Baylor-Scott & White-TX,Otolaryngology,1725280C0,2,2
Baylor-Scott & White-TX,Pathology,1725300C0,3,3
Baylor-Scott & White-TX,Pediatrics,1725320C0,7,7
Baylor-Scott & White-TX,Plastic Surgery (Integrated),1725362C0,2,2
Baylor-Scott & White-TX,Psychiatry,1725400C0,5,5
Baylor-Scott & White-TX,Radiology-Diagnostic,1725420A0,7,7
Baylor-Scott & White-TX,General Surgery,1725440C0,6,6
CHRISTUS Health-TX,Emergency Medicine/Spohn,2116110C0,12,12
CHRISTUS Health-TX,Family Medicine/Spohn,2116120C0,12,11
CHRISTUS Health-TX,Family Med/Santa Rosa,2116120C1,9,9
Conroe Reg Med Ctr-TX,Family Medicine,1502120C0,10,10
Corpus Christi Med Ctr-TX,Dermatology,2110080R0,1,1
Corpus Christi Med Ctr-TX,Internal Medicine,2110140C0,10,5
DeTar Healthcare System-TX,Family Medicine,1797120C0,8,8
Driscoll Childrens Hosp-TX,Pediatrics,1703320C0,16,16
HCA Houston Healthcare/U Houston-TX,Family Medicine,2211120C0,10,3
HCA Houston Healthcare/U Houston-TX,Internal Medicine,2211140C0,25,6
HCA Houston Healthcare/U Houston-TX,Obstetrics-Gynecology,2211220C0,5,5
HCA Houston Healthcare/U Houston-TX,General Surgery,2211440C0,4,3
HCA Houston Healthcare/U Houston-TX,Transitional/West,2211999P0,13,1
HCA Houston Healthcare/U Houston-TX,Transitional/Kingwood,2211999P1,13,5
HCA Medical City Healthcare-TX,Family Medicine,2244120C0,18,0
HCA Medical City Healthcare-TX,General Surgery,2244440C0,7,5
John Peter Smith Hosp-TX,Emergency Medicine,1711110C0,15,15
John Peter Smith Hosp-TX,Family Medicine,1711120C0,24,24
John Peter Smith Hosp-TX,Obstetrics-Gynecology,1711220C0,4,4
John Peter Smith Hosp-TX,Orthopaedic Surgery,1711260C0,4,4
John Peter Smith Hosp-TX,Psychiatry,1711400C0,8,8
John Peter Smith Hosp-TX,Transitional,1711999P1,12,8
Las Palmas del Sol Healthcare-TX,Internal Medicine,2188140C0,15,15
Las Palmas del Sol Healthcare-TX,Obstetrics-Gynecology,2188220C0,5,5
Las Palmas del Sol Healthcare-TX,Transitional,2188999P0,13,9
McLennan County Fam Med-TX,Family Medicine,1735120C0,12,12
Medical City Fort Worth-TX,Family Medicine,1642120C0,6,4
Medical City Fort Worth-TX,Internal Medicine,1642140C0,10,10
Medical City Fort Worth-TX,Family Medicine-ONMM,1642753C0,2,2
Medical City Weatherford-TX,Dermatology,2142080A0,1,1
Medical City Weatherford-TX,Internal Medicine,2142140C0,8,3
Medical City Weatherford-TX,Medicine-Preliminary,2142140P0,11,11
Medical City Weatherford-TX,Med Prelim/Dermatology,2142140P1,1,0
Memorial Hermann Hosp-TX,Family Medicine,1785120C0,14,14
Methodist Health System Dallas-TX,Family Medicine,1707120C0,6,6
Methodist Health System Dallas-TX,Internal Medicine,1707140C0,13,13
Methodist Health System Dallas-TX,Obstetrics-Gynecology,1707220C0,3,3
Methodist Health System Dallas-TX,General Surgery,1707440C0,3,3
Methodist Health System Dallas-TX,Surgery-Preliminary,1707440P0,3,3
Methodist Hospital-Houston-TX,Family Medicine,1167120C0,8,8
Methodist Hospital-Houston-TX,Internal Medicine,1167140C0,17,17
Methodist Hospital-Houston-TX,Neurological Surgery,1167160C0,2,2
Methodist Hospital-Houston-TX,Neurology,1167180C0,6,6
Methodist Hospital-Houston-TX,Neurology,1167180R0,1,1
Methodist Hospital-Houston-TX,Obstetrics-Gynecology,1167220C0,5,5
Methodist Hospital-Houston-TX,Orthopaedic Surgery,1167260C0,3,3
Methodist Hospital-Houston-TX,Pathology,1167300C0,5,5
Methodist Hospital-Houston-TX,Radiology-Diagnostic,1167420A0,4,4
Methodist Hospital-Houston-TX,General Surgery,1167440C0,6,6
Methodist Hospital-Houston-TX,Surgery-Preliminary,1167440P0,2,0
Methodist Hospital-Houston-TX,Vascular Surgery,1167451C0,2,2
Presbyterian Hosp-Dallas-TX,Internal Medicine,1719140C0,6,4
Presbyterian Hosp-Dallas-TX,Medicine-Preliminary,1719140P0,6,6
TIGMER-TX,Family Medicine/San Antonio,2169120C0,8,6
TIGMER-TX,Family Medicine/Laredo,2169120C1,8,8
TIGMER-TX,Medicine-Primary/Laredo,2169140M0,7,7
TIGMER-TX,Psychiatry,2169400C0,8,8
Texas A&M-Bryan/College Station,Family Medicine,1713120C0,10,10
Texas Tech U Affil-Amarillo,Family Medicine,2993120C0,3,3
Texas Tech U Affil-Amarillo,Family Medicine/SACM,2993120C1,3,3
Texas Tech U Affil-Amarillo,Internal Medicine,2993140C0,12,12
Texas Tech U Affil-Amarillo,Internal Medicine/SACM,2993140C1,1,1
Texas Tech U Affil-Amarillo,Obstetrics-Gynecology,2993220C0,3,3
Texas Tech U Affil-Amarillo,Pediatrics,2993320C0,7,7
Texas Tech U Affil-El Paso,Emergency Medicine,1710110C0,12,12
Texas Tech U Affil-El Paso,Family Medicine,1710120C0,8,8
Texas Tech U Affil-El Paso,Internal Medicine,1710140C0,15,15
Texas Tech U Affil-El Paso,Neurology,1710180A0,2,2
Texas Tech U Affil-El Paso,Obstetrics-Gynecology,1710220C0,5,5
Texas Tech U Affil-El Paso,Pediatrics,1710320C0,12,12
Texas Tech U Affil-El Paso,Psychiatry,1710400C0,8,8
Texas Tech U Affil-El Paso,Radiology-Diagnostic,1710420A0,3,3
Texas Tech U Affil-El Paso,General Surgery,1710440C0,3,3
Texas Tech U Affil-El Paso,Surgery-Preliminary,1710440P0,3,3
Texas Tech U Affil-Lubbock,Anesthesiology,2973040C0,4,4
Texas Tech U Affil-Lubbock,Dermatology,2973080A0,3,3
Texas Tech U Affil-Lubbock,Emergency Medicine,2973110C0,8,8
Texas Tech U Affil-Lubbock,Family Medicine,2973120C0,8,8
Texas Tech U Affil-Lubbock,Internal Medicine,2973140C0,14,14
Texas Tech U Affil-Lubbock,Medicine-Preliminary,2973140P0,2,2
Texas Tech U Affil-Lubbock,Med-Prelim/Ophthalmology,2973140P1,4,4
Texas Tech U Affil-Lubbock,Neurology,2973180C0,4,4
Texas Tech U Affil-Lubbock,Obstetrics-Gynecology,2973220C0,3,3
Texas Tech U Affil-Lubbock,Orthopaedic Surgery,2973260C0,4,4
Texas Tech U Affil-Lubbock,Otolaryngology,2973280C0,1,1
Texas Tech U Affil-Lubbock,Pediatrics,2973320C0,8,8
Texas Tech U Affil-Lubbock,Psychiatry,2973400C0,6,6
Texas Tech U Affil-Lubbock,General Surgery,2973440C0,5,5
Texas Tech U Affil-Lubbock,Surgery-Preliminary,2973440P0,3,1
Texas Tech U Affil-Permian Basin,Family Medicine/Odessa,3124120C0,13,13
Texas Tech U Affil-Permian Basin,Family Med/Rural-Ft Stockton,3124120C2,1,1
Texas Tech U Affil-Permian Basin,Family Med/Rural-Sweetwater,3124120C3,1,1
Texas Tech U Affil-Permian Basin,Family Med/Rural-Alpine,3124120C4,1,1
Texas Tech U Affil-Permian Basin,Family Med/Rural-Pecos,3124120C5,1,1
Texas Tech U Affil-Permian Basin,Family Med/Rural-Carlsbad,3124120C6,1,0
Texas Tech U Affil-Permian Basin,Family Med/Rural-Hobbs,3124120C7,1,0
Texas Tech U Affil-Permian Basin,Family Medicine/Midland,3124120C8,4,4
Texas Tech U Affil-Permian Basin,Internal Medicine,3124140C0,14,14
Texas Tech U Affil-Permian Basin,Obstetrics-Gynecology,3124220C0,4,4
Texas Tech U Affil-Permian Basin,Psychiatry,3124400C0,6,6
Texoma Med Ctr-TX,Family Medicine,2234120C0,8,8
U Texas HSC-San Antonio,Anesthesiology,1722040C0,16,16
U Texas HSC-San Antonio,Anesthesiology,1722040R0,1,1
U Texas HSC-San Antonio,Dermatology,1722080A0,3,3
U Texas HSC-San Antonio,Emergency Medicine,1722110C0,10,10
U Texas HSC-San Antonio,Emergency Medicine/Military,1722110C1,2,2
U Texas HSC-San Antonio,Family Medicine,1722120C0,13,13
U Texas HSC-San Antonio,Internal Medicine,1722140C0,29,29
U Texas HSC-San Antonio,Internal Med/Adv IM Skill,1722140C4,4,4
U Texas HSC-San Antonio,Medicine-Preliminary,1722140P0,4,4
U Texas HSC-San Antonio,Med-Prelim/Radiology,1722140P2,2,2
U Texas HSC-San Antonio,Med-Prelim/Ophthalmology,1722140P4,4,4
U Texas HSC-San Antonio,Neurological Surgery,1722160C0,2,2
U Texas HSC-San Antonio,Neurology,1722180C0,7,7
U Texas HSC-San Antonio,Obstetrics-Gynecology,1722220C0,7,7
U Texas HSC-San Antonio,Orthopaedic Surgery,1722260C0,6,6
U Texas HSC-San Antonio,Otolaryngology,1722280C0,2,2
U Texas HSC-San Antonio,Pathology,1722300C0,4,4
U Texas HSC-San Antonio,Pediatrics,1722320C0,15,15
U Texas HSC-San Antonio,Phys Medicine & Rehab,1722340C0,8,8
U Texas HSC-San Antonio,Psychiatry,1722400C0,11,11
U Texas HSC-San Antonio,Interventional Radiology (Integ),1722416A0,2,0
U Texas HSC-San Antonio,Radiology-Diagnostic,1722420A0,9,9
U Texas HSC-San Antonio,Radiology-Diagnostic,1722420R0,2,2
U Texas HSC-San Antonio,General Surgery,1722440C0,7,7
U Texas HSC-San Antonio,Surgery-Preliminary,1722440P0,19,15
U Texas HSC-San Antonio,Thoracic Surgery,1722461C0,1,1
U Texas HSC-Tyler,Family Medicine,3626120C0,9,9
U Texas HSC-Tyler (Continued),Family Medicine/Rural,3626120C1,2,2
U Texas HSC-Tyler (Continued),Internal Medicine/GSMC,3626140C0,12,12
U Texas HSC-Tyler (Continued),Internal Medicine/Tyler,3626140C1,20,20
U Texas HSC-Tyler (Continued),Psychiatry,3626400C0,6,6
U Texas HSC-Tyler (Continued),General Surgery,3626440C0,3,3
U Texas MD Anderson Cancer Ctr,Radiation Oncology,1004430A0,6,6
U Texas Med Branch-Galveston,Anesthesiology,1714040C0,16,16
U Texas Med Branch-Galveston,Anesthesiology,1714040R0,5,5
U Texas Med Branch-Galveston,Dermatology,1714080A0,5,5
U Texas Med Branch-Galveston,Dermatology,1714080R0,1,1
U Texas Med Branch-Galveston,Family Medicine,1714120C0,10,10
U Texas Med Branch-Galveston,Internal Medicine,1714140C0,28,28
U Texas Med Branch-Galveston,Medicine-Preliminary,1714140P0,6,5
U Texas Med Branch-Galveston,Med-Prelim/Ophthalmology,1714140P4,4,4
U Texas Med Branch-Galveston,Neurology,1714180C0,5,5
U Texas Med Branch-Galveston,Obstetrics-Gynecology,1714220C0,8,8
U Texas Med Branch-Galveston,Orthopaedic Surgery,1714260C0,5,5
U Texas Med Branch-Galveston,Otolaryngology,1714280C0,3,3
U Texas Med Branch-Galveston,Pathology,1714300C0,5,5
U Texas Med Branch-Galveston,Pediatrics,1714320C0,14,14
U Texas Med Branch-Galveston,Plastic Surgery (Integrated),1714362C0,4,4
U Texas Med Branch-Galveston,Psychiatry,1714400C0,7,7
U Texas Med Branch-Galveston,Psychiatry/Child Psych,1714400C1,1,1
U Texas Med Branch-Galveston,Interventional Radiology (Integ),1714416A0,1,0
U Texas Med Branch-Galveston,Radiology-Diagnostic,1714420A0,6,6
U Texas Med Branch-Galveston,Radiology-Diagnostic,1714420R0,1,1
U Texas Med Branch-Galveston,Radiation Oncology,1714430A0,1,1
U Texas Med Branch-Galveston,General Surgery,1714440C0,6,6
