,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,African American,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/piatt-county-il/,A minus,A minus,A,B,A minus,C,B+,B minus,B+,B+,B,C+,"Piatt County is located in Illinois with a population of 16,401. In Piatt County, most residents own their homes. Many retirees live in Piatt County and residents tend to be conservative.",16401,138600,851,70849,-0.36275862068965514,-0.19868173258003763,0.12739684610855617,0.18,0.82,71.5,-0.7470817120622568,0,-1.0,17.9,-0.5601965601965603,0,-1.0,89.4,-0.8212357528494301,482.9,-0.7636087722733503,0,-1.0,0.12,0.1,0.07,0.11,0.12,0.13,0.15,0.19,0.09,-0.25,0.19,-0.050000000000000044,0.31,0.06896551724137945,0.34,0.2592592592592593,0.06,-0.5,,,,,,,,0.031,0.051,0.006999999999999999,0.96,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.51,0.49,0.12,0.21,0.21,0.36,0.11,0.2,0.29,0.32,0.19
0,https://www.niche.com/places-to-live/c/woodbury-county-ia/,A minus,B,B,A minus,A minus,B+,B,B minus,B+,B+,B minus,A minus,"Woodbury County is located in Iowa with a population of 102,586. In Woodbury County, most residents own their homes. Many families and young professionals live in Woodbury County and residents tend to lean conservative.",102586,123300,787,59224,-0.4331034482758621,-0.25894538606403017,-0.057587957290390346,0.34,0.66,276.6,-0.021577644145737374,2.3,-0.6229508196721312,64,0.5724815724815724,82.3,-0.392619926199262,705.3,0.4103179364127174,3060,0.49794399843352255,333.8,0.17535211267605644,0.14,0.12,0.1,0.13,0.12,0.12,0.12,0.15,0.07,-0.41666666666666663,0.16,-0.20000000000000007,0.32,0.10344827586206917,0.32,0.18518518518518512,0.13,0.08333333333333348,,,,,,,,0.03,0.126,0.037000000000000005,0.73,0.17,0.02,0.03,0.02,0.03,0.0,0.0,0.51,0.49,0.2,0.19,0.22,0.31,0.08,0.25,0.31,0.28,0.15
0,https://www.niche.com/places-to-live/c/pulaski-county-mo/,A minus,B,B,A,B+,A minus,B minus,B minus,B,B,B minus,A,"Pulaski County is located in Missouri with a population of 52,425. In Pulaski County, most residents rent their homes. Many families and young professionals live in Pulaski County and residents tend to be conservative.",52425,159200,993,53492,-0.26804597701149424,-0.06497175141242939,-0.1487993889534236,0.51,0.49,255,-0.09798372833392288,0,-1.0,70.1,0.722358722358722,31.9,-0.7645756457564575,548.2,0.09618076384723051,2868.4,0.40415116506755444,140.2,-0.5063380281690142,0.12,0.1,0.23,0.18,0.12,0.09,0.08,0.08,0.11,-0.08333333333333326,0.18,-0.10000000000000009,0.37,0.27586206896551735,0.28,0.03703703703703698,0.07,-0.41666666666666663,,,,,,,,0.038,0.149,0.03,0.69,0.11,0.05,0.11,0.01,0.02,0.01,0.0,0.43,0.57,0.19,0.23,0.28,0.26,0.05,0.33,0.32,0.23,0.12
0,https://www.niche.com/places-to-live/c/fairfield-county-oh/,A minus,B+,B+,A minus,A minus,B minus,A minus,C,B,A minus,B+,C,"Fairfield County is located in Ohio with a population of 154,457. In Fairfield County, most residents own their homes. Many families and young professionals live in Fairfield County and residents tend to be conservative.",154457,185300,867,67609,-0.14804597701149425,-0.18361581920903958,0.07583979122575313,0.26,0.74,121.9,-0.568800848956491,1.2,-0.8032786885245902,39.8,-0.02211302211302224,56,-0.5867158671586716,337.1,-0.32593481303739247,2215.4,0.08449187389857071,134.3,-0.527112676056338,0.13,0.12,0.08,0.12,0.13,0.14,0.13,0.15,0.1,-0.16666666666666663,0.18,-0.10000000000000009,0.31,0.06896551724137945,0.34,0.2592592592592593,0.07,-0.41666666666666663,4.44,9,6,1,2,0,0,0.026000000000000002,0.092,0.015,0.86,0.02,0.03,0.07,0.0,0.02,0.0,0.0,0.5,0.5,0.16,0.17,0.21,0.33,0.13,0.24,0.29,0.26,0.21
0,https://www.niche.com/places-to-live/c/greenwood-county-sc/,A minus,B,B,B+,B+,A,C+,B+,B+,B minus,B+,B,"Greenwood County is located in South Carolina with a population of 70,411. In Greenwood County, most residents own their homes. Many families and young professionals live in Greenwood County and residents tend to be conservative.",70411,122800,733,42336,-0.4354022988505747,-0.3097928436911488,-0.3263211495313718,0.36,0.64,993.7,2.515033604527768,10.9,0.7868852459016396,97.9,1.4054054054054053,155.9,0.1505535055350553,1109.8,1.2191561687662467,5451,1.6683963187781479,203.1,-0.2848591549295775,0.13,0.1,0.09,0.12,0.12,0.13,0.13,0.18,0.09,-0.25,0.16,-0.20000000000000007,0.3,0.034482758620689724,0.31,0.14814814814814814,0.15,0.25,3.75,24,7,8,6,2,1,0.039,0.204,0.027000000000000003,0.6,0.06,0.01,0.32,0.0,0.01,0.0,0.0,0.54,0.46,0.29,0.23,0.22,0.2,0.06,0.32,0.35,0.23,0.11
0,https://www.niche.com/places-to-live/c/macomb-county-mi/,A minus,B+,B,A,A minus,B+,B+,C+,B,A minus,B+,C+,"Macomb County is located in Michigan with a population of 870,325. In Macomb County, most residents own their homes. Many young professionals live in Macomb County and residents tend to lean conservative.",870325,166800,962,62855,-0.23310344827586205,-0.09416195856873821,0.00019095205512154045,0.27,0.73,208.4,-0.26282278033250794,2.6,-0.5737704918032787,55.9,0.3734643734643732,44.9,-0.6686346863468635,278.4,-0.44331133773245357,1235,-0.39543763461915016,172,-0.3943661971830986,0.11,0.1,0.08,0.13,0.12,0.14,0.14,0.17,0.09,-0.25,0.16,-0.20000000000000007,0.35,0.2068965517241379,0.3,0.11111111111111094,0.1,-0.16666666666666663,4.02,107,28,55,22,2,0,0.035,0.105,0.039,0.79,0.03,0.02,0.12,0.0,0.04,0.0,0.0,0.51,0.49,0.17,0.19,0.23,0.3,0.11,0.25,0.29,0.25,0.21
0,https://www.niche.com/places-to-live/c/rockland-county-ny/,A minus,A,D+,A,A+,A,B minus,C+,D,A+,A,B,"Rockland County is located in New York with a population of 324,422. In Rockland County, most residents own their homes. Many young professionals live in Rockland County and residents tend to have moderate political views.",324422,443400,1504,93024,1.0386206896551724,0.4161958568738229,0.48026033130181567,0.32,0.68,69.2,-0.7552175451008136,0,-1.0,19.3,-0.5257985257985258,31,-0.7712177121771218,82.8,-0.8344331133773245,827.6,-0.5948697865674564,28.7,-0.898943661971831,0.16,0.12,0.09,0.12,0.11,0.13,0.12,0.16,0.19,0.5833333333333335,0.22,0.09999999999999987,0.25,-0.13793103448275856,0.23,-0.14814814814814814,0.12,0.0,4.1,20,8,7,4,1,0,0.036000000000000004,0.13699999999999998,0.086,0.63,0.18,0.02,0.11,0.0,0.06,0.0,0.0,0.51,0.49,0.14,0.12,0.16,0.29,0.29,0.23,0.23,0.22,0.32
0,https://www.niche.com/places-to-live/c/emmet-county-mi/,A minus,B+,B,A minus,A minus,C+,B,C minus,B,A,A,A minus,"Emmet County is located in Michigan with a population of 33,104. In Emmet County, most residents own their homes. Many young professionals and retirees live in Emmet County and residents tend to be conservative.",33104,186900,818,55829,-0.14068965517241383,-0.22975517890772124,-0.11161147621851275,0.27,0.73,51.5,-0.8178280863105766,0,-1.0,38.6,-0.051597051597051635,0,-1.0,167.2,-0.6656668666266747,1247.9,-0.38912277266496964,0,-1.0,0.09,0.1,0.08,0.11,0.11,0.13,0.16,0.22,0.13,0.08333333333333348,0.2,0.0,0.36,0.24137931034482762,0.25,-0.07407407407407418,0.06,-0.5,,,,,,,,0.031,0.09,0.008,0.91,0.02,0.03,0.01,0.03,0.01,0.0,0.0,0.51,0.49,0.19,0.23,0.24,0.25,0.1,0.26,0.33,0.26,0.16
0,https://www.niche.com/places-to-live/c/habersham-county-ga/,A minus,A,A minus,C+,A minus,B+,B,B,B+,A,A minus,C+,"Habersham County is located in Georgia with a population of 44,626. In Habersham County, most residents own their homes. Many families live in Habersham County and residents tend to be conservative.",44626,150500,772,50563,-0.3080459770114943,-0.27306967984934083,-0.19540760307432814,0.22,0.78,227.2,-0.19632118853908742,7.8,0.278688524590164,15.7,-0.6142506142506143,15.7,-0.8841328413284133,336.9,-0.32633473305338945,2397.6,0.17368317994908944,70.5,-0.7517605633802817,0.11,0.11,0.1,0.12,0.12,0.13,0.12,0.18,0.09,-0.25,0.11,-0.45000000000000007,0.26,-0.10344827586206884,0.35,0.29629629629629606,0.2,0.6666666666666667,3.57,7,1,2,4,0,0,0.018000000000000002,0.151,0.061,0.77,0.15,0.02,0.03,0.0,0.02,0.0,0.0,0.53,0.47,0.25,0.18,0.25,0.26,0.06,0.3,0.34,0.24,0.12
0,https://www.niche.com/places-to-live/c/winnebago-county-wi/,A minus,A minus,B,A,A minus,B minus,B,C,B,B+,A minus,A minus,"Winnebago County is located in Wisconsin with a population of 170,411. In Winnebago County, most residents own their homes. Many young professionals live in Winnebago County and residents tend to have moderate political views.",170411,152500,766,58543,-0.29885057471264365,-0.2787193973634652,-0.06842448641853505,0.35,0.65,155.8,-0.44888574460558894,0,-1.0,21.4,-0.4742014742014743,23.6,-0.825830258302583,202.3,-0.5954809038192361,1562.6,-0.23506951243391427,80.5,-0.7165492957746479,0.11,0.09,0.12,0.13,0.12,0.13,0.13,0.16,0.08,-0.33333333333333326,0.2,0.0,0.31,0.06896551724137945,0.33,0.2222222222222221,0.07,-0.41666666666666663,3,3,0,2,0,0,1,0.021,0.11199999999999999,0.017,0.89,0.04,0.02,0.02,0.01,0.03,0.0,0.0,0.5,0.5,0.18,0.2,0.25,0.29,0.09,0.26,0.3,0.29,0.16
0,https://www.niche.com/places-to-live/c/polk-county-ne/,A minus,B+,A,B minus,B+,C,A,A,A,B minus,B minus,B,"Polk County is located in Nebraska with a population of 5,225. In Polk County, most residents own their homes. Many retirees live in Polk County and residents tend to be conservative.",5225,107300,584,67719,-0.5066666666666666,-0.4500941619585688,0.07759018506436677,0.17,0.83,,,,,,,,,,,,,,,0.11,0.12,0.07,0.09,0.11,0.13,0.16,0.22,0.05,-0.5833333333333333,0.17,-0.15000000000000002,0.39,0.3448275862068968,0.31,0.14814814814814814,0.09,-0.25,3.25,8,0,4,2,2,0,0.034,0.077,0.018000000000000002,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.14,0.18,0.26,0.35,0.07,0.28,0.26,0.29,0.18
0,https://www.niche.com/places-to-live/c/ramsey-county-nd/,A minus,B+,A,B+,B,B,A,C,A minus,B,C minus,A,"Ramsey County is located in North Dakota with a population of 11,583. In Ramsey County, most residents own their homes. Many young professionals and retirees live in Ramsey County and residents tend to be conservative.",11583,164700,565,58910,-0.24275862068965515,-0.467984934086629,-0.0625845360660694,0.4,0.6,231.5,-0.18111071807569856,0,-1.0,54.5,0.3390663390663389,27.2,-0.7992619926199263,694.4,0.3885222955408918,3553.9,0.7397199921676132,531,0.869718309859155,0.15,0.09,0.09,0.12,0.1,0.12,0.15,0.19,0.07,-0.41666666666666663,0.19,-0.050000000000000044,0.37,0.27586206896551735,0.29,0.07407407407407396,0.08,-0.33333333333333326,,,,,,,,0.003,0.124,0.016,0.83,0.03,0.03,0.0,0.1,0.01,0.0,0.0,0.49,0.51,0.22,0.18,0.21,0.31,0.09,0.27,0.29,0.27,0.18
0,https://www.niche.com/places-to-live/c/walworth-county-sd/,A minus,B+,A,B+,B,B,A,unavailable,A minus,B minus,D+,A,"Walworth County is located in South Dakota with a population of 5,457. In Walworth County, most residents own their homes. Many retirees live in Walworth County and residents tend to be conservative.",5457,88200,692,55583,-0.5944827586206897,-0.3483992467043314,-0.11552599334850344,0.26,0.74,306.7,0.08489564909798375,0,-1.0,83.6,1.054054054054054,0,-1.0,55.8,-0.8884223155368927,1170.9,-0.42681613471705493,139.4,-0.5091549295774648,0.13,0.1,0.07,0.1,0.12,0.09,0.15,0.24,0.06,-0.5,0.18,-0.10000000000000009,0.27,-0.06896551724137923,0.38,0.40740740740740744,0.1,-0.16666666666666663,,,,,,,,0.016,0.099,0.006,0.79,0.02,0.03,0.05,0.1,0.0,0.0,0.0,0.5,0.5,0.19,0.23,0.22,0.28,0.07,0.24,0.35,0.25,0.16
0,https://www.niche.com/places-to-live/c/sacramento-county-ca/,A minus,A,D+,A,A,A+,C+,A+,D minus,A+,A,B,"Sacramento County is located in California with a population of 1,524,553. In Sacramento County, most residents own their homes. Many families and young professionals live in Sacramento County and residents tend to be liberal.",1524553,351900,1252,67151,0.6179310344827587,0.17890772128060273,0.06855178778861615,0.44,0.56,325.1,0.14998231340643797,4.9,-0.19672131147540972,24.5,-0.3980343980343981,151.4,0.11734317343173428,461.5,-0.07718456308738253,1587.2,-0.22302721754454669,394.5,0.3890845070422535,0.13,0.11,0.09,0.16,0.13,0.13,0.12,0.14,0.1,-0.16666666666666663,0.2,0.0,0.34,0.1724137931034484,0.22,-0.18518518518518523,0.12,0.0,3.8,557,143,210,165,25,14,0.040999999999999995,0.146,0.08900000000000001,0.45,0.23,0.05,0.09,0.0,0.15,0.01,0.0,0.51,0.49,0.18,0.16,0.21,0.3,0.15,0.26,0.26,0.24,0.24
0,https://www.niche.com/places-to-live/c/nacogdoches-county-tx/,A minus,B minus,B minus,B+,A minus,A,C+,B+,B+,B,B+,B+,"Nacogdoches County is located in Texas with a population of 65,339. In Nacogdoches County, most residents own their homes. Many young professionals live in Nacogdoches County and residents tend to be conservative.",65339,130100,768,44847,-0.4018390804597701,-0.2768361581920904,-0.2863644319971994,0.43,0.57,143.7,-0.4916873010258225,2.9,-0.5245901639344261,55.7,0.3685503685503686,73.3,-0.45904059040590406,428.2,-0.14377124575084987,2267.3,0.10989817897004128,79.2,-0.7211267605633802,0.13,0.1,0.19,0.12,0.1,0.1,0.11,0.14,0.09,-0.25,0.16,-0.20000000000000007,0.3,0.034482758620689724,0.29,0.07407407407407396,0.17,0.41666666666666674,4,26,6,15,4,1,0,0.048,0.245,0.054000000000000006,0.6,0.19,0.02,0.17,0.0,0.01,0.0,0.0,0.52,0.48,0.32,0.19,0.22,0.21,0.07,0.37,0.29,0.23,0.11
0,https://www.niche.com/places-to-live/c/worcester-county-md/,A minus,A+,B minus,A minus,A minus,B,B minus,B,B minus,B+,A,B+,"Worcester County is located in Maryland with a population of 51,765. In Worcester County, most residents own their homes. Many retirees live in Worcester County and residents tend to be conservative.",51765,262200,1035,63499,0.20551724137931027,-0.025423728813559365,0.010438712346641621,0.25,0.75,276.4,-0.0222851078882208,6.7,0.09836065573770503,73.3,0.8009828009828008,133.2,-0.01697416974169752,556.2,0.11217756448710259,4199.7,1.0558547092226354,73.3,-0.7419014084507043,0.09,0.09,0.07,0.1,0.1,0.13,0.16,0.27,0.1,-0.16666666666666663,0.19,-0.050000000000000044,0.3,0.034482758620689724,0.32,0.18518518518518512,0.09,-0.25,3.25,12,1,3,6,2,0,0.028999999999999998,0.09,0.024,0.8,0.03,0.02,0.13,0.0,0.01,0.0,0.0,0.51,0.49,0.18,0.18,0.22,0.29,0.13,0.23,0.31,0.26,0.2
0,https://www.niche.com/places-to-live/c/clay-county-mn/,A minus,B,B+,A minus,A minus,B minus,A minus,C minus,B,B+,B,A minus,"Clay County is located in Minnesota with a population of 63,446. In Clay County, most residents own their homes. Many families and young professionals live in Clay County and residents tend to have moderate political views.",63446,197100,865,65269,-0.09379310344827585,-0.18549905838041436,0.038604140477061843,0.33,0.67,112.9,-0.6006367173682348,1.9,-0.6885245901639344,49.8,0.22358722358722338,21.1,-0.844280442804428,267.9,-0.46430713857228556,1500.4,-0.2655179165850793,214.3,-0.24542253521126756,0.14,0.1,0.15,0.14,0.12,0.1,0.11,0.13,0.1,-0.16666666666666663,0.25,0.25,0.37,0.27586206896551735,0.24,-0.11111111111111116,0.05,-0.5833333333333333,,,,,,,,0.018000000000000002,0.122,0.023,0.87,0.05,0.02,0.04,0.02,0.01,0.0,0.0,0.51,0.49,0.19,0.16,0.22,0.33,0.1,0.28,0.24,0.31,0.18
0,https://www.niche.com/places-to-live/c/san-diego-county-ca/,A minus,A minus,D minus,A,A minus,A+,C+,A+,D minus,A+,A+,B,"San Diego County is located in California with a population of 3,316,073. In San Diego County, most residents own their homes. Many families and young professionals live in San Diego County and residents tend to lean liberal.",3316073,563700,1658,78980,1.5917241379310343,0.5612052730696799,0.25678277612462796,0.47,0.53,207.5,-0.2660063671736823,2.2,-0.6393442622950819,34,-0.1646191646191647,97.1,-0.28339483394833953,278,-0.4441111777644471,1188.8,-0.41805365185040144,309.8,0.0908450704225352,0.12,0.1,0.1,0.16,0.13,0.13,0.12,0.14,0.15,0.25,0.24,0.19999999999999996,0.3,0.034482758620689724,0.18,-0.33333333333333337,0.13,0.08333333333333348,4.48,1150,679,353,110,6,2,0.04,0.11599999999999999,0.107,0.46,0.34,0.03,0.05,0.0,0.12,0.0,0.0,0.5,0.5,0.14,0.14,0.19,0.31,0.21,0.24,0.27,0.23,0.27
0,https://www.niche.com/places-to-live/c/blue-earth-county-mn/,A minus,B+,B,A,B+,B minus,B,C,B,B+,B minus,A,"Blue Earth County is located in Minnesota with a population of 66,795. In Blue Earth County, most residents own their homes. Many young professionals live in Blue Earth County and residents tend to have moderate political views.",66795,184800,883,57429,-0.15034482758620693,-0.16854990583804141,-0.08615120220231365,0.38,0.62,134.7,-0.5235231694375664,0,-1.0,51.5,0.26535626535626533,33.7,-0.7512915129151292,435.7,-0.1287742451509699,2188.4,0.07127472097121612,112.9,-0.6024647887323944,0.11,0.09,0.22,0.13,0.11,0.1,0.11,0.13,0.12,0.0,0.23,0.1499999999999999,0.33,0.13793103448275867,0.26,-0.03703703703703709,0.05,-0.5833333333333333,,,,,,,,0.025,0.17600000000000002,0.034,0.88,0.04,0.02,0.04,0.0,0.02,0.0,0.0,0.5,0.5,0.19,0.21,0.21,0.3,0.09,0.32,0.27,0.26,0.15
0,https://www.niche.com/places-to-live/c/lancaster-county-pa/,A minus,A minus,C+,A minus,A,B,B,B minus,C+,A,A,B+,"Lancaster County is located in Pennsylvania with a population of 540,999. In Lancaster County, most residents own their homes. Many families and young professionals live in Lancaster County and residents tend to be conservative.",540999,209400,1009,66056,-0.03724137931034488,-0.04990583804143123,0.051127412758779744,0.32,0.68,154.2,-0.4545454545454546,2.1,-0.6557377049180327,44.2,0.08599508599508598,58.3,-0.5697416974169742,175.7,-0.6486702659468107,1298.6,-0.36430389661249274,61.8,-0.782394366197183,0.13,0.1,0.09,0.13,0.11,0.12,0.13,0.18,0.1,-0.16666666666666663,0.17,-0.15000000000000002,0.22,-0.2413793103448275,0.35,0.29629629629629606,0.15,0.25,4.36,174,91,58,21,4,0,0.025,0.102,0.022000000000000002,0.82,0.1,0.02,0.03,0.0,0.02,0.0,0.0,0.51,0.49,0.15,0.17,0.24,0.32,0.11,0.26,0.28,0.27,0.19
0,https://www.niche.com/places-to-live/c/beauregard-parish-la/,A minus,B,A,C,B+,B,B,A+,A,B minus,B minus,C,"Beauregard Parish is a County in Louisiana with a population of 37,043. In Beauregard Parish, most residents own their homes. Many families live in Beauregard Parish and residents tend to be conservative.",37043,127500,741,53209,-0.4137931034482759,-0.30225988700564976,-0.1533026749200388,0.23,0.77,125.9,-0.554651574106827,9,0.47540983606557385,18,-0.5577395577395577,27,-0.8007380073800738,620.7,0.24115176964607077,1277.4,-0.3746818092813784,90,-0.6830985915492958,0.12,0.13,0.09,0.13,0.13,0.13,0.13,0.15,0.06,-0.5,0.12,-0.4,0.29,0.0,0.38,0.40740740740740744,0.15,0.25,3.47,30,6,5,16,3,0,0.047,0.154,0.012,0.8,0.04,0.03,0.12,0.0,0.0,0.0,0.0,0.49,0.51,0.26,0.17,0.21,0.29,0.07,0.31,0.29,0.24,0.16
0,https://www.niche.com/places-to-live/c/dickinson-county-mi/,A minus,A,A minus,B+,A minus,C,B minus,C minus,A minus,A,B+,B+,"Dickinson County is located in Michigan with a population of 25,439. In Dickinson County, most residents own their homes. Many retirees live in Dickinson County and residents tend to be conservative.",25439,101800,665,51645,-0.5319540229885058,-0.3738229755178908,-0.1781900927708735,0.23,0.77,6.6,-0.9766536964980544,0,-1.0,26.4,-0.3513513513513514,0,-1.0,13.2,-0.9736052789442111,211.1,-0.8966614450753867,0,-1.0,0.11,0.09,0.07,0.1,0.11,0.13,0.17,0.22,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.36,0.24137931034482762,0.33,0.2222222222222221,0.05,-0.5833333333333333,4,1,0,1,0,0,0,0.026000000000000002,0.11599999999999999,0.005,0.95,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.22,0.22,0.24,0.26,0.06,0.27,0.31,0.27,0.15
0,https://www.niche.com/places-to-live/c/garfield-county-ok/,A minus,B+,A minus,A minus,B+,B+,C+,B+,A minus,B+,C,A minus,"Garfield County is located in Oklahoma with a population of 61,898. In Garfield County, most residents own their homes. Many families and young professionals live in Garfield County and residents tend to be conservative.",61898,112600,856,54006,-0.48229885057471267,-0.19397363465160078,-0.14062027592571968,0.34,0.66,221.1,-0.2178988326848249,0,-1.0,62.1,0.5257985257985258,38.4,-0.7166051660516606,765.7,0.5310937812437513,2297.1,0.12448599960838069,168.1,-0.40809859154929584,0.14,0.11,0.09,0.14,0.12,0.11,0.12,0.16,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.29,0.0,0.36,0.33333333333333326,0.12,0.0,,,,,,,,0.032,0.135,0.057999999999999996,0.74,0.12,0.05,0.02,0.02,0.01,0.03,0.0,0.5,0.5,0.22,0.2,0.24,0.27,0.07,0.26,0.33,0.25,0.15
0,https://www.niche.com/places-to-live/c/hamilton-county-ne/,A minus,A,A,B,B+,C,A+,A,A minus,B,C,B,"Hamilton County is located in Nebraska with a population of 9,215. In Hamilton County, most residents own their homes. Many young professionals and retirees live in Hamilton County and residents tend to be conservative.",9215,154300,739,64210,-0.2905747126436782,-0.30414312617702444,0.021752621612590062,0.23,0.77,311.2,0.1008135833038557,0,-1.0,44.8,0.10073710073710052,0,-1.0,155.6,-0.6888622275544891,644.6,-0.684452711963971,111.1,-0.6088028169014085,0.12,0.12,0.08,0.11,0.11,0.13,0.15,0.2,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.4,0.3793103448275863,0.3,0.11111111111111094,0.05,-0.5833333333333333,4.5,4,3,0,1,0,0,0.021,0.051,0.003,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.12,0.21,0.25,0.33,0.1,0.23,0.3,0.29,0.18
0,https://www.niche.com/places-to-live/c/putnam-county-wv/,A minus,A,A,B+,A minus,C,B+,B+,B+,A minus,B minus,C,"Putnam County is located in West Virginia with a population of 56,610. In Putnam County, most residents own their homes. Many families and young professionals live in Putnam County and residents tend to be conservative.",56610,167300,831,60097,-0.23080459770114947,-0.21751412429378536,-0.043696195280301664,0.18,0.82,0,-1.0,0,-1.0,0,-1.0,42.3,-0.6878228782287823,84.6,-0.8308338332333534,634.5,-0.6893969062071666,42.3,-0.851056338028169,0.12,0.11,0.07,0.12,0.13,0.14,0.14,0.18,0.1,-0.16666666666666663,0.16,-0.20000000000000007,0.29,0.0,0.36,0.33333333333333326,0.08,-0.33333333333333326,3.09,54,2,13,30,6,3,0.022000000000000002,0.098,0.003,0.95,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.51,0.49,0.17,0.2,0.22,0.29,0.12,0.25,0.29,0.27,0.19
0,https://www.niche.com/places-to-live/c/stearns-county-mn/,A minus,A minus,B+,A,A minus,B minus,B+,C,B+,A minus,B+,A minus,"Stearns County is located in Minnesota with a population of 158,452. In Stearns County, most residents own their homes. Many families and young professionals live in Stearns County and residents tend to be conservative.",158452,184900,833,62789,-0.14988505747126435,-0.21563088512241058,-0.00085928424804671,0.32,0.68,161.2,-0.4297842235585426,3.4,-0.44262295081967207,65.5,0.6093366093366093,50,-0.6309963099630996,383.5,-0.23315336932613484,2777,0.3594086547875466,194.8,-0.31408450704225344,0.13,0.1,0.15,0.12,0.11,0.12,0.12,0.15,0.09,-0.25,0.19,-0.050000000000000044,0.36,0.24137931034482762,0.28,0.03703703703703698,0.08,-0.33333333333333326,4,1,0,1,0,0,0,0.03,0.129,0.040999999999999995,0.86,0.03,0.02,0.06,0.0,0.02,0.0,0.0,0.5,0.5,0.17,0.18,0.23,0.31,0.1,0.28,0.29,0.28,0.16
0,https://www.niche.com/places-to-live/c/greenlee-county-az/,A minus,A minus,A,B,A minus,A,B+,A minus,A minus,B,B minus,B,"Greenlee County is located in Arizona with a population of 9,522. In Greenlee County, most residents rent their homes. Many families live in Greenlee County and residents tend to be conservative.",9522,83800,466,63473,-0.6147126436781609,-0.5612052730696798,0.01002498289387832,0.51,0.49,314.4,0.11213300318358677,0,-1.0,,,0,-1.0,228.6,-0.5428914217156569,886,-0.5662815743097709,85.7,-0.6982394366197183,0.15,0.13,0.11,0.13,0.14,0.11,0.11,0.12,0.03,-0.75,0.1,-0.5,0.4,0.3793103448275863,0.35,0.29629629629629606,0.12,0.0,,,,,,,,0.033,0.134,0.013999999999999999,0.47,0.47,0.0,0.02,0.04,0.01,0.0,0.0,0.48,0.52,0.14,0.19,0.31,0.31,0.06,0.26,0.27,0.26,0.2
0,https://www.niche.com/places-to-live/c/montgomery-county-oh/,A minus,B,B minus,A,A minus,A minus,B minus,C+,B,A minus,B+,B+,"Montgomery County is located in Ohio with a population of 531,670. In Montgomery County, most residents own their homes. Many families and young professionals live in Montgomery County and residents tend to have moderate political views.",531670,119800,793,51542,-0.4491954022988506,-0.2532956685499058,-0.17982909791066626,0.39,0.61,217.9,-0.22921825256455597,9.2,0.5081967213114753,54.1,0.3292383292383292,140.6,0.03763837638376377,708.4,0.4165166966606677,1940.5,-0.05007832386919908,260.5,-0.08274647887323938,0.12,0.1,0.09,0.13,0.11,0.13,0.14,0.18,0.11,-0.08333333333333326,0.17,-0.15000000000000002,0.34,0.1724137931034484,0.28,0.03703703703703698,0.1,-0.16666666666666663,3.5,2,0,1,1,0,0,0.04,0.16399999999999998,0.024,0.71,0.03,0.03,0.2,0.0,0.02,0.0,0.0,0.52,0.48,0.24,0.2,0.22,0.25,0.08,0.28,0.3,0.25,0.17
