,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Night float system,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Participant 24,Participant 25,Participant 26,Participant 27,Participant 28,Participant 29,Participant 30,Participant 31,Participant 32,Participant 33,Participant 34,Participant 35,Participant 36
0,https://freida.ama-assn.org/program/1200400728,,,3,3,No,Yes,July,Yes,No,http://baptisthealth-uams-gme.org/residency-programs/family-medicine/,Not Available,"Julea  Garner
MD
Baptist Health
Ste 200
3201 Springhill Dr
North Little Rock, AR 72117
Tel: (501) 534-4330
Fax: (501) 534-4305
E-mail: jgarner2@uams.edu","Dorothy  Leonard
Baptist Health
Ste 200
3201 Springhill Dr
North Little Rock, AR 72117
Tel: (501) 534-4330
Fax: (501) 534-4305
E-mail: dorothy.leonard@baptist-health.org",1200400728,"Baptist Health, Ste 200, 3201 Springhill Dr, North Little Rock, AR 72117","3333 Springhill Dr, North Little Rock, AR 72117","3333 Springhill Dr, North Little Rock, AR 72117","800 Marshall St, Little Rock, AR 72202-3591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200411037,Community-based university affiliated,UAMS Regional Centers,3,3,No,Yes,July,Yes,No,http://arkansasahecresidencies.com/residencies/south-central/,Not Available,"Toni L Rasberry
MD
UAMS Regional Ctrs-South Central
Family Medicine Pgm Ste 100
1601 W 40th Ave
Pine Bluff, AR 71603
Tel: (870) 541-6010
Fax: (870) 541-6009
E-mail: tlrasberry2@uams.edu","Summer D Jamison
MEd
UAMS AHEC-South Central
Family Medicine Pgm Ste 100
1601 W 40th Ave
Pine Bluff, AR 71603
Tel: (870) 541-6010
Fax: (870) 541-6009
E-mail: sdjamison@uams.edu",1200411037,"UAMS Regional Ctrs-South Central, Family Medicine Pgm Ste 100, 1601 W 40th Ave, Pine Bluff, AR 71603","4301 W Markham St, Little Rock, AR 72205-7199","4300 W 7th St, Little Rock, AR 72205-5484","1515 W 42nd Ave, Pine Bluff, AR 71603","Only program in 375-bed community hospital. Busy ER department (>49,000/yr). Main goal: train doctors with excellent diagnostic, procedural and clinical skills, implement PCMH. Clinical procedures maximized. We cover a medically underserved population.",9,9,9,No,No,"Yes , Codes: 1582120C4,3062120C0",No,1/15/2021,11/2/2020 - 1/29/2021_11/1/2021 - 1/14/2022,9/1/2021,1/14/2022,Yes,88,No,No,3,No,Yes,194_200_400_400,Yes,Below 210,Yes,Yes,Below 450,"Desired, with some exceptions",No,No,No,6,0,1,0,7,0,16.6,0.2 to 1,55,16,2.5,Yes,Yes,44.4,54.2,1.2,33.2,66.7,Every fourth night for 8 week(s),NGO,Every fifth night for 4 month(s),NGO,Every fifth night for 2 month(s),NGO,5,70%,30%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$53,615.00",15,5,"$54,365.00",15,5,"$56,168.00",15,5,No,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,No,No,Yes,,,(4 wks ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200400726,Community-based,Unity Health-White County Medical Center,3,3,No,Yes,July,Yes,No,https://unity-health.org/node/613,Not Available,"Dewey  McAfee
DO
Unity Health-White County Med Ctr
Family Medicine Pgm
3214 E Race Ave
Searcy, AR 72143
Tel: (501) 380-2299
Fax: (501) 380-2282
E-mail: courtney.eaken@unity-health.org","Courtney M Eaken
BBA
Unity Health-White County Med Ctr
Family Medicine Pgm
3214 E Race Ave
Searcy, AR 72143
Tel: (501) 380-2299
Fax: (501) 380-2282
E-mail: courtney.eaken@unity-health.org",1200400726,"Unity Health-White County Med Ctr, Family Medicine Pgm, 3214 E Race Ave, Searcy, AR 72143","3214 E Race Ave, Searcy, AR 72143","800 Marshall St, Little Rock, AR 72202-3591","406 Rodgers Dr, Searcy, AR 72143","Why choose Unity Health family medicine program? We have tremendous support from our administration, an affiliation with the Mayo Clinic, we train with family medicine physicians who have office and hospital practices, interdisciplinary interactions, excellent facilities, home health experience and exposure to palliative care, we have an Essential SIM Man that allows us to train for procedures and emergency situations, and we provide a great overall education.",6,6,6,No,No,"Yes , Codes: 2104120C0",No,12/15/2020,11/2/2020 - 1/29/2021_11/1/2021 - 1/23/2022,9/1/2021,12/15/2021,Yes,32,No,No,3,Yes,Yes,200_215_450_450,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,5,0,18,1,23,1,40,0.7 to 1,48,24,1.8,Yes,Yes,0,16.9,83,28.3,71.6,N/A,0,N/A,0,N/A,Not Available,6,33%,4%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$50,000.00",15,5,"$52,000.00",15,5,"$54,000.00",15,5,Yes,20,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Optional,Yes,Yes,Yes,"101 Cynthia St, Judsonia, AR 72081","500 S University Dr, Little Rock, AR 72205",,"609 Marion St, Searcy, AR 72143","105 Central Ave, Searcy, AR 72143","701 McAfee Medical Circle, Beebe, AR 72012","9101 Kanis Rd, Little Rock, AR 72205","5 St Vincent Cir, Little Rock, AR 72205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200421527,Community-based university affiliated,UAMS Regional Centers,3,3,No,Yes,"July,Negotiable",Yes,No,http://www.arkansasahecresidencies.com,Not Available,"Russell E Mayo
MD
UAMS AHEC-Southwest
Dept of Family Medicine
300 E 6th St
Texarkana, AR 71854
Tel: (870) 779-6080
Fax: (870) 779-6093
E-mail: mayorusselle@uams.edu","Elizabeth  Flippo
UAMS AHEC-Southwest
Family Medicine Pgm
3417 U of A Way
Texarkana, AR 71854
Tel: (870) 779-6064
Fax: (870) 779-6093
E-mail: egflippo@uams.edu",1200421527,"UAMS AHEC-Southwest, Dept of Family Medicine, 300 E 6th St, Texarkana, AR 71854","4301 W Markham St, Little Rock, AR 72205-7199","2600 St Michael Dr, Texarkana, AR 75503","1000 Pine St, Texarkana, TX 75504",,8,8,8,No,No,"Yes , Codes: 1582120C5",No,12/1/2020,10/5/2020 - 1/29/2021_10/1/2021 - 1/31/2022,10/1/2021,12/1/2021,No,80,No,No,3,No,Yes,188_189_450_500,Yes,236-245,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,6,2,1,0,7,2,16.6,0.2 to 1,60,12,2,Yes,Yes,30.5,68,1.3,48.6,51.3,N/A,0,Every eleventh night or more for 2 month(s),2,Every eleventh night or more for 3 month(s),1,4,52%,38%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$53,615.00",15,6,"$54,365.00",15,6,"$56,158.00",15,6,No answer,21,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,,,(4 wks ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200300722,,,3,3,No,Yes,July,Yes,No,http://www.mwuresidencies.com/krmc-fm,Not Available,"Donald L Morgan
DO
Kingman Regional Med Ctr
Ste 101
2202 Stockton Hill Rd
Kingman, AZ 86401
Tel: (928) 263-4828
Fax: (928) 681-8816
E-mail: gmeinfo@azkrmc.com","Kathy  Keenan
MA
Kingman Regional Med Ctr
Ste 101
2202 Stockton Hill Rd
Kingman, AZ 86401
Tel: (928) 263-4828
Fax: (923) 681-8816
E-mail: kathy.keenan@azkrmc.com",1200300722,"Kingman Regional Med Ctr, Ste 101, 2202 Stockton Hill Rd, Kingman, AZ 86401","19555 N 59th Ave, Glendale, AZ 85308","3269 Stockton Hill Rd, Kingman, AZ 86409","3186 Maryland Pkwy, Las Vegas, NV 89193-8530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200300720,,,3,3,No,Yes,July,Yes,No,https://www.mvmedicalcenter.org/,Not Available,"Benjamin  Ihms
DO
Mountain Vista Med Ctr
Family Medicine Pgm
1301 S Crismon Rd
Mesa, AZ 85209
Tel: (480) 358-6187
Fax: (480) 358-6171
E-mail: sasha.garner@steward.org","Sasha A Garner-Burchfield
Mountain Vista Med Ctr
Family Medicine Pgm
1301 S Crismon Rd
Mesa, AZ 85209
Tel: (480) 358-6187
Fax: (480) 358-6171
E-mail: sasha.garner@steward.org",1200300720,"Mountain Vista Med Ctr, Family Medicine Pgm, 1301 S Crismon Rd, Mesa, AZ 85209","19555 N 59th Ave, Glendale, AZ 85308","1111 E McDowell Rd, Phoenix, AZ 85062-2174","1919 E Thomas Rd, Phoenix, AZ 85016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1301 S Crismon Rd, Mesa, AZ 85209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200312028,Community-based university affiliated,Banner University Medical Center-Phoenix,3,3,No,Yes,June,Yes,No,http://phoenixmed.arizona.edu/family-medicine-residency,Not Available,"Steven R Brown
MD
Banner Univ Med Ctr-Phoenix
Family Medicine Pgm Ste 605
1300 N 12th St
Phoenix, AZ 85006
Tel: (602) 839-5271
Fax: (602) 839-2067
E-mail: catina.guevara@bannerhealth.com","Catina  Guevara
Banner Univ Med Ctr-Phoenix
Family Medicine Pgm Ste 605
1300 N 12th St
Phoenix, AZ 85006
Tel: (602) 839-5271
Fax: (602) 839-2067
E-mail: catina.guevara@bannerhealth.com",1200312028,"Banner Univ Med Ctr-Phoenix, Family Medicine Pgm Ste 605, 1300 N 12th St, Phoenix, AZ 85006","550 E Van Buren St, Phoenix, AZ 85004","1111 E McDowell Rd, Phoenix, AZ 85062-2174","2601 E Roosevelt St, Phoenix, AZ 85008","A large community hospital with state-of-the-art tertiary care capability. Unique assets include our own inpatient service, rural rotations, research electives, expertise in information mastery, full-time faculty doing OB and strong behavioral program. We host the American Family Physician Podcast www.aafp.org/afppodcast.",8,8,8,No,No,"Yes , Codes: 1011120C0",No,12/1/2020,10/26/2020 - 1/15/2021_10/25/2021 - 1/14/2022,10/21/2021,12/1/2021,No,94,No,No,2,No,Yes,192__400_,No,No Answer,Yes,No,No Answer,"Desired, with some exceptions",Yes,No,No,10,1,0,0,10,1,50,0.4 to 1,60,28,1,Yes,,91.6,0,8.3,76.3,23.6,Every fourth night for 4 week(s),0,Every seventh night for week(s),NGO,Every seventh night for week(s),NGO,5,10%,N/A,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$58,246.00",20,NGO,"$60,721.00",20,NGO,"$63,888.00",20,NGO,Yes,NGO,84,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,"7th St and Indian School Rd, Phoenix, AZ 85012","1919 E Thomas Rd, Phoenix, AZ 85016",,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200321029,Community-based university affiliated,Abrazo Central Campus,3,3,No,Yes,June,Yes,No,http://www.abrazofmr.com,Not Available,"Merima  Bucaj
DO
Abrazo Health Network
Family Medicine Pgm
2000 W Bethany Home Rd
Phoenix, AZ 85015
Tel: (602) 246-5521
Fax: (602) 433-6641
E-mail: merima.bucaj@abrazohealth.com","Cristina  Keresztes
Abrazo Health Network
Family Medicine Pgm
2000 W Bethany Home Rd
Phoenix, AZ 85015
Tel: (602) 246-5658
Fax: (602) 433-6641
E-mail: ckeresztes@abrazohealth.com",1200321029,"Abrazo Health Network, Family Medicine Pgm, 2000 W Bethany Home Rd, Phoenix, AZ 85015","2000 W Bethany Home Rd, Phoenix, AZ 85015","2000 W Bethany Home Rd, Phoenix, AZ 85015","350 W Thomas Rd, Phoenix, AZ 85013-6604","Abrazo Health Network family medicine residency is a family of residents, faculty, and staff that works collaboratively to serve the community that needs us the most. For those with a calling to heal, we provide the skills to care for anyone, anywhere, at any time and we have values of unopposed training, strong procedural skills, excellence in quality improvement, foundation in evidence based medicine, and grassroots innovation.",7,7,7,No,No,"Yes , Codes: 2002120C0",No,10/31/2020,11/3/2020 - 1/28/2021_-,,10/31/2021,Yes,105,No,No,3,No,Yes,210_231_400_400,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,5,0,1,0,6,0,60,0.2 to 1,60,24,1,Yes,Yes,17.4,69.8,12.6,34.9,65,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),7,6,75%,25%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$53,020.00",21,NGO,"$54,954.00",21,NGO,"$57,037.00",21,NGO,No,NGO,90,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Fully Paid by Institution,Within 30 days of starting program,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Not available,Yes,Yes,Yes,"2601 E Roosevelt St, Phoenix, AZ 85008","7th St and Indian School Rd, Phoenix, AZ 85012",,"1919 E Thomas Rd, Phoenix, AZ 85016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200332031,Community-based university affiliated,HonorHealth Scottsdale Osborn Medical Center,3,3,Yes,Yes,July,Yes,No,https://www.honorhealth.com/academic-affairs/,Not Available,"Cynthia L Kegowicz
MD
HonorHealth Scottsdale Osborn Med Ctr
Heuser Family Medicine Ctr Ste 210
7301 E Second St
Scottsdale, AZ 85251
Tel: (480) 882-4890
Fax: (480) 882-6801
E-mail: fmresidency@honorhealth.com","Alicia  Brandon
HonorHealth Scottsdale Osborn Med Ctr
Heuser Family Medicine Ctr Ste 210
7301 E Second St
Scottsdale, AZ 85251
Tel: (480) 882-4890
Fax: (480) 882-6801
E-mail: fmresidency@honorhealth.com",1200332031,"HonorHealth Scottsdale Osborn Med Ctr, Heuser Family Medicine Ctr Ste 210, 7301 E Second St, Scottsdale, AZ 85251","8125 N Hayden Rd, Scottsdale, AZ 85258","7400 E Osborn Rd, Scottsdale, AZ 85251-5672","2601 E Roosevelt St, Phoenix, AZ 85008",,8,8,8,No,No,"Yes , Codes: 1929120C0",No,2/28/2021,10/14/2020 - 2/25/2021_10/13/2021 - 2/24/2022,10/1/2021,2/28/2022,No,90,No,No,3,No,Yes,192_209_400_400,Yes,No Answer,Yes,Yes,No Answer,Not known,No,No,No,7,0,20,0,27,0,57.1,0.7 to 1,70,16,1,Yes,Yes,27.5,17.7,54.7,59,41,Every fourth night for 2 month(s),0,Every sixth night for 12 month(s),0,Every eleventh night or more for 12 month(s),NGO,5,12%,25%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$57,923.00",15,6,"$60,335.00",15,6,"$63,087.00",15,6,Yes,NGO,NGO,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,No,"7th St and Indian School Rd, Phoenix, AZ 85012","1919 E Thomas Rd, Phoenix, AZ 85016",,"9003 E Shea Blvd, Scottsdale, AZ 85260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200300719,,,3,3,No,Yes,July,Yes,No,https://www.canyonvistamedicalcenter.com/,Not Available,"Marc A Kaplan
DO
Canyon Vista Med Ctr
Family Medicine Pgm
5700 E Hwy 90
Sierra Vista, AZ 85635
Tel: (520) 263-3190
Fax: (520) 459-5141
E-mail: mkaplan@kaplanfamilycare.com","Lorie  Luse
Canyon Vista Med Ctr
Family Medicine Pgm
5700 E Hwy 90
Sierra Vista, AZ 85635
Tel: (520) 263-3161
Fax: (520) 844-4953
E-mail: lorie.luse@canyonvistamedicalcenter.com",1200300719,"Canyon Vista Med Ctr, Family Medicine Pgm, 5700 E Hwy 90, Sierra Vista, AZ 85635","19555 N 59th Ave, Glendale, AZ 85308","5700 AZ-90, Sierra Vista, AZ 85635","5301 E Grant Rd, Tucson, AZ 85733-2195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1200312032,University-based,Banner-University Medical Center Tucson,3,3,No,Yes,July,Yes,No,http://fcm.medicine.arizona.edu/academics/residency-programs,Not Available,"Jessie M Pettit
MD
Univ of Arizona Coll of Med-Tucson
Family Med Ctr Ste 101
707 N Alvernon Way
Tucson, AZ 85711
Tel: (520) 694-1614
Fax: (520) 694-1428
E-mail: jmpettit@email.arizona.edu","Kelsey O Gender
Univ of Arizona Coll of Med-Tucson
Family Med Ctr Ste 101
707 N Alvernon Way
Tucson, AZ 85711
Tel:
Fax:
E-mail: kgender@email.arizona.edu",1200312032,"Univ of Arizona Coll of Med-Tucson, Family Med Ctr Ste 101, 707 N Alvernon Way, Tucson, AZ 85711","1501 N Campbell Ave, Tucson, AZ 85724-5085","1501 N Campbell Ave, Tucson, AZ 85724","2601 E Roosevelt St, Phoenix, AZ 85008",We care for diverse patients of all ages with a wide range of acute and chronic illness emphasizing preventative care and utilizing both university and community-based resources. We offer unique training programs in integrative and sports medicine.,8,8,8,No,No,"Yes , Codes: 1015120C0",No,12/31/2020,11/1/2020 - 12/31/2020_10/1/2021 - 12/31/2021,9/15/2021,12/31/2021,No,95,No,No,3,No,Yes,___,No,No Answer,Yes,No,No Answer,"Desired, with some exceptions",Yes,No,No,7,2,3,0,10,2,71.4,0.3 to 1,80,24,1,Yes,Yes,78.6,7.1,14.1,72.9,27,Every sixth night for 2 month(s),0,N/A,2,N/A,1,4,40%,5%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$58,246.00",20,NGO,"$60,721.00",20,NGO,"$63,888.00",20,NGO,No,182,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Required,No,No,Yes,"2800 E Ajo Way, Tucson, AZ 85713",,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
