,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,Night float system (Residents participate during first year),,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4
0,https://freida.ama-assn.org/program/1204721453,Community-based university affiliated,St Francis Hospital,3,3,Yes,Yes,July,Yes,No,http://www.uthsc.edu/saint-francis-family-medicine,Not Available,"Muneeza  Khan
MD
Univ of Tennessee Med Ctr
St Francis Family Practice Clinic
1301 Primacy Pkwy
Memphis, TN 38119
Tel: (901) 448-0230
Fax: (901) 448-0404
E-mail: mkhan14@uthsc.edu","LaSaundra R Pirtle
MPS
Univ of Tennessee Med Ctr
St Francis Family Practice Clinic
1301 Primacy Pkwy
Memphis, TN 38119
Tel: (901) 448-0230
Fax: (901) 448-0404
E-mail: lpirtle1@uthsc.edu",1204721453,"Univ of Tennessee Med Ctr, St Francis Family Practice Clinic, 1301 Primacy Pkwy, Memphis, TN 38119","910 Madison Ave, Memphis, TN 38163","5959 Park Ave, Memphis, TN 38187","1265 Union Ave, Memphis, TN 38104","Unopposed community-based, university-affiliated program in Memphis TN. Full-spectrum family medicine, with procedural emphasis. Fellowships in advanced women's health, primary care sports medicine, hospice and palliative care, and addiction medicine.",9,9,9,No,No,"Yes , Codes: 1844120C0",No,,-_-,,,No,100,No,No,3,No,Yes,200_200_450_450,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,15,1,0,0,15,1,60.0,0.5 to 1,75,24,1.3,Yes,No,51.8,34.0,14.1,59.7,40.2,Other for 4 month(s),0,Other for 4 month(s),5,N/A,5,4,NGO,25%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$54,024.00",15,21,"$55,860.00",15,21,"$57,600.00",15,21,Yes,21,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,"50 N Dunlap Ave, Memphis, TN 38103-2893",,,NGO (wks),,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204700726,Community-based university affiliated,University of Tennessee College of Medicine,3,3,No,Yes,July,Yes,No,http://www.fmnashville.uthsc.edu,Not Available,"Christopher C Dunlap
MD
Univ of Tennessee Coll of Med
Family Medicine Pgm Ste C
1020 N Highland Ave
Murfreesboro, TN 37130
Tel: (615) 396-6458
Fax: (615) 396-6635
E-mail: christopher.dunlap@ascension.org","Melissa  Poteet
Univ of Tennessee Coll of Med
Family Medicine Pgm Ste C
1020 N Highland Ave
Murfreesboro, TN 37130
Tel: (615) 396-6458
Fax: (615) 396-6635
E-mail: melissa.poteet@ascension.org",1204700726,"Univ of Tennessee Coll of Med, Family Medicine Pgm Ste C, 1020 N Highland Ave, Murfreesboro, TN 37130","910 Madison Ave, Memphis, TN 38163","400 N Highland Ave, Murfreesboro, TN 37130-3854","1925 Memorial Blvd, Murfreesboro, TN 37129",,8,8,8,No,No,"Yes , Codes: 1699120C0",No,10/21/2020,10/30/2020 - 2/5/2021_10/8/2021 - 1/28/2022,9/15/2021,10/22/2021,No,78,No,No,3,No,Yes,195__400_,No,210-225,Yes,No,501-540,Not required,Yes,No,No,8,0,0,0,8,0,75.0,0.3 to 1,57,16,2,Yes,,45.1,16.4,38.3,56.0,43.9,N/A,Not Available,N/A,Not Available,N/A,Not Available,6,50%,50%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$54,684.00",21,21,"$56,520.00",21,21,"$58,260.00",21,21,No answer,42,42,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,,,Yes,(2 wks ),,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204721463,,,3,3,No,Yes,July,Yes,No,http://familymedicine.mmc.edu/,Not Available,"Medhat S Kalliny
MD, PhD
Meharry Med Coll
Dept of Family & Community Medicine
1005 Dr D B Todd Jr Blvd
Nashville, TN 37208
Tel: (615) 327-5506
Fax: (615) 327-5634
E-mail: familymed@mmc.edu","Stephani G Glenn
BS
Meharry Med Coll
Dept of Family & Community Medicine
1005 Dr D B Todd Jr Blvd
Nashville, TN 37208
Tel: (615) 327-6168
Fax: (615) 327-5634
E-mail: sglenn@mmc.edu",1204721463,"Meharry Med Coll, Dept of Family & Community Medicine, 1005 Dr D B Todd Jr Blvd, Nashville, TN 37208","1005 Dr D B Todd Jr Blvd, Nashville, TN 37208","1818 Albion St, Nashville, TN 37208","5352 Hickory Hollow Pkwy, Antioch, TN 37013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1161 21st Ave S, Nashville, TN 37232-2104","3400 Lebanon Rd, Murfreesboro, TN 37139",,,"1035 14th Ave N, Nashville, TN 37208","2021 Church St, Nashville, TN 37203","1900 Patterson St, Nashville, TN 37203","345 Compton Rd, Murfreesboro, TN 37130","711 Main St, Nashville, TN 37206","1818 Albion St, Nashville, TN 37208",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204700729,,,3,3,No,Yes,July,Yes,No,,TriStar Southern Hills GME Video,"Ronya  Green
MD
HCA Healthcare/TriStar Southern Hills
Family Medicine Pgm
391 Wallace Rd
Nashville, TN 37211
Tel: (615) 987-1022
Fax:
E-mail: ronya.green@hcahealthcare.com","Susan  Ratliff
HCA Healthcare/TriStar Southern Hills
Family Medicine Pgm
391 Wallace Rd
Nashville, TN 37027
Tel: (615) 308-8341
Fax:
E-mail: susan.ratliff@hcahealthcare.com",1204700729,"HCA Healthcare/TriStar Southern Hills, Family Medicine Pgm, 391 Wallace Rd, Nashville, TN 37211","391 Wallace Rd, Nashville, TN 37211","200 StoneCrest Blvd, Smyrna, TN 37167","2300 Patterson St, Nashville, TN 37203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204821511,,,3,3,No,Yes,July,Yes,No,http://www.ttuhsc.edu/medicine/amarillo/family/residency/,TTUHSC Family Medicine Residency - Amarillo,"John F Slaton
DO
Texas Tech Univ HSC Amarillo
Family Medicine Pgm Ste 5100
1400 Coulter Rd
Amarillo, TX 79106
Tel: (806) 414-9493
Fax:
E-mail: joanne.ascensio@ttuhsc.edu","Joanne  Ascensio
Texas Tech Univ HSC Amarillo
Family Medicine Pgm Ste 5100
1400 Coulter Rd
Amarillo, TX 79106
Tel: (806) 414-9493
Fax:
E-mail: joanne.ascensio@ttuhsc.edu",1204821511,"Texas Tech Univ HSC Amarillo, Family Medicine Pgm Ste 5100, 1400 Coulter Rd, Amarillo, TX 79106","1400 S Coulter St, Amarillo, TX 79106","1600 Wallace Blvd, Amarillo, TX 79105","1501 S Coulter St, Amarillo, TX 79175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6010 Amarillo Blvd W, Amarillo, TX 79106","539 SE 2nd St, Tulia, TX 79088",,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204800726,,,3,3,Yes,Yes,July,No,No,https://medicalcityhealthcare.com/locations/medical-city-arlington/,Not Available,"Ahmad  Abazid
MD
Medical City Arlington
Family Medicine Pgm
3301 Matlock Rd
Arlington, TX 76015
Tel: (469) 506-1671
Fax:
E-mail: nseya.kabasele@medicalcityhealth.com","Ahmad  Abazid
MD
Medical City Arlington
Family Medicine Pgm
3301 Matlock Rd
Arlington, TX 76015
Tel: (469) 506-1671
Fax:
E-mail: nseya.kabasele@medicalcityhealth.com",1204800726,"Medical City Arlington, Family Medicine Pgm, 3301 Matlock Rd, Arlington, TX 76015","13155 Noel Rd, Dallas, TX 75240","3301 Matlock Rd, Arlington, TX 76015","7777 Forest Ln, Dallas, TX 75230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3535 S Interstate 35, Denton, TX 76210","4401 Booth Calloway Blvd, North Richland Hills, TX 76180",,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204800728,,,3,3,No,Yes,July,Yes,No,http://www.uthct.edu/gme,Not Available,"Richard T David
MD
Univ of Texas Athens
Family Medicine Pgm
2000 S Palestine St
Athens, TX 75751
Tel: (903) 676-3200
Fax:
E-mail: rtdavid56@gmail.com","Peggy E Pazos
MBA
Univ of Texas Athens
Family Medicine Pgm
2000 S Palestine St
Athens, TX 75751
Tel: (903) 877-7253
Fax:
E-mail: peggy.pazos@uthct.edu",1204800728,"Univ of Texas Athens, Family Medicine Pgm, 2000 S Palestine St, Athens, TX 75751","11937 US Hwy 271, Tyler, TX 75708","2000 S Palestine St, Athens, TX 75751","100 Municipal Dr, Gun Barrel City, TX 75156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204811302,University-based,University of Texas at Austin Dell Medical School,3,3,No,Yes,June,Yes,No,http://www.dellmedschool.utexas.edu//residency//family-medicine,Not Available,"Dana  Sprute
MD, MPH
Dell Seton Med Ctr
Dept of Family Med Ste 100
1313 Red River St
Austin, TX 78701
Tel: (512) 324-7318
Fax: (512) 324-8018
E-mail: tcomeaux@seton.org","Tina M Comeaux
Univ of Texas Austin Dell Med Sch
Dept of Family Med Ste C2410
1400 N IH-35
Austin, TX 78701
Tel: (512) 324-7318
Fax: (512) 324-8018
E-mail: tcomeaux@ascension.org",1204811302,"Dell Seton Med Ctr, Dept of Family Med Ste 100, 1313 Red River St, Austin, TX 78701","2400 Inner Campus Dr, Austin, TX 78712","601 E 15th St, Austin, TX 78701","1201 W 38th St, Austin, TX 78705-1056",,7,7,7,No,No,"Yes , Codes: 1793120C0",No,12/30/2020,11/3/2020 - 1/15/2021_11/8/2021 - 1/14/2022,9/15/2021,12/30/2021,Yes,124,No,No,3,No,Yes,200_200_475_475,Yes,210-225,Yes,Yes,450-500,Required,No,No,No,5,1,2,0,7,1,60.0,0.2 to 1,70,24,1,Yes,Yes,67.2,1.5,31.1,55.6,44.3,Every fourth night for 8 month(s),0,Every third night for 4 month(s),24,Every third night for 3 month(s),Not Available,4,15%,20%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$60,445.00",15,10,"$62,426.00",15,10,"$64,947.00",15,10,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Optional,Yes,Yes,No,"4900 Mueller Blvd, Austin, TX 78723","2122 Park Bend Dr, Austin, TX 78758",,,"11127 Circle Dr, Austin, TX 78736",,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204831605,Community-based university affiliated,St Joseph Regional Health Center,3,3,No,Yes,"June,July",Yes,No,http://medicine.tamhsc.edu/fmr,Not Available,"Rae A Adams
MD
Texas A&M HSC Bryan/College Station
Ste 100
2900 E 29th St
Bryan, TX 77802
Tel: (979) 436-0485
Fax: (877) 601-5854
E-mail: raeadams@tamu.edu","Shana K Batten
MS
Texas A&M HSC Bryan/College Station
Ste 100
2900 E 29th St
Bryan, TX 77802
Tel: (979) 436-0485
Fax: (877) 601-5854
E-mail: batten@tamu.edu",1204831605,"Texas A&M HSC Bryan/College Station, Ste 100, 2900 E 29th St, Bryan, TX 77802","8447 State Hwy 47, Bryan, TX 77808","2801 Franciscan Dr, Bryan, TX 77802-2544","301 Tarrow, College Station, TX 77840","Texas A&M FMR produces confident physicians with strong procedure skills. Do high-risk and operative OB, GI endoscopy, global health, and advanced procedures. Don't let your residency limit the scope of your practice!",10,10,10,No,No,"Yes , Codes: 1713120C0",No,12/31/2020,10/1/2020 - 2/1/2021_10/1/2021 - 1/15/2022,9/15/2021,12/31/2021,Yes,100,No,No,3,No,Yes,192_209_400_400,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",No,No,No,12,0,3,1,15,1,41.6,0.4 to 1,65,16,1.5,Yes,,64.7,2.3,32.8,48.1,51.8,N/A,0,N/A,0,N/A,Not Available,6,NGO,40%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$52,500.00",10,5,"$53,500.00",15,5,"$54,500.00",15,5,No,5,60,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,"Available, Not Paid By Institution",Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",More than 30 days of starting program,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,"1604 Rock Prairie Rd, College Station, TX 78845-8345","1100 E Loop 304, Crockett, TX 75835",Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204821454,Community-based,Conroe Regional Medical Center,3,3,No,Yes,July,Yes,No,http://www.lonestarfamily.org,Not Available,"Lata  Joshi
MD
Conroe Med Education Foundation
Conroe Family Medicine Pgm
605 S Conroe Medical Dr
Conroe, TX 77304
Tel: (936) 523-5247
Fax: (936) 539-3635
E-mail: jfaulkner@lonestarfamily.org","Jennie  Faulkner
Lone Star Family Health Ctr
Conroe Family Medicine Pgm
605 S Conroe Medical Dr
Conroe, TX 77304
Tel: (936) 523-5247
Fax: (936) 539-3635
E-mail: jfaulkner@lonestarfamily.org",1204821454,"Conroe Med Education Foundation, Conroe Family Medicine Pgm, 605 S Conroe Medical Dr, Conroe, TX 77304","701 E Davis, Conroe, TX 77301","504 Medical Center Blvd, Conroe, TX 77304","1600 Grand Lake Dr, Conroe, TX 77304","Our faculty and residents enjoy a collegial relationship in our unopposed community-based program. Strong hands on OB and procedure training, 1:1 specialty rotations, and two optional training tracks: underserved and obstetrical. State-of-the-art family practice center utilizes electronic medical records.",10,10,10,No,No,"Yes , Codes: 1502120C0",No,11/1/2020,10/19/2020 - 12/31/2020_10/18/2021 - 12/31/2021,9/15/2021,11/1/2021,Yes,99,No,No,3,Yes,Yes,185__400_400,No,226-235,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,9,0,4,1,13,1,44.4,0.3 to 1,58,17,1.4,Yes,,71.1,0.0,28.8,60.0,40.0,Other for 6 week(s),0,Other for 6 week(s),1,Every eleventh night or more for 1 week(s),47,4,NGO,20%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$53,000.00",15,6,"$54,000.00",15,6,"$55,000.00",15,6,Yes,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204822303,Community-based university affiliated,Christus Health,3,3,No,Yes,July,Yes,No,http://ccfmrp.com/,Not Available,"Yvonne  Hinojosa
MD
Christus Spohn Shoreline Hosp
Family Medicine Pgm 9B
600 Elizabeth St
Corpus Christi, TX 78405
Tel: (361) 861-1861
Fax: (361) 881-3174
E-mail: yvonne.hinojosa@christushealth.org","Denise  Mireles
Christus Spohn Shoreline Hosp
Family Medicine Pgm 9B
600 Elizabeth St
Corpus Christi, TX 78404
Tel: (361) 861-1861
Fax:
E-mail: denise.mireles@christushealth.org",1204822303,"Christus Spohn Shoreline Hosp, Family Medicine Pgm 9B, 600 Elizabeth St, Corpus Christi, TX 78405","919 Hidden Range, Irving, TX 75038","3533 S Alameda Ave, Corpus Christi, TX 78466-6530","2606 Hospital Blvd, Corpus Christi, TX 78465-5280","The Christus Health-Texas A&M College of Medicine Christus Spohn family medicine residency program has been training excellent clinicians capable of providing the full spectrum of care since 1973. The program creates a culture of resident autonomy, with a hands-on approach to learning.",12,12,12,No,No,"Yes , Codes: 2116120C0",No,12/1/2020,11/2/2020 - 1/30/2021_11/2/2021 - 1/30/2022,10/1/2021,12/1/2021,Yes,123,No,No,3,No,Yes,200_200_500_500,Yes,210-225,Yes,Yes,Greater than 600,"Desired, with some exceptions",No,No,No,6,1,2,0,8,1,50.0,0.1 to 1,70,16,1,Yes,,38.5,29.3,32.0,49.0,50.9,Every seventh night for 4 week(s),0,Every eleventh night or more for 2 week(s),0,Every eleventh night or more for 2 week(s),Not Available,4,20%,15%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$56,000.00",15,6,"$58,000.00",15,6,"$63,253.00",15,6,No answer,30,NGO,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,Yes,Yes,"5950 Saratoga Blvd, Corpus Christi, TX 78414","600 Elizabeth, Corpus Christi, TX 78404",Yes,,"2322 Morgan, Corpus Christi, TX 78405",,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204821433,Community-based university affiliated,Methodist Charlton Medical Center,3,3,No,Yes,July,Yes,No,https://www.methodisthealthsystem.org/medical-education/,Not Available,"Brett  Johnson
MD
Methodist Charlton Med Ctr
Family Medicine Pgm
3500 W Wheatland Rd
Dallas, TX 75237
Tel: (214) 947-5420
Fax: (214) 947-5425
E-mail: brettjohnson@mhd.com","Patrice  Riley
Methodist Charlton Med Ctr
Family Medicine Pgm
3500 W Wheatland Rd
Dallas, TX 75237-3460
Tel: (214) 947-5420
Fax: (214) 947-5425
E-mail: patriceriley@mhd.com",1204821433,"Methodist Charlton Med Ctr, Family Medicine Pgm, 3500 W Wheatland Rd, Dallas, TX 75237","1441 N Beckley Ave, Dallas, TX 75265-5999","3500 W Wheatland Rd, Dallas, TX 75237","1935 Medical District Dr, Dallas, TX 75235","Our program has moved from ACGME/AOA dual accreditation to obtaining Osteopathic Recognition status by the ACGME. As the only residency at our community-based hospital, our residents have first line opportunity for patient care and procedures. Our association with nearby UT Southwestern and UNT Health Sciences Medical Schools allows us many benefits of a university-based program as well. We also have an Integrative Medicine track and we are active with regards to global health.",6,6,6,No,No,"Yes , Codes: 1707120C0",No,12/1/2020,11/1/2020 - 1/31/2021_10/1/2021 - 1/31/2022,10/1/2021,12/1/2021,No,81,No,No,3,Yes,Yes,200_200_425_425,Yes,226-235,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,7,1,3,0,10,1,57.1,0.4 to 1,65,24,1.5,Yes,,38.8,5.5,55.5,72.2,27.7,N/A,0,N/A,0,N/A,Not Available,6,15%,25%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$58,744.00",15,10,"$60,149.00",15,10,"$62,758.00",15,10,Yes,30,120,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,,,Yes,NGO (wks),,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204821574,Community-based university affiliated,Baylor University Medical Center,3,3,Yes,Yes,"June,July",Yes,No,https://www.bswhealth.med/education/,Not Available,"Stephen J Titus
MD
Baylor Univ Med Ctr
Ste 1000 Roberts
3500 Gaston Ave
Dallas, TX 75246
Tel: (469) 800-4130
Fax: (469) 800-4140
E-mail: stephen.titus@bswhealth.org","Kami  Harris
Baylor Univ Med Ctr
6th Fl Roberts Med Education Dept
3500 Gaston Ave
Dallas, TX 75246
Tel:
Fax:
E-mail: kami.harris@bswhealth.org",1204821574,"Baylor Univ Med Ctr, Ste 1000 Roberts, 3500 Gaston Ave, Dallas, TX 75246","3500 Gaston Ave, Dallas, TX 75246","5601 Warren Pkwy, Frisco, TX 75034","2835 Al Lipscomb Way, Dallas, TX 75215",,4,4,4,No,No,"Yes , Codes: 1706120C0",No,,-_-,10/21/2020,,Yes,50,No,No,3,No,Yes,201_201_450_450,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,4,0,2,0,6,0,0.0,0.4 to 1,50,16,1.5,Yes,,50.8,5.6,43.4,33.6,66.3,N/A,0,Every eleventh night or more for 1 month(s),0,Every eleventh night or more for 1 month(s),Not Available,2,40%,40%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$58,240.00",15,3,"$60,320.00",15,3,"$62,296.00",15,3,No answer,21,63,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,"1935 Medical District Dr, Dallas, TX 75235",,Yes,,,,,,,,,,,,,,,,,,,
