,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 3,Year 4,Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Yes,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Specialty Details
0,https://freida.ama-assn.org/program/1104500184,Community-based university affiliated,Prisma Health-Upstate/University of South Carolina School of Medicine Greenville,3,3,No,Yes,Negotiable,Yes,No,https://schealthsciencescenter.org/emergency-medicine-residency-greenville/,Not Available,"Camiron L Pfennig
MD
Prisma Health-Upstate
Emergency Medicine Pgm
701 Grove Rd
Greenville, SC 29605
Tel: (864) 455-6309
Fax: (864) 455-6027
E-mail: cami.pfennig@prismahealth.org","Shandell  Goldsmith
MBA, MHA
Prisma Health-Upstate
Emergency Medicine Pgm
701 Grove Rd
Greenville, SC 29605
Tel: (864) 455-6309
Fax: (864) 455-5474
E-mail: shandell.goldsmith@prismahealth.org",1104500184,"Prisma Health-Upstate, Emergency Medicine Pgm, 701 Grove Rd, Greenville, SC 29605","PO Box 2266, Columbia, SC 29202-2266","701 Grove Rd, Greenville, SC 29605",,,"Join our incredible group of EM residents and embrace the opportunity to train at Prisma Health Greenville (formerly the Greenville Health System), one of the busiest and most advanced health care systems in Southeast. Pursue interests in clinical and didactic teaching, admin, clinical research, EMS, public health, international health; work and learn with University of South Carolina School of Medicine Greenville medical students; collaborate w/ Clemson and Furman in scholarly advancement.",10,10,10,No,No,"Yes , Codes: 1683110C0",No,12/11/2020,10/27/2020 - 1/8/2021_11/4/2021 - 1/7/2022,9/15/2021,12/10/2021,Yes,120,No,No,3,No,Yes,___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,113,0,6,0,119,0,31.8,3.8 to 1,60,16,2,Yes,Yes,Every fourth night for 3 month(s),0,Every fourth night for 2 month(s),0,Every fourth night for 1 month(s),Not Available,5,0%,0%,"$55,671.00",15,9,"$56,324.00",15,9,"$58,907.00",15,13,Yes,NGO,NGO,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,,89.2,0.0,10.7,28.1,71.8,,,,,,(2 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104500185,Community-based university affiliated,HCA Healthcare Grand Strand Regional Medical Center,3,3,No,Yes,July,Yes,No,http://grandstrandmed.com/professionals/graduate-medical-education/,Not Available,"Dietrich V Jehle
MD
Grand Strand Med Ctr
Emergency Medicine Pgm
809 82nd Pkwy
Myrtle Beach, SC 29572
Tel: (843) 692-3499
Fax:
E-mail: dietrich.jehle@hcahealthcare.com","Shannon  Papazian
Grand Strand Med Ctr
Attn GME
809 82nd Pkwy
Myrtle Beach, SC 29572
Tel: (843) 692-3499
Fax: (843) 692-1122
E-mail: shannon.papazian@hcahealthcare.com",1104500185,"Grand Strand Med Ctr, Emergency Medicine Pgm, 809 82nd Pkwy, Myrtle Beach, SC 29572","809 82nd Pkwy, Myrtle Beach, SC 29572","806 Hwy 17 S, North Myrtle Beach, SC 29582","5050 US Hwy 17 Bypass S, Myrtle Beach, SC 29588",,Outstanding clinical and procedural experience. Top notch faculty. Great place to train!,12,12,12,No,No,"Yes , Codes: 1761110C0",No,1/1/2021,10/15/2020 - 1/28/2021_10/14/2021 - 1/13/2022,10/1/2021,1/1/2022,Yes,138,No,No,3,No,Yes,210_220_500_500,Yes,236-245,Yes,Yes,541-600,"Desired, with some exceptions",No,No,No,14,2,3,0,17,2,21.4,0.4 to 1,60,24,1.5,Yes,Yes,Two times per week for 4 week(s),0,Once per week for 4 week(s),4,Two times per week for 4 week(s),Not Available,5,NGO,N/A,"$52,934.00",20,NGO,"$54,506.00",20,NGO,"$56,212.00",20,NGO,No,20,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,17.5,0.0,82.4,35.6,64.3,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104721195,University-based,Erlanger Health System,3,3,No,Yes,July,Yes,No,http://utcomchatt.org/subpage.php?pageId=852,Not Available,"William C Gregorie
MD
Erlanger Health System
Dept of Emergency Medicine Box 251
975 E Third St
Chattanooga, TN 37403
Tel: (423) 778-7628
Fax:
E-mail: velvet.green@erlanger.org","Velvet V Green
Erlanger Health System
Dept of Emergency Medicine Box 251
975 E Third St
Chattanooga, TN 37403
Tel: (423) 778-7628
Fax:
E-mail: velvet.green@erlanger.org",1104721195,"Erlanger Health System, Dept of Emergency Medicine Box 251, 975 E Third St, Chattanooga, TN 37403","960 E Third St, Chattanooga, TN 37403","975 E Third St, Chattanooga, TN 37403",,,,8,8,8,No,No,"Yes , Codes: 1689110C0",No,11/1/2020,10/1/2020 - 1/15/2021_10/1/2021 - 1/15/2022,9/1/2021,11/1/2021,No,90,No,No,2,No,Yes,210_215__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,25,0,1,0,26,0,24.0,1.0 to 1,60,16,2,Yes,,N/A,0,Every fourth night for 2 month(s),0,Every fourth night for 1 month(s),Not Available,5,NGO,N/A,"$53,616.00",10,15,"$55,392.00",15,15,"$57,120.00",15,15,Yes,Not Available,Not Available,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,,No,100.0,0.0,0.0,31.7,68.2,,,,,,(4 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104700196,,,3,3,Yes,Yes,July,Yes,No,,Not Available,"James R Walker
MD, MS
Methodist Healthcare-Memphis
Wilson Hall Ste A 208
251 S Claybrook
Memphis, TN 38104
Tel: (901) 516-7455
Fax:
E-mail: drwalker@uthsc.edu","Patricia  Split
MSW
Methodist Healthcare-Memphis
Wilson Hall Ste A 206
251 S Claybrook
Memphis, TN 38104
Tel: (901) 516-7509
Fax:
E-mail: patricia.split@mlh.org",1104700196,"Methodist Healthcare-Memphis, Wilson Hall Ste A 208, 251 S Claybrook, Memphis, TN 38104","910 Madison Ave, Memphis, TN 38163","1265 Union Ave, Memphis, TN 38104","50 N Dunlap Ave, Memphis, TN 38103-2893","877 Jefferson Ave, Memphis, TN 38103-9999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5959 Park Ave, Memphis, TN 38187",,,,,,,,,,,,,,"1300 Wesley Dr, Memphis, TN 38116",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104700197,Community-based university affiliated,Ascension St Thomas Rutherford,3,3,No,Yes,July,Yes,No,http://www.emnashville.uthsc.edu,UTHSC-Nashville Emergency Medicine Residency Program,"Mark  Reiter
MD, MBA
St Thomas Rutherford Hosp
Ste 403
1840 Medical Center Pkwy
Murfreesboro, TN 37129
Tel: (615) 396-6449
Fax: (615) 396-6796
E-mail: kimberly.palmiter@ascension.org","Kimberly  Palmiter
BS
St Thomas Rutherford Hosp
Ste 403
1840 Medical Center Pkwy
Murfreesboro, TN 37129
Tel: (615) 396-6449
Fax: (615) 396-6796
E-mail: kimberly.palmiter@ascension.org",1104700197,"St Thomas Rutherford Hosp, Ste 403, 1840 Medical Center Pkwy, Murfreesboro, TN 37129","910 Madison Ave, Memphis, TN 38163","400 N Highland Ave, Murfreesboro, TN 37130-3854","877 Jefferson Ave, Memphis, TN 38103-9999",,"We offer the advantages of a high volume, efficient community hospital, with the academic resources of the University of Tennessee, providing a high degree of hands-on individualized instruction--often with a faculty:resident ratio of 1:1 or 1:2.",8,8,8,No,No,"Yes , Codes: 1699110C0",No,9/1/2020,10/15/2020 - 1/31/2021_10/15/2021 - 1/31/2022,9/1/2021,1/31/2022,Yes,110,No,No,3,No,Yes,220_220_530_,Yes,236-245,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,18,0,0,0,18,0,11.1,0.7 to 1,55,16,2,Yes,,N/A,0,N/A,0,N/A,Not Available,5,0%,0%,"$54,996.00",21,21,"$57,000.00",21,21,"$59,004.00",21,21,Yes,42,42,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,No,73.6,6.9,19.4,33.3,66.6,,,,,,(2 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104721113,University-based,Vanderbilt University Medical Center,3,3,No,Yes,July,Yes,No,http://www.vanderbiltem.com/,Not Available,"Matthew  Pirotte
MD
Vanderbilt Univ Med Ctr
703 Oxford House
1313 21st Ave S
Nashville, TN 37232-4700
Tel: (615) 936-1160
Fax: (615) 936-1316
E-mail: matthew.pirotte@vanderbilt.edu","Sarah B Sewell
MEd
Vanderbilt Univ Med Ctr
703 Oxford House
1313 21st Ave S
Nashville, TN 37232-4700
Tel: (615) 936-1160
Fax: (615) 936-1316
E-mail: sarah.b.sewell@vumc.org",1104721113,"Vanderbilt Univ Med Ctr, 703 Oxford House, 1313 21st Ave S, Nashville, TN 37232-4700","1161 21st Ave S, Nashville, TN 37232-2104","1310 24th Ave S, Nashville, TN 37212-2637","555 Hartsville Pike, Gallatin, TN 37066",,"Vanderbilt emergency medicine develops tomorrow's leaders in the field of emergency care. We provide an interactive, comprehensive medical education; a clinical experience that encompasses the often separated spheres of academic, urban, and community settings; and a family environment that is collegial and collaborative. For any future path, the Vanderbilt program prepares residents for success.",13,13,13,No,No,"Yes , Codes: 1702110C0",No,11/30/2020,10/23/2020 - 1/29/2021_10/22/2021 - 1/28/2022,9/15/2021,11/30/2021,Yes,160,No,No,3,No,Yes,200_200__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,58,0,3,1,61,1,32.7,1.5 to 1,40,12,2,Yes,,Two times per week for 8 week(s),2,Two times per week for 8 week(s),2,Two times per week for 8 week(s),2,6,20%,N/A,"$58,736.00",15,12,"$60,497.00",15,12,"$63,219.00",15,12,Yes,NGO,84,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Optional,No,No,Yes,,,No,99.1,0.8,0.0,49.5,50.4,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104800223,,,3,3,Yes,Yes,July,No,No,https://medicalcityhealthcare.com,Not Available,"David  Saloum
MD
Medical City Arlington
Emergency Medicine Pgm
3301 Matlock Rd
Arlington, TX 76015
Tel: (914) 391-3285
Fax:
E-mail: sarita.rushing@hcahealthcare.com","Sarita  Rushing
MBA
Medical City Arlington
Emergency Medicine Pgm
3301 Matlock Rd
Arlington, TX 76015
Tel: (792) 401-8764
Fax:
E-mail: sarita.rushing@hcahealthcare.com",1104800223,"Medical City Arlington, Emergency Medicine Pgm, 3301 Matlock Rd, Arlington, TX 76015","13155 Noel Rd, Dallas, TX 75240","3301 Matlock Rd, Arlington, TX 76015","7777 Forest Ln, Dallas, TX 75230","3535 S Interstate 35, Denton, TX 76210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4401 Booth Calloway Blvd, North Richland Hills, TX 76180",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104800211,,,3,3,No,Yes,June,Yes,No,http://dellmedschool.utexas.edu/residency/emergency-medicine,Not Available,"Todd  Berger
MD
Univ of Texas Austin Dell Med Sch
CEC 2230
1400 IH 35 N
Austin, TX 78701
Tel: (512) 324-8221
Fax: (512) 324-8223
E-mail: tberger@seton.org","Elizabeth  Vasquez
Univ of Texas Austin Dell Med Sch
CEC 2230
1400 IH 35 N
Austin, TX 78701
Tel: (512) 324-8221
Fax: (512) 324-8223
E-mail: eavasquez@ascension.org",1104800211,"Univ of Texas Austin Dell Med Sch, CEC 2230, 1400 IH 35 N, Austin, TX 78701","2400 Inner Campus Dr, Austin, TX 78712","1500 Red River Rd, Austin, TX 78701","1201 W 38th St, Austin, TX 78705-1056","4900 Mueller Blvd, Austin, TX 78723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"517 S Pleasant Valley Rd, Austin, TX 78741",,,,,,,,,,,,,,"201 Seton Pkwy, Round Rock, TX 78665","3201 S Water Dr, Burnet, TX 78611",,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104813188,Community-based university affiliated,Christus Spohn Hospital Corpus Christi-Shoreline,3,3,No,Yes,July,Yes,No,http://www.ccemrp.com,Not Available,"Thomas J McLaughlin
DO
Christus Spohn Shoreline Hosp
Emergency Medicine Pgm 9B
600 Elizabeth St
Corpus Christi, TX 78404
Tel: (361) 861-1864
Fax: (361) 881-6485
E-mail: thomas.mclaughlin@christushealth.org","Debra  Looper
Christus Spohn Shoreline Hosp
Emergency Medicine Pgm 9B
600 Elizabeth St
Corpus Christi, TX 78404
Tel: (361) 861-1864
Fax: (361) 881-6485
E-mail: debra.looper@christushealth.org",1104813188,"Christus Spohn Shoreline Hosp, Emergency Medicine Pgm 9B, 600 Elizabeth St, Corpus Christi, TX 78404","919 Hidden Range, Irving, TX 75038","600 Elizabeth, Corpus Christi, TX 78404","3533 S Alameda Ave, Corpus Christi, TX 78466-6530","5950 Saratoga Blvd, Corpus Christi, TX 78414","Located at a regional trauma center with a 16 county referral system. Only one other residency, family medicine, is located here. EM residents perform all major trauma procedures, orthopedic fracture, and other critical care procedures in the ED.",12,12,12,No,No,"Yes , Codes: 1705110C0",No,12/15/2020,11/1/2020 - 1/5/2021_11/2/2021 - 1/12/2022,10/15/2021,12/15/2021,Yes,130,No,No,3,No,Yes,220_230__,Yes,226-235,No,No,No Answer,Required,No,No,No,16,0,0,0,16,0,25.0,0.4 to 1,55,12,2,Yes,,N/A,0,N/A,0,N/A,Not Available,5,NGO,N/A,"$56,000.00",20,12,"$58,000.00",20,12,"$60,000.00",20,12,Yes,12,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,Yes,35.1,0.0,64.8,32.9,67.0,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104800217,Community-based university affiliated,Baylor University Medical Center,3,3,No,Yes,July,Yes,No,https://www.bswhealth.med/education/Pages/graduate-medical-education.aspx,Not Available,"Richard D Robinson
MD
Baylor Univ Med Ctr
Emergency Medicine Pgm
3500 Gaston Ave
Dallas, TX 75246
Tel: (214) 820-8739
Fax:
E-mail: richard.robinson@bswhealth.org","Kami  Harris
Baylor Univ Med Ctr
Emergency Medicine Pgm
3500 Gaston Ave
Dallas, TX 75246
Tel: (214) 820-8938
Fax:
E-mail: kami.harris@bswhealth.org",1104800217,"Baylor Univ Med Ctr, Emergency Medicine Pgm, 3500 Gaston Ave, Dallas, TX 75246","3500 Gaston Ave, Dallas, TX 75246","1500 S Main St, Fort Worth, TX 76104-4917","5323 Harry Hines Blvd, Dallas, TX 75390-9002","1935 Medical District Dr, Dallas, TX 75235",,8,8,8,No,No,Yes,No,11/15/2020,11/2/2020 - 1/13/2021_11/1/2021 - 1/12/2022,9/1/2021,11/15/2021,Yes,0,No,No,2,No,Yes,230_240__,Yes,No Answer,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,No,No,24,0,0,0,24,0,25.0,1.0 to 1,50,12,1,Yes,,Every fourth night for 1 month(s),0,Every fourth night for 3 month(s),0,N/A,Not Available,5,NGO,N/A,"$57,720.00",15,Not Available,"$59,696.00",15,Not Available,"$61,672.00",15,Not Available,Yes,21,63,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,No,,,,,,,,,,,NGO (wks),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104821153,University-based,Parkland Health and Hospital System-Parkland Memorial Hospital,3,3,No,Yes,July,Yes,No,https://www.utsouthwestern.edu/education/medical-school/,Not Available,"Dustin B Williams
MD
Univ of Texas Southwestern Med Ctr
E4300 MC8579
5323 Harry Hines Blvd
Dallas, TX 75390-8579
Tel: (214) 643-0107
Fax:
E-mail: dustin.williams@utsouthwestern.edu","Silvia  Ramirez
MBA
Univ of Texas Southwestern Med Ctr
Dept of Emergency Medicine E4300
5323 Harry Hines Blvd
Dallas, TX 75390-8579
Tel: (214) 648-3189
Fax: (214) 648-8423
E-mail: silvia.ramirez@utsouthwestern.edu",1104821153,"Univ of Texas Southwestern Med Ctr, E4300 MC8579, 5323 Harry Hines Blvd, Dallas, TX 75390-8579","5323 Harry Hines Blvd, Dallas, TX 75390-9002","5201 Harry Hines Blvd, Dallas, TX 75235","6201 Harry Hines Blvd, Dallas, TX 75235-0001","4500 S Lancaster Rd, Dallas, TX 75216","Highest volume ED in the nation, regional burn center; poison center on site, excellent pathology. Also many fellowships. Community rotations to balance county experience. Superior pediatric EM in a Level 1 pediatric trauma center. Event medicine: Cowboys, NASCAR, Mavericks, Stars. Affordable cost of living. New Zealand is a two month elective with all paid expenses. Excellent nurses and ancillary staff. Underserved patient population. Supportive faculty with additional degrees and fellowships.",22,22,22,No,No,"Yes , Codes: 2835110C0",No,1/1/2021,11/1/2020 - 1/15/2021_11/1/2021 - 12/17/2021,7/1/2021,1/1/2022,Yes,207,No,No,1,No,Yes,220___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,Required,Yes,No,No,68,1,23,0,91,1,44.1,1.2 to 1,60,24,1.6,Yes,,N/A,NGO,Other for 2 week(s),NGO,N/A,NGO,5,NGO,N/A,"$58,199.00",15,10,"$60,122.00",15,10,"$62,570.00",15,10,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,"1935 Medical District Dr, Dallas, TX 75235",,No,92.3,2.0,5.6,33.9,66.0,,,,,,,"1301 Pennsylvania Ave, Fort Worth, TX 76104","1441 N Beckley Ave, Dallas, TX 75265-5999","8200 Walnut Hill Ln, Dallas, TX 75231-4496",,,,,,,,,,
0,https://freida.ama-assn.org/program/1104812070,Community-based university affiliated,University Medical Center of El Paso,3,3,No,Yes,July,Yes,No,http://elpaso.ttuhsc.edu/som/emergency/,Not Available,"Radosveta  Wells
MD
Texas Tech Univ HSC El Paso
Dept of Emergency Med Ste B3200
4801 Alberta Ave
El Paso, TX 79905
Tel: (915) 215-4600
Fax:
E-mail: radosveta.wells@ttuhsc.edu","Yolanda  Salas
Texas Tech Univ HSC El Paso
Dept of Emergency Med Ste B3200
4801 Alberta Ave
El Paso, TX 79905
Tel: (915) 215-4625
Fax: (915) 545-7338
E-mail: yolie.salas@ttuhsc.edu",1104812070,"Texas Tech Univ HSC El Paso, Dept of Emergency Med Ste B3200, 4801 Alberta Ave, El Paso, TX 79905","4800 Alberta Ave, El Paso, TX 79905-2709","4815 Alameda Ave, El Paso, TX 79998","5005 N Piedras St, El Paso, TX 79920-5001","1625 Medical Center Dr, El Paso, TX 79902","Oldest civilian EM program in Texas. One mile from the international border with a diverse patient population. Orientation month includes medical Spanish, wilderness training. Weekly didactic conference, monthly immersive clinical task training sessions and mock oral boards integrated with a state of the art simulation center. Option for internal and external moonlighting. Yearly airway/cadaver lab. One paid conference for PGY3.",12,12,12,No,No,"Yes , Codes: 1710110C0",No,12/1/2020,11/4/2020 - 2/3/2021_11/3/2021 - 2/2/2022,9/15/2021,12/1/2021,Yes,120,No,No,3,No,Yes,200_210_500_500,Yes,226-235,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,18,2,14,0,32,2,33.3,0.6 to 1,60,16,2,Yes,Yes,N/A,4,N/A,0,N/A,Not Available,5,NGO,N/A,"$50,699.00",10,12,"$52,354.00",15,12,"$54,006.00",15,12,Yes,12,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Required,Yes,Yes,Yes,"4845 Alameda Ave, El Paso, TX 79905",,,51.8,24.0,24.0,22.2,77.7,,,,,,NGO (wks),,,,,,,,,,,,,
