,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,Hispanic,White,Two or more races,African American,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/williams-county-nd/,C minus,C+,A minus,B minus,B,A+,C+,B+,C+,B,A minus,"Williams County is located in North Dakota with a population of 35,208. In Williams County, most residents own their homes. Many families and young professionals live in Williams County and residents tend to be conservative.",,,,,,,,0.47,0.53,,,,,,,,,,,,,,,0.17,0.11,0.08,0.21,0.12,0.1,0.11,0.09,0.05,-0.5833333333333333,0.18,-0.10000000000000009,0.4,0.3793103448275863,0.27,0.0,0.1,-0.16666666666666663,,,,,,,,0.016,0.062,0.037000000000000005,0.08,0.8,0.03,0.04,0.01,0.03,0.01,0.0,0.55,0.45,0.09,0.13,0.19,0.37,0.22,0.16,0.23,0.27,0.34
0,https://www.niche.com/places-to-live/c/phelps-county-ne/,B,B+,C,B minus,C+,A minus,B minus,A minus,B minus,C minus,B+,"Phelps County is located in Nebraska with a population of 9,100. In Phelps County, most residents own their homes. Many young professionals and retirees live in Phelps County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.13,0.1,0.07,0.11,0.11,0.13,0.14,0.2,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.4,0.3793103448275863,0.3,0.11111111111111094,0.07,-0.41666666666666663,,,,,,,,0.005,0.094,0.011000000000000001,0.06,0.92,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.18,0.19,0.26,0.3,0.08,0.23,0.3,0.31,0.15
0,https://www.niche.com/places-to-live/c/clark-county-oh/,C+,B minus,B+,B,B,C+,C+,B+,B,B,B+,"Clark County is located in Ohio with a population of 134,726. In Clark County, most residents own their homes. Many families live in Clark County and residents tend to lean conservative.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.12,0.11,0.09,0.12,0.11,0.13,0.14,0.19,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.38,0.40740740740740744,0.11,-0.08333333333333326,,,2,9,11,1,0,0.040999999999999995,0.147,0.01,0.03,0.84,0.04,0.08,0.01,0.0,0.0,0.0,0.48,0.52,0.22,0.22,0.24,0.25,0.06,0.29,0.33,0.25,0.13
0,https://www.niche.com/places-to-live/c/st-clair-county-al/,B,B+,B,B,B minus,B,B,A minus,B minus,B,C minus,"St. Clair County is located in Alabama with a population of 87,989. In St. Clair County, most residents own their homes. Many families live in St. Clair County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.12,0.11,0.07,0.13,0.13,0.14,0.13,0.16,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.33,0.13793103448275867,0.36,0.33333333333333326,0.15,0.25,,,0,1,0,0,0,0.032,0.121,0.008,0.02,0.86,0.01,0.1,0.01,0.0,0.0,0.0,0.5,0.5,0.2,0.19,0.25,0.3,0.07,0.26,0.32,0.27,0.15
0,https://www.niche.com/places-to-live/c/barron-county-wi/,B+,B minus,A minus,B,C+,B+,C,B+,B,A minus,B,"Barron County is located in Wisconsin with a population of 45,229. In Barron County, most residents own their homes. Many retirees live in Barron County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.1,0.07,0.11,0.11,0.13,0.15,0.21,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.33,0.13793103448275867,0.36,0.33333333333333326,0.1,-0.16666666666666663,,,0,1,0,0,0,0.017,0.106,0.013000000000000001,0.02,0.93,0.01,0.02,0.01,0.01,0.0,0.0,0.5,0.5,0.21,0.21,0.26,0.26,0.06,0.26,0.34,0.27,0.13
0,https://www.niche.com/places-to-live/c/bienville-parish-la/,B,B+,C minus,B,A minus,C+,B,A,C,C+,C,"Bienville Parish is a County in Louisiana with a population of 13,564. In Bienville Parish, most residents own their homes. Many retirees live in Bienville Parish and residents tend to lean conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.11,0.11,0.08,0.12,0.11,0.13,0.14,0.2,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.27,-0.06896551724137923,0.45,0.6666666666666665,0.16,0.3333333333333335,,,,,,,,0.02,0.28600000000000003,0.003,0.01,0.54,0.01,0.43,0.0,0.0,0.01,0.0,0.47,0.53,0.43,0.18,0.17,0.19,0.03,0.38,0.32,0.2,0.11
0,https://www.niche.com/places-to-live/c/jefferson-county-fl/,D,B,B minus,C+,A minus,B+,B+,A minus,C+,A minus,C minus,"Jefferson County is located in Florida with a population of 14,161. In Jefferson County, most residents own their homes. Many retirees live in Jefferson County and residents tend to lean conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.09,0.07,0.06,0.12,0.13,0.14,0.16,0.23,0.09,-0.25,0.14,-0.29999999999999993,0.25,-0.13793103448275856,0.35,0.29629629629629606,0.18,0.5,,,,,,,,0.034,0.16399999999999998,0.027999999999999997,0.04,0.6,0.01,0.34,0.0,0.01,0.0,0.0,0.52,0.48,0.27,0.22,0.21,0.23,0.06,0.3,0.3,0.27,0.12
0,https://www.niche.com/places-to-live/c/hancock-county-wv/,B,B+,A minus,B,C,B minus,C,A,C+,B,B,"Hancock County is located in West Virginia with a population of 29,383. In Hancock County, most residents own their homes. Many retirees live in Hancock County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.1,0.09,0.07,0.1,0.11,0.14,0.16,0.23,0.06,-0.5,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.42,0.5555555555555554,0.1,-0.16666666666666663,,,0,4,10,6,2,0.044000000000000004,0.138,0.003,0.02,0.94,0.02,0.02,0.0,0.0,0.0,0.0,0.48,0.52,0.26,0.23,0.26,0.21,0.04,0.3,0.33,0.26,0.11
0,https://www.niche.com/places-to-live/c/york-county-me/,B,C+,A minus,B,C,B,C minus,C+,A minus,A,B minus,"York County is located in Maine with a population of 204,316. In York County, most residents own their homes. Many young professionals live in York County and residents tend to lean liberal.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.1,0.09,0.07,0.12,0.11,0.14,0.16,0.2,0.11,-0.08333333333333326,0.21,0.04999999999999982,0.31,0.06896551724137945,0.3,0.11111111111111094,0.07,-0.41666666666666663,,,0,1,0,0,0,0.026000000000000002,0.07400000000000001,0.013000000000000001,0.02,0.94,0.02,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.15,0.17,0.23,0.33,0.12,0.22,0.3,0.28,0.2
0,https://www.niche.com/places-to-live/c/tate-county-ms/,B minus,B,C+,B,A minus,C+,B+,A minus,B minus,B minus,C minus,"Tate County is located in Mississippi with a population of 28,404. In Tate County, most residents own their homes. Many families live in Tate County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.12,0.11,0.11,0.12,0.11,0.13,0.13,0.16,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.35,0.29629629629629606,0.17,0.41666666666666674,,,1,10,13,2,6,0.037000000000000005,0.17800000000000002,0.008,0.03,0.65,0.02,0.3,0.0,0.0,0.0,0.0,0.48,0.52,0.23,0.22,0.22,0.27,0.06,0.33,0.31,0.23,0.13
0,https://www.niche.com/places-to-live/c/northampton-county-va/,C minus,C,C,C+,A,C,A,B,B+,B,B+,"Northampton County is located in Virginia with a population of 11,885. In Northampton County, most residents own their homes. Many retirees live in Northampton County and residents tend to lean liberal.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.1,0.1,0.07,0.1,0.09,0.11,0.17,0.26,0.09,-0.25,0.13,-0.35,0.25,-0.13793103448275856,0.35,0.29629629629629606,0.17,0.41666666666666674,,,0,0,1,0,0,0.021,0.179,0.025,0.09,0.54,0.03,0.33,0.01,0.0,0.0,0.0,0.48,0.52,0.26,0.22,0.21,0.23,0.08,0.29,0.34,0.22,0.15
0,https://www.niche.com/places-to-live/c/edwards-county-il/,B+,A,C,B minus,C,B,A minus,A,C+,B minus,B minus,"Edwards County is located in Illinois with a population of 6,455. In Edwards County, most residents own their homes. Many retirees live in Edwards County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.12,0.12,0.07,0.1,0.12,0.13,0.15,0.21,0.04,-0.6666666666666666,0.1,-0.5,0.44,0.517241379310345,0.35,0.29629629629629606,0.08,-0.33333333333333326,,,,,,,,0.032,0.10099999999999999,0.002,0.01,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.21,0.2,0.25,0.28,0.05,0.26,0.32,0.26,0.15
0,https://www.niche.com/places-to-live/c/silver-bow-county-mt/,B minus,C+,A,B minus,C+,B minus,B minus,C+,A minus,A minus,A,"Silver Bow County is located in Montana with a population of 34,770. In Silver Bow County, most residents own their homes. Many young professionals live in Silver Bow County and residents tend to lean liberal.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.12,0.09,0.12,0.11,0.11,0.12,0.15,0.19,0.09,-0.25,0.19,-0.050000000000000044,0.33,0.13793103448275867,0.32,0.18518518518518512,0.07,-0.41666666666666663,,,,,,,,0.027999999999999997,0.174,0.016,0.05,0.9,0.02,0.01,0.01,0.02,0.0,0.0,0.51,0.49,0.28,0.22,0.21,0.23,0.06,0.33,0.3,0.23,0.14
0,https://www.niche.com/places-to-live/c/monroe-county-mi/,B,B minus,A minus,B,C+,B,C,B+,B,A minus,C+,"Monroe County is located in Michigan with a population of 149,727. In Monroe County, most residents own their homes. Many families live in Monroe County and residents tend to lean conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.11,0.11,0.08,0.11,0.12,0.14,0.15,0.18,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.36,0.24137931034482762,0.35,0.29629629629629606,0.09,-0.25,,,4,12,17,1,0,0.028999999999999998,0.111,0.009000000000000001,0.04,0.91,0.02,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.18,0.18,0.23,0.31,0.1,0.26,0.28,0.26,0.2
0,https://www.niche.com/places-to-live/c/maui-county-hi/,B minus,D minus,A minus,B,A+,C,A+,D minus,A,A,A minus,"Maui County is located in Hawaii with a population of 165,979. In Maui County, most residents own their homes. Many families and young professionals live in Maui County and residents tend to be liberal.",,,,,,,,0.39,0.61,,,,,,,,,,,,,,,0.12,0.1,0.07,0.13,0.13,0.13,0.14,0.18,0.09,-0.25,0.18,-0.10000000000000009,0.34,0.1724137931034484,0.31,0.14814814814814814,0.08,-0.33333333333333326,,,17,7,0,1,0,0.027000000000000003,0.092,0.084,0.11,0.3,0.18,0.0,0.29,0.0,0.0,0.1,0.5,0.5,0.14,0.13,0.2,0.34,0.19,0.2,0.29,0.3,0.21
0,https://www.niche.com/places-to-live/c/mckenzie-county-nd/,C minus,B,B,B minus,B+,A+,C+,B,C+,C,B+,"McKenzie County is located in North Dakota with a population of 13,334. In McKenzie County, most residents own their homes. Many families and young professionals live in McKenzie County and residents tend to be conservative.",,,,,,,,0.46,0.54,,,,,,,,,,,,,,,0.2,0.11,0.09,0.18,0.11,0.11,0.11,0.09,0.06,-0.5,0.2,0.0,0.37,0.27586206896551735,0.28,0.03703703703703698,0.09,-0.25,,,1,0,0,0,0,0.027000000000000003,0.114,0.003,0.08,0.77,0.02,0.02,0.0,0.1,0.0,0.0,0.54,0.46,0.16,0.12,0.22,0.33,0.17,0.2,0.23,0.3,0.27
0,https://www.niche.com/places-to-live/c/jackson-county-wv/,B minus,B+,B,B minus,C,B,unavailable,A minus,B,B+,C,"Jackson County is located in West Virginia with a population of 28,907. In Jackson County, most residents own their homes. Many families and retirees live in Jackson County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.12,0.09,0.07,0.11,0.12,0.14,0.15,0.2,0.06,-0.5,0.11,-0.45000000000000007,0.27,-0.06896551724137923,0.44,0.6296296296296295,0.12,0.0,,,0,9,11,3,0,0.02,0.175,0.005,0.01,0.97,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.28,0.21,0.22,0.23,0.07,0.3,0.32,0.24,0.14
0,https://www.niche.com/places-to-live/c/bureau-county-il/,B minus,B,B+,B minus,B minus,B minus,C+,A minus,B minus,B,B+,"Bureau County is located in Illinois with a population of 33,122. In Bureau County, most residents own their homes. Many retirees live in Bureau County and residents tend to lean conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.1,0.11,0.07,0.11,0.11,0.13,0.15,0.22,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.34,0.1724137931034484,0.37,0.37037037037037024,0.09,-0.25,,,,,,,,0.032,0.122,0.022000000000000002,0.09,0.88,0.01,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.19,0.21,0.23,0.29,0.08,0.25,0.33,0.25,0.17
0,https://www.niche.com/places-to-live/c/ottawa-county-ks/,B+,A minus,C,B,C,B+,C+,A minus,C minus,B,B minus,"Ottawa County is located in Kansas with a population of 5,822. In Ottawa County, most residents own their homes. Many retirees live in Ottawa County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.11,0.12,0.07,0.09,0.12,0.13,0.16,0.2,0.06,-0.5,0.19,-0.050000000000000044,0.35,0.2068965517241379,0.35,0.29629629629629606,0.05,-0.5833333333333333,,,,,,,,0.015,0.099,0.006,0.03,0.94,0.01,0.01,0.01,0.01,0.0,0.0,0.51,0.49,0.17,0.21,0.27,0.29,0.06,0.23,0.35,0.29,0.12
0,https://www.niche.com/places-to-live/c/carroll-county-tn/,B,B+,C+,B,B minus,C+,B,A,B minus,C+,C,"Carroll County is located in Tennessee with a population of 27,886. In Carroll County, most residents own their homes. Many retirees live in Carroll County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.12,0.1,0.09,0.11,0.1,0.14,0.14,0.2,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.24,-0.1724137931034483,0.42,0.5555555555555554,0.16,0.3333333333333335,,,2,1,2,0,0,0.028999999999999998,0.18600000000000003,0.006,0.03,0.85,0.02,0.1,0.0,0.0,0.0,0.0,0.49,0.51,0.3,0.23,0.22,0.22,0.03,0.34,0.34,0.23,0.09
0,https://www.niche.com/places-to-live/c/sumner-county-ks/,B minus,B,B minus,B,B minus,B,B,A minus,C minus,B minus,B minus,"Sumner County is located in Kansas with a population of 23,114. In Sumner County, most residents own their homes. Many young professionals live in Sumner County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.13,0.12,0.08,0.11,0.11,0.12,0.15,0.18,0.06,-0.5,0.17,-0.15000000000000002,0.34,0.1724137931034484,0.35,0.29629629629629606,0.08,-0.33333333333333326,,,,,,,,0.023,0.12,0.005,0.05,0.9,0.02,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.23,0.2,0.24,0.26,0.07,0.28,0.3,0.26,0.16
0,https://www.niche.com/places-to-live/c/goliad-county-tx/,C+,B+,C,B minus,A minus,B minus,B+,A minus,C+,C+,C minus,"Goliad County is located in Texas with a population of 7,565. In Goliad County, most residents own their homes. Many retirees live in Goliad County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.1,0.11,0.08,0.09,0.1,0.13,0.16,0.22,0.05,-0.5833333333333333,0.13,-0.35,0.39,0.3448275862068968,0.26,-0.03703703703703709,0.17,0.41666666666666674,,,0,0,1,0,0,0.027000000000000003,0.132,0.031,0.36,0.58,0.0,0.05,0.01,0.0,0.0,0.0,0.5,0.5,0.27,0.14,0.19,0.27,0.13,0.3,0.27,0.27,0.15
0,https://www.niche.com/places-to-live/c/roane-county-tn/,B minus,A minus,B,C+,C+,B minus,B minus,A minus,B+,C+,C minus,"Roane County is located in Tennessee with a population of 53,075. In Roane County, most residents own their homes. Many retirees live in Roane County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.1,0.09,0.07,0.11,0.11,0.14,0.16,0.22,0.08,-0.33333333333333326,0.12,-0.4,0.33,0.13793103448275867,0.36,0.33333333333333326,0.11,-0.08333333333333326,,,6,23,32,3,1,0.033,0.138,0.006999999999999999,0.02,0.93,0.02,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.24,0.19,0.22,0.26,0.09,0.31,0.3,0.22,0.16
0,https://www.niche.com/places-to-live/c/fannin-county-tx/,B minus,B+,C+,B,B+,B+,B,B+,B minus,B,C minus,"Fannin County is located in Texas with a population of 34,537. In Fannin County, most residents own their homes. Many retirees live in Fannin County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.1,0.11,0.09,0.13,0.12,0.14,0.14,0.19,0.06,-0.5,0.11,-0.45000000000000007,0.33,0.13793103448275867,0.35,0.29629629629629606,0.15,0.25,,,,,,,,0.022000000000000002,0.11900000000000001,0.04,0.11,0.79,0.03,0.06,0.01,0.01,0.0,0.0,0.53,0.47,0.22,0.2,0.22,0.27,0.09,0.28,0.29,0.28,0.15
0,https://www.niche.com/places-to-live/c/morgan-county-ut/,B,C+,B minus,B+,C,A,C+,C minus,A,A,C,"Morgan County is located in Utah with a population of 11,664. In Morgan County, most residents own their homes. Many young professionals live in Morgan County and residents tend to be conservative.",,,,,,,,0.15,0.85,,,,,,,,,,,,,,,0.18,0.18,0.09,0.09,0.13,0.11,0.1,0.11,0.14,0.16666666666666674,0.25,0.25,0.39,0.3448275862068968,0.2,-0.2592592592592593,0.02,-0.8333333333333333,,,1,0,0,0,0,0.015,0.027000000000000003,0.011000000000000001,0.03,0.95,0.01,0.01,0.0,0.0,0.0,0.0,0.51,0.49,0.06,0.11,0.23,0.38,0.22,0.29,0.19,0.23,0.29
0,https://www.niche.com/places-to-live/c/yellow-medicine-county-mn/,B,A,B,B,C+,B minus,C minus,A,C,C minus,A minus,"Yellow Medicine County is located in Minnesota with a population of 9,814. In Yellow Medicine County, most residents own their homes. Many retirees live in Yellow Medicine County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.13,0.1,0.07,0.11,0.11,0.12,0.15,0.2,0.04,-0.6666666666666666,0.13,-0.35,0.39,0.3448275862068968,0.35,0.29629629629629606,0.09,-0.25,,,,,,,,0.016,0.11800000000000001,0.011000000000000001,0.05,0.89,0.02,0.01,0.01,0.03,0.0,0.0,0.51,0.49,0.2,0.16,0.28,0.28,0.08,0.26,0.3,0.29,0.15
0,https://www.niche.com/places-to-live/c/saline-county-mo/,C+,B,B,B minus,B,B,B minus,A minus,C+,B minus,B+,"Saline County is located in Missouri with a population of 22,976. In Saline County, most residents own their homes. Many families live in Saline County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.13,0.1,0.11,0.11,0.12,0.11,0.13,0.18,0.07,-0.41666666666666663,0.13,-0.35,0.27,-0.06896551724137923,0.38,0.40740740740740744,0.16,0.3333333333333335,,,0,0,0,0,1,0.021,0.162,0.043,0.1,0.8,0.03,0.05,0.01,0.0,0.0,0.01,0.5,0.5,0.25,0.25,0.25,0.2,0.04,0.32,0.37,0.22,0.08
0,https://www.niche.com/places-to-live/c/cumberland-county-tn/,B+,B+,B,B minus,C,B minus,B minus,B+,B+,B+,B minus,"Cumberland County is located in Tennessee with a population of 59,216. In Cumberland County, most residents own their homes. Many retirees live in Cumberland County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.1,0.08,0.06,0.1,0.09,0.12,0.15,0.3,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.3,0.034482758620689724,0.38,0.40740740740740744,0.14,0.16666666666666674,,,0,5,19,4,0,0.025,0.138,0.008,0.03,0.94,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.25,0.24,0.25,0.21,0.05,0.32,0.35,0.23,0.1
0,https://www.niche.com/places-to-live/c/taylor-county-fl/,B minus,B+,B,B minus,B+,B,A minus,A,C,B+,B minus,"Taylor County is located in Florida with a population of 21,870. In Taylor County, most residents own their homes. Residents of Taylor County tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.1,0.1,0.07,0.15,0.13,0.12,0.14,0.2,0.03,-0.75,0.06,-0.7,0.27,-0.06896551724137923,0.44,0.6296296296296295,0.21,0.75,,,,,,,,0.027999999999999997,0.207,0.015,0.06,0.72,0.01,0.2,0.0,0.0,0.0,0.0,0.56,0.44,0.32,0.24,0.24,0.18,0.02,0.37,0.34,0.19,0.1
0,https://www.niche.com/places-to-live/c/mills-county-ia/,B,B,B minus,B,C,B+,B minus,B+,B,B,B,"Mills County is located in Iowa with a population of 15,034. In Mills County, most residents own their homes. Many families live in Mills County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.12,0.12,0.07,0.09,0.12,0.14,0.15,0.18,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.35,0.2068965517241379,0.34,0.2592592592592593,0.07,-0.41666666666666663,,,,,,,,0.027000000000000003,0.084,0.006999999999999999,0.03,0.94,0.01,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.15,0.13,0.24,0.34,0.14,0.26,0.25,0.28,0.2
0,https://www.niche.com/places-to-live/c/antelope-county-ne/,B+,A minus,B,B minus,C,A minus,C+,A,C+,D+,B+,"Antelope County is located in Nebraska with a population of 6,341. In Antelope County, most residents own their homes. Many retirees live in Antelope County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.13,0.11,0.07,0.1,0.1,0.11,0.16,0.23,0.05,-0.5833333333333333,0.13,-0.35,0.41,0.4137931034482758,0.34,0.2592592592592593,0.07,-0.41666666666666663,,,,,,,,0.015,0.11,0.013000000000000001,0.03,0.95,0.0,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.21,0.22,0.28,0.25,0.04,0.29,0.32,0.28,0.11
0,https://www.niche.com/places-to-live/c/hancock-county-ms/,B+,B,B,B,B minus,C,B,B+,B minus,C+,C+,"Hancock County is located in Mississippi with a population of 46,961. In Hancock County, most residents own their homes. Many young professionals live in Hancock County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.1,0.07,0.11,0.12,0.14,0.15,0.2,0.08,-0.33333333333333326,0.14,-0.29999999999999993,0.37,0.27586206896551735,0.28,0.03703703703703698,0.13,0.08333333333333348,,,0,4,9,0,0,0.045,0.183,0.006,0.04,0.85,0.02,0.08,0.01,0.01,0.0,0.0,0.49,0.51,0.24,0.24,0.22,0.24,0.06,0.29,0.34,0.22,0.14
0,https://www.niche.com/places-to-live/c/ford-county-ks/,C,C+,A minus,B minus,A,C+,B+,B+,B,C,A minus,"Ford County is located in Kansas with a population of 34,179. In Ford County, most residents own their homes. Many families live in Ford County and residents tend to be conservative.",,,,,,,,0.38,0.62,,,,,,,,,,,,,,,0.18,0.13,0.1,0.14,0.12,0.12,0.11,0.11,0.06,-0.5,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.25,-0.07407407407407418,0.26,1.166666666666667,,,0,0,1,0,0,0.042,0.14400000000000002,0.191,0.55,0.4,0.01,0.02,0.01,0.0,0.0,0.0,0.52,0.48,0.18,0.25,0.26,0.22,0.08,0.24,0.38,0.27,0.11
0,https://www.niche.com/places-to-live/c/marion-county-or/,B minus,C minus,A,B,A minus,B minus,B minus,C minus,A,A,B+,"Marion County is located in Oregon with a population of 339,641. In Marion County, most residents own their homes. Many families and young professionals live in Marion County and residents tend to lean conservative.",,,,,,,,0.4,0.6,,,,,,,,,,,,,,,0.13,0.11,0.09,0.14,0.13,0.12,0.12,0.15,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.35,0.2068965517241379,0.27,0.0,0.15,0.25,,,6,19,8,0,0,0.035,0.141,0.084,0.27,0.65,0.03,0.01,0.02,0.01,0.0,0.01,0.5,0.5,0.18,0.19,0.25,0.29,0.09,0.28,0.31,0.25,0.16
0,https://www.niche.com/places-to-live/c/rockingham-county-nc/,B,B minus,B minus,B,B+,C+,B,A minus,B minus,B+,C+,"Rockingham County is located in North Carolina with a population of 91,077. In Rockingham County, most residents own their homes. Many retirees live in Rockingham County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.11,0.09,0.08,0.11,0.12,0.14,0.16,0.2,0.05,-0.5833333333333333,0.1,-0.5,0.33,0.13793103448275867,0.35,0.29629629629629606,0.17,0.41666666666666674,,,0,3,5,2,0,0.034,0.18100000000000002,0.024,0.06,0.72,0.02,0.18,0.01,0.0,0.0,0.0,0.48,0.52,0.29,0.23,0.23,0.21,0.05,0.31,0.34,0.24,0.11
0,https://www.niche.com/places-to-live/c/marion-county-ga/,B,B,C minus,B minus,A minus,B,A minus,A,C+,C+,C minus,"Marion County is located in Georgia with a population of 8,432. In Marion County, most residents own their homes. Many families live in Marion County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.13,0.08,0.07,0.1,0.12,0.13,0.16,0.21,0.04,-0.6666666666666666,0.09,-0.55,0.29,0.0,0.35,0.29629629629629606,0.22,0.8333333333333335,,,,,,,,0.034,0.163,0.012,0.07,0.59,0.01,0.3,0.01,0.0,0.0,0.01,0.48,0.52,0.3,0.2,0.28,0.16,0.05,0.32,0.33,0.25,0.1
0,https://www.niche.com/places-to-live/c/millard-county-ut/,B minus,B,C+,B,B,B+,B,B minus,B+,B,A minus,"Millard County is located in Utah with a population of 12,854. In Millard County, most residents own their homes. Many young professionals live in Millard County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.16,0.15,0.08,0.11,0.12,0.1,0.12,0.17,0.06,-0.5,0.15,-0.2500000000000001,0.37,0.27586206896551735,0.31,0.14814814814814814,0.12,0.0,,,1,0,0,0,0,0.015,0.125,0.05,0.13,0.83,0.01,0.0,0.01,0.01,0.0,0.0,0.51,0.49,0.15,0.21,0.26,0.31,0.07,0.32,0.29,0.24,0.16
0,https://www.niche.com/places-to-live/c/orangeburg-county-sc/,C,C+,B minus,B minus,A minus,C,B+,A minus,B,B+,C,"Orangeburg County is located in South Carolina with a population of 87,687. In Orangeburg County, most residents own their homes. Residents of Orangeburg County tend to be liberal.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.12,0.11,0.1,0.12,0.1,0.12,0.14,0.19,0.08,-0.33333333333333326,0.12,-0.4,0.35,0.2068965517241379,0.31,0.14814814814814814,0.14,0.16666666666666674,,,8,15,36,3,0,0.049,0.233,0.006,0.02,0.33,0.02,0.61,0.01,0.0,0.0,0.0,0.47,0.53,0.34,0.24,0.22,0.17,0.03,0.37,0.32,0.22,0.08
