,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Participant 3,Night float system,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,,Participant 9,Participant 10
0,https://freida.ama-assn.org/program/1800821139,Community-based university affiliated,Hartford Hospital,4,4,No,Yes,June,Yes,No,http://h.uconn.edu/neurology-residency,Not Available,"Erica A Schuyler
MD
Hartford Hosp
Neurology Dept
80 Seymour St
Hartford, CT 06102
Tel: (860) 972-3621
Fax: (860) 972-9259
E-mail: erica.schuyler@hhchealth.org","Cristina  Lender
Hartford Hosp
Neurology Dept
80 Seymour St
Hartford, CT 06102-5037
Tel:
Fax:
E-mail: cristina.lender@hhchealth.org",1800821139,"Hartford Hosp, Neurology Dept, 80 Seymour St, Hartford, CT 06102","263 Farmington Ave, Farmington, CT 06030-1925","80 Seymour St, Hartford, CT 06102","282 Washington St, Hartford, CT 06106-3316","Our categorical program is four years long and includes PGY1. Most of the PGY1 year is spent on internal medicine rotations. However, there is a weekly continuity clinic in neurology and two blocks are spent on neurology rotations. The last block is spent in neurology boot camp to prepare you for PGY2! AOA: for osteopathic students, there is the option of modifying your PGY1 curriculum for licensure in the three states (Florida, Pennsylvania, and Oklahoma) that require an OGME-1 year.",7,7,7,No,No,"Yes , Codes: 1094180C0",No,12/31/2020,11/2/2020 - 1/31/2021_10/28/2021 - 1/27/2022,9/15/2021,12/31/2021,No,85,No,No,3,No,Yes,200_200_450_450,Yes,236-245,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,57,0,4,0,61,0,31.5,2.1 to 1,64,16,1,Yes,Yes,1.6,85.5,12.8,47.6,52.3,N/A,0,N/A,2,N/A,3,6,17%,N/A,"$62,200.00",20,15,"$64,600.00",20,15,"$67,900.00",20,15,No,25,112,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Not available,Yes,Yes,Yes,"263 Farmington Ave, Farmington, CT 06030-3802",7,N/A,2,"$60,490.00",20,15,"2150 Corbin Ave, New Britain, CT 06053",,,,,,,,,
0,https://freida.ama-assn.org/program/1800821021,University-based,Yale-New Haven Hospital,3,3,No,No,July,Yes,No,http://medicine.yale.edu/neurology/,Not Available,"Jeremy  Moeller
MD
Yale-New Haven Med Ctr
PO Box 208018 LCI-910
15 York St
New Haven, CT 06520
Tel: (203) 785-6054
Fax: (203) 785-6246
E-mail: jeremy.moeller@yale.edu","Jeremy  Moeller
MD
Yale-New Haven Med Ctr
PO Box 208018 LCI-910
15 York St
New Haven, CT 06520-8018
Tel: (203) 785-6054
Fax: (203) 785-6246
E-mail: yaleneurologyresidency@yale.edu",1800821021,"Yale-New Haven Med Ctr, PO Box 208018 LCI-910, 15 York St, New Haven, CT 06520","20 York St, New Haven, CT 06504-3316","950 Campbell Ave, West Haven, CT 06516-2700",,,10,10,10,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1089180A0,1089180A1",,-_11/16/2020 - 1/25/2021,10/21/2020,11/30/2020,No,110,No,No,3,No,Yes,215___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,65,5,2,0,67,5,35.3,2.2 to 1,60,18,1.7,Yes,Yes,84.3,15.6,0.0,54.0,45.9,N/A,8,N/A,6,N/A,20,8,30%,1%,"$72,670.00",28,NGO,"$76,303.00",28,NGO,"$80,118.00",28,NGO,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Optional,No,No,Yes,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1801021022,,,4,4,No,Yes,June,Yes,No,https://www.medstarhealth.org/education/residency-programs/,Not Available,"Laxman  Bahroo
DO
MedStar Georgetown Univ Hosp
7PHC
3800 Reservoir Rd NW
Washington, DC 20007
Tel: (202) 444-1037
Fax:
E-mail: lxby@gunet.georgetown.edu","Ashley  Shapiro
BS
MedStar Georgetown Univ Hosp
7PHC
3800 Reservoir Rd NW
Washington, DC 20007
Tel:
Fax:
E-mail: ashley.a.shapiro@gunet.georgetown.edu",1801021022,"MedStar Georgetown Univ Hosp, 7PHC, 3800 Reservoir Rd NW, Washington, DC 20007","10980 Grantchester Way, Columbia, MD 21044","3800 Reservoir Rd NW, Washington, DC 20007","50 Irving St NW, Washington, DC 20422-0269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110 Irving St NW, Washington, DC 20010",,,,,,,"111 Michigan Ave NW, Washington, DC 20010",,,,,,,,,
0,https://freida.ama-assn.org/program/1801021023,,,3,3,No,No,"July,Negotiable",Yes,No,https://smhs.gwu.edu/neurology/contact,Not Available,"Perry K Richardson
MD
George Washington Univ Med Ctr
Ste 9-400
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-2719
Fax: (202) 741-2721
E-mail: prichardson@mfa.gwu.edu","Crystal  Woods
George Washington Univ Med Ctr
Ste 9-400
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-3411
Fax:
E-mail: cwoods@mfa.gwu.edu",1801021023,"George Washington Univ Med Ctr, Ste 9-400, 2150 Pennsylvania Ave NW, Washington, DC 20037","2300 Eye St NW, Washington, DC 20037-4799","900 23rd St NW, Washington, DC 20037","111 Michigan Ave NW, Washington, DC 20010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1801021024,,,3,3,No,No,July,Yes,No,http://www.huhosp.org,Not Available,"Roger L Weir
MD
Howard Univ Hosp
Dept of Neurology
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-6613
Fax:
E-mail: rweir@howard.edu","Deborah D Anderson
Howard Univ Hosp
Dept of Neurology
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-6613
Fax: (202) 865-4395
E-mail: d_d_anderson@howard.edu",1801021024,"Howard Univ Hosp, Dept of Neurology, 2041 Georgia Ave NW, Washington, DC 20060","2041 Georgia Ave NW, Washington, DC 20060-6000","111 Michigan Ave NW, Washington, DC 20010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1801100157,Community-based university affiliated,Boca Raton Regional Hospital,4,4,No,Yes,July,Yes,No,http://med.fau.edu,Not Available,"Patricio S Espinosa
MD, MPH
Boca Raton Regional Hosp
Bldg 804 Rm 118
800 Meadows Rd
Boca Raton, FL 33486
Tel: (561) 955-3945
Fax:
E-mail: khenry17@health.fau.edu","Kadeja  Henry
MPA
FAU Charles E Schmidt Coll of Med
Bldg 71 Rm 340
777 Glades Rd
Boca Raton, FL 33431
Tel: (561) 955-3945
Fax:
E-mail: khenry17@health.fau.edu",1801100157,"Boca Raton Regional Hosp, Bldg 804 Rm 118, 800 Meadows Rd, Boca Raton, FL 33486","777 Glades Rd, Boca Raton, FL 33431","800 Meadows Rd, Boca Raton, FL 33486-2368","11310 Legacy Ave, Palm Beach Gardens, FL 33410",The program at the Charles E Schmidt College of Medicine at Florida Atlantic University is a four-year categorical adult neurology residency program. Our program focuses on training excellent clinical neurologists in various settings designed to prepare you for a future career as a neurology leader.,3,3,3,No,No,"Yes , Codes: 1586180C0",No,12/4/2020,11/6/2020 - 1/29/2021_11/5/2021 - 1/21/2022,9/1/2021,12/3/2021,Yes,50,No,No,3,No,Yes,___,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,0,0,0,0,0,0,,0.0 to 1,66,16,1.5,No,Yes,,,,,,N/A,0,Every fourth night for 12 month(s),0,Every fourth night for 3 month(s),0,15,NGO,N/A,"$54,100.00",21,5,"$55,800.00",21,5,"$58,200.00",21,5,Yes,Not Available,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Not Available,Within 30 days of starting program,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Optional,No,No,Yes,"5352 Linton Blvd, Delray Beach, FL 33484-6580",3,N/A,Not Available,"$52,300.00",21,5,,,,,,,,,,
0,https://freida.ama-assn.org/program/1801121025,,,4,4,No,Yes,July,Yes,No,http://www.neurology.ufl.edu,Not Available,"Christina A Wilson
MD, PhD
Univ of Florida Coll of Med
Rm L3-100
1149 S Newell Dr
Gainesville, FL 32611
Tel: (352) 273-5550
Fax: (352) 273-5575
E-mail: christina.wilson@neurology.ufl.edu","Jennifer M Shipley
BS
Univ of Florida Coll of Med
Box 100236 UFHSC Rm L3-100
1149 S Newell Dr
Gainesville, FL 32610
Tel: (352) 273-5550
Fax: (352) 273-5575
E-mail: jennifer.shipley@neurology.ufl.edu",1801121025,"Univ of Florida Coll of Med, Rm L3-100, 1149 S Newell Dr, Gainesville, FL 32611","1600 SW Archer Rd, Gainesville, FL 32610","1600 SW Archer Rd, Gainesville, FL 32610-0326","1601 Archer Rd, Gainesville, FL 32602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1801100160,Community-based,Palmetto General Hospital,4,4,Yes,Yes,July,Yes,No,https://pghgme.com/,Not Available,"Ariol  Labrada
MD
Palmetto General Hosp
Med Education Dept Ste 202
2001 W 68th St
Hialeah, FL 33016
Tel: (305) 823-5000
Fax: (305) 822-8347
E-mail: labra40@gmail.com","Carol  Siu
Palmetto General Hosp
Med Education Dept Ste 202
2001 W 68th St
Hialeah, FL 33016
Tel: (305) 823-5000
Fax: (305) 822-8347
E-mail: carol.siu@tenethealth.com",1801100160,"Palmetto General Hosp, Med Education Dept Ste 202, 2001 W 68th St, Hialeah, FL 33016","2001 W 68th St, Hialeah, FL 33016",,,"A top quality program for Comprehensive Neurological Care: Received designation as a Comprehensive Stroke Center by the Florida Agency for Health Care Administration (2013) AHA Quality Achievement Award with Target: Stroke Honor Roll Elite Plus Awards (2012, 2013, 2015) Primary Stroke Center - Advanced Certification by The Joint Commission",1,1,1,No,No,Yes,No,2/28/2021,11/2/2020 - 2/28/2021_9/1/2021 - 2/1/2022,7/1/2021,2/1/2022,Yes,0,No,No,3,No,Yes,___,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,Yes,1,0,0,0,1,0,0.0,0.2 to 1,40,8,1,Yes,,,,,,,Other for week(s),Not Available,Other for week(s),Not Available,Other for week(s),Not Available,10,10%,10%,"$53,656.00",20,Not Available,"$56,041.00",20,Not Available,"$58,425.00",20,Not Available,No,20,60,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Within 30 days of starting program,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Required,No,No,Yes,,1,Other for week(s),Not Available,"$51,271.00",16,Not Available,,No,,,,,,(8 wks ),,
0,https://freida.ama-assn.org/program/1801100158,,,4,4,Yes,Yes,July,No,No,,Not Available,"Kester  Nedd
DO
Larkin Community Hospital Palm Springs Campus
Neurology Pgm
1475 W 49th St
Hialeah, FL 33012
Tel: (305) 284-7770
Fax:
E-mail: cdelacruz@larkinhospital.com","Carolina  De La Cruz
Larkin Community Hospital Palm Springs Campus
Neurology Pgm
1475 W 49th St
Hialeah, FL 33012
Tel: (305) 284-7770
Fax:
E-mail: cdelacruz@larkinhospital.com",1801100158,"Larkin Community Hospital Palm Springs Campus, Neurology Pgm, 1475 W 49th St, Hialeah, FL 33012","1475 W 49th Pl, Hialeah, FL 33012","8875 NW 23rd St, Doral, FL 33172","2525 SW 75th Ave, Miami, FL 33155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2001 W 68th St, Hialeah, FL 33016",,,,,,,"1100 NW 95th St, Miami, FL 33150",,"7100 W 20th Ave, Hialeah, FL 33016","2600 Immokalee Rd, Naples, FL 34110","7031 SW 62nd St, South Miami, FL 33143","18999 Biscayne Blvd, Aventura, FL 33180","14394 Commerce Way, Miami Lakes, FL 33016",,,
0,https://freida.ama-assn.org/program/1801112154,Community-based university affiliated,UF Health Jacksonville,3,3,No,Yes,July,Yes,No,http://hscj.ufl.edu/neurology/residency/,Not Available,"Scott  Silliman
MD
Univ of Florida Coll of Med-Jacksonville
Neurology Tower 1 9th Fl Box T17
580 W 8th St
Jacksonville, FL 32209
Tel: (904) 244-9934
Fax: (904) 244-9870
E-mail: neurology.gme@jax.ufl.edu","Shadina  Williams
MBA, MHA
Univ of Florida Coll of Med-Jacksonville
Neurology Tower 1 9th Fl Box T17
580 W 8th St
Jacksonville, FL 32209
Tel: (904) 244-9934
Fax: (904) 244-9870
E-mail: neurology.gme@jax.ufl.edu",1801112154,"Univ of Florida Coll of Med-Jacksonville, Neurology Tower 1 9th Fl Box T17, 580 W 8th St, Jacksonville, FL 32209","655 W 8th St, Jacksonville, FL 32209","655 W 8th St, Jacksonville, FL 32209-6597","1600 SW Archer Rd, Gainesville, FL 32610-0326",,4,4,4,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1101180A0",1/31/2021,10/1/2020 - 2/5/2021_10/1/2020 - 1/31/2021,9/1/2021,1/15/2022,Yes,85,No,No,3,No,Yes,200_200_400_450,Yes,226-235,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,13,1,1,0,14,1,61.5,1.1 to 1,70,24,1.7,Yes,Yes,35.0,27.5,37.3,13.4,86.5,N/A,NGO,N/A,NGO,Every eleventh night or more for 7 week(s),NGO,4,40%,N/A,"$56,604.00",15,10,"$58,424.00",15,10,"$58,766.00",15,10,No answer,NGO,180,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Required,Yes,Yes,Yes,"3599 University Blvd S, Jacksonville, FL 32216",,,,,,,,,,,,,,(2 wks ),,
0,https://freida.ama-assn.org/program/1801113148,Community-based university affiliated,Mayo Clinic Florida Hospital,3,3,No,Yes,"June,July,August,Negotiable",Yes,No,http://college.mayo.edu/neurologyresidencyflorida,Not Available,"Elizabeth A Maurio
MD
Mayo Clinic Jacksonville
Neurology Pgm
4500 San Pablo Rd
Jacksonville, FL 32224
Tel: (904) 953-7229
Fax:
E-mail: mauricio.elizabeth@mayo.edu","Rainer S Lyndon
BA
Mayo Clinic Jacksonville
Neurology Pgm
4500 San Pablo Rd
Jacksonville, FL 32224
Tel:
Fax:
E-mail: lyndon.rainer@mayo.edu",1801113148,"Mayo Clinic Jacksonville, Neurology Pgm, 4500 San Pablo Rd, Jacksonville, FL 32224","200 First St SW, Rochester, MN 55905","4500 San Pablo Rd, Jacksonville, FL 32224","807 Childrens Way, Jacksonville, FL 32247-5720",We strive to provide our trainees with an educational environment that is patient-centered and learner-focused to ensure our graduates are competent and collaborative practice ready to enter the unsupervised practice of neurology.,4,4,4,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1032180C0",No,12/31/2020,11/6/2020 - 2/12/2021_10/15/2021 - 1/28/2022,9/1/2021,12/31/2021,Yes,50,No,No,3,No,Yes,194_209_400_400,Yes,226-235,Yes,Yes,Greater than 600,Required,Yes,Yes,Yes,38,0,0,0,38,0,31.5,3.1 to 1,60,24,2,Yes,Yes,83.3,2.7,13.8,30.5,69.4,Every eleventh night or more for 11 month(s),0,Every eleventh night or more for 11 month(s),0,Every eleventh night or more for 11 month(s),Not Available,5,58%,0%,"$59,662.00",15,91,"$62,130.00",15,91,"$64,728.00",15,91,Yes,84,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,"4500 San Pablo Rd, Jacksonville, FL 32224",,,,,,,"800 Prudential Dr, Jacksonville, FL 32207",,,,,,,,,
0,https://freida.ama-assn.org/program/1801100155,Community-based university affiliated,University of Central Florida/HCA Healthcare GME,4,4,Yes,Yes,July,Yes,No,https://osceolaregional.com/gme/neurology/,Not Available,"Enrique  Serrano
MD
Osceola Regional Med Ctr
Ste 201
720 W Oak St
Kissimmee, FL 34741-4998
Tel: (407) 483-3376
Fax: (407) 518-3923
E-mail: enrique.serrano@hcahealthcare.com","Jennifer  Barcom
Osceola Regional Med Ctr
Ste 201
720 W Oak St
Kissimmee, FL 34771
Tel: (407) 518-2751
Fax: (407) 518-3923
E-mail: jennifer.barcom@hcahealthcare.com",1801100155,"Osceola Regional Med Ctr, Ste 201, 720 W Oak St, Kissimmee, FL 34741-4998","6850 Lake Nona Blvd, Orlando, FL 32827-7408","5201 Raymond St, Orlando, FL 32806","700 W Oak St, Kissimmee, FL 34741",,4,4,4,No,No,"Yes , Codes: 1587180C0",No,,-_-,,,No,60,No,No,3,No,Yes,210_220_550_550,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",No,No,No,1,0,7,0,8,0,0.0,0.2 to 1,56,12,1,No,Yes,25.0,59.7,15.2,59.7,40.2,Other for 2 week(s),NGO,N/A,Not Available,N/A,Not Available,10,NGO,N/A,"$55,220.00",20,10,"$56,720.00",20,10,,,,Yes,25,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Within 30 days of starting program,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Optional,No,No,Yes,"6535 Nemours Pkwy, Orlando, FL 32827",4,N/A,Not Available,"$53,720.00",15,10,,,,,,,,,,
0,https://freida.ama-assn.org/program/1801121026,,,4,4,No,Yes,"June,July",Yes,No,http://www.neurology.med.miami.edu,Not Available,"Leticia  Tornes
MD
Jackson Memorial Hosp
CRC Ste 1326
1120 NW 14th St
Miami, FL 33136
Tel: (305) 243-4744
Fax: (305) 243-8108
E-mail: ltornes@med.miami.edu","Terry  Crugnale
Jackson Memorial Hosp
Clinical Research Ctr (C-215) Ste 1383
1120 NW 14th St
Miami, FL 33136
Tel: (305) 243-4323
Fax: (305) 243-8108
E-mail: tcrugnale@med.miami.edu",1801121026,"Jackson Memorial Hosp, CRC Ste 1326, 1120 NW 14th St, Miami, FL 33136","1611 NW 12th Ave, Miami, FL 33136","1201 NW 16th St, Miami, FL 33125","1400 NW 12th Ave, Miami, FL 33136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1801100003,,,4,4,Yes,Yes,July,No,No,,Not Available,"Amparo  Gutierrez
MD
Orlando Regional Med Ctr
3rd Fl
32 W Gore St
Orlando, FL 32806
Tel: (321) 842-1428
Fax:
E-mail: r-neurologyresidency@orlandohealth.com","Sheila  Cuevas Cruz
Orlando Regional Med Ctr
3rd Fl
32 W Gore St
Orlando, FL 32806
Tel: (321) 842-1428
Fax:
E-mail: sheila.cuevascruz@orlandohealth.com",1801100003,"Orlando Regional Med Ctr, 3rd Fl, 32 W Gore St, Orlando, FL 32806","1414 Kuhl Ave, Orlando, FL 32806","1414 Kuhl Ave, Orlando, FL 32806","92 W Miller St, Orlando, FL 32806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1801100159,,,4,4,No,Yes,June,Yes,No,https://www.mhs.net/medical-professionals/education/,Not Available,"Adnan M Subei
DO
Memorial Healthcare System
Neurology Pgm
703 N Flamingo Rd
Pembroke Pines, FL 33028
Tel: (954) 844-1401
Fax: (954) 276-0246
E-mail: asubei@mhs.net","Jennifer M Lopes
Memorial Healthcare System
Neurology Pgm
703 N Flamingo Rd
Pembroke Pines, FL 33028
Tel: (954) 844-1404
Fax:
E-mail: jlopes@mhs.net",1801100159,"Memorial Healthcare System, Neurology Pgm, 703 N Flamingo Rd, Pembroke Pines, FL 33028","3111 Stirling Rd, Hollywood, FL 33312","703 N Flamingo Rd, Pembroke Pines, FL 33028","3501 Johnson St, Hollywood, FL 33021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150 N 35th Ave, Hollywood, FL 33021",,,,,,,"3600 Washington St, Hollywood, FL 33021",,,,,,,,,
