,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,African American,Two or more races,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/douglas-county-nv/,B,A,C minus,B+,B,B,B,A,D,A,A+,B,"Douglas County is located in Nevada with a population of 48,132. In Douglas County, most residents own their homes. Many retirees live in Douglas County and residents tend to be conservative.",48132,378800,1102,66810,0.7416091954022987,0.03766478342749524,0.06312556688891369,0.29,0.71,,,,,,,,,,,,,,,0.09,0.08,0.06,0.1,0.1,0.12,0.18,0.27,0.11,-0.08333333333333326,0.18,-0.10000000000000009,0.39,0.3448275862068968,0.24,-0.11111111111111116,0.07,-0.41666666666666663,,,,,,,,0.023,0.087,0.031,0.81,0.13,0.01,0.02,0.02,0.02,0.0,0.0,0.5,0.5,0.14,0.16,0.26,0.31,0.13,0.23,0.29,0.28,0.21
0,https://www.niche.com/places-to-live/c/wythe-county-va/,B,B+,A minus,C+,B,C,B minus,B,A minus,B minus,B minus,C+,"Wythe County is located in Virginia with a population of 28,844. In Wythe County, most residents own their homes. Many retirees live in Wythe County and residents tend to be conservative.",28844,128400,676,49364,-0.4096551724137931,-0.3634651600753296,-0.2144868959152173,0.22,0.78,62.7,-0.7782101167315175,0,-1.0,31.4,-0.22850122850122856,20.9,-0.8457564575645756,104.6,-0.7908418316336733,1662.5,-0.1861660466027022,104.6,-0.6316901408450705,0.1,0.09,0.07,0.11,0.12,0.15,0.15,0.21,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.29,0.0,0.38,0.40740740740740744,0.14,0.16666666666666674,3.41,17,3,5,5,4,0,0.033,0.147,0.002,0.94,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.25,0.21,0.23,0.26,0.05,0.31,0.31,0.27,0.1
0,https://www.niche.com/places-to-live/c/licking-county-oh/,B,B minus,B minus,A minus,B,B minus,B+,C+,B,B+,B+,C+,"Licking County is located in Ohio with a population of 173,750. In Licking County, most residents own their homes. Many families and young professionals live in Licking County and residents tend to be conservative.",173750,170200,852,64589,-0.21747126436781605,-0.19774011299435024,0.027783524020177364,0.27,0.73,76,-0.7311637778563849,0,-1.0,33.8,-0.16953316953316966,8.4,-0.9380073800738007,392.5,-0.21515696860627875,2536.7,0.24177599373409042,143.5,-0.4947183098591549,0.12,0.11,0.09,0.12,0.12,0.14,0.14,0.16,0.09,-0.25,0.17,-0.15000000000000002,0.31,0.06896551724137945,0.34,0.2592592592592593,0.08,-0.33333333333333326,3.13,15,0,6,5,4,0,0.027999999999999997,0.105,0.009000000000000001,0.9,0.02,0.04,0.03,0.01,0.0,0.0,0.0,0.49,0.51,0.17,0.17,0.23,0.32,0.11,0.26,0.29,0.26,0.19
0,https://www.niche.com/places-to-live/c/lavaca-county-tx/,B,B+,B+,B minus,B+,B+,B+,B+,B+,C+,B minus,C+,"Lavaca County is located in Texas with a population of 20,021. In Lavaca County, most residents own their homes. Many retirees live in Lavaca County and residents tend to be conservative.",20021,162400,752,54403,-0.2533333333333333,-0.29190207156308856,-0.1343029454354503,0.26,0.74,162.3,-0.42589317297488494,0,-1.0,76.9,0.8894348894348894,0,-1.0,487,-0.026194761047790505,862.9,-0.5775895829253965,34.2,-0.8795774647887324,0.13,0.1,0.07,0.1,0.1,0.11,0.14,0.23,0.04,-0.6666666666666666,0.13,-0.35,0.28,-0.0344827586206895,0.41,0.5185185185185184,0.14,0.16666666666666674,,,,,,,,0.019,0.105,0.04,0.74,0.19,0.06,0.01,0.0,0.0,0.0,0.0,0.48,0.52,0.2,0.19,0.24,0.26,0.11,0.26,0.32,0.26,0.17
0,https://www.niche.com/places-to-live/c/seneca-county-oh/,B,B minus,B+,A minus,B,C+,B minus,C,A minus,B,A minus,B+,"Seneca County is located in Ohio with a population of 55,351. In Seneca County, most residents own their homes. Many families live in Seneca County and residents tend to be conservative.",55351,106500,696,52500,-0.5103448275862069,-0.34463276836158196,-0.16458475884346702,0.28,0.72,68.6,-0.7573399363282631,0,-1.0,6.5,-0.8402948402948403,22.9,-0.8309963099630997,314.6,-0.3709258148370326,1893.5,-0.073085960446446,22.9,-0.9193661971830986,0.11,0.11,0.11,0.11,0.12,0.12,0.14,0.17,0.06,-0.5,0.1,-0.5,0.3,0.034482758620689724,0.45,0.6666666666666665,0.08,-0.33333333333333326,3.5,2,0,1,1,0,0,0.027000000000000003,0.126,0.011000000000000001,0.9,0.05,0.03,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.19,0.23,0.26,0.27,0.05,0.29,0.33,0.27,0.11
0,https://www.niche.com/places-to-live/c/calhoun-county-fl/,B,A minus,A,C,B+,B,B minus,A minus,A,D+,B,C minus,"Calhoun County is located in Florida with a population of 14,362. In Calhoun County, most residents own their homes. Many families live in Calhoun County and residents tend to be conservative.",14362,85000,596,38568,-0.6091954022988506,-0.4387947269303202,-0.38628009483952075,0.19,0.81,320.1,0.13229571984435817,0,-1.0,0,-1.0,40,-0.7047970479704797,320.1,-0.3599280143971205,1560.6,-0.23604856079890346,0,-1.0,0.1,0.1,0.07,0.15,0.13,0.14,0.13,0.19,0.02,-0.8333333333333333,0.07,-0.6499999999999999,0.26,-0.10344827586206884,0.42,0.5555555555555554,0.23,0.9166666666666667,4,1,0,1,0,0,0,0.031,0.147,0.013000000000000001,0.77,0.06,0.13,0.03,0.0,0.01,0.0,0.0,0.55,0.45,0.32,0.23,0.23,0.19,0.03,0.31,0.38,0.23,0.08
0,https://www.niche.com/places-to-live/c/clark-county-wa/,B,B,C minus,A,B+,B+,B+,B minus,D+,A,A+,B minus,"Clark County is located in Washington with a population of 473,252. In Clark County, most residents own their homes. Many families and young professionals live in Clark County and residents tend to have moderate political views.",473252,327000,1261,75253,0.5034482758620689,0.18738229755178915,0.1974762503381442,0.33,0.67,167.8,-0.40643792005659707,4.1,-0.3278688524590164,77.8,0.9115479115479113,53.9,-0.6022140221402215,364.3,-0.27154569086182767,1775.3,-0.1309477188173096,469.6,0.6535211267605634,0.13,0.11,0.08,0.13,0.13,0.13,0.13,0.15,0.11,-0.08333333333333326,0.2,0.0,0.38,0.3103448275862071,0.24,-0.11111111111111116,0.07,-0.41666666666666663,3.95,19,4,10,5,0,0,0.031,0.092,0.046,0.78,0.1,0.02,0.04,0.05,0.0,0.0,0.01,0.49,0.51,0.13,0.15,0.22,0.35,0.16,0.23,0.26,0.26,0.25
0,https://www.niche.com/places-to-live/c/wadena-county-mn/,C+,B,B minus,B,B minus,C,B minus,C minus,B+,C,B,B+,"Wadena County is located in Minnesota with a population of 13,654. In Wadena County, most residents own their homes. Many retirees live in Wadena County and residents tend to be conservative.",13654,132000,668,46605,-0.3931034482758621,-0.3709981167608286,-0.2583899559219006,0.23,0.77,77.5,-0.7258577997877609,0,-1.0,55.4,0.361179361179361,0,-1.0,155.1,-0.6898620275944811,1107.5,-0.4578519678872136,121.8,-0.5711267605633803,0.14,0.11,0.07,0.11,0.11,0.11,0.14,0.21,0.03,-0.75,0.1,-0.5,0.4,0.3793103448275863,0.37,0.37037037037037024,0.09,-0.25,,,,,,,,0.037000000000000005,0.142,0.01,0.94,0.02,0.01,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.24,0.24,0.26,0.22,0.05,0.32,0.33,0.24,0.1
0,https://www.niche.com/places-to-live/c/pleasants-county-wv/,C+,C,A minus,C,C,C,B,unavailable,A,C+,C+,C,"Pleasants County is located in West Virginia with a population of 7,482. In Pleasants County, most residents own their homes. Many retirees live in Pleasants County and residents tend to be conservative.",7482,106600,572,56838,-0.5098850574712643,-0.46139359698681737,-0.09555559091704724,0.17,0.83,0,-1.0,0,-1.0,,,0,-1.0,0,-1.0,107.6,-0.9473271979635794,0,-1.0,0.09,0.1,0.08,0.11,0.13,0.15,0.15,0.19,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.27,-0.06896551724137923,0.51,0.8888888888888888,0.11,-0.08333333333333326,3,2,0,0,2,0,0,0.057,0.124,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.54,0.46,0.21,0.22,0.2,0.3,0.07,0.34,0.29,0.18,0.19
0,https://www.niche.com/places-to-live/c/bear-lake-county-id/,C+,B minus,B minus,B minus,B minus,C+,B,C minus,B minus,A minus,B,B+,"Bear Lake County is located in Idaho with a population of 6,000. In Bear Lake County, most residents own their homes. Many retirees live in Bear Lake County and residents tend to be conservative.",6000,149800,589,54167,-0.3112643678160919,-0.4453860640301318,-0.13805833585283966,0.23,0.77,80.3,-0.7159533073929961,0,-1.0,40.1,-0.014742014742014753,0,-1.0,160.5,-0.6790641871625676,2126.8,0.04112003132954789,120.4,-0.5760563380281689,0.16,0.11,0.07,0.11,0.12,0.1,0.13,0.21,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.36,0.24137931034482762,0.38,0.40740740740740744,0.06,-0.5,,,,,,,,0.017,0.168,0.012,0.93,0.04,0.01,0.0,0.01,0.0,0.0,0.0,0.49,0.51,0.22,0.19,0.24,0.31,0.05,0.32,0.28,0.22,0.18
0,https://www.niche.com/places-to-live/c/lander-county-nv/,C+,B minus,B minus,B minus,C+,A minus,C+,B,B minus,B minus,C minus,A,"Lander County is located in Nevada with a population of 5,643. In Lander County, most residents own their homes. Residents of Lander County tend to be conservative.",5643,179900,842,88030,-0.17287356321839076,-0.20715630885122416,0.40079245102875416,0.27,0.73,,,,,,,,,,,,,,,0.15,0.12,0.04,0.15,0.12,0.13,0.15,0.14,0.07,-0.41666666666666663,0.05,-0.75,0.38,0.3103448275862071,0.38,0.40740740740740744,0.12,0.0,,,,,,,,0.055,0.095,0.06,0.64,0.31,0.0,0.01,0.0,0.03,0.0,0.0,0.55,0.45,0.22,0.12,0.14,0.4,0.13,0.22,0.25,0.2,0.33
0,https://www.niche.com/places-to-live/c/hawkins-county-tn/,C+,C+,B minus,B minus,C,C,C+,B,A minus,C+,C+,C+,"Hawkins County is located in Tennessee with a population of 56,611. In Hawkins County, most residents own their homes. Many retirees live in Hawkins County and residents tend to be conservative.",56611,124100,638,41924,-0.4294252873563218,-0.39924670433145004,-0.3328771700905431,0.26,0.74,212.9,-0.246904846126636,5.5,-0.09836065573770492,5.5,-0.8648648648648649,5.5,-0.959409594095941,393.1,-0.21395720855828837,1261.1,-0.38266105345604073,87.3,-0.6926056338028169,0.1,0.1,0.07,0.11,0.11,0.15,0.15,0.21,0.04,-0.6666666666666666,0.09,-0.55,0.28,-0.0344827586206895,0.43,0.5925925925925926,0.16,0.3333333333333335,3.08,24,0,6,14,4,0,0.034,0.188,0.006,0.95,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.3,0.24,0.23,0.2,0.04,0.34,0.34,0.22,0.1
0,https://www.niche.com/places-to-live/c/warren-county-pa/,C+,C minus,B minus,B+,C,C,B minus,C minus,B+,B minus,B minus,B+,"Warren County is located in Pennsylvania with a population of 39,756. In Warren County, most residents own their homes. Many retirees live in Warren County and residents tend to be conservative.",39756,98000,614,50250,-0.5494252873563219,-0.42184557438794723,-0.20038826917874708,0.23,0.77,397.2,0.40502299257163066,0,-1.0,26.9,-0.3390663390663391,6.7,-0.9505535055350554,114.5,-0.7710457908418317,1521.6,-0.2551400039161935,6.7,-0.9764084507042253,0.1,0.09,0.07,0.1,0.1,0.14,0.17,0.22,0.07,-0.41666666666666663,0.13,-0.35,0.28,-0.0344827586206895,0.45,0.6666666666666665,0.07,-0.41666666666666663,3.43,7,1,2,3,1,0,0.027000000000000003,0.125,0.005,0.97,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.22,0.24,0.25,0.25,0.05,0.28,0.35,0.25,0.12
0,https://www.niche.com/places-to-live/c/montgomery-county-mo/,C+,C+,B minus,B minus,C+,C,B minus,B minus,A minus,B minus,B,C+,"Montgomery County is located in Missouri with a population of 11,487. In Montgomery County, most residents own their homes. Many retirees live in Montgomery County and residents tend to be conservative.",11487,108100,670,46757,-0.5029885057471264,-0.3691148775894538,-0.2559712298903617,0.3,0.7,177.4,-0.37247966041740355,17.7,1.901639344262295,35.5,-0.12776412776412782,0,-1.0,567.7,0.1351729654069187,1206.3,-0.40948697865674566,106.4,-0.6253521126760564,0.12,0.1,0.06,0.11,0.11,0.13,0.16,0.2,0.05,-0.5833333333333333,0.09,-0.55,0.27,-0.06896551724137923,0.45,0.6666666666666665,0.15,0.25,,,,,,,,0.023,0.159,0.005,0.94,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.5,0.5,0.26,0.22,0.25,0.23,0.03,0.28,0.34,0.28,0.11
0,https://www.niche.com/places-to-live/c/duval-county-tx/,C+,C minus,B minus,B minus,C,C+,B,A,A+,B minus,C,C+,"Duval County is located in Texas with a population of 11,268. In Duval County, most residents own their homes. Many families and retirees live in Duval County and residents tend to be liberal.",11268,49400,605,41186,-0.7728735632183907,-0.43032015065913376,-0.3446207214805149,0.35,0.65,182.9,-0.3530244074991157,0,-1.0,42.2,0.03685503685503688,28.1,-0.7926199261992619,323.6,-0.3529294141171766,295.4,-0.8553945564910906,42.2,-0.8514084507042253,0.13,0.13,0.11,0.12,0.11,0.11,0.11,0.18,0.03,-0.75,0.06,-0.7,0.29,0.0,0.31,0.14814814814814814,0.31,1.5833333333333335,,,,,,,,0.057,0.22699999999999998,0.026000000000000002,0.09,0.89,0.01,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.35,0.16,0.3,0.15,0.03,0.39,0.32,0.23,0.06
0,https://www.niche.com/places-to-live/c/elbert-county-co/,C+,B minus,C,B minus,C,C+,A,B,D+,B+,C+,D minus,"Elbert County is located in Colorado with a population of 25,717. In Elbert County, most residents own their homes. Residents of Elbert County tend to be conservative.",25717,463600,1182,99199,1.1314942528735634,0.11299435028248594,0.5785210763330841,0.1,0.9,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0.1,0.11,0.07,0.09,0.11,0.17,0.19,0.15,0.11,-0.08333333333333326,0.24,0.19999999999999996,0.37,0.27586206896551735,0.24,-0.11111111111111116,0.03,-0.75,3.59,49,9,18,17,3,2,0.013999999999999999,0.049,0.013999999999999999,0.89,0.07,0.0,0.03,0.01,0.01,0.0,0.0,0.51,0.49,0.1,0.09,0.16,0.36,0.29,0.2,0.23,0.23,0.34
0,https://www.niche.com/places-to-live/c/ohio-county-ky/,C+,B minus,B,C+,C+,C,B+,B minus,A,C,C,C,"Ohio County is located in Kentucky with a population of 24,071. In Ohio County, most residents own their homes. Many families live in Ohio County and residents tend to be conservative.",24071,92500,627,45564,-0.5747126436781609,-0.40960451977401124,-0.2749550467036902,0.24,0.76,77.4,-0.7262115316590024,0,-1.0,15.5,-0.6191646191646192,0,-1.0,92.9,-0.814237152569486,603.8,-0.7044252986097513,92.9,-0.6728873239436619,0.13,0.12,0.07,0.12,0.12,0.13,0.13,0.18,0.07,-0.41666666666666663,0.07,-0.6499999999999999,0.27,-0.06896551724137923,0.43,0.5925925925925926,0.17,0.41666666666666674,3.36,11,2,3,3,3,0,0.046,0.18899999999999997,0.013000000000000001,0.94,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.25,0.24,0.25,0.22,0.04,0.33,0.35,0.23,0.09
0,https://www.niche.com/places-to-live/c/stone-county-ar/,C+,B+,B+,C,C+,C,C,B,A minus,C+,C+,B minus,"Stone County is located in Arkansas with a population of 12,475. In Stone County, most residents own their homes. Many retirees live in Stone County and residents tend to be conservative.",12475,121100,604,38188,-0.4432183908045977,-0.43126177024482104,-0.39232690991836805,0.25,0.75,381.9,0.35090201627166606,0,-1.0,34.7,-0.14742014742014742,0,-1.0,381.9,-0.23635272945410923,1840.3,-0.09912864695515955,173.6,-0.3887323943661972,0.09,0.1,0.07,0.09,0.1,0.11,0.17,0.27,0.04,-0.6666666666666666,0.1,-0.5,0.32,0.10344827586206917,0.35,0.29629629629629606,0.19,0.5833333333333335,,,,,,,,0.03,0.195,0.001,0.95,0.02,0.0,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.37,0.23,0.21,0.16,0.03,0.41,0.34,0.18,0.07
0,https://www.niche.com/places-to-live/c/rusk-county-wi/,C+,C+,B minus,B,C+,C,B,C minus,A minus,C,B+,B,"Rusk County is located in Wisconsin with a population of 14,132. In Rusk County, most residents own their homes. Many retirees live in Rusk County and residents tend to be conservative.",14132,113400,661,47532,-0.47862068965517246,-0.37758945386064036,-0.24363890966376522,0.21,0.79,190.5,-0.3261407852847541,0,-1.0,0,-1.0,0,-1.0,63.5,-0.8730253949210158,1302,-0.3626395143920109,31.8,-0.8880281690140845,0.11,0.1,0.07,0.08,0.1,0.13,0.18,0.24,0.05,-0.5833333333333333,0.12,-0.4,0.3,0.034482758620689724,0.42,0.5555555555555554,0.12,0.0,,,,,,,,0.021,0.12,0.006,0.95,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.5,0.5,0.24,0.24,0.27,0.21,0.03,0.3,0.33,0.28,0.09
0,https://www.niche.com/places-to-live/c/jefferson-county-pa/,C+,C+,B minus,B+,C+,C,B,C minus,B+,B,B,B+,"Jefferson County is located in Pennsylvania with a population of 43,846. In Jefferson County, most residents own their homes. Many retirees live in Jefferson County and residents tend to be conservative.",43846,103900,669,47603,-0.5222988505747126,-0.3700564971751412,-0.24250911000429642,0.26,0.74,77.8,-0.7247966041740361,25.9,3.245901639344262,19.5,-0.520884520884521,6.5,-0.9520295202952029,90.8,-0.8184363127374525,622.4,-0.6953201488153515,0,-1.0,0.12,0.1,0.08,0.12,0.11,0.13,0.15,0.21,0.06,-0.5,0.1,-0.5,0.22,-0.2413793103448275,0.51,0.8888888888888888,0.11,-0.08333333333333326,,,,,,,,0.024,0.15,0.002,0.97,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.22,0.24,0.24,0.05,0.29,0.34,0.25,0.11
0,https://www.niche.com/places-to-live/c/clinch-county-ga/,C+,C+,B minus,C minus,C+,B+,B minus,B+,A minus,C minus,C+,B minus,"Clinch County is located in Georgia with a population of 6,686. In Clinch County, most residents own their homes. Many families live in Clinch County and residents tend to be conservative.",6686,61000,439,27658,-0.7195402298850575,-0.5866290018832392,-0.5598873382874783,0.25,0.75,775.2,1.7421294658648745,0,-1.0,40.8,0.002457002457002311,122.4,-0.09667896678966781,693.6,0.38692261547690454,3957.6,0.9373409046406893,204,-0.2816901408450704,0.14,0.12,0.08,0.11,0.14,0.13,0.13,0.16,0.04,-0.6666666666666666,0.06,-0.7,0.25,-0.13793103448275856,0.34,0.2592592592592593,0.31,1.5833333333333335,,,,,,,,0.027999999999999997,0.40399999999999997,0.023,0.65,0.04,0.28,0.02,0.0,0.0,0.0,0.0,0.51,0.49,0.48,0.17,0.21,0.14,0.01,0.34,0.37,0.23,0.06
0,https://www.niche.com/places-to-live/c/ashtabula-county-oh/,C+,C+,C+,B+,B minus,C+,C,D+,B+,B minus,B+,B minus,"Ashtabula County is located in Ohio with a population of 97,830. In Ashtabula County, most residents own their homes. Many families live in Ashtabula County and residents tend to lean conservative.",97830,112700,696,46700,-0.4818390804597701,-0.34463276836158196,-0.25687825215218874,0.29,0.71,331.4,0.17226742129465866,82.9,12.590163934426231,0,-1.0,0,-1.0,745.7,0.4911017796440713,1408.5,-0.3105051889563344,82.9,-0.7080985915492958,0.12,0.1,0.08,0.12,0.11,0.14,0.15,0.19,0.05,-0.5833333333333333,0.1,-0.5,0.27,-0.06896551724137923,0.45,0.6666666666666665,0.14,0.16666666666666674,3.62,21,3,7,11,0,0,0.039,0.198,0.005,0.89,0.04,0.03,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.28,0.21,0.25,0.22,0.05,0.31,0.34,0.23,0.12
0,https://www.niche.com/places-to-live/c/zapata-county-tx/,C+,C,B+,C,B minus,C,D,A,A,B minus,C+,B,"Zapata County is located in Texas with a population of 14,304. In Zapata County, most residents own their homes. Many families live in Zapata County and residents tend to be liberal.",14304,77800,520,33952,-0.6422988505747127,-0.5103578154425612,-0.45973298537625507,0.25,0.75,,,,,,,,,,,,,,,0.21,0.12,0.1,0.12,0.12,0.1,0.08,0.14,0.01,-0.9166666666666666,0.1,-0.5,0.2,-0.31034482758620685,0.31,0.14814814814814814,0.38,2.166666666666667,4.33,3,1,2,0,0,0,0.061,0.345,0.18899999999999997,0.05,0.94,0.0,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.37,0.23,0.19,0.13,0.08,0.46,0.28,0.17,0.09
0,https://www.niche.com/places-to-live/c/jackson-county-oh/,C+,B minus,B,B,B minus,C,C,C+,A minus,C,B,B minus,"Jackson County is located in Ohio with a population of 32,450. In Jackson County, most residents own their homes. Many families live in Jackson County and residents tend to be conservative.",32450,97400,704,47550,-0.552183908045977,-0.33709981167608283,-0.24335248158108302,0.31,0.69,112.4,-0.6024053767244428,0,-1.0,30,-0.2628992628992629,30,-0.7785977859778598,299.8,-0.40051989602079585,1671.3,-0.1818582337967496,60,-0.7887323943661972,0.13,0.11,0.07,0.13,0.12,0.13,0.14,0.17,0.05,-0.5833333333333333,0.09,-0.55,0.27,-0.06896551724137923,0.42,0.5555555555555554,0.17,0.41666666666666674,3,4,0,1,2,1,0,0.046,0.188,0.004,0.96,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.48,0.52,0.27,0.19,0.29,0.22,0.04,0.3,0.35,0.25,0.1
0,https://www.niche.com/places-to-live/c/yazoo-county-ms/,C+,C,B minus,B,C+,A minus,C minus,B,A minus,C minus,C+,C,"Yazoo County is located in Mississippi with a population of 28,565. In Yazoo County, most residents own their homes. Many families live in Yazoo County and residents tend to lean liberal.",28565,88900,636,33279,-0.5912643678160919,-0.4011299435028248,-0.4704422131343189,0.37,0.63,,,,,,,,,,,,,,,0.12,0.1,0.09,0.17,0.16,0.12,0.11,0.13,0.04,-0.6666666666666666,0.1,-0.5,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.21,0.75,3,15,1,1,10,3,0,0.085,0.318,0.031,0.35,0.05,0.59,0.01,0.0,0.0,0.0,0.0,0.58,0.42,0.41,0.21,0.16,0.19,0.03,0.4,0.31,0.2,0.09
0,https://www.niche.com/places-to-live/c/cumberland-county-ky/,C+,B minus,B,C,C,C,B minus,B minus,A,C+,C+,B,"Cumberland County is located in Kentucky with a population of 6,697. In Cumberland County, most residents own their homes. Many retirees live in Cumberland County and residents tend to be conservative.",6697,89400,465,35344,-0.5889655172413792,-0.5621468926553672,-0.4375825469821619,0.27,0.73,66.2,-0.7658295012380616,0,-1.0,66.4,0.6314496314496314,0,-1.0,66.2,-0.867626474705059,330.9,-0.8380164480125318,0,-1.0,0.13,0.09,0.05,0.12,0.1,0.13,0.16,0.22,0.05,-0.5833333333333333,0.09,-0.55,0.25,-0.13793103448275856,0.43,0.5925925925925926,0.18,0.5,,,,,,,,0.023,0.215,0.009000000000000001,0.92,0.01,0.02,0.02,0.01,0.0,0.01,0.0,0.49,0.51,0.37,0.26,0.2,0.15,0.02,0.41,0.33,0.21,0.06
0,https://www.niche.com/places-to-live/c/navajo-county-az/,C+,C minus,C,B,C+,A,C+,B,C+,B,B minus,A minus,"Navajo County is located in Arizona with a population of 109,270. In Navajo County, most residents own their homes. Residents of Navajo County tend to lean conservative.",109270,126100,720,40067,-0.4202298850574713,-0.3220338983050848,-0.3624270006205942,0.31,0.69,541.8,0.9165192783869827,4.9,-0.19672131147540972,22.3,-0.45208845208845216,52,-0.6162361623616236,851,0.7016596680663867,3577.3,0.7511748580379871,230.1,-0.18978873239436622,0.14,0.12,0.09,0.12,0.11,0.11,0.13,0.17,0.06,-0.5,0.09,-0.55,0.38,0.3103448275862071,0.3,0.11111111111111094,0.17,0.41666666666666674,4,2,1,0,1,0,0,0.06,0.27699999999999997,0.016,0.41,0.11,0.01,0.02,0.01,0.44,0.0,0.0,0.5,0.5,0.33,0.21,0.22,0.19,0.05,0.37,0.32,0.19,0.11
0,https://www.niche.com/places-to-live/c/malheur-county-or/,C+,B minus,C minus,B,C+,A minus,C+,B+,C+,B,B,A minus,"Malheur County is located in Oregon with a population of 30,412. In Malheur County, most residents own their homes. Many families live in Malheur County and residents tend to be conservative.",30412,135900,688,43313,-0.3751724137931034,-0.352165725047081,-0.31077446971023026,0.42,0.58,63,-0.7771489211177927,0,-1.0,21.4,-0.4742014742014743,0,-1.0,976.7,0.953009398120376,1134.2,-0.4447816722146074,283.6,-0.0014084507042252392,0.14,0.11,0.1,0.14,0.12,0.11,0.12,0.16,0.05,-0.5833333333333333,0.09,-0.55,0.36,0.24137931034482762,0.31,0.14814814814814814,0.19,0.5833333333333335,,,,,,,,0.038,0.215,0.071,0.61,0.34,0.01,0.02,0.01,0.01,0.0,0.0,0.54,0.46,0.29,0.23,0.25,0.2,0.04,0.37,0.32,0.23,0.09
0,https://www.niche.com/places-to-live/c/mercer-county-il/,C+,B minus,B minus,B,C+,C,B minus,C+,A minus,B minus,C+,C,"Mercer County is located in Illinois with a population of 15,589. In Mercer County, most residents own their homes. Many retirees live in Mercer County and residents tend to lean conservative.",15589,107600,655,59787,-0.5052873563218391,-0.3832391713747646,-0.048629123370940275,0.21,0.79,0,-1.0,0,-1.0,0,-1.0,0,-1.0,45.5,-0.9090181963607279,500.1,-0.7551889563344429,22.7,-0.9200704225352113,0.11,0.1,0.07,0.1,0.12,0.14,0.15,0.21,0.06,-0.5,0.11,-0.45000000000000007,0.35,0.2068965517241379,0.4,0.4814814814814814,0.08,-0.33333333333333326,,,,,,,,0.027999999999999997,0.096,0.002,0.95,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.16,0.19,0.29,0.31,0.05,0.24,0.31,0.3,0.15
0,https://www.niche.com/places-to-live/c/stoddard-county-mo/,C+,B minus,B,C+,C+,C,B minus,B,A minus,C+,B,B minus,"Stoddard County is located in Missouri with a population of 29,377. In Stoddard County, most residents own their homes. Many families and retirees live in Stoddard County and residents tend to be conservative.",29377,104200,621,41062,-0.5209195402298851,-0.4152542372881356,-0.3465938927167703,0.32,0.68,107.4,-0.6200919702865229,0,-1.0,26.8,-0.3415233415233415,8.9,-0.9343173431734317,322.1,-0.3559288142371525,1208.1,-0.4086058351282553,62.6,-0.7795774647887324,0.12,0.11,0.08,0.12,0.12,0.13,0.14,0.2,0.04,-0.6666666666666666,0.09,-0.55,0.26,-0.10344827586206884,0.42,0.5555555555555554,0.19,0.5833333333333335,,,,,,,,0.031,0.18100000000000002,0.002,0.95,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.29,0.26,0.22,0.2,0.03,0.34,0.35,0.23,0.08
