,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,,Program best described as,Primary teaching site,Participant 3,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Night float system (Residents participate during first year),Specialty Details,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6
0,https://freida.ama-assn.org/program/3000512030,4,4,No,Yes,"June,July",Yes,No,http://www.cedars-sinai.edu/Patients/Programs-and-Services/,Not Available,"Kevin  Waters
MD, PhD
Cedars-Sinai Med Ctr
Dept of Pathology #8716
8700 Beverly Blvd
Los Angeles, CA 90048
Tel: (310) 423-6623
Fax: (310) 423-1093
E-mail: leetanya.marion-murray@cshs.org","LeeTanya M Marion-Murray
BS
Cedars-Sinai Med Ctr
Dept of Pathology Rm 4631A
8700 Beverly Blvd
Los Angeles, CA 90048
Tel: (310) 423-6941
Fax: (310) 423-0483
E-mail: leetanya.marion-murray@cshs.org",3000512030,"Cedars-Sinai Med Ctr, Dept of Pathology #8716, 8700 Beverly Blvd, Los Angeles, CA 90048","8700 Beverly Blvd, Los Angeles, CA 90048-1869","1104 N Mission Rd, Los Angeles, CA 90033-5700",,,"Cedars-Sinai Medical Center's pathology residency program now offers a pathology scientist program (PSTP). One position is available for this program. Applications are accepted through ERAS, by selecting the NRMP number for the pathology scientist program.",,Community-based university affiliated,Cedars-Sinai Medical Center,,5,5,5,5,No,No,"Yes , Codes: 1030300C0,1030300C1",No,12/1/2020,11/1/2020 - 1/15/2021_11/1/2021 - 1/15/2022,9/15/2021,12/1/2021,Yes,47,No,No,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,Not known,Yes,No,No,60,7,6,0,66,7,50,3.1 to 1,60,14,1,Yes,No,45.1,26,28.7,37.1,62.8,N/A,0,Other for 12 week(s),12,Other for 12 week(s),12,Other for 12 week(s),12,7,NGO,N/A,"$60,095.00",20,5,"$62,022.00",20,5,"$64,463.00",20,5,"$66,703.00",20,5,No answer,NGO,NGO,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Optional,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000521033,4,4,No,Yes,July,Yes,No,http://www.uscpathresidency.com/,Not Available,"Wesley Y Naritoku
MD, PhD
LAC+USC Med Ctr
Dept of Pathology CT Rm A7A
1200 N State St
Los Angeles, CA 90033
Tel: (323) 409-7148
Fax: (323) 441-8193
E-mail: naritoku@usc.edu","Sarine  Karadolian
BS
LAC+USC Med Ctr
Dept of Pathology CT Rm A7E
1200 N State St
Los Angeles, CA 90033
Tel: (323) 409-7148
Fax: (323) 441-8193
E-mail: sarine.karadolian@med.usc.edu",3000521033,"LAC+USC Med Ctr, Dept of Pathology CT Rm A7A, 1200 N State St, Los Angeles, CA 90033","1200 N State St, Los Angeles, CA 90033-1084","1200 N State St, Los Angeles, CA 90033-1084","4650 Sunset Blvd, Los Angeles, CA 90027-5693","1000 W Carson St, Torrance, CA 90509-7360",The combined LAC+USC pathology program strengths include the broad variety of interesting and unusual cases seen both in anatomic and clinical pathology with graduated responsibility.,,University-based,LAC+USC Medical Center,"8700 Beverly Blvd, Los Angeles, CA 90048-1869",6,6,6,6,No,No,"Yes , Codes: 1033300C0",No,11/15/2020,10/14/2020 - 12/31/2020_10/12/2021 - 12/31/2021,9/15/2021,11/15/2021,Yes,46,No,No,3,No,Yes,215_215_550_550,Yes,236-245,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,40,3,2,0,42,3,42.5,1.7 to 1,48,12,2,Yes,No,35.5,46.9,17.5,42.2,57.7,N/A,0,N/A,4,N/A,4,N/A,4,5,5%,N/A,"$55,445.00",24,8,"$60,223.00",24,8,"$65,252.00",24,8,"$70,317.00",24,8,No,32,60,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,"Available, Not Paid By Institution",Not Available,Within 30 days of starting program,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Not available,No,No,Yes,"1104 N Mission Rd, Los Angeles, CA 90033-5700","1500 San Pablo St, Los Angeles, CA 90033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000521407,4,4,No,Yes,"July,Negotiable",Yes,No,http://www.pathology.uci.edu,Not Available,"Xiaohui S Zhao
MD, PhD
UC Irvine Med Ctr
Dept of Pathology
101 The City Dr S
Orange, CA 92868
Tel: (714) 456-6411
Fax:
E-mail: dlspeake@uci.edu","Diana L Speaker
UC Irvine Med Ctr
Bldg 1 Rm 3003
101 The City Dr S
Orange, CA 92868
Tel: (714) 456-6411
Fax: (714) 456-5873
E-mail: dlspeake@uci.edu",3000521407,"UC Irvine Med Ctr, Dept of Pathology, 101 The City Dr S, Orange, CA 92868","200 E Manchester St, Orange, CA 92868","5901 E 7th St, Long Beach, CA 90822-5201","455 S Main St, Orange, CA 92868","909 N Main St, Santa Ana, CA 92701",,,University-based,University of California (Irvine) Medical Center,,4,5,3,3,No,No,"Yes , Codes: 1043300C0",No,12/31/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,10/1/2021,1/31/2022,Yes,55,No,No,3,No,Yes,200_200_501_501,Yes,226-235,Yes,Yes,501-540,Required,Yes,No,No,22,2,3,0,25,2,40.9,1.5 to 1,59,13,1.6,Yes,No,41.5,58.4,0,39.6,60.3,N/A,0,N/A,10,N/A,10,N/A,10,6,NGO,N/A,"$62,487.00",20,12,"$64,558.00",20,12,"$67,094.00",20,12,"$69,743.00",20,12,Yes,NGO,NGO,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000511025,4,4,No,Yes,"June,July",Yes,No,https://health.ucdavis.edu/pathology/education/residency_program/index.html,Not Available,"Hooman H Rashidi
MD
UC Davis Med Ctr
Pathology Bldg Ste 1106
4400 V St
Sacramento, CA 95817
Tel: (916) 734-5421
Fax: (916) 734-6468
E-mail: hrashidi@ucdavis.edu","Anna G Schmidt
BA
UC Davis Med Ctr
Pathology Bldg Ste 1104
4400 V St
Sacramento, CA 95817
Tel: (916) 734-3331
Fax: (916) 734-6468
E-mail: hs-pathresidency@ucdavis.edu",3000511025,"UC Davis Med Ctr, Pathology Bldg Ste 1106, 4400 V St, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","10535 Hospital Way, Mather, CA 95655",,"Multiple fellowships and excellent fellowship placement history. Structured Board review curriculum. Premier job placement history. Optimal faculty to resident ratio--frequent one-on-one interactions. Situated in the heart of Northern California near skiing, beaches, and vineyards. Strong support for work/family balance with flexible rotation schedule. Generous annual book and conference travel allowances. Excellent salary and benefit package. Affordable housing and cost-of-living.",,University-based,University of California Davis Health,,3,2,4,4,No,No,"Yes , Codes: 1046300C0",No,12/15/2020,10/15/2020 -_10/15/2021 -,9/15/2021,12/15/2021,No,44,No,No,3,No,Yes,___,Yes,226-235,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,27,5,2,0,29,5,40.7,2.1 to 1,50,14,2,No,No,37.2,50.5,12.2,40,59.9,N/A,0,N/A,6,N/A,6,N/A,6,5,5%,N/A,"$57,233.00",20,12,"$59,130.00",20,12,"$61,453.00",20,12,"$63,878.00",20,12,Yes,60,60,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000512011,4,4,Yes,Yes,"July,Negotiable",No,Yes,,Not Available,"Steve  Gauerke
MD
Naval Med Ctr San Diego
Pathology Pgm
34800 Bob Wilson Dr
San Diego, CA 92134
Tel: (619) 532-9311
Fax:
E-mail: steven.j.gauerke.mil@mail.mil","Alexandra M Littleton
Naval Med Ctr San Diego
Pathology Pgm
34800 Bob Wilson Dr
San Diego, CA 92134
Tel: (619) 532-9230
Fax:
E-mail: alexandra.m.littleton.civ@mail.mil",3000512011,"Naval Med Ctr San Diego, Pathology Pgm, 34800 Bob Wilson Dr, San Diego, CA 92134","34800 Bob Wilson Dr, San Diego, CA 92134-5000","200 W Arbor Dr, San Diego, CA 92103-2180","3020 Children's Way, San Diego, CA 92123-4282","3350 La Jolla Village Dr, San Diego, CA 92161-4223",,,,,"5570 Overland Ave, San Diego, CA 92123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000521044,4,4,No,Yes,July,Yes,No,https://pathology.ucsf.edu/,Not Available,"Sarah  Calkins
MD
UCSF Med Ctr
Precision Cancer Med Bldg L2181
1825 4th St
San Francisco, CA 94143
Tel: (415) 353-7650
Fax: (415) 514-8928
E-mail: sarah.calkins@ucsf.edu","Kirsten  Dahmen
UCSF Med Ctr
Ste 100 Lobby 2
185 Berry St
San Francisco, CA 94107
Tel: (415) 353-7359
Fax: (415) 353-7602
E-mail: kirsten.dahmen@ucsf.edu",3000521044,"UCSF Med Ctr, Precision Cancer Med Bldg L2181, 1825 4th St, San Francisco, CA 94143","500 Parnassus Ave, San Francisco, CA 94143-0474","500 Parnassus Ave, San Francisco, CA 94143-0296","4150 Clement St, San Francisco, CA 94121-1598","1001 Potrero Ave, San Francisco, CA 94110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000521046,,,No,No,,,,,,,,,,,,,,,Not Available_Not Available_Not Available_No_No_Not Available_Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000511047,4,4,No,Yes,July,Yes,No,http://www.harbor-ucla.org/pathology/,Not Available,"Ping  Ji
MD, MS
Los Angeles County-Harbor-UCLA Med Ctr
Dept of Pathology
1000 W Carson St
Torrance, CA 90509
Tel: (424) 306-6222
Fax: (310) 222-8002
E-mail: adflores@dhs.lacounty.gov","Adriana M Flores
Los Angeles County-Harbor-UCLA Med Ctr
Dept of Pathology
1000 W Carson St
Torrance, CA 90509
Tel: (424) 306-6219
Fax: (310) 222-8002
E-mail: adflores@dhs.lacounty.gov",3000511047,"Los Angeles County-Harbor-UCLA Med Ctr, Dept of Pathology, 1000 W Carson St, Torrance, CA 90509","1000 W Carson St, Torrance, CA 90509-7360","1104 N Mission Rd, Los Angeles, CA 90033-5700","757 Westwood Plaza, Los Angeles, CA 90095","1200 N State St, Los Angeles, CA 90033-1084",,,,,"4733 Sunset Blvd, Los Angeles, CA 90027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000721055,4,4,No,Yes,"June,July",Yes,No,http://pathology.ucdenver.edu,Not Available,"Von G Samedi
MD, PhD
Univ of Colorado Denver Sch of Med
Mail Stop B216
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-3483
Fax:
E-mail: von.samedi@cuanschutz.edu","Patricia  Braund
Univ of Colorado Denver Sch of Med
Dept of Pathology Mail Stop B216
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-3483
Fax: (303) 724-1105
E-mail: patricia.braund@cuanschutz.edu",3000721055,"Univ of Colorado Denver Sch of Med, Mail Stop B216, 12631 E 17th Ave, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","12605 E 16th Ave, Aurora, CO 80045","1055 Clermont St, Denver, CO 80220-1722","777 Bannock St, Denver, CO 80204-4507",,,,,"13123 E 16th Ave, Aurora, CO 80045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"660 Bannock St, Denver, CO 80204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000712048,4,4,No,Yes,"June,July,Negotiable",Yes,No,https://www.centura.org/education-and-training/residencies-and-internships/,Not Available,"Leslie  Torgerson
MD
Penrose-St Francis Health Services
Pathology Pgm
2222 N Nevada Ave
Colorado Springs, CO 80907
Tel: (719) 776-5816
Fax: (719) 776-2108
E-mail: kamaoverlee@centura.org","Kama M Overlee
Penrose-St Francis Health Services
Pathology Pgm
2222 N Nevada Ave
Colorado Springs, CO 80907
Tel: (719) 776-6040
Fax: (719) 776-2108
E-mail: kamaoverlee@centura.org",3000712048,"Penrose-St Francis Health Services, Pathology Pgm, 2222 N Nevada Ave, Colorado Springs, CO 80907","2222 N Nevada Ave, Colorado Springs, CO 80907","13123 E 16th Ave, Aurora, CO 80045","2743 E Las Vegas St, Colorado Springs, CO 80906","12635 E Montview Blvd, Aurora, CO 80045","The focus in our program is experiential, case-based learning with most signout performed one-on-one with a faculty member.",,Community-based,Penrose-St Francis Health Services,,2,2,2,2,No,No,"Yes , Codes: 2021300C0",No,1/8/2021,10/12/2020 - 1/8/2021_10/11/2021 - 1/3/2022,9/15/2021,1/3/2022,Yes,30,No,No,3,No,Yes,200_200_500_500,Yes,236-245,Yes,Yes,541-600,"Desired, with some exceptions",No,No,No,9,1,1,0,10,1,22.2,1.1 to 1,55,14,1.7,Yes,No,32.1,31.5,36.3,40.4,59.5,N/A,6,N/A,6,N/A,6,N/A,6,5,5%,N/A,"$57,548.00",25,NGO,"$59,512.00",25,NGO,"$61,670.00",25,NGO,"$64,014.00",25,NGO,Yes,60,60,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000811057,4,4,No,Yes,July,Yes,No,http://www.danburyhospital.org,Not Available,"Ramapriya  Vidhun
MD
Danbury Hosp
Dept of Pathology & Lab Medicine
24 Hospital Ave
Danbury, CT 06810
Tel: (203) 739-8144
Fax:
E-mail: ramapriya.vidhun@nuvancehealth.org","Cynthia B Robertson
Danbury Hosp
Dept of Pathology & Lab Medicine
24 Hospital Ave
Danbury, CT 06810
Tel: (203) 739-7855
Fax:
E-mail: cynthia.robertson@nuvancehealth.org",3000811057,"Danbury Hosp, Dept of Pathology & Lab Medicine, 24 Hospital Ave, Danbury, CT 06810","24 Hospital Ave, Danbury, CT 06810-0729","20 York St, New Haven, CT 06504-3316","11 Shuttle Rd, Farmington, CT 06032",,"We offer two months of elective rotations for our residents in their PGY3/PGY4 year. There is a one month mandatory rotation at Yale pathology department for peds/neuro/renal training. We offer one month research rotation at the West street laboratory in the PGY3/PGY4 year. Apart from the two month blood bank/transfusion medicine rotation in Danbury Hospital, the residents also receive a two week rotation at Yale Blood Bank and VA Hospital New Haven. One month OCME, Farmington, CT for PGY2.",(4 wks ),Community-based university affiliated,Danbury Hospital,,2,2,3,2,No,No,"Yes , Codes: 1081300C0",No,1/1/2021,10/1/2020 - 1/13/2021_10/1/2021 - 12/31/2021,9/1/2021,1/1/2022,Yes,56,No,No,3,No,Yes,200_200_500_500,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,No,9,1,0,0,9,1,55.5,1.0 to 1,50,13,2,No,No,4.1,95.8,0,79.1,20.8,N/A,0,N/A,8,N/A,8,N/A,8,6,NGO,N/A,"$63,560.00",20,NGO,"$65,847.00",20,NGO,"$68,289.00",20,NGO,"$71,754.00",20,NGO,Yes,NGO,NGO,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Required,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000811059,4,4,No,Yes,"July,Negotiable",Yes,No,http://www.harthosp.org/education,Not Available,"Fabiola  Balarezo
MD
Hartford Hosp
PO Box 5037
80 Seymour St
Hartford, CT 06102
Tel: (860) 972-6113
Fax: (860) 545-2204
E-mail: fabiola.balarezo@hhchealth.org","Claudette  Davidson
Hartford Hosp
PO Box 5037
80 Seymour St
Hartford, CT 06102-5037
Tel: (860) 972-6113
Fax: (860) 545-2204
E-mail: claudette.davidson@hhchealth.org",3000811059,"Hartford Hosp, PO Box 5037, 80 Seymour St, Hartford, CT 06102","80 Seymour St, Hartford, CT 06102","263 Farmington Ave, Farmington, CT 06030-3802",,,"Strong Surgical Pathology and Hematopathology Curriculum.  Our graduates go on to do fellowships at MSKCC, MD Anderson Cancer Center, Roswell Park cancer Center and Yale",,Community-based university affiliated,Hartford Hospital,,3,3,3,3,No,No,"Yes , Codes: 1083300C0",No,11/1/2020,11/16/2020 - 12/18/2020_11/16/2021 - 12/18/2021,9/15/2021,11/16/2021,Yes,60,No,No,3,No,Yes,200_200_450_450,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,19,4,1,0,20,4,36.8,1.6 to 1,60,14,2,Yes,No,0,94.4,5.5,63.8,36.1,N/A,2,N/A,6,N/A,6,N/A,4,6,NGO,N/A,Not Available,15,120,Not Available,15,120,Not Available,15,120,Not Available,15,120,No answer,112,0,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3000821062,4,4,No,Yes,July,Yes,No,http://www.yale.edu/pathresprog,Not Available,"Diane P Kowalski
MD, MSc
Yale-New Haven Med Ctr
PO Box 208070
310 Cedar St
New Haven, CT 06510
Tel: (203) 785-2774
Fax: (203) 785-3325
E-mail: diane.kowalski@yale.edu","Karen  Broderick
Yale-New Haven Med Ctr
EP 2-612A PO Box 208070
20 York St
New Haven, CT 06510
Tel: (203) 737-4142
Fax: (203) 737-8033
E-mail: karen.broderick@yale.edu",3000821062,"Yale-New Haven Med Ctr, PO Box 208070, 310 Cedar St, New Haven, CT 06510","20 York St, New Haven, CT 06504-3316","950 Campbell Ave, West Haven, CT 06516-2700","267 Grant St, Bridgeport, CT 06610-2870","520 First Ave, New York, NY 10016","Program offers AP/CP,AP/NP, AP-only, CP-only, and physician-scientist research tracks.",,University-based,Yale-New Haven Hospital,,9,8,8,8,No,No,"Yes , Codes: 1089300C1,1089300C2,1089300C0",No,10/31/2020,10/15/2020 - 1/15/2021_10/15/2021 - 1/15/2022,9/15/2021,10/31/2021,Yes,100,No,No,3,No,Yes,210_210_550_550,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",Yes,Yes,No,45,4,2,0,47,4,51.1,1.3 to 1,60,14,2,No,No,63.3,34.4,2.2,22.8,77.1,N/A,4,N/A,3,N/A,8,N/A,8,7,NGO,N/A,"$69,209.00",15,NGO,"$72,670.00",15,NGO,"$76,303.00",15,NGO,"$80,118.00",15,NGO,Yes,30,60,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
