,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,,Year 4,Year 5,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 8,Night float system (Residents participate during first year),Participant 9,Participant 10,Participant 11,Participant 12,Yes
0,https://freida.ama-assn.org/program/2404821151,3,3,No,No,July,No,No,https://med.uth.edu/ophthalmology,Not Available,"Gene  Kim
MD
Univ of Texas HSC Houston
Ste 7024
6431 Fannin St
Houston, TX 77030
Tel: (713) 500-6005
Fax: (713) 500-0664
E-mail: sharona.m.washington@uth.tmc.edu","Sharona  Washington
MBA
Univ of Texas HSC Houston
MSB 7024
6431 Fannin St
Houston, TX 77030
Tel: (713) 500-6003
Fax:
E-mail: sharona.m.washington@uth.tmc.edu",2404821151,"Univ of Texas HSC Houston, Ste 7024, 6431 Fannin St, Houston, TX 77030","7000 Fannin St, Houston, TX 77030","5656 Kelley St, Houston, TX 77026","6411 Fannin St, Houston, TX 77030-1501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404811001,3,3,Yes,Yes,"June,July",No,Yes,,Not Available,"Gary L Legault
MD
Wilford Hall Med Ctr
SGO2E Ste 1
2200 Bergquist Dr
JBSA Lackland AFB, TX 78236
Tel: (210) 916-5764
Fax:
E-mail: gary.l.legault.mil@mail.mil","Deborah  Silva
HQ AFPC/DPAME
Ste 27
550 C St W
Randolph AFB, TX 78150-4729
Tel: (210) 292-6573
Fax: (210) 565-4240
E-mail: deborah.f.silva.civ@mail.mil",2404811001,"Wilford Hall Med Ctr, SGO2E Ste 1, 2200 Bergquist Dr, JBSA Lackland AFB, TX 78236","2200 Bergquist Dr, Lackland AFB, TX 78236-5300","2200 Bergquist Dr, Lackland AFB, TX 78236-5300","3851 Roger Brooke Dr, Fort Sam Houston, TX 78234-6200","5005 N Piedras St, El Paso, TX 79920-5001","7703 Floyd Curl Dr, San Antonio, TX 78229-3900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821152,3,3,No,Yes,July,No,No,https://www.ttuhsc.edu/medicine/ophthalmology/,Not Available,"Kelly T Mitchell
MD
Texas Tech Univ HSC Lubbock
Dept of Ophthalmology/Visual Sciences
3601 4th St
Lubbock, TX 79430
Tel: (806) 743-9980
Fax: (806) 743-2417
E-mail: christy.morrison@ttuhsc.edu","Christy  Morrison
BA
Texas Tech Univ HSC Lubbock
Dept of Ophthalmology MS 7217
3601 4th St
Lubbock, TX 79430
Tel: (806) 743-1465
Fax: (806) 743-2417
E-mail: christy.morrison@ttuhsc.edu",2404821152,"Texas Tech Univ HSC Lubbock, Dept of Ophthalmology/Visual Sciences, 3601 4th St, Lubbock, TX 79430","3601 4th St, Lubbock, TX 79430-6211","300 Veterans Blvd, Big Spring, TX 79720","602 Indiana Ave, Lubbock, TX 79417-5980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821153,3,3,No,No,July,No,No,http://www.uthscsa.edu/eye,Not Available,"Kent L Anderson
MD, PhD
Univ of Texas HSC San Antonio
Dept of Ophthalmology MSC 6230
8403 Floyd Curl Dr
San Antonio, TX 78229
Tel: (210) 567-8406
Fax: (210) 567-8413
E-mail: andersonkl@uthscsa.edu","Lauren  Belasco
Univ of Texas HSC San Antonio
Dept of Ophthalmology MSC 6230
7703 Floyd Curl Dr
San Antonio, TX 78229-3900
Tel: (210) 567-8406
Fax: (210) 567-8413
E-mail: belascol@uthscsa.edu",2404821153,"Univ of Texas HSC San Antonio, Dept of Ophthalmology MSC 6230, 8403 Floyd Curl Dr, San Antonio, TX 78229","7703 Floyd Curl Dr, San Antonio, TX 78229-3900","7703 Floyd Curl Dr, San Antonio, TX 78229-3900","3851 Roger Brooke Dr, Fort Sam Houston, TX 78234-6200","4502 Medical Dr, San Antonio, TX 78229-4493","7400 Merton Minter Blvd, San Antonio, TX 78284-5799","Our mission is to train ophthalmology residents through exceptional comprehensive education, clinical instruction, surgical experience, and research.",Community-based university affiliated,University of Texas Health Science Center at San Antonio,4,4,4,"Yes  , 1 year(s)",No,No,No,,-_10/9/2020 - 11/20/2020,7/15/2020,9/15/2020,Yes,48,Yes,No,3,No,Yes,230___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,17,1,2,2,19,3,35.2,1.5 to 1,60,12,2,No,No,94.4,5.5,0.0,19.4,80.5,Every eighth night for 12 month(s),9,Every eighth night for 12 month(s),7,Every eleventh night or more for 12 month(s),7,7,90%,10%,"$55,632.00",15,10,"$57,421.00",15,10,"$59,435.00",15,10,No answer,NGO,60,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Not available,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821154,3,3,No,Yes,July,No,No,https://www.bswhealth.med/education/Pages/gme/temple.aspx,Not Available,"Matthew  Recko
MD
Baylor Scott & White-Temple
MS-32-P1201
2401 S 31st St
Temple, TX 76508
Tel: (254) 724-1058
Fax: (254) 724-9050
E-mail: matthew.recko@bswhealth.org","Matthew  Recko
MD
Baylor Scott & White-Temple
MS-32-P1201
2401 S 31st St
Temple, TX 76508
Tel: (254) 724-1058
Fax: (254) 724-9050
E-mail: matthew.recko@bswhealth.org",2404821154,"Baylor Scott & White-Temple, MS-32-P1201, 2401 S 31st St, Temple, TX 76508","2401 S 31st St, Temple, TX 76508-0001","1901 S First St, Temple, TX 76504",,,,"We offer a family atmosphere with great community and mentorship. Research is important but not consuming. We value the residents spiritual, emotional, and physical well-being. We are fully EMR (Integrity & Epic) based with home access for charting and patient care if needed.",Community-based university affiliated,Texas A&M College of Medicine-Scott and White Medical Center,3,3,3,"Yes  , 1 year(s)",No,No,No,9/1/2020,10/15/2020 - 12/15/2020_10/15/2021 - 12/15/2021,6/1/2021,9/1/2021,No,20,Yes,No,3,No,Yes,___,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,17,3,0,0,17,3,5.8,1.8 to 1,40,12,2,Yes,No,100.0,0.0,0.0,25.9,74.0,N/A,10,N/A,6,N/A,2,7,70%,N/A,"$54,440.00",15,13,"$55,676.00",15,13,"$57,354.00",15,13,Yes,60,NGO,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Required,No,No,Yes,,,,,NGO (wks),,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404921155,3,3,No,No,July,No,No,https://healthcare.utah.edu/moran/,Not Available,"Jeff H Pettey
MD
Univ of Utah Med Ctr
John A Moran Eye Ctr
65 Mario Capecchi Dr
Salt Lake City, UT 84132
Tel: (801) 585-3719
Fax: (801) 581-5806
E-mail: jeff.pettey@hsc.utah.edu","Elaine J Peterson
BA
Univ of Utah Healthcare
Dept of Ophthalmology JMEC
65 Mario Capecchi Dr
Salt Lake City, UT 84132
Tel: (801) 585-6701
Fax: (801) 581-5806
E-mail: elaine.peterson@hsc.utah.edu",2404921155,"Univ of Utah Med Ctr, John A Moran Eye Ctr, 65 Mario Capecchi Dr, Salt Lake City, UT 84132","50 N Medical Dr, Salt Lake City, UT 84132","100 N Mario Capecchi Dr, Salt Lake City, UT 84113","500 Foothill Dr, Salt Lake City, UT 84148-0001",,,Residents receive a tremendous amount of hands-on training and perform approximately 300 cataract extractions and 400 other major surgical operations. This does not include assisting during surgery or performing parts of a surgical case with a faculty member. All surgeries are supervised by an attending faculty member.,University-based,University of Utah Health,4,4,4,"Yes  , 1 year(s)",Yes,Yes,No,,-_11/4/2020 - 11/11/2020,7/1/2020,9/15/2020,No,40,Yes,No,3,No,Yes,245_245_460_,Yes,Greater than 245,Yes,"No, require USMLE scores for all applicants",450-500,Required,Yes,No,No,36,2,0,0,36,2,36.1,3.0 to 1,55,8,2,No,No,100.0,0.0,0.0,52.7,47.2,Every sixth night for 12 month(s),10,Every sixth night for 12 month(s),8,Other for 12 month(s),7,6,100%,N/A,"$61,771.00",20,12,"$64,095.00",20,12,"$66,953.00",20,12,No answer,NGO,84,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,,,,(4 wks ),,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405121156,3,3,No,Yes,"June,July",No,No,http://www.uvaeye.com,Not Available,"Zeynel A Karcioglu
MD
Univ of Virginia Health System
Dept of Ophthalmology
PO Box 800715
Charlottesville, VA 22908-0715
Tel: (434) 982-1692
Fax: (434) 924-5180
E-mail: zak8g@hscmail.mcc.virginia.edu","Debbie A Perry
Univ of Virginia Health System
Dept of Ophthalmology
PO Box 800715
Charlottesville, VA 22908-0715
Tel: (434) 982-1696
Fax: (434) 924-5180
E-mail: dap2b@virginia.edu",2405121156,"Univ of Virginia Health System, Dept of Ophthalmology, PO Box 800715, Charlottesville, VA 22908-0715","4012 McKim Hall, Charlottesville, VA 22908","1970 Roanoke Blvd, Salem, VA 24153-6483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405121157,3,3,No,No,July,No,No,http://www.evms.edu/ophthalmology/residency,Not Available,"Shannon  McCole
MD
Sentara Norfolk General Hosp
SNGH Lions Ctr for Sight 2nd Fl
600 Gresham Dr
Norfolk, VA 23507
Tel: (757) 388-0324
Fax: (757) 388-0355
E-mail: mccolesm@evms.edu","Ally  Hemphill
MBA
Sentara Norfolk General Hosp
Lions Ctr for Sight 2nd Fl
600 Gresham Dr
Norfolk, VA 23507
Tel: (757) 388-2473
Fax: (757) 388-0355
E-mail: hemphiam@evms.edu",2405121157,"Sentara Norfolk General Hosp, SNGH Lions Ctr for Sight 2nd Fl, 600 Gresham Dr, Norfolk, VA 23507","358 Mowbray Arch, Norfolk, VA 23501","600 Gresham Dr, Norfolk, VA 23507","150 Kingsley Ln, Norfolk, VA 23505","800 W Olney Rd, Norfolk, VA 23507","100 Emancipation Dr, Hampton, VA 23667","A balance between comprehensive and subspecialty ophthalmology is maintained at every PGY level. At least one half of our residents proceed to fellowships, making the subspecialty experience essential to the formulation of an ultimate career decision. A high volume of surgical procedures in all specialty areas allows residents to develop competency and the ability to practice independently.",Community-based university affiliated,Sentara Norfolk General Hospital,2,2,2,"Yes  , 1 year(s)",Yes,No,No,11/1/2020,-_-,9/15/2020,11/1/2020,Yes,50,Yes,No,3,No,Yes,225_235__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,Yes,1,0,0,0,1,0,100.0,0.1 to 1,46,24,2,No,No,,,,,,Every fourth night for 13 week(s),13,Every fourth night for 13 week(s),13,Two times per week for 12 week(s),12,6,90%,10%,"$56,197.00",15,20,"$57,702.00",15,20,"$59,207.00",15,20,Yes,30,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405121158,3,3,No,No,July,No,No,http://www.eye.vcu.edu,Not Available,"Vikram S Brar
MD
VCU Health System
PO Box 980438
401 N 11th St
Richmond, VA 23298-0438
Tel: (804) 828-5208
Fax: (804) 828-8009
E-mail: vikram.brar@vcuhealth.org","Jean R Hill-Atkins
VCU Health System
PO Box 980438
401 N 11th St
Richmond, VA 23298-0438
Tel: (804) 828-5208
Fax: (804) 828-8009
E-mail: jean.hill-atkins@vcuhealth.org",2405121158,"VCU Health System, PO Box 980438, 401 N 11th St, Richmond, VA 23298-0438","PO Box 980549, Richmond, VA 23298-0549","1201 Broad Rock Rd, Richmond, VA 23249","PO Box 980510, Richmond, VA 23298","3701 Western Pkwy, Richmond, VA 23233",,"Our program offers a clinically intensive experience supported by a large, diverse patient population & full-time faculty in all sub-specialties. Resident driven clinics at a large university based tertiary medical center and a busy VA Hospital continue to provide high-surgical volume & broad clinical exposure. Residents leave our program fully competent to practice independently or pursue a fellowship of their choice. Our department exists for our residents, not the other way around.",University-based,Virginia Commonwealth University Health System,4,3,3,"Yes  , 1 year(s)",No,No,No,,-_10/31/2020 - 11/7/2020,8/1/2020,9/20/2020,Yes,52,Yes,No,3,No,Yes,235_235__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,No,8,2,0,0,8,2,37.5,0.8 to 1,55,12,1.5,No,No,88.8,11.1,0.0,22.2,77.7,N/A,14,N/A,3,N/A,17,7,95%,5%,"$59,199.00",21,30,"$61,330.00",21,30,"$63,724.00",21,30,Yes,30,NGO,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405421159,3,3,No,No,July,No,No,http://ophthalmology.washington.edu/education/residency,Not Available,"Parisa  Taravati
MD
Harborview Med Ctr
Dept of Opthalmology Box 359608
325 Ninth Ave
Seattle, WA 98104
Tel:
Fax: (206) 685-7055
E-mail: taravati@uw.edu","Myduyen  Ngo
Harborview Med Ctr
Dept of Opthalmology Box 359608
325 Ninth Ave
Seattle, WA 98104-2499
Tel: (206) 685-1601
Fax:
E-mail: myduyen@uw.edu",2405421159,"Harborview Med Ctr, Dept of Opthalmology Box 359608, 325 Ninth Ave, Seattle, WA 98104","850 Republican St, Seattle, WA 98109","325 Ninth Ave, Seattle, WA 98104-2499","1959 NE Pacific St, Seattle, WA 98195","4800 Sand Point Way NE, Seattle, WA 98105","1660 S Columbian Way, Seattle, WA 98108",We offer a 3-year ACGME fully accredited program that provides outstanding training in the Pacific Northwest. Our residents are involved in the care of a wide variety of complex medical and surgical ophthalmic conditions at four primary training sites. Our residents benefit from the wide referral network that the University of Washington Medical Center has established in the WWAMI region which enables them to see patients both routine and highly complex.,University-based,Harborview Medical Center,5,5,5,"Yes  , 1 year(s)",No,No,No,,-_11/19/2020 - 12/4/2020,7/1/2020,9/15/2020,Yes,65,Yes,No,3,No,No,___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,Yes,34,0,5,0,39,0,64.7,2.4 to 1,45,10,1.5,No,No,93.3,6.6,0.0,55.5,44.4,Every fifth night for 12 month(s),11,Every eighth night for 12 month(s),5,Every eighth night for 12 month(s),5,5,80%,N/A,"$60,492.00",21,17,"$62,976.00",21,17,"$65,676.00",21,17,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution",When resident/fellow starts program,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Required,No,No,Yes,,,,,(10 wks ),,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405421175,3,3,No,Yes,July,No,Yes,https://www.mamc.health.mil/education/graduate-medical-education/,Not Available,"Patrick D Munson
MD
Madigan Army Med Ctr
MCHJ-SSS-Y
9040 Jackson Ave
Tacoma, WA 98431
Tel: (253) 968-0375
Fax: (253) 968-1451
E-mail: rhonda.s.marshall2.civ@mail.mil","Patrick D Munson
MD
Madigan Army Med Ctr
MCHJ-SSS-Y
9040 Jackson Ave
Tacoma, WA 98431
Tel: (253) 968-0375
Fax: (253) 968-1451
E-mail: rhonda.s.marshall2.civ@mail.mil",2405421175,"Madigan Army Med Ctr, MCHJ-SSS-Y, 9040 Jackson Ave, Tacoma, WA 98431","9040 Jackson Ave, Tacoma, WA 98431","1959 NE Pacific St, Seattle, WA 98195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405621161,3,3,No,No,July,No,No,http://www.ophth.wisc.edu,Not Available,"Andrew T Thliveris
MD, PhD
Univ of Wisconsin Hosp and Clinics
Ste 200
2828 Marshall Ct
Madison, WI 53705
Tel: (608) 256-1901
Fax: (608) 263-1466
E-mail: cromell@wisc.edu","Pamela A Cromell
MEd
Univ of Wisconsin Hosp and Clinics
Ste 200
2828 Marshall Ct
Madison, WI 53705-3611
Tel: (608) 263-5339
Fax: (608) 263-1466
E-mail: cromell@wisc.edu",2405621161,"Univ of Wisconsin Hosp and Clinics, Ste 200, 2828 Marshall Ct, Madison, WI 53705","600 Highland Ave, Madison, WI 53792","2500 Overlook Terrace, Madison, WI 53705",,,,A monthly resident-run community clinic; An elective international rotation to learn surgical techniques rarely performed in this country; Individual training sessions on state of the art Femtosecond and EyeSi equipment; Annual PHACO and oculoplastic surgical courses; The opportunity to contribute to leading edge research projects by working side-by-side with renowned researchers,University-based,University of Wisconsin Hospitals and Clinics,3,3,3,"Yes  , 1 year(s)",Yes,No,No,,-_10/16/2020 - 12/4/2020,7/1/2020,9/15/2020,No,40,Yes,No,3,No,Yes,220___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,No,No,27,0,3,0,30,0,40.7,3.1 to 1,50,10,1.5,Yes,No,88.8,0.0,11.1,37.0,62.9,N/A,16,N/A,9,N/A,9,7,90%,N/A,"$61,210.00",15,NGO,"$63,608.00",15,NGO,"$66,464.00",15,NGO,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Required,No,No,Yes,,,,,NGO (wks),,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405621162,3,3,No,No,July,No,No,https://www.mcw.edu/departments/ophthalmology-eye-institute/education,Not Available,"Andrea  Stahulak
MD
Med Coll of Wisconsin
The Eye Inst
925 N 87th St
Milwaukee, WI 53226
Tel: (414) 955-7876
Fax: (414) 955-0022
E-mail: astahulak@mcw.edu","Leslie  Bencivenga
Med Coll of Wisconsin
The Eye Inst
925 N 87th St
Milwaukee, WI 53226
Tel: (414) 955-7876
Fax: (414) 955-0022
E-mail: lbencive@mcw.edu",2405621162,"Med Coll of Wisconsin, The Eye Inst, 925 N 87th St, Milwaukee, WI 53226","8701 W Watertown Plank Rd, Milwaukee, WI 53226","9200 W Wisconsin Ave, Milwaukee, WI 53226","9000 W Wisconsin Ave, Milwaukee, WI 53201","5000 W National Ave, Milwaukee, WI 53295-1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405521160,3,3,No,No,July,No,No,http://www.wvueye.com,Not Available,"Geoffrey  Bradford
MD
West Virginia Univ Eye Inst
PO Box 9193
1 Medical Center Dr
Morgantown, WV 26506
Tel: (304) 598-6963
Fax: (304) 598-6928
E-mail: bradfordg@wvumedicine.org","Danielle M Schneider
West Virginia Univ Eye Inst
PO Box 9193
1 Medical Center Dr
Morgantown, WV 26506
Tel: (304) 598-6963
Fax: (304) 598-6928
E-mail: schneiderda@wvumedicine.org",2405521160,"West Virginia Univ Eye Inst, PO Box 9193, 1 Medical Center Dr, Morgantown, WV 26506","1 Medical Center Dr, Morgantown, WV 26506-8136","1 Medical Center Dr, Morgantown, WV 26506","1 Medical Center Dr, Clarksburg, WV 26301-4199",,,,University-based,West Virginia University Hospitals,4,4,4,"Yes  , 1 year(s)",No,No,No,,-_10/26/2020 - 11/2/2020,8/3/2020,10/1/2020,No,48,Yes,No,3,No,Yes,240___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,13,1,2,0,15,1,30.7,1.1 to 1,60,12,1,No,No,96.9,3.0,0.0,29.2,70.7,Three times per week for 52 week(s),NGO,Three times per week for 50 week(s),NGO,Three times per week for 48 week(s),NGO,4,85%,N/A,"$56,292.00",15,18,"$58,109.00",15,18,"$60,170.00",20,18,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,Within 30 days of starting program,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
