,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system (Residents participate during first year),Participant 3,Participant 4,Participant 5,Participant 6,Participant 7,,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,
0,https://freida.ama-assn.org/program/4003511140,4,4,No,Yes,"July,Negotiable",Yes,No,http://www.cumc.columbia.edu/harlemhospital/psychiatry-residency/,Not Available,"Sabish  Balan
MD
Harlem Hosp Ctr
Mural Pavilion 5-174
506 Lenox Ave
New York, NY 10037
Tel: (212) 939-3235
Fax: (212) 939-2653
E-mail: balans1@nychhc.org","Ann D Callender
MPA
Harlem Hosp Ctr
Mural Pavilion 5-177
506 Lenox Ave
New York, NY 10037
Tel: (212) 939-3065
Fax: (212) 939-2653
E-mail: callenda@nychhc.org",4003511140,"Harlem Hosp Ctr, Mural Pavilion 5-174, 506 Lenox Ave, New York, NY 10037","506 Lenox Ave, New York, NY 10037-1003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003511146,4,4,No,Yes,"June,July",Yes,No,http://www.mssm.edu/psychiatry/residency,Not Available,"Antonia S New
MD
Icahn Sch of Med at Mount Sinai
Box 1230
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 659-8902
Fax: (212) 659-8710
E-mail: antonia.new@mssm.edu","Yazmin  Del Valle
Mount Sinai Med Ctr
Box 1230
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 659-8734
Fax: (212) 659-8710
E-mail: yazmin.delvalle@mssm.edu",4003511146,"Icahn Sch of Med at Mount Sinai, Box 1230, 1 Gustave L Levy Pl, New York, NY 10029","One Gustave L Levy Pl, New York, NY 10029-6574","1425 Madison Ave, New York, NY 10029","Ward's Island Complex, New York, NY 10035","130 W Kingsbridge Rd, Bronx, NY 10468","Our mission--for residents to become leaders in academic psychiatry--leverages Mount Sinai's culture of flexibility. We have a wealth of raw materials that residents fashion into unique experiences with freedom to innovate. We also have two research tracks. Our physician-scientist track provides maximal protected research time for those who already have MD/PhDs. Our 7-year NIMH-funded residency + PhD program allows residents to earn a PhD in genetics/genomics, neuroscience, or clinical research.",University-based,Mount Sinai Hospital,14,14,14,15,No,No,"Yes , Codes: 1490400C0,1490400C2,1490400C3",No,12/1/2020,11/2/2020 - 1/29/2021_11/1/2021 - 1/28/2022,9/17/2021,12/1/2021,Yes,120,No,No,3,No,Yes,190_190__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,Yes,119,62,38,7,157,69,33.6,2.4 to 1,48,24,1.8,Yes,,91.6,8.3,0,61.6,38.3,Every fifth night for 6 month(s),NGO,Every tenth night for 9 month(s),NGO,Every tenth night for 12 month(s),NGO,N/A,NGO,6,NGO,N/A,"$69,829.00",20,16,"$72,622.00",20,16,"$75,527.00",20,16,"$78,548.00",20,16,Yes,36,NGO,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,Yes,"Wards Island, New York, NY 10035",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003511147,4,4,No,Yes,"June,July",Yes,No,https://psychiatry.weill.cornell.edu,Not Available,"Julie B Penzner
MD
NewYork-Presbyterian/Weill Cornell Med Ctr
Rm Baker 1202 Box 140
525 E 68th St
New York, NY 10065
Tel: (212) 746-3569
Fax: (212) 746-8886
E-mail: jup9010@med.cornell.edu","Brittany E Nelson
NewYork-Presbyterian/Weill Cornell Med Ctr
Box 140
525 E 68th St
New York, NY 10065-4897
Tel: (212) 746-3720
Fax: (212) 746-8886
E-mail: brn3001@med.cornell.edu",4003511147,"NewYork-Presbyterian/Weill Cornell Med Ctr, Rm Baker 1202 Box 140, 525 E 68th St, New York, NY 10065","525 E 68th St, New York, NY 10021","525 E 68th St, New York, NY 10021-1234","1275 York Ave, New York, NY 10021","1250 Broadway, New York, NY 10001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003511148,4,4,No,Yes,July,Yes,No,http://www.nychealthandhospitals.org/metropolitan/,Not Available,"Richard J Gersh
MD, MHA
NYC Health+Hosps/Metropolitan
Dept of Psychiatry Rm 4M17-C
1901 First Ave
New York, NY 10029
Tel: (646) 672-3143
Fax: (212) 423-6880
E-mail: richard.gersh@nychhc.org","Monique  Howe
BBA
NYC Health+Hosps/Metropolitan
Dept of Psychiatry Rm 4M17C
1901 First Ave
New York, NY 10029
Tel: (646) 672-3143
Fax: (212) 423-6880
E-mail: howem@nychhc.org",4003511148,"NYC Health+Hosps/Metropolitan, Dept of Psychiatry Rm 4M17-C, 1901 First Ave, New York, NY 10029","40 Sunshine Cottage Rd, Valhalla, NY 10595","1901 First Ave, New York, NY 10029",,,"All required rotations are within the one facility, located on the upper east side of Manhattan, serving a culturally and economically diverse urban community. Unique services include an adult walk-in clinic, child/adolescent outpatient clinic, an opioid treatment program, and a substance abuse consultation service.  Additional psychoanalytic training is available. Residents are actively involved in training students from two major medical schools. Educational activities are scheduled daily.",Community-based university affiliated,NYC Health + Hospitals/Metropolitan,6,6,8,6,No,No,"Yes , Codes: 1473400C0",No,1/29/2021,10/1/2020 - 2/12/2021_10/1/2021 - 2/11/2022,9/1/2021,1/31/2022,Yes,113,No,No,3,No,Yes,200_200__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,"Desired, with some exceptions",Yes,Yes,No,23,1,4,0,27,1,56.5,0.9 to 1,50,16,1,Yes,,12.5,87.4,0,51.8,48.1,Every eleventh night or more for 52 week(s),0,Every eleventh night or more for 52 week(s),0,Every eleventh night or more for 52 week(s),0,Every eleventh night or more for 52 week(s),Not Available,5,NGO,N/A,"$66,247.00",20,363,"$68,988.00",20,363,"$74,469.00",20,363,"$77,049.00",20,363,Yes,NGO,NGO,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Optional,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003500314,4,4,No,Yes,July,Yes,No,https://www.matherhospital.org/graduate-medical-education/,Not Available,"Jenna L Taglienti
MD
Mather Hosp
Psychiatry Pgm
75 N Country Rd
Port Jefferson, NY 11777
Tel: (631) 686-2518
Fax: (631) 686-7651
E-mail: jtaglienti@northwell.edu","Kristin  Unterweiser
Mather Hosp
Psychiatry Pgm
75 N Country Rd
Port Jefferson, NY 11777
Tel: (631) 686-2518
Fax: (631) 686-1412
E-mail: kunterweiser@northwell.edu",4003500314,"Mather Hosp, Psychiatry Pgm, 75 N Country Rd, Port Jefferson, NY 11777","125 Community Dr, Great Neck, NY 11021","75 N Country Rd, Port Jefferson, NY 11777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003512139,4,4,No,Yes,July,Yes,No,http://www.omh.ny.gov/omhweb/facilities/crpc/education.htm,Not Available,"Helen L Schleimer
MD
Creedmoor Psychiatric Ctr
Bldg 40 Unit 2-A
79-25 Winchester Blvd
Queens Village, NY 11427
Tel: (718) 264-5023
Fax: (718) 264-5027
E-mail: helen.schleimer@omh.ny.gov","Susan  Shimon
BA
Creedmoor Psychiatric Ctr
Bldg 40 Unit 2-A
79-25 Winchester Blvd
Queens Village, NY 11427
Tel: (718) 264-5030
Fax: (718) 264-5027
E-mail: susan.shimon@omh.ny.gov",4003512139,"Creedmoor Psychiatric Ctr, Bldg 40 Unit 2-A, 79-25 Winchester Blvd, Queens Village, NY 11427","79-25 Winchester Rd, Queens Village, NY 11427","82-68 164th St, Jamaica, NY 11432","327 Beach 19th St, Far Rockaway, NY 11691","622 W 168th St, New York, NY 10032",Brochure available on-line.,Community-based,Creedmoor Psychiatric Center,4,4,4,4,No,No,"Yes , Codes: 2599400C0",No,11/9/2020,10/26/2020 - 1/25/2021_10/18/2021 - 1/31/2022,9/15/2021,11/8/2021,Yes,65,No,No,3,No,Yes,200_225__,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,26,10,2,0,28,10,42.3,1.6 to 1,65,16,1.5,Yes,No,0,100,0,31.2,68.7,Every fourth night for 12 month(s),0,Every fourth night for 12 month(s),0,Every eighth night for 12 month(s),0,Other for 4 month(s),Not Available,5,NGO,N/A,"$61,693.00",20,13,"$71,870.00",20,13,"$79,158.00",20,13,"$86,453.00",20,13,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",More than 30 days of starting program,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Optional,Yes,Yes,No,,"243-02 Northern Blvd, Douglaston, NY 11362","74-03 Commonwealth Blvd, Bellerose, NY 11426","80-45 Winchester Blvd, Queens Village, NY 11427",,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003500320,4,4,No,Yes,July,Yes,No,https://residency.rochesterregional.org/rgh-psychiatry/,Not Available,"Ann  Griepp
MD
Rochester General Hosp
Surgery Pgm
1425 Portland Ave
Rochester, NY 14621
Tel: (585) 922-2560
Fax:
E-mail: ann.griepp@rochesterregional.org","Ann  Miller
Rochester General Hosp
Surgery Pgm
1425 Portland Ave
Rochester, NY 14621
Tel: (585) 922-2502
Fax:
E-mail: ann.miller@rochesterregional.org",4003500320,"Rochester General Hosp, Surgery Pgm, 1425 Portland Ave, Rochester, NY 14621","1425 Portland Ave, Rochester, NY 14621-3095","2655 Ridgeway Ave, Rochester, NY 14626","1550 Empire Blvd, Webster, NY 14580","2650 Ridgeway Ave, Rochester, NY 14626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"224 Alexander St, Rochester, NY 14607","89 Genesee St, Rochester, NY 14611","89 Genesee St, Rochester, NY 14611","490 E Ridge Rd, Rochester, NY 14621","1455 E Ridge Rd, Rochester, NY 14621",,"1555 Long Pond Rd, Rochester, NY 14626","1111 Elmwood Ave, Rochester, NY 14620","1555 Long Pond Rd, Rochester, NY 14626","2 Coulter Rd, Clifton Springs, NY 14432",,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003511158,4,4,No,Yes,"June,July",Yes,No,http://www.urmc.rochester.edu/smd/gme/prospective/psych/index.cfm,Not Available,"Laurence B Guttmacher
MD
Univ of Rochester Med Ctr
Box Psych
300 Crittenden Blvd
Rochester, NY 14642
Tel: (585) 275-5469
Fax: (585) 276-2292
E-mail: laurence_guttmacher@urmc.rochester.edu","Jamie  Pelkey
Univ of Rochester Med Ctr
Box Psych
300 Crittenden Blvd
Rochester, NY 14642-8409
Tel: (585) 275-6917
Fax: (585) 276-2292
E-mail: jamie_pelkey@urmc.rochester.edu",4003511158,"Univ of Rochester Med Ctr, Box Psych, 300 Crittenden Blvd, Rochester, NY 14642","601 Elmwood Ave, Rochester, NY 14642","1111 Elmwood Ave, Rochester, NY 14620","1425 Portland Ave, Rochester, NY 14621-3095",,,University-based,Strong Memorial Hospital of the University of Rochester,8,8,8,8,No,No,"Yes , Codes: 1511400C0",No,11/15/2020,11/4/2020 - 1/27/2021_10/4/2021 - 1/27/2022,9/15/2021,11/15/2021,Yes,70,No,No,3,No,Yes,200__475_475,No,226-235,Yes,Yes,541-600,"Desired, with some exceptions",Yes,No,No,43,40,6,7,49,47,32.5,1.4 to 1,55,16,1.7,Yes,No,66.9,9.4,23.6,55.6,44.3,N/A,0,Once per week for 12 month(s),0,Every tenth night for 12 month(s),0,Every eleventh night or more for 12 month(s),Not Available,5,2%,0%,"$59,023.00",20,NGO,"$61,231.00",20,NGO,"$64,631.00",20,NGO,"$66,906.00",20,NGO,Yes,NGO,NGO,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003500312,4,4,No,Yes,July,Yes,No,https://www.northwell.edu/SIUHPsychiatryResidency,Not Available,"Timothy B Sullivan
MD
Staten Island Univ Hosp
Psychiatry Pgm 1st Fl
376 Seguine Ave
Staten Island, NY 10309
Tel: (718) 226-5976
Fax:
E-mail: tsullivan3@northwell.edu","Cassandra M Walkin
BS
Staten Island Univ Hosp
Psychiatry Pgm 1st Fl
376 Seguine Ave
Staten Island, NY 10309
Tel: (718) 226-5976
Fax:
E-mail: cwalkin@northwell.edu",4003500312,"Staten Island Univ Hosp, Psychiatry Pgm 1st Fl, 376 Seguine Ave, Staten Island, NY 10309","125 Community Dr, Great Neck, NY 11021","475 Seaview Ave, Staten Island, NY 10305-3498","75-59 263rd St, Glen Oaks, NY 11004","100 E 77th St, New York, NY 10021","Personalized, supportive approach to medical training, integrates clinical experiences with innovative didactic approaches. We focus on teaching fundamental psychiatric skills of assessment and pharmacologic management and evidence-based psychotherapy skills essential to becoming a well-rounded clinician.  Other program strengths include: Addiction, Child & Adolescent (including school clinic experience), CL ; Opportunities for global health ;  Personalized schedule development available",University-based,Staten Island University Hospital-Northwell Health,4,4,4,4,No,No,"Yes , Codes: 1515400C0",No,1/8/2021,11/2/2020 - 1/8/2021_10/25/2021 - 1/21/2022,9/15/2021,1/7/2022,Yes,80,No,No,3,No,Yes,204_219_410_410,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,Yes,No,14,4,3,0,17,4,64.2,0.9 to 1,47,14,2,Yes,No,37.5,4.1,58.3,68.7,31.2,Other for week(s),0,Other for week(s),0,Other for week(s),0,Other for week(s),Not Available,7,5%,N/A,"$73,000.00",20,NGO,"$75,000.00",20,NGO,"$77,000.00",20,NGO,"$78,500.00",20,NGO,No answer,90,NGO,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not available,Yes,Yes,Yes,,"777 Seaview Ave, Staten Island, NY 10305","375 Seguine Ave, Staten Island, NY 10309",,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003512153,4,4,No,Yes,July,Yes,No,http://www.rumcsi.org/main/psychiatryresidencyprogram.aspx,Not Available,"Joel  Idowu
MD
Richmond Univ Med Ctr
Dept of Psychiatry 1st Fl
355 Bard Ave
Staten Island, NY 10310
Tel: (718) 818-4106
Fax: (718) 818-1067
E-mail: jidowu@rumcsi.org","Elizabeth A Sansaricq
Richmond Univ Med Ctr
Dept of Psychiatry 1st Fl
355 Bard Ave
Staten Island, NY 10310
Tel: (718) 818-4121
Fax: (718) 818-1067
E-mail: esansaricq@rumcsi.org",4003512153,"Richmond Univ Med Ctr, Dept of Psychiatry 1st Fl, 355 Bard Ave, Staten Island, NY 10310","355 Bard Ave, Staten Island, NY 10310","506 Sixth St, Brooklyn, NY 11215-9008","777 Seaview Ave, Staten Island, NY 10305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003521159,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available_Not Available_Not Available_No_No_Not Available_Not Available,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003521160,4,4,No,Yes,July,Yes,No,http://www.upstate.edu/psych,Not Available,"Zsuzsa  Szombathyne Meszaros
MD, PhD
SUNY Upstate Med Univ
Dept of Psychiatry
750 E Adams St
Syracuse, NY 13210
Tel: (315) 464-1705
Fax: (315) 464-3163
E-mail: meszaroz@upstate.edu","Nicole  Miller
SUNY Upstate Med Univ
Dept of Psychiatry
750 E Adams St
Syracuse, NY 13210
Tel: (315) 464-3443
Fax: (315) 464-3163
E-mail: calhouni@upstate.edu",4003521160,"SUNY Upstate Med Univ, Dept of Psychiatry, 750 E Adams St, Syracuse, NY 13210","750 E Adams St, Syracuse, NY 13210","800 Irving Ave, Syracuse, NY 13210","620 Madison St, Syracuse, NY 13210","10/42 Mitchell Ave, Binghamton, NY 13903","Our Residency Program has a long tradition of humanistic patient care and excellence in psychotherapy training. Resident education and well-being is high priority. We have a unique one month long Cornerstone Block at the beginning of residency, weekly Process Groups and a Mentorship Program for Interns.",University-based,SUNY Upstate Medical University,12,13,12,8,No,No,"Yes , Codes: 1516400C0,1516400C1,1516400C2,1516400C3,1516400C4,1516400C5,1516400C6",No,9/15/2020,10/15/2020 - 1/29/2021_10/15/2021 - 1/31/2022,9/1/2021,9/15/2021,Yes,10,No,No,3,No,Yes,210_220_450_450,Yes,226-235,Yes,Yes,501-540,Required,Yes,Yes,No,33,17,2,0,35,17,24.2,0.7 to 1,50,24,2,No,,60.6,20.8,18.4,45.5,54.4,Every seventh night for 11 month(s),0,Every eleventh night or more for 12 month(s),5,Every eleventh night or more for 12 month(s),5,N/A,Not Available,4,10%,N/A,"$54,113.00",20,15,"$58,183.00",20,16,"$60,886.00",20,18,"$63,380.00",20,18,Yes,30,NGO,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Within 30 days of starting program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,Yes,"830 Washington St, Watertown, NY 13601","110 W 6th St, Oswego, NY 13126",,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003521162,4,4,No,Yes,July,Yes,No,https://www.westchestermedicalcenter.com/psychiatry-residency-program,Not Available,"Alexander C L Lerman
MD
Westchester Med Ctr
Behavioral Health Ctr
100 Woods Rd
Valhalla, NY 10595
Tel: (914) 493-1863
Fax: (914) 493-1015
E-mail: alexander.lerman@wmchealth.org","Patty  Williamson
Westchester Med Ctr
Dept of Psychiatry Behav Hlth Ctr
100 Woods Rd
Valhalla, NY 10595
Tel: (914) 493-1939
Fax: (914) 493-1015
E-mail: patty.williamson@wmchealth.org",4003521162,"Westchester Med Ctr, Behavioral Health Ctr, 100 Woods Rd, Valhalla, NY 10595","100 Woods Rd, Valhalla, NY 10595","2094 Albany Post Rd, Montrose, NY 10548",,,"Integrates biological and psychotherapeutic modalities. One day/week of didactic time. Patient diversity, high faculty to resident ratio, commitment to teaching. Teaching sites in suburbs of New York City. Psychosomatic medicine and child/adolescent fellowships.",University-based,Westchester Medical Center,10,10,11,6,No,No,"Yes , Codes: 2157400C0",No,12/15/2020,11/20/2020 - 1/22/2021_11/5/2021 - 1/14/2022,9/15/2021,12/15/2021,No,110,No,No,3,No,Yes,205_205_480_500,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,No,15,3,2,0,17,3,33.3,0.4 to 1,55,24,1.7,Yes,,21.5,66.3,12,53.4,46.5,Every seventh night for 6 month(s),0,Every eleventh night or more for 6 month(s),0,Every eleventh night or more for 12 month(s),0,N/A,Not Available,7,NGO,N/A,"$64,260.00",24,12,"$67,626.00",24,12,"$70,747.00",24,12,"$72,828.00",24,12,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
