,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,,Participant 3,Participant 4,Participant 5,Participant 6,No,Yes,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11
0,https://freida.ama-assn.org/program/2201621097,Community-based university affiliated,St John's Hospital,4,4,No,Yes,"June,July",Yes,No,https://www.siumed.edu/obgyn,Not Available,"Erica  Nelson
MD
Southern Illinois Univ Sch of Med
Dept of Ob/Gyn PO Box 19640
701 N First St
Springfield, IL 62794
Tel: (217) 545-6498
Fax: (217) 545-7958
E-mail: avaughn82@siumed.edu","Alexandra L Vaughn
Southern Illinois Univ Sch of Med
Dept of Ob/Gyn PO Box 19640 6W70
415 N 9th
Springfield, IL 62794-9640
Tel: (217) 545-6498
Fax: (217) 545-7958
E-mail: avaughn82@siumed.edu",2201621097,"Southern Illinois Univ Sch of Med, Dept of Ob/Gyn PO Box 19640, 701 N First St, Springfield, IL 62794","801 N Rutledge, Springfield, IL 62794-9620","800 E Carpenter St, Springfield, IL 62769","701 N 1st St, Springfield, IL 62781-0001",,,4,4,4,4,No,No,"Yes , Codes: 2922220C0",No,10/21/2020,11/13/2020 - 1/8/2021_11/12/2021 - 1/7/2022,9/1/2021,10/21/2021,No,73,No,No,3,No,Yes,200_200_450_450,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,14,0,0,0,14,0,35.7,0.8 to 1,65,16,1.7,No,,85.4,6.2,8.3,87.5,12.5,Negotiable for 13 week(s),NGO,Negotiable for 13 week(s),NGO,Negotiable for 13 week(s),NGO,Negotiable for 13 week(s),NGO,7,NGO,25%,"$57,352.00",21,14,"$57,909.00",21,14,"$59,045.00",21,14,"$60,060.00",21,14,No answer,42,84,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Optional,No,No,Yes,Yes,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201711101,Community-based university affiliated,St Vincent Hospitals and Health Care Center,4,4,No,Yes,"June,July",Yes,No,https://www.stvincent.org/Medical-Education/OB-GYN-Residency,Not Available,"Peter S Marcus
MD, MA
St Vincent Hosp and Health Ctr
Dept of Ob/Gyn
8111 Township Line Rd
Indianapolis, IN 46260
Tel: (317) 415-7528
Fax:
E-mail: peter.marcus@ascension.org","Megan  Frew
St Vincent Hosp and Health Ctrs
Dept of Ob/Gyn
8111 Township Line Rd
Indianapolis, IN 46260
Tel: (317) 415-7528
Fax: (317) 415-7529
E-mail: obgynresidency@ascension.org",2201711101,"St Vincent Hosp and Health Ctr, Dept of Ob/Gyn, 8111 Township Line Rd, Indianapolis, IN 46260","2001 W 86th St, Indianapolis, IN 46240",,,,"St Vincent is a private quaternary teaching hospital, a member of the largest nonprofit health system (Ascension) in the US. Full time teaching staff with large private faculty and subspecialty base assist in educating the ob/gyn leaders of tomorrow. Indianapolis is the 14th largest city in the US; easily accessible with diverse cultural environment and multiple professional sports teams.",5,5,5,5,No,No,"Yes , Codes: 1189220C0",No,,-_11/17/2021 - 1/15/2022,9/1/2021,10/21/2021,Yes,74,No,No,3,No,Yes,220_220_550_550,Yes,210-225,Yes,Yes,Greater than 600,Not required,Yes,No,No,13,0,8,0,21,0,30.7,0.8 to 1,68,16,1,Yes,Yes,76.6,0,23.3,93.3,6.6,Every seventh night for 12 month(s),5,Every seventh night for 12 month(s),5,Every seventh night for 12 month(s),10,Every seventh night for 12 month(s),10,6,20%,20%,"$58,433.00",15,15,"$58,924.00",15,15,"$60,084.00",15,15,"$62,505.00",15,15,Yes,60,84,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201721099,Community-based university affiliated,Eskenazi Health,4,4,No,Yes,June,Yes,No,http://obgyn.medicine.iu.edu,Not Available,"Nicole Parker Scott
MD
Indiana Univ Sch of Med
UH 2440
550 N University Blvd
Indianapolis, IN 46202
Tel: (317) 948-5923
Fax:
E-mail: npscott@iupui.edu","Ali  Cotton
MEd
Indiana Univ Sch of Med
UH 2440
550 N University Blvd
Indianapolis, IN 46202
Tel: (317) 948-5923
Fax: (317) 948-7454
E-mail: cottona@iu.edu",2201721099,"Indiana Univ Sch of Med, UH 2440, 550 N University Blvd, Indianapolis, IN 46202","1120 South Dr, Indianapolis, IN 46202-5114","720 Eskenazi Ave, Indianapolis, IN 46202","1701 N Senate Blvd, Indianapolis, IN 46202","550 N University Blvd, Indianapolis, IN 46202","Residents in our program participate in a rounded curriculum with a strong didactic component and are well prepared for a variety of post residency experiences (academic, fellowship, private practice, global health, hospitalist).",10,10,10,10,No,No,"Yes , Codes: 1187220C0",No,10/1/2020,11/16/2020 - 1/22/2021_10/18/2021 - 12/17/2021,10/1/2021,10/15/2021,No,112,No,No,3,No,Yes,___,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,30,3,0,0,30,3,63.3,0.7 to 1,60,24,1.2,Yes,Yes,91.7,2.4,5.8,88.4,11.5,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),5,Every eleventh night or more for 10 month(s),5,Every eleventh night or more for 10 month(s),Not Available,8,30%,10%,"$57,174.00",21,NGO,"$58,557.00",28,NGO,"$60,186.00",28,NGO,"$62,199.00",28,NGO,Yes,42,42,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201911103,University-based,University of Kansas Hospital and Medical Center,4,4,No,Yes,July,Yes,No,http://www.kumc.edu/obgyn,Not Available,"Kelli E Krase
MD
Univ of Kansas Med Ctr
Dept of Ob/Gyn MS 2028
3901 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-6245
Fax:
E-mail: kkrase@kumc.edu","Tracy  Quaethem
Univ of Kansas Med Ctr
Dept of Ob/Gyn MS 2028
3901 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-6245
Fax:
E-mail: tquaethem@kumc.edu",2201911103,"Univ of Kansas Med Ctr, Dept of Ob/Gyn MS 2028, 3901 Rainbow Blvd, Kansas City, KS 66160","3901 Rainbow Blvd, Kansas City, KS 66160-7100","3901 Rainbow Blvd, Kansas City, KS 66160-7220","1505 SW 8th St, Topeka, KS 66606-1630",,Our program offers an exceptional experience in robust clinical setting. Residents receive training in all routes of surgery and are exposed to all subspecialties.,4,4,4,4,No,No,"Yes , Codes: 1208220C0",No,11/1/2020,-_-,,,Yes,75,No,No,3,No,Yes,___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,27,8,1,1,28,9,77.7,1.7 to 1,63,24,2,No,Yes,95.8,4.1,0,100,0,N/A,0,N/A,0,N/A,0,N/A,Not Available,5,20%,5%,"$55,291.00",15,10,"$57,246.00",15,10,"$59,147.00",15,10,"$61,718.00",15,10,No answer,Not Available,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201900105,Community-based,Overland Park Regional Medical Center,4,4,No,Yes,July,Yes,No,https://oprmc.com/professionals/graduate-medical-education/,Not Available,"Kimberly  Swan
MD
Overland Park Regional Med Ctr
Ste 325
12200 W 106th St
Overland Park, KS 66215
Tel:
Fax:
E-mail: matt.hotzel@hcamidwest.com","Matt  Hotzel
BA
Overland Park Regional Med Ctr
Ste 325
12200 W 106th St
Overland Park, KS 66215
Tel: (913) 541-6072
Fax:
E-mail: matt.hotzel@hcamidwest.com",2201900105,"Overland Park Regional Med Ctr, Ste 325, 12200 W 106th St, Overland Park, KS 66215","2316 E Meyer Blvd, Kansas City, MO 64132-1136","10500 Quivera Rd, Overland Park, KS 66215",,,"The ob/gyn residency program is designed to provide a comprehensive educational experience in an integrated health care delivery system. The program promotes and supports shared responsibility by both residents and attending staff in a collegial and intellectually stimulating environment that imparts knowledge and skills in the areas of patient care, research, community service and leadership.",5,5,5,5,No,No,"Yes , Codes: 2984220C0",No,12/1/2020,12/1/2020 - 2/1/2021_12/1/2021 - 2/1/2022,10/1/2021,12/1/2021,Yes,72,No,No,3,No,Yes,220_220_450_450,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,8,0,0,0,8,0,50,0.4 to 1,65,16,1,No,Yes,,,,,,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,4,20%,20%,"$53,884.00",15,Not Available,"$55,456.00",15,Not Available,"$57,162.00",15,Not Available,"$59,232.00",15,Not Available,No,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201911104,Community-based university affiliated,Wesley Medical Center,4,4,No,Yes,July,Yes,No,https://www.wesleyobgyn.com/home.php,Not Available,"Zachary C Kuhlmann
DO
Wesley Med Ctr
6W70
550 N Hillside
Wichita, KS 67214
Tel:
Fax:
E-mail: zkuhlmann@kumc.edu","Alicyn J Kidd
BBA
Wesley Med Ctr
Dept of Ob-Gyn
550 N Hillside
Wichita, KS 67214
Tel: (316) 962-3182
Fax: (316) 962-7396
E-mail: akidd2@kumc.edu",2201911104,"Wesley Med Ctr, 6W70, 550 N Hillside, Wichita, KS 67214","1010 N Kansas, Wichita, KS 67214-3199","550 N Hillside, Wichita, KS 67214-4976","9300 E 29th St N, Wichita, KS 67226","2818 N Greenwich Rd, Wichita, KS 67226",,5,5,5,5,No,No,"Yes , Codes: 3054220C0",No,10/21/2020,12/2/2020 - 12/16/2020_10/15/2021 - 12/31/2021,9/18/2021,10/1/2021,No,75,No,No,3,No,Yes,200_200_450_450,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",Yes,No,No,0,0,14,0,14,0,,0.3 to 1,64,25,1,Yes,Yes,82.1,0,17.8,80.2,19.7,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,5,50%,5%,"$55,429.00",15,10,"$56,622.00",15,10,"$58,611.00",15,10,"$60,963.00",15,10,No answer,NGO,60,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,No,,,"600 Medical Center Dr, Newton, KS 67114","9300 E 29th St N, Wichita, KS 67226","3232 E Murdock, Wichita, KS 67208",,,,,,,,
0,https://freida.ama-assn.org/program/2202000107,,,4,4,No,Yes,July,Yes,No,https://medcenterhealth.org/graduate-medical-education/,Not Available,"Jeffery W Nemec
MD
Med Ctr at Bowling Green
Ob/Gyn Pgm
250 Park St
Bowling Green, KY 42101
Tel: (270) 780-2684
Fax: (270) 780-2691
E-mail: thomka@mchealth.net","Kayla  Thomas
BS
Med Ctr at Bowling Green
Ob/Gyn Pgm
250 Park St
Bowling Green, KY 42101
Tel: (270) 780-2684
Fax: (270) 780-2691
E-mail: thomka@mchealth.net",2202000107,"Med Ctr at Bowling Green, Ob/Gyn Pgm, 250 Park St, Bowling Green, KY 42101","800 Rose St, Lexington, KY 40536","250 Park St, Bowling Green, KY 42101","615 E 7th Ave, Bowling Green, KY 42101","800 Rose St, Lexington, KY 40536-0293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234 Goodman St, Cincinnati, OH 45219",,,,,,,,,,
0,https://freida.ama-assn.org/program/2202011105,,,4,4,No,Yes,July,Yes,No,,Not Available,"Miriam  Marcum
MD
Univ of Kentucky Med Ctr
Dept of Ob/Gyn Rm C-373
800 Rose St
Lexington, KY 40536
Tel: (859) 323-6273
Fax:
E-mail: brian.judge@uky.edu","Brian M Judge
BA
Univ of Kentucky Med Ctr
Dept of Ob/Gyn Rm C-368
800 Rose St
Lexington, KY 40536-0293
Tel: (859) 218-1661
Fax: (859) 257-3181
E-mail: brian.judge@uky.edu",2202011105,"Univ of Kentucky Med Ctr, Dept of Ob/Gyn Rm C-373, 800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536-0293","1740 S Nicholasville Rd, Lexington, KY 40503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2202021106,University-based,University of Louisville Hospital,4,4,No,Yes,July,Yes,No,http://louisville.edu/medicine/departments/obgyn,Not Available,"Jennifer R Hamm
MD
Univ of Louisville Hosp
Dept of Ob/Gyn ACB 2nd Fl
550 S Jackson St
Louisville, KY 40202
Tel: (502) 561-7260
Fax: (502) 561-7480
E-mail: jrhamm06@louisville.edu","Theora R Hudson
Univ of Louisville Hosp
Dept of Ob/Gyn ACB 2nd Fl
550 S Jackson St
Louisville, KY 40202
Tel: (502) 561-7448
Fax: (502) 561-7480
E-mail: theora.hudson@louisville.edu",2202021106,"Univ of Louisville Hosp, Dept of Ob/Gyn ACB 2nd Fl, 550 S Jackson St, Louisville, KY 40202","323 E Chestnut St, Louisville, KY 40202","530 S Jackson St, Louisville, KY 40202-3611","1220 Missouri Ave, Jeffersonville, IN 47130-3743","1850 State St, New Albany, IN 47150-4997","Our 4-year integrated training program in ob/gyn offers an educational environment that guides our residents to gain the knowledge, confidence, and competence needed to be fully prepared upon completion for the independent practice of obstetrics and gynecology or the pursuit of further training in the subspecialty discipline of choice. Included are dedicated rotations in REI, FPMRS, gynecologic oncology, HR obstetrics, PAG, REI, MIGS, and ultrasound.",6,6,6,6,No,No,"Yes , Codes: 1217220C0",No,11/1/2020,11/19/2020 - 1/22/2021_11/4/2021 - 1/7/2022,11/1/2021,11/30/2021,Yes,99,No,No,3,No,Yes,215_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,16,7,2,0,18,7,56.2,0.7 to 1,64,24,1.2,No,Yes,92.9,1.3,5.6,88.7,11.2,N/A,0,Other for 2 month(s),NGO,Other for 2 month(s),NGO,N/A,NGO,4,20%,8%,"$55,713.00",21,NGO,"$56,901.00",28,NGO,"$58,488.00",28,NGO,"$60,108.00",28,NGO,Yes,40,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Optional,Yes,Yes,No,,,"200 E Chestnut St, Louisville, KY 40217","4305 New Shepherdsville Rd, Bardstown, KY 40004",,,,,,,,,
0,https://freida.ama-assn.org/program/2202113364,University-based,Woman's Hospital,4,4,No,Yes,July,Yes,No,http://residents.lsuhsc.edu/br/obgyn,Not Available,"Sarah A Buzhardt
MD
Louisiana State Univ Sch of Med
Ob/Gyn Ste 404
500 Rue de la Vie
Baton Rouge, LA 70817
Tel: (225) 215-7442
Fax: (225) 922-3382
E-mail: sborgo@lsuhsc.edu","Patti  Bordelon
BS
Louisiana State Univ Sch of Med
Ob/Gyn Ste 404
500 Rue de la Vie
Baton Rouge, LA 70817
Tel: (225) 215-7442
Fax: (225) 922-3382
E-mail: pbord2@lsuhsc.edu",2202113364,"Louisiana State Univ Sch of Med, Ob/Gyn Ste 404, 500 Rue de la Vie, Baton Rouge, LA 70817","2020 Gravier St, New Orleans, LA 70112","9050 Airline Hwy, Baton Rouge, LA 70815-4192","5000 Hennessy Blvd, Baton Rouge, LA 70808",,"Our primary location is Woman's Hospital, Louisiana's largest birthing facility delivering over 8000 babies per year!Services at Woman's Hospital include obstetric, medical and surgical treatment of gynecologic and urogynecologic conditions, MFM,gyn oncology, neonatology, MIS (robotic)and general surgery.",4,4,4,4,No,No,"Yes , Codes: 1221220C0",No,11/1/2020,11/17/2020 - 1/31/2021_11/17/2021 - 1/31/2022,10/21/2021,11/1/2021,Yes,50,No,No,3,No,Yes,200_220__,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,No,No,No,8,0,4,0,12,0,87.5,0.6 to 1,65,24,1,No,Yes,86.9,6.5,6.5,93.4,6.5,N/A,0,N/A,0,N/A,0,N/A,Not Available,5,40%,7%,"$53,270.00",21,14,"$56,552.00",28,14,"$58,591.00",28,14,"$60,851.00",28,14,Yes,42,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Not Available,Within 30 days of starting program,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Not available,Yes,Yes,No,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2202121107,University-based,Touro Infirmary,4,4,No,Yes,July,Yes,No,http://www.medschool.lsuhsc.edu/ob_gyn/residency_application_process.aspx,Not Available,"Asha J Heard
MD, MPH
LSU Health Sciences Ctr New Orleans
Rm 532
1542 Tulane Ave
New Orleans, LA 70112
Tel: (504) 568-4850
Fax: (504) 568-5140
E-mail: ahear1@lsuhsc.edu","Krystal  Lockhart
BS
LSU Health Sciences Ctr New Orleans
Rm 554A
1542 Tulane Ave
New Orleans, LA 70112
Tel: (504) 568-4890
Fax: (504) 568-5140
E-mail: klock1@lsuhsc.edu",2202121107,"LSU Health Sciences Ctr New Orleans, Rm 532, 1542 Tulane Ave, New Orleans, LA 70112","2020 Gravier St, New Orleans, LA 70112","1401 Foucher St, New Orleans, LA 70115-3593","2390 W Congress, Lafayette, LA 70596-9300","2021 Perdido St, New Orleans, LA 70112-1396",Our residents participate in an active simulation program. We utilize MyTip Report for conducting focused assessments with feedback after all surgical procedures and rotation feedback.,7,7,7,7,No,No,"Yes , Codes: 1224220C0",No,11/1/2020,11/17/2020 - 1/30/2021_11/12/2021 - 1/31/2022,9/1/2021,11/1/2021,Yes,84,No,No,3,No,Yes,200___,No,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,18,0,3,0,21,0,72.2,0.6 to 1,70,24,1,No,Yes,95.5,4.4,0,83.7,16.2,Once per week for 30 week(s),0,Two times per week for 26 week(s),36,Two times per week for 20 week(s),26,Two times per week for 20 week(s),36,5,25%,10%,"$54,815.00",21,14,"$56,652.00",28,14,"$58,591.00",28,14,"$60,850.00",28,14,No,42,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,,,"1214 Coolidge, Lafayette, LA 70505","210 Kings Hwy, Shreveport, LA 71104",,,,,,,,,
0,https://freida.ama-assn.org/program/2202121108,University-based,Tulane University Hospital and Clinics,4,4,No,Yes,June,Yes,No,http://medicine.tulane.edu/departments/obgyn,Not Available,"Chi  Dola
MD, MPH
Tulane Univ Sch of Med
Dept of Ob/Gyn Box 8611
1430 Tulane Ave
New Orleans, LA 70112
Tel: (504) 988-5216
Fax: (504) 988-1846
E-mail: cdola@tulane.edu","Prabjot K Sohi
Tulane Univ Health Sciences Ctr
Dept of Ob/Gyn Box 8611
1430 Tulane Ave
New Orleans, LA 70112
Tel: (504) 988-5216
Fax: (504) 988-1846
E-mail: psohi@tulane.edu",2202121108,"Tulane Univ Sch of Med, Dept of Ob/Gyn Box 8611, 1430 Tulane Ave, New Orleans, LA 70112","1430 Tulane Ave, New Orleans, LA 70112-2699","1415 Tulane Ave, New Orleans, LA 70112","1514 Jefferson Hwy, New Orleans, LA 70121","2021 Perdido St, New Orleans, LA 70112-1396","Tulane's accredited program strives to provide a model of excellence in clinical care, including preventive, primary, and subspecialty care to all women.",6,6,6,6,No,No,"Yes , Codes: 3073220C0",No,11/1/2020,11/17/2020 - 1/15/2021_11/17/2021 - 1/14/2022,9/15/2021,11/1/2021,Yes,90,No,No,3,No,Yes,200_220__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,18,0,1,0,19,0,55.5,0.7 to 1,70,14,1.5,No,Yes,100,0,0,81.9,18,N/A,12,N/A,24,N/A,24,N/A,24,5,40%,N/A,"$54,769.00",15,10,"$56,607.00",20,10,"$58,543.00",20,10,"$60,801.00",20,10,Yes,10,NGO,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Optional,Yes,Yes,No,,,"211 Fourth St, Alexandria, LA 71301","1101 Medical Center Blvd, Marrero, LA 70072",,,,,,,,,
