,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Intro,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Night float system,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Participant 5,Participant 6,Participant 7,Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Participant 8,Participant 9,Participant 10,Participant 11,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 7
0,https://freida.ama-assn.org/program/4402321128,,,5,7,No,Yes,July,Yes,No,http://www.umm.edu/general_surgery/residency/index.htm,Choose UMMC for Your GME,"Stephen M Kavic
MD
Univ of Maryland Med System
Dept of Surgery Rm 643A
29 S Greene St
Baltimore, MD 21201
Tel: (410) 328-5878
Fax: (410) 328-5919
E-mail: skidd@smail.umaryland.edu","Sarah  Kidd-Romero
BS
Univ of Maryland Med System
Dept of Surgery S8B02
22 S Greene St
Baltimore, MD 21201
Tel:
Fax:
E-mail: skidd@som.umaryland.edu",4402321128,"Univ of Maryland Med System, Dept of Surgery Rm 643A, 29 S Greene St, Baltimore, MD 21201","22 S Greene St, Baltimore, MD 21201-1595","600 N Wolfe St, Baltimore, MD 21287-1629","301 St Paul Pl, Baltimore, MD 21201-2165","10 N Greene St, Baltimore, MD 21201-1524","301 Hospital Dr, Glen Burnie, MD 21061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402321392,University-based,Johns Hopkins Hospital,5,5,No,Yes,July,Yes,No,http://www.hopkinsmedicine.org/surgery,Not Available,"Pamela A Lipsett
MD, MEd
Johns Hopkins Univ Sch of Med
Dept of Surgery Osler 603
600 N Wolfe St
Baltimore, MD 21287
Tel: (410) 955-3739
Fax:
E-mail: plipsett@jhmi.edu","Effie  Fafaleos
Johns Hopkins Univ Sch of Med
Dept of Surgery Blalock 658
600 N Wolfe St
Baltimore, MD 21287
Tel: (410) 955-6796
Fax:
E-mail: surgeryeducation@jhmi.edu",4402321392,"Johns Hopkins Univ Sch of Med, Dept of Surgery Osler 603, 600 N Wolfe St, Baltimore, MD 21287","720 Rutland Ave, Baltimore, MD 21205-2196","600 N Wolfe St, Baltimore, MD 21287-1629","4940 Eastern Ave, Baltimore, MD 21224",,,"Academic development time is individualized to maximize resident development and can include time for advanced degrees in clinical investigation, public health, policy, or basic science, to name a few. Residents who desire to become leaders in surgery are encouraged to apply.",19,13,7,7,7,No,Yes,"Yes , Codes: 1242440C0,1242440P0",No,11/30/2020,11/18/2020 - 1/15/2021_11/17/2021 - 1/21/2022,9/15/2021,10/15/2021,Yes,80,No,No,4,No,Yes,220_220__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,Yes,90,0,0,0,90,0,27.7,1.6 to 1,74,28,1,Yes,Yes,70.2,29.7,0,38.4,61.5,Every third night for 4 week(s),0,Every third night for 20 week(s),0,Every fourth night for 8 week(s),8,Every fourth night for 16 week(s),20,Every fourth night for 12 week(s),26,6,15%,N/A,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$56,039.00",14,NGO,"$58,402.00",28,NGO,"$61,214.00",28,NGO,"$63,776.00",28,NGO,"$66,582.00",28,NGO,Yes,NGO,NGO,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Required,NGO (wks),Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402321417,Community-based university affiliated,Sinai Hospital of Baltimore,5,6,No,Yes,July,Yes,No,http://www.lifebridgehealth.org/Sinai,Not Available,"Marcie  Feinman
MD, MEd
Sinai Hosp of Baltimore
Hoffberger Professional Bldg Ste 41
2435 W Belvedere Ave
Baltimore, MD 21215
Tel:
Fax:
E-mail: mfeinman@lifebridgehealth.org","Stephanie  Taylor
BS
Sinai Hosp of Baltimore
Hoffberger Professional Bldg Ste 41
2435 W Belvedere Ave
Baltimore, MD 21215
Tel: (410) 601-6412
Fax: (410) 601-5835
E-mail: sttaylor@lifebridgehealth.org",4402321417,"Sinai Hosp of Baltimore, Hoffberger Professional Bldg Ste 41, 2435 W Belvedere Ave, Baltimore, MD 21215","2401 W Belvedere Ave, Baltimore, MD 21215-5271","1600 Rockland Rd, Wilmington, DE 19899-0269","4940 Eastern Ave, Baltimore, MD 21224","600 N Wolfe St, Baltimore, MD 21287-1629","22 S Greene St, Baltimore, MD 21201-1595",Gradates of this program are well-prepared to pursue a career in general surgery or a subspecialty. A defined oral boards prep course and curriculum in robotic surgery set us apart from other institutions in the area. Lack of competition with fellows allows our residents to achieve all case numbers as the operating surgeon.,4,4,4,4,4,No,No,"Yes , Codes: 1249440C0",No,12/31/2020,11/17/2020 - 2/9/2021_-,,,Yes,72,No,No,3,No,Yes,230_230_600_600,Yes,236-245,Yes,Yes,Greater than 600,Required,Yes,No,No,20,0,1,0,21,0,25,1.0 to 1,75,24,1.5,No,,58.5,37.7,3.7,43.3,56.6,Every fourth night for 11 month(s),0,Every fourth night for 11 month(s),0,Every fourth night for 11 month(s),0,Every fourth night for 11 month(s),0,Every fourth night for 11 month(s),0,6,5%,5%,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$56,241.00",15,10,"$58,443.00",15,10,"$60,684.00",15,10,"$62,971.00",15,10,"$64,196.00",15,10,Yes,15,30,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Optional,,Yes,Yes,Yes,"5401 Old Court Rd, Randallstown, MD 21133",No,N/A,Not Available,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402322123,Community-based university affiliated,St Agnes HealthCare,5,5,No,Yes,June,Yes,No,http://www.stagnes.org,Not Available,"Gopal C Kowdley
MD, PhD
St Agnes HealthCare
Box 207
900 Caton Ave
Baltimore, MD 21229
Tel: (667) 234-2718
Fax: (667) 234-4007
E-mail: gkowdley@ascension.org","Teneka  Green
St Agnes HealthCare
Dept of Surgery Box 207
900 Caton Ave
Baltimore, MD 21229-5299
Tel: (667) 234-2718
Fax: (410) 951-4007
E-mail: teneka.green@ascension.org",4402322123,"St Agnes HealthCare, Box 207, 900 Caton Ave, Baltimore, MD 21229","900 S Caton Ave, Baltimore, MD 21229-5299","4940 Eastern Ave, Baltimore, MD 21224","600 N Wolfe St, Baltimore, MD 21287-1629","655 W Baltimore St, Baltimore, MD 21201-1559","900 S Caton Ave, Baltimore, MD 21229","The program is the second oldest residency program in America with exceptional operative experience, strong faculty, numerous publications, busy bariatric program and one of Maryland's busiest emergency rooms. Graduates do some of the finest fellowships in the country.",7,4,3,3,3,No,Yes,"Yes , Codes: 1247440P0,1247440C0",No,10/12/2020,11/5/2020 - 1/7/2021_-,,,No,70,No,No,3,No,Yes,230_230__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,21,0,3,0,24,0,28.5,1.1 to 1,80,24,1,No,Yes,5.1,94.8,0,44.8,55.1,Every fourth night for 11 month(s),0,Every fourth night for 10 month(s),0,Every fourth night for 10 month(s),0,Every fourth night for 9 month(s),0,Every fourth night for 12 month(s),Not Available,5,10%,10%,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$54,370.00",15,5,"$55,958.00",15,5,"$58,347.00",15,5,"$60,759.00",15,5,"$63,964.00",15,5,No answer,45,Not Available,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Not available,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401011007,,,5,6,Yes,Yes,July,No,Yes,,Not Available,"Eric M Ritter
MD
Walter Reed National Military Med Ctr
Bldg 9 Rm 1277
8901 Wisconsin Ave
Bethesda, MD 20889
Tel: (301) 295-9826
Fax: (301) 295-0959
E-mail: eritter@usuhs.edu","Wendii T Burstion
Walter Reed National Military Med Ctr
Bldg 9 Rm 1277
8901 Wisconsin Ave
Bethesda, MD 20889
Tel:
Fax:
E-mail: wendii.vailes@usuhs.edu",4401011007,"Walter Reed National Military Med Ctr, Bldg 9 Rm 1277, 8901 Wisconsin Ave, Bethesda, MD 20889","4301 Jones Bridge Rd, Bethesda, MD 20814-4799","8901 Rockville Pike, Bethesda, MD 20889-5600","110 Irving St NW, Washington, DC 20010","111 Michigan Ave NW, Washington, DC 20010","22 S Greene St, Baltimore, MD 21201-1595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9000 Rockville Pike, Bethesda, MD 20892",,,,"8600 Old Georgetown Rd, Bethesda, MD 20814","9300 DeWitt Loop, Fort Belvoir, VA 22060","3300 Gallows Rd, Falls Church, VA 22042-3300",,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402200120,,,5,5,No,Yes,July,Yes,No,https://mainehealth.org/maine-medical-center/education-research/,Not Available,"James F Whiting
MD
Maine Med Ctr
Rm 1218 P1A
22 Bramhall St
Portland, ME 04102
Tel: (207) 662-2921
Fax:
E-mail: whitij@mmc.org","Frederica  Jackson
BA
Maine Med Ctr
Rm 1218 P1A
22 Bramhall St
Portland, ME 04102
Tel: (207) 662-2515
Fax:
E-mail: fjackson@mmc.org",4402200120,"Maine Med Ctr, Rm 1218 P1A, 22 Bramhall St, Portland, ME 04102","22 Bramhall St, Portland, ME 04102-3175","6 Glen Cove Dr, Rockport, ME 04856","123 Medical Center Dr, Brunswick, ME 04011","181 Main St, Norway, ME 04268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402221119,Community-based university affiliated,Maine Medical Center,5,5,No,Yes,July,Yes,No,http://www.mmc.org/surgeryresidency,Not Available,"James F Whiting
MD
Maine Med Ctr
Dept of Surgery
22 Bramhall St
Portland, ME 04102
Tel: (207) 662-2515
Fax: (207) 662-6389
E-mail: whitij@mmc.org","Frederica  Jackson
BA
Maine Med Ctr
Dept of Surgery
22 Bramhall St
Portland, ME 04102-3175
Tel: (207) 662-2515
Fax: (207) 662-6389
E-mail: fjackson@mmc.org",4402221119,"Maine Med Ctr, Dept of Surgery, 22 Bramhall St, Portland, ME 04102","22 Bramhall St, Portland, ME 04102-3175",,,,,The Maine Medical Center is a tertiary care referral hospital for the entire state of Maine and eastern New Hampshire. Our residents are exposed to all the subspecialties without competition from fellows.,6,4,4,4,4,No,Yes,"Yes , Codes: 1236440P0,1236440C0",No,11/15/2020,12/3/2020 - 1/15/2021_11/1/2021 - 1/15/2022,9/15/2021,11/1/2021,No,50,No,No,3,No,Yes,220_245__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,39,0,0,0,39,0,25.6,1.7 to 1,80,16,1,No,Yes,86.5,10.4,3,46.9,53,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,4,20%,0%,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$60,155.00",21,5,"$62,777.00",21,5,"$66,020.00",21,5,"$68,814.00",21,5,"$71,807.00",21,5,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,(4 wks ),Yes,Yes,Yes,,,,,,,,0,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402521141,University-based,Michigan Medicine University of Michigan,5,7,Yes,Yes,June,Yes,No,http://www.um-surgery.org/,Not Available,"Paul G Gauger
MD
Michigan Med Univ of Michigan
2110 Taubman Ctr
1500 E Medical Center Dr
Ann Arbor, MI 48109
Tel: (734) 936-0231
Fax: (734) 936-5725
E-mail: pgauger@med.umich.edu","Janice W Davis
Michigan Med Univ of Michigan
2110 Taubman Ctr
1500 E Medical Center Dr
Ann Arbor, MI 48109-5346
Tel: (734) 936-5732
Fax: (734) 998-2564
E-mail: janiced@med.umich.edu",4402521141,"Michigan Med Univ of Michigan, 2110 Taubman Ctr, 1500 E Medical Center Dr, Ann Arbor, MI 48109","2600 Green Rd, Ann Arbor, MI 48109","2215 Fuller Rd, Ann Arbor, MI 48105","205 N East Ave, Jackson, MI 49201",,,,14,7,7,6,6,No,Yes,"Yes , Codes: 1293440P0,1293440C0",No,,-_11/19/2021 - 1/19/2022,10/15/2021,11/30/2021,No,80,No,No,3,No,Yes,240_240__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,No,No,37,14,0,0,37,14,32.4,0.9 to 1,80,28,1,Yes,Yes,100,0,0,43.4,56.5,Other for 11 month(s),0,Other for 10 month(s),10,Other for 11 month(s),32,Other for 11 month(s),32,Other for 11 month(s),46,4,15%,N/A,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$60,275.00",28,NGO,"$63,289.00",28,NGO,"$66,453.00",28,NGO,"$69,776.00",28,NGO,"$73,265.00",28,NGO,Yes,42,NGO,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Required,(96 wks ),No,No,Yes,,,Other for 11 month(s),Not Available,,,,,"$76,928.00",28,NGO,"$80,774.00",28,NGO,,,,,,,,
0,https://freida.ama-assn.org/program/4402500420,,,5,5,No,Yes,July,Yes,No,http://www.henryfordmacomb.com,Not Available,"Peter P Lopez
MD, MBA
Henry Ford Macomb Hosp
General Surgery Pgm
15855 19 Mile Rd
Clinton Township, MI 48038
Tel: (586) 263-2976
Fax: (586) 263-2975
E-mail: plopez1@hfhs.org","Antoinette  Hogan
BA
Henry Ford Macomb Hosp
General Surgery Pgm
15855 19 Mile Rd
Clinton Township, MI 48038
Tel: (586) 263-2976
Fax: (586) 263-2975
E-mail: ahogan4@hfhs.org",4402500420,"Henry Ford Macomb Hosp, General Surgery Pgm, 15855 19 Mile Rd, Clinton Township, MI 48038","15855 19 Mile Rd, Clinton Township, MI 48038","1101 W University Dr, Rochester, MI 48307-1831","6071 W Outer Dr, Detroit, MI 48235","2799 W Grand Blvd, Detroit, MI 48202-2608","3601 W 13 Mile Rd, Royal Oak, MI 48073-6769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75 Barclay Cir, Rochester Hills, MI 48307",,,,"595 Barclay Cir, Rochester Hills, MI 48307","One Children's Plaza, Dayton, OH 45404-1815",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402500415,Community-based,Beaumont Hospital-Dearborn,5,5,No,Yes,July,Yes,No,http://www.beaumont.org,Not Available,"Thomas  Siegel
MD
Beaumont Hosp-Dearborn
Med Education
18101 Oakwood Blvd
Dearborn, MI 48124
Tel: (313) 593-8660
Fax:
E-mail: thomas.siegel@beaumont.org","Jill E Balazsi
Beaumont Hosp-Dearborn
Med Education
18101 Oakwood Blvd
Dearborn, MI 48124
Tel: (313) 593-8660
Fax:
E-mail: jill.balazsi@beaumont.org",4402500415,"Beaumont Hosp-Dearborn, Med Education, 18101 Oakwood Blvd, Dearborn, MI 48124","3601 W 13 Mile Rd, Royal Oak, MI 48073","18101 Oakwood Blvd, Dearborn, MI 48123-2500","6071 W Outer Dr, Detroit, MI 48235","3601 W 13 Mile Rd, Royal Oak, MI 48073-6769","3901 Beaubien Blvd, Detroit, MI 48201-2196",,4,4,4,4,4,No,No,"Yes , Codes: 1978440C1",No,10/1/2020,11/2/2020 - 1/8/2021_11/1/2021 - 1/14/2022,8/1/2021,10/1/2021,Yes,40,No,No,3,Yes,Yes,220_220_500_500,Yes,210-225,Yes,Yes,541-600,Required,No,No,No,1,0,21,0,22,0,0,0.5 to 1,78,28,1,Yes,Yes,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,5,NGO,N/A,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$55,974.00",Not Available,Not Available,"$58,146.00",Not Available,Not Available,"$60,292.00",Not Available,Not Available,"$62,843.00",Not Available,Not Available,"$65,367.00",Not Available,Not Available,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Not available,,Yes,Yes,Yes,"5450 Fort St, Trenton, MI 48183",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402511145,Community-based university affiliated,Ascension St John Hospital,5,5,No,Yes,"June,July",Yes,No,http://www.sjhsurgery.com,Not Available,"Edhayan  Elango
MD
Ascension St John Hosp
PBI Ste 212
22151 Moross Rd
Detroit, MI 48236
Tel: (313) 343-7849
Fax: (313) 343-7091
E-mail: elango.edhayan@ascension.org","Holly M Siegert
Ascension St John Hosp
Dept of General Surgery
22101 Moross Rd
Detroit, MI 48236
Tel: (313) 343-7849
Fax: (313) 343-7091
E-mail: holly.siegert@ascension.org",4402511145,"Ascension St John Hosp, PBI Ste 212, 22151 Moross Rd, Detroit, MI 48236","22101 Morross Rd, Detroit, MI 48236-2172",,,,,,7,5,5,5,5,No,Yes,"Yes , Codes: 1915440C0,1915440P0",No,12/31/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/15/2021,12/31/2021,Yes,60,No,No,3,No,Yes,210_210__,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,Yes,15,0,2,0,17,0,20,0.5 to 1,80,28,1,No,,89.8,7.6,2.4,52.4,47.5,Every fifth night for 12 month(s),0,Every fifth night for 12 month(s),0,Every fifth night for 12 month(s),0,Every fifth night for 12 month(s),0,Every fifth night for week(s),52,8,5%,5%,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$53,532.00",21,7,"$54,084.00",21,7,"$54,636.00",21,7,"$56,173.00",21,7,"$59,837.00",21,7,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Not available,,No,No,Yes,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402512143,Community-based university affiliated,Henry Ford Hospital,5,5,No,Yes,June,Yes,No,https://www.henryford.com/hcp/med-ed/residencies-fellowships/hfh/surgery,Not Available,"Ann  Woodward
MD
Henry Ford Hosp
General Surgery Pgm
2799 W Grand Blvd
Detroit, MI 48202
Tel: (313) 916-3056
Fax: (313) 916-5811
E-mail: awoodwa1@hfhs.org","Grace A Pacini
Henry Ford Hosp
General Surgery Pgm
2799 W Grand Blvd
Detroit, MI 48202
Tel: (313) 916-3056
Fax: (313) 916-5811
E-mail: gpacini1@hfhs.org",4402512143,"Henry Ford Hosp, General Surgery Pgm, 2799 W Grand Blvd, Detroit, MI 48202","2799 W Grand Blvd, Detroit, MI 48202-2608","3901 Beaubien Blvd, Detroit, MI 48201-2196",,,,"A 15,000 square foot simulation center is one of the largest in the world. We also offer a microsurgery course. We are a Level 1 trauma center. We are an FLS and FES training and testing center. All residents complete ATLS and ACLS/BLS courses.",8,6,6,6,6,No,Yes,"Yes , Codes: 1300440C0,1300440P0",No,12/1/2020,11/7/2020 - 1/9/2021_11/6/2021 - 1/8/2022,9/15/2021,12/1/2021,Yes,58,No,No,3,No,Yes,200_200__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,68,0,0,0,68,0,29.4,2.1 to 1,75,28,1,Yes,,70.5,29.4,0,38.4,61.5,Every third night for 1 month(s),0,Every fourth night for 4 month(s),8,Every fourth night for 6 month(s),4,Every fourth night for 4 month(s),16,Every fourth night for 4 month(s),26,4,15%,0%,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$57,259.00",28,NGO,"$59,391.00",28,NGO,"$61,524.00",28,NGO,"$63,656.00",28,NGO,"$65,789.00",28,NGO,Yes,178,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Not available,,Yes,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,
