,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Intro,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Year 4,,Night float system (Residents participate during first year)
0,https://freida.ama-assn.org/program/1804813163,4,4,No,Yes,"July,January",Yes,No,https://www.ttuhsc.edu/medicine/neurology/residency/default.aspx,Not Available,"John C DeToledo
MD
Texas Tech Univ HSC Lubbock
Dept of Neurology Stop 8321
3601 4th St
Lubbock, TX 79430
Tel: (806) 743-3832
Fax: (806) 743-2974
E-mail: john.detoledo@ttuhsc.edu","Jennifer L Fry
BBA
Texas Tech Univ HSC Lubbock
Dept of Neurology Stop 8321
3601 4th St
Lubbock, TX 79430
Tel: (806) 743-3832
Fax: (806) 743-2974
E-mail: jennifer.fry@ttuhsc.edu",1804813163,"Texas Tech Univ HSC Lubbock, Dept of Neurology Stop 8321, 3601 4th St, Lubbock, TX 79430","3601 4th St, Lubbock, TX 79430-6211","3615 19th St, Lubbock, TX 79410","602 Indiana Ave, Lubbock, TX 79417-5980",,,,,,,,,,,University-based,Texas Tech University Health Sciences Center at Lubbock,4,4,4,No,Yes,"Yes , Codes: 2973180C0",No,11/30/2020,11/2/2020 - 1/22/2021_10/1/2021 - 1/21/2022,9/13/2021,11/30/2021,Yes,40,No,No,3,No,Yes,192_209_400_400,Yes,210-225,Yes,Yes,501-540,Not required,Yes,No,No,6,2,1,0,7,2,33.3,0.4 to 1,65,12,1,No,No,4.4,95.5,0.0,33.3,66.6,N/A,0,N/A,44,N/A,22,N/A,14,3,10%,N/A,"$55,536.00",15,12,"$56,792.00",15,12,"$58,585.00",20,12,"$60,377.00",20,12,No,27,84,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Optional,Yes,Yes,No,4,,
0,https://freida.ama-assn.org/program/1804821112,4,4,No,Yes,"July,August,January,Negotiable",Yes,No,http://www.uthscsa.edu/neurology,Not Available,"Michael L Palm
MD
Univ of Texas HSC San Antonio
Dept of Neurology MSC 7883
7703 Floyd Curl Dr
San Antonio, TX 78229
Tel: (210) 450-0500
Fax: (210) 562-9366
E-mail: palm@uthscsa.edu","Khalilah  Harmon
MBA
Univ of Texas HSC San Antonio
Dept of Neurology MSC 7883
7703 Floyd Curl Dr
San Antonio, TX 78229
Tel: (210) 450-0538
Fax: (210) 562-9366
E-mail: harmonk@uthscsa.edu",1804821112,"Univ of Texas HSC San Antonio, Dept of Neurology MSC 7883, 7703 Floyd Curl Dr, San Antonio, TX 78229","7703 Floyd Curl Dr, San Antonio, TX 78229-3900","4502 Medical Dr, San Antonio, TX 78229-4493","7400 Merton Minter Blvd, San Antonio, TX 78284-5799","7979 Wurzbach, San Antonio, TX 78229","7930 Floyd Curl Dr, San Antonio, TX 78229","8300 Floyd Curl Dr, San Antonio, TX 78229","An expanding and enthusiastic program that provides residents with well-rounded training experiences in the University and VA Hospitals and clinics. San Antonio, located near the Texas Hill Country, is one of the fastest growing areas of the country, yet maintains an affordable cost of living.","7700 Floyd Curl Dr, San Antonio, TX 79229",,,,,,University-based,University Hospital,7,7,7,No,No,"Yes , Codes: 1722180C0",No,12/31/2020,11/2/2020 - 1/22/2021_10/11/2021 - 1/14/2022,9/1/2021,12/31/2021,Yes,106,No,No,3,No,Yes,200__450_,No,226-235,Yes,No,450-500,"Desired, with some exceptions",Yes,No,No,44,5,0,0,44,5,43.1,1.5 to 1,60,16,1,No,,36.9,57.7,5.3,49.4,50.5,N/A,0,Every eleventh night or more for 6 month(s),0,Every eleventh night or more for 7 month(s),0,Every eleventh night or more for 8 month(s),Not Available,8,20%,20%,"$54,141.00",15,10,"$55,632.00",15,10,"$57,422.00",15,10,"$59,435.00",15,10,Yes,31,120,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,7,,Yes
0,https://freida.ama-assn.org/program/1804800167,4,4,No,Yes,July,Yes,No,https://bit.ly/2Y2SNUH,Not Available,"George  Creel
MD
Baylor Scott & White Clinic-Temple
Brindley Circle East 5th Fl
2401 S 31st St
Temple, TX 76508
Tel: (254) 724-4179
Fax: (254) 724-5779
E-mail: george.creel@bswhealth.org","Randal  Degner
Baylor Scott & White Clinic-Temple
Brindley Circle East 5th Fl
2401 S 31st St
Temple, TX 76508
Tel: (254) 724-4472
Fax:
E-mail: randal.degner@bswhealth.org",1804800167,"Baylor Scott & White Clinic-Temple, Brindley Circle East 5th Fl, 2401 S 31st St, Temple, TX 76508","2401 S 31st St, Temple, TX 76508-0001",,,,,,"Training will be clinically focused, taught by enthusiastic, stellar faculty who specialize in vascular disorders, neuromuscular disorders, epilepsy, headache, demyelinating disorders, movement disorders and general neurology. Inpatient consult services are very busy as are general and subspecialty clinics, EMG/EEG labs.",,,,,,,Community-based university affiliated,Texas A&M College of Medicine-Scott and White Medical Center,2,2,2,No,Yes,"Yes , Codes: 1725180C0",No,9/30/2020,10/15/2020 - 12/17/2020_10/14/2021 - 12/16/2021,9/15/2021,9/30/2021,Yes,35,No,No,3,No,Yes,220_220_445_460,Yes,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,17,5,0,0,17,5,47.0,2.1 to 1,60,24,1.5,No,No,44.4,22.2,33.3,50.0,50.0,N/A,NGO,N/A,NGO,N/A,NGO,,,5,50%,N/A,Not Available,15,13,"$52,983.00",15,13,"$54,440.00",15,13,"$55,676.00",15,13,Yes,15,Not Available,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Optional,No,No,Yes,2,,
0,https://freida.ama-assn.org/program/1804921113,3,3,No,Yes,July,Yes,No,http://medicine.utah.edu/neurology/,Not Available,"Jana  Wold
MD
Univ of Utah Health
Dept of Neurology CNC 175
175 N Medical Dr
Salt Lake City, UT 84132
Tel: (801) 585-5405
Fax: (801) 581-4192
E-mail: jana.wold@hsc.utah.edu","Carol  Wall
Univ of Utah Health
Dept of Neurology CNC 175
175 N Medical Dr
Salt Lake City, UT 84132-2305
Tel: (801) 585-5405
Fax: (801) 581-4192
E-mail: neuro.residency@hsc.utah.edu",1804921113,"Univ of Utah Health, Dept of Neurology CNC 175, 175 N Medical Dr, Salt Lake City, UT 84132","50 N Medical Dr, Salt Lake City, UT 84132","100 N Mario Capecchi Dr, Salt Lake City, UT 84113","500 Foothill Dr, Salt Lake City, UT 84148-0001",,,,,,,,,,,University-based,University of Utah Health,8,8,8,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1732180C0",No,12/1/2020,11/1/2020 - 1/31/2021_10/20/2021 - 1/15/2022,9/15/2021,11/15/2021,No,70,No,No,3,No,Yes,200_200__,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,48,1,3,0,51,1,35.4,2.0 to 1,60,15,1.5,Yes,,84.0,10.7,5.2,37.7,62.2,N/A,5,N/A,5,N/A,5,,,6,10%,N/A,,,,"$63,315.00",15,NGO,"$65,697.00",15,NGO,"$68,627.00",15,NGO,No,15,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Optional,No,No,No,,,Yes
0,https://freida.ama-assn.org/program/1805111115,4,4,No,Yes,July,Yes,No,https://med.virginia.edu/neurology/,Not Available,"Nicole  Chiota-McCollum
MD, MEd
Univ of Virginia Health System
Dept of Neurology
PO Box 800394
Charlottesville, VA 22908
Tel: (434) 924-2783
Fax: (434) 982-1726
E-mail: nac3d@hscmail.mcc.virginia.edu","Neil A Reddy
BA
Univ of Virginia Health System
Dept of Neurology
PO Box 800394
Charlottesville, VA 22908
Tel: (434) 982-3839
Fax: (434) 982-1726
E-mail: nar6v@virginia.edu",1805111115,"Univ of Virginia Health System, Dept of Neurology, PO Box 800394, Charlottesville, VA 22908","4012 McKim Hall, Charlottesville, VA 22908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1805121116,3,3,No,Yes,July,Yes,No,,Not Available,"Jonathan  Snider
MD
VCU Health System
PO Box 980599
1101 E Marshall St
Richmond, VA 23298
Tel: (804) 828-9583
Fax: (804) 828-6373
E-mail: neurores@vcu.edu","Jennifer C Rew
MEd
VCU Health System
PO Box 980599 Rm 6-005
1101 E Marshall St
Richmond, VA 23298-0599
Tel: (804) 828-9583
Fax: (804) 828-6373
E-mail: neurores@vcu.edu",1805121116,"VCU Health System, PO Box 980599, 1101 E Marshall St, Richmond, VA 23298","PO Box 980549, Richmond, VA 23298-0549","1201 Broad Rock Rd, Richmond, VA 23249","PO Box 980510, Richmond, VA 23298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1805100117,4,4,No,Yes,July,Yes,No,https://www.carilionclinic.org/neurology-residency,Not Available,"Soundarya  Gowda
MD
Carilion Clinic-Virginia Tech Carilion
Neurology Pgm
3 Riverside Circle
Roanoke, VA 24016
Tel:
Fax:
E-mail: sngowda@carilionclinic.org","Erin  Kerr
Carilion Clinic-Virginia Tech Carilion
Neurology Pgm
3 Riverside Circle
Roanoke, VA 24016
Tel: (540) 526-1158
Fax:
E-mail: ewkerr@carilionclinic.org",1805100117,"Carilion Clinic-Virginia Tech Carilion, Neurology Pgm, 3 Riverside Circle, Roanoke, VA 24016","2 Riverside Circle, Roanoke, VA 24016","1906 Belleview St, Roanoke, VA 24014","1970 Roanoke Blvd, Salem, VA 24153-6483",,,,,,,,,,,University-based,Carilion Clinic-Virginia Tech Carilion School of Medicine,3,3,3,No,Yes,"Yes , Codes: 1748180C0",No,10/30/2020,11/2/2020 - 12/31/2020_10/15/2021 - 12/31/2021,9/1/2021,10/31/2021,Yes,50,No,No,3,No,Yes,210_210_500_500,Yes,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,14,2,0,0,14,2,14.2,1.1 to 1,57,16,1.5,No,,0.0,100.0,0.0,38.5,61.4,N/A,0,N/A,NGO,N/A,NGO,N/A,NGO,4,30%,N/A,"$54,325.00",20,NGO,"$56,470.00",20,NGO,"$58,165.00",20,NGO,"$60,056.00",20,NGO,Yes,150,NGO,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Optional,No,No,Yes,3,,Yes
0,https://freida.ama-assn.org/program/1805011114,4,4,No,Yes,July,Yes,No,https://www.uvmhealth.org/gme/Pages/Residencies/neurology.aspx,Not Available,"Alissa  Thomas
MD
Univ of Vermont Med Ctr
Dept of Neurological Sciences Given D401
89 Beaumont Ave
Burlington, VT 05405
Tel: (802) 656-8982
Fax:
E-mail: alissa.thomas@uvmhealth.org","Deborah  Fay
Univ of Vermont Med Ctr
Dept of Neurological Sciences Given D401
89 Beaumont Ave
Burlington, VT 05405
Tel: (802) 656-5175
Fax:
E-mail: deborah.fay@med.uvm.edu",1805011114,"Univ of Vermont Med Ctr, Dept of Neurological Sciences Given D401, 89 Beaumont Ave, Burlington, VT 05405","111 Colchester Ave, Burlington, VT 05401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1805421117,3,3,No,Yes,July,Yes,No,http://www.neurology.washington.edu,Not Available,"Patricia  Oakes
MD, JD
Univ of Washington Sch of Med
Box 356465
1959 NE Pacific St
Seattle, WA 98195
Tel: (206) 685-1281
Fax: (206) 685-8100
E-mail: poakes@u.washington.edu","Stella  White
Univ of Washington Sch of Med
Box 356465
1959 NE Pacific St
Seattle, WA 98195
Tel: (206) 685-1281
Fax: (206) 685-8100
E-mail: stellad@uw.edu",1805421117,"Univ of Washington Sch of Med, Box 356465, 1959 NE Pacific St, Seattle, WA 98195","850 Republican St, Seattle, WA 98109","1959 NE Pacific St, Seattle, WA 98195","4800 Sand Point Way NE, Seattle, WA 98105","1660 S Columbian Way, Seattle, WA 98108","325 Ninth Ave, Seattle, WA 98104-2499",,"Global health certification program, library resources, Life After Residency seminar, finance/loans seminars, Housestaff Quality & Safety Council, Wellness Service, Network of Underrepresented Residents and Fellows, Safe Ride Home program, free confidential counselling, learning specialist, transportation allowance, childcare fund, transportation incentive, Master in Public Health. Parking is free at some of the rotation sites.",,,,,,,University-based,University of Washington Medical Center-Montlake,8,8,8,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1918180C0",No,11/30/2020,11/20/2020 - 1/22/2021_10/29/2021 - 1/14/2022,9/15/2021,10/31/2021,Yes,82,No,No,4,No,Yes,190___,No,226-235,No,No Answer,No Answer,"Desired, with some exceptions",Yes,No,No,83,3,0,0,83,3,43.3,3.4 to 1,58,28,1.5,Yes,Yes,89.0,7.8,3.1,56.0,43.9,Every fourth night for 16 week(s),20,Every seventh night for 8 week(s),16,Every seventh night for 8 week(s),Not Available,,,2,25%,N/A,,,,"$62,940.00",24,17,"$65,532.00",24,17,"$68,340.00",24,17,No answer,NGO,NGO,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,
0,https://freida.ama-assn.org/program/1805421138,4,4,No,No,"June,July",No,Yes,https://sp2010.madigan.health.mil/public/erd/GME/SitePages/Home.aspx,Not Available,"Russ P Henriet
DO
Madigan Army Med Ctr
Neurology Service MCHJ-CLM-N
9040A Jackson Ave
Tacoma, WA 98431
Tel: (253) 968-1399
Fax: (253) 968-0443
E-mail: sharon.m.buckler.civ@mail.mil","Sharon M Buckler
Madigan Army Med Ctr
Neurology Service Attn MCHJ-CLM-N
9040A Jackson Ave
Tacoma, WA 98381-1100
Tel: (253) 968-1399
Fax: (253) 968-0443
E-mail: sharon.m.buckler.civ@mail.mil",1805421138,"Madigan Army Med Ctr, Neurology Service MCHJ-CLM-N, 9040A Jackson Ave, Tacoma, WA 98431","9040 Jackson Ave, Tacoma, WA 98431","1959 NE Pacific St, Seattle, WA 98195","325 Ninth Ave, Seattle, WA 98104-2499","747 Broadway, Seattle, WA 98122-4307","317 S K St, Tacoma, WA 98415-0299","400 S 43rd St, Renton, WA 98055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1805621119,4,4,No,Yes,June,Yes,No,http://www.neurology.wisc.edu,Not Available,"Justin A Sattin
MD
Univ of Wisconsin Hosp and Clinics
Neurology Pgm
1685 Highland Ave
Madison, WI 53705
Tel: (608) 265-4300
Fax: (608) 263-0412
E-mail: sattin@neurology.wisc.edu","Sara M Nagel
BS
Univ of Wisconsin Hosp and Clinics
Med Foundation Centennial Bldg
1685 Highland Ave
Madison, WI 53705
Tel: (608) 265-4300
Fax: (608) 263-0412
E-mail: residency@neurology.wisc.edu",1805621119,"Univ of Wisconsin Hosp and Clinics, Neurology Pgm, 1685 Highland Ave, Madison, WI 53705","600 Highland Ave, Madison, WI 53792","2500 Overlook Terrace, Madison, WI 53705",,,,,"Wisconsin's history includes the fact that one of the AAN's founders, the late Dr. Francis Forster, was our former chair. He treated President Eisenhower and testified in the murder trial of Jack Ruby. We still consider ourselves an ""old school"" program in that we continue to emphasize traditional neurological case formulation and eschew over-reliance on ancillary testing. Our department, is tightly-knit, and Madison is a very special place to live.",,,,,,,University-based,University of Wisconsin Hospitals and Clinics,5,5,5,No,Yes,"Yes , Codes: 1779180C0",No,10/31/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/1/2021,10/31/2021,Yes,70,No,No,3,No,Yes,215___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,41,0,1,0,42,0,48.7,2.0 to 1,55,24,1.9,Yes,Yes,52.2,45.9,1.7,55.4,44.5,N/A,0,N/A,0,N/A,0,N/A,Not Available,5,15%,N/A,"$60,090.00",15,7,"$62,128.00",15,7,"$64,562.00",15,7,"$67,461.00",15,7,Yes,180,NGO,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Optional,Yes,Yes,Yes,5,,
0,https://freida.ama-assn.org/program/1805621120,4,4,No,Yes,"July,Negotiable",Yes,No,https://www.mcw.edu/departments/neurology/education,Not Available,"Chad  Carlson
MD
Froedtert Hosp
Dept of Neurology
8701 Watertown Plank Rd
Milwaukee, WI 53226
Tel: (414) 955-0623
Fax:
E-mail: ccarlson@mcw.edu","Ashlie  Schaffner
Med Coll of Wisconsin
Dept of Neurology
8701 Watertown Plank Rd
Milwaukee, WI 53226
Tel: (414) 955-0623
Fax: (414) 955-0077
E-mail: aschaffner@mcw.edu",1805621120,"Froedtert Hosp, Dept of Neurology, 8701 Watertown Plank Rd, Milwaukee, WI 53226","8701 W Watertown Plank Rd, Milwaukee, WI 53226","9200 W Wisconsin Ave, Milwaukee, WI 53226","9000 W Wisconsin Ave, Milwaukee, WI 53201","5000 W National Ave, Milwaukee, WI 53295-1000",,,"Our residents learn inpatient and outpatient neurology to prepare for careers ranging from solo general neurology to subspecialty academic neurology. An Academic Half Day provides a structured curriculum across the 3 primary neurology years. Our location in Milwaukee allows trainees to live in an urban, suburban, or rural environment with professional sports, world class cultural institutions, natural surroundings with four distinct seasons, and a vibrant community all within easy reach.",,,,,,,University-based,Froedtert Hospital,6,5,6,No,Yes,"Yes , Codes: 1784180C0",No,12/31/2020,11/2/2020 - 1/29/2021_11/1/2021 - 1/31/2022,9/15/2021,12/31/2021,No,100,No,No,3,No,Yes,___,No,No Answer,No,No,No Answer,Not required,Yes,Yes,No,49,13,0,0,49,13,26.5,2.2 to 1,70,12,1,No,Yes,26.0,49.8,24.1,33.8,66.1,Two times per week for week(s),4,Two times per week for week(s),12,Two times per week for week(s),NGO,Two times per week for week(s),NGO,5,15%,0%,"$61,970.00",15,10,"$63,060.00",15,10,"$64,170.00",15,10,"$65,270.00",15,10,Yes,20,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,5,,
0,https://freida.ama-assn.org/program/1805500119,3,3,No,Yes,July,Yes,No,http://jcesom.marshall.edu/residents-fellows/programs/neurology/,Not Available,"Justin M Nolte
MD
Marshall Univ Edwards Sch of Med
Ste B500
1600 Medical Center Dr
Huntington, WV 25701
Tel: (304) 691-1787
Fax: (304) 691-8711
E-mail: nolte1@marshall.edu","Amanda  Jones
BA
Marshall Univ Edwards Sch of Med
Ste B500
1600 Medical Center Dr
Huntington, WV 25701
Tel: (304) 691-1751
Fax: (304) 691-8711
E-mail: cartmel1@marshall.edu",1805500119,"Marshall Univ Edwards Sch of Med, Ste B500, 1600 Medical Center Dr, Huntington, WV 25701","1600 Medical Center Dr, Huntington, WV 25701-3655","1340 Hal Greer Blvd, Huntington, WV 25701-0195","2900 First Ave, Huntington, WV 25702-1271","1540 Spring Valley Dr, Huntington, WV 25704-9300","1600 Medical Center Dr, Huntington, WV 25701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
