,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Participant 5,Intro,,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Program best described as,Primary teaching site,Night float system (Residents participate during first year),Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 7,,,
0,https://freida.ama-assn.org/program/4003621171,4,4,No,Yes,Negotiable,Yes,No,https://www.wakehealth.edu/Specialty/p/Psychiatry-and-Behavioral-Medicine,Not Available,"Patrick H Harmon
MD
Wake Forest Sch of Med
Dept of Psychiatry and Behavioral Health
Medical Center Blvd
Winston-Salem, NC 27157
Tel: (336) 716-4551
Fax:
E-mail: pharmon@wakehealth.edu","Sheila A Leach
Wake Forest Sch of Med
Dept of Psychiatry and Behavioral Health
Medical Center Blvd
Winston-Salem, NC 27157
Tel: (336) 716-3601
Fax: (336) 716-0282
E-mail: saleach@wakehealth.edu",4003621171,"Wake Forest Sch of Med, Dept of Psychiatry and Behavioral Health, Medical Center Blvd, Winston-Salem, NC 27157","Medical Center Blvd, Winston-Salem, NC 27157-1052","1601 Brennan Ave, Salisbury, NC 28144",,,,,,Residents will only take psychiatry call. The program recommend to all applicants to refer to the North Carolina Medical Board website to review requirements for a residency training license.,NGO (wks),7,7,7,7,No,No,"Yes , Codes: 1537400C0,1537400R0",Yes,12/31/2020,11/6/2020 - 2/5/2021_10/29/2021 - 2/4/2022,9/15/2021,12/31/2021,Yes,82,No,No,3,No,Yes,220_210_500_500,Yes,210-225,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,11,4,2,1,13,5,45.4,0.4 to 1,70,16,1.5,Yes,,71.7,17.9,10.3,46.3,53.6,Other for 12 month(s),NGO,Other for 12 month(s),NGO,Other for 12 month(s),NGO,Other for 12 month(s),NGO,4,40%,15%,"$54,158.00",15,5,"$55,881.00",15,5,"$57,700.00",15,5,"$60,526.00",15,5,Yes,30,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Required,Yes,Yes,Yes,University-based,Wake Forest Baptist Medical Center,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003721251,4,4,No,Yes,"July,Negotiable",Yes,No,http://www.med.und.edu/psychiatry-and-behavioral-science/,Not Available,"Robert  Olson
MD
Univ of North Dakota Sch of Med
Dept of Psychiatry & Behavioral Science
1919 N Elm St
Fargo, ND 58102
Tel: (701) 293-4113
Fax: (701) 293-4109
E-mail: robert.joseph.olson@und.edu","Debra L Walker
Univ of North Dakota Sch of Med
Dept of Psychiatry & Behavioral Science
1919 N Elm St
Fargo, ND 58102
Tel: (701) 293-4113
Fax: (701) 293-4109
E-mail: debra.walker@und.edu",4003721251,"Univ of North Dakota Sch of Med, Dept of Psychiatry & Behavioral Science, 1919 N Elm St, Fargo, ND 58102","501 N Columbia Rd, Grand Forks, ND 58202-9037","720 N Fourth St, Fargo, ND 58122","126 E Alcott Ave, Fergus Falls, MN 56537","2101 N Elm St, Fargo, ND 58102","2624 9th Ave SW, Fargo, ND 58103-2350","3201 Fiechtner Dr S, Fargo, ND 58103","2605 Circle Dr, Jamestown, ND 58401","Residency includes telemedicine and rural outreach components, clozapine clinic and eating disorders rotation.",,6,6,6,6,No,No,"Yes , Codes: 1539400C0",No,11/1/2020,10/26/2020 - 1/22/2021_10/25/2021 - 1/21/2022,9/15/2021,11/1/2021,No,40,No,No,3,No,Yes,192_209_400_400,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,29,16,0,6,29,22,37.9,1.2 to 1,54,24,1.6,Yes,No,29.4,61.4,9,62.5,37.4,Every eleventh night or more for 8 week(s),0,Other for 12 month(s),NGO,Other for 12 month(s),NGO,N/A,Not Available,5,NGO,N/A,"$59,575.00",15,12,"$61,721.00",15,12,"$63,942.00",15,12,"$66,244.00",15,12,No answer,27,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,Community-based university affiliated,Sanford Medical Center Fargo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003000117,4,4,No,Yes,July,Yes,No,https://www.unmc.edu/psychiatry/residency/,Not Available,"Daniel E Gih
MD
Univ of Nebraska Med Ctr
Psychiatry Pgm
985575 Nebraska Med Ctr
Omaha, NE 68198-5575
Tel: (402) 552-6074
Fax: (402) 559-9232
E-mail: daniel.gih@unmc.edu","Ellie  Rashid
Univ of Nebraska Med Ctr
Psychiatry Pgm
985575 Nebraska Med Ctr
Omaha, NE 68198
Tel:
Fax:
E-mail: psychresidency@unmc.edu",4003000117,"Univ of Nebraska Med Ctr, Psychiatry Pgm, 985575 Nebraska Med Ctr, Omaha, NE 68198-5575","984285 Nebraska Med Ctr, Omaha, NE 68198-4285","4001 Leavenworth St, Omaha, NE 68105","4101 Woolworth Ave, Omaha, NE 68105-3012","987400 Nebraska Med Ctr, Omaha, NE 68198-7400","4102 Woolworth Ave, Omaha, NE 68105","601 W Leota St, North Platte, NE 69103","415 South 25th Ave, Omaha, NE 68131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003021116,4,4,No,Yes,"July,Negotiable",Yes,No,https://medschool.creighton.edu/psychiatry/residencyprogram/,Not Available,"Jyotsna S Ranga
MD
CHI Health Creighton Univ-Bergan Mercy
Education Bldg Ste 601
7710 Mercy Rd
Omaha, NE 68124
Tel: (402) 280-4195
Fax: (402) 280-1184
E-mail: jyotsnaranga@creighton.edu","Adrienne E Van Winkle
CHI Health Creighton Univ-Bergan Mercy
Education Bldg Ste 601
7710 Mercy Rd
Omaha, NE 68124-2370
Tel: (402) 280-4195
Fax: (402) 280-1184
E-mail: avanwink@creighton.edu",4003021116,"CHI Health Creighton Univ-Bergan Mercy, Education Bldg Ste 601, 7710 Mercy Rd, Omaha, NE 68124","2500 California Plaza, Omaha, NE 68178","415 South 25th Ave, Omaha, NE 68131","6901 N 72nd St, Omaha, NE 68122","4101 Woolworth Ave, Omaha, NE 68105-3012","987400 Nebraska Med Ctr, Omaha, NE 68198-7400","601 N 30th St, Omaha, NE 68131-2197","515 S 26st St, Omaha, NE 68105","Telepsychiatry training and experience in rural areas is available. PGY2 residents complete a month of inpatient telehealth with the site in North Platte, NE. Two PGY III residents have a year-long continuity clinic with our rural site in Kearney, NE. Parental leave, four weeks of paid leave not counted as sick or vacation time. Must meet eligibility requirement of having worked for the university for one year, thus PGY1 not eligible until they advance to PGY2.",,6,6,9,9,No,No,"Yes , Codes: 3155400C0",No,10/31/2020,10/26/2020 - 1/15/2021_10/26/2021 - 1/15/2022,10/21/2021,10/31/2021,Yes,65,No,No,3,No,Yes,220_220_420_420,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,34,3,0,0,34,3,47,1.1 to 1,50,16,1.5,Yes,No,70.6,10.7,18.5,42.5,57.4,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,6,25%,N/A,"$59,079.00",20,14,"$61,529.00",20,14,"$63,978.00",20,14,"$66,121.00",20,14,Yes,79,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,No,Community-based university affiliated,Lasting Hope Recovery Center,,"3528 Dodge St, Omaha, NE 68131",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003221117,4,4,No,Yes,"June,July",Yes,No,http://gme.dartmouth-hitchcock.org/adult_psych,Not Available,"Gillian  Sowden
MD
Dartmouth-Hitchcock Med Ctr
Dept of Psychiatry
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 650-5508
Fax: (603) 650-9440
E-mail: gillian.l.sowden@hitchcock.org","Jennifer M O'Keeffe
BA
Dartmouth-Hitchcock Med Ctr
Dept of Psychiatry
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 650-5508
Fax: (603) 650-5842
E-mail: jennifer.m.o'keeffe@hitchcock.org",4003221117,"Dartmouth-Hitchcock Med Ctr, Dept of Psychiatry, 1 Medical Center Dr, Lebanon, NH 03756","1 Medical Center Dr, Lebanon, NH 03756-0001","9 Hanover St, Lebanon, NH 03766","140 North St, Claremont, NH 03743","36 Clinton St, Concord, NH 03301","64 Main St, Keene, NH 03431","163 Veterans Dr, White River Junction, VT 05009",,,,9,9,8,6,No,No,"Yes , Codes: 1377400C0,1377400C1,1377400C2",No,11/1/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/15/2021,11/1/2021,Yes,120,No,No,3,No,No,__500_500,No,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,Yes,43,28,0,0,43,28,41.8,1.3 to 1,65,24,1.5,Yes,Yes,93.2,5.6,1,29.5,70.4,Once per week for 8 month(s),0,N/A,NGO,Every eleventh night or more for 12 month(s),NGO,Every eleventh night or more for 12 month(s),Not Available,5,NGO,N/A,"$57,319.00",17,90,"$59,454.00",17,90,"$61,903.00",17,90,"$64,560.00",17,90,Yes,90,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,University-based,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003300302,4,4,No,Yes,July,Yes,No,http://www.oceanmedicalcenter.com/OMC/forhealthprofessionals/,Not Available,"Ramon  Solhkhah
MD
Ocean Med Ctr
Psychiatry Pgm Admin Ste
425 Jack Martin Blvd
Brick, NJ 08724
Tel: (732) 776-4930
Fax: (732) 776-4929
E-mail: ramon.solhkhah@hackensackmeridian.org","RoseAnn P Lora
Ocean Med Ctr
Psychiatry Pgm Admin Ste
425 Jack Martin Blvd
Brick, NJ 08724
Tel: (732) 295-6549
Fax: (732) 295-6202
E-mail: roseann.lora@hackensackmeridian.org",4003300302,"Ocean Med Ctr, Psychiatry Pgm Admin Ste, 425 Jack Martin Blvd, Brick, NJ 08724","425 Jack Martin Blvd, Brick, NJ 08724","1945 Corlies Ave, Neptune, NJ 07753","35 Beaverson Rd, Brick, NJ 08723","190 Jack Martin Blvd, Brick, NJ 08724","1500 Rte 88, Brick, NJ 08724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003321255,4,4,No,Yes,"June,July",Yes,No,http://www.cooperhealth.edu/residencies/psychiatry,Not Available,"Karim W Ghobrial-Sedky
MD
Cooper Univ Hosp
Dept of Psychiatry 3rd Fl
401 Haddon Ave
Camden, NJ 08103
Tel: (856) 757-7853
Fax: (856) 757-9651
E-mail: rile-viktoria@cooperhealth.edu","Viktoria  Rile
Cooper Univ Hosp
Dept of Psychiatry 3rd Fl
401 Haddon Ave
Camden, NJ 08103
Tel: (856) 757-7853
Fax: (856) 757-9651
E-mail: rile-viktoria@cooperhealth.edu",4003321255,"Cooper Univ Hosp, Dept of Psychiatry 3rd Fl, 401 Haddon Ave, Camden, NJ 08103","One Cooper Plaza, Camden, NJ 08103-1489","1925 Pacific Ave, Atlantic City, NJ 08401","1770 Mt Ephraim Ave, Camden, NJ 08104","6103 Westfield Ave, Pannsauken, NJ 08110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003300001,4,4,Yes,Yes,July,No,No,,Not Available,"Sarabjit  Singh
MD
St Clare's Behavioral Health
Psychiatry Pgm
50 Morris Ave
Denville, NJ 07834
Tel: (973) 365-4749
Fax:
E-mail: sarabjitsingh@primehealthcare.com","Oluwatosin A Odefemi
EdD, MBA
St Clare's Behavioral Health
Psychiatry Pgm
50 Morris Ave
Denvilel, NJ 07834
Tel: (973) 365-4749
Fax:
E-mail: todefemi@gmail.com",4003300001,"St Clare's Behavioral Health, Psychiatry Pgm, 50 Morris Ave, Denville, NJ 07834","350 Boulevard, Passaic, NJ 07055","50 Morris Ave, Denville, NJ 07834","25 Pocono Rd, Denville, NJ 07834","350 Boulevard, Passaic, NJ 07055","765 E Rte 70, Marlton, NJ 08853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003312300,4,4,Yes,Yes,July,Yes,No,http://njms.rutgers.edu,Not Available,"Rehan  Malik
MD
Trinitas Regional Med Ctr
Psychiatry Pgm
655 E Jersey St
Elizabeth, NJ 07206
Tel: (908) 994-7207
Fax: (908) 994-7503
E-mail: ehalkias@trinitas.org","Eva V Halkias
Trinitas Regional Med Ctr
Psychiatry Pgm
655 E Jersey St
Elizabeth, NJ 07206
Tel: (908) 994-7207
Fax: (908) 994-7503
E-mail: ehalkias@trinitas.org",4003312300,"Trinitas Regional Med Ctr, Psychiatry Pgm, 655 E Jersey St, Elizabeth, NJ 07206","65 Bergen St, Newark, NJ 07103","225 Williamson St, Elizabeth, NJ 07207-0696","65 James St, Edison, NJ 08818-3059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003300301,,,No,No,,,,,,,,,,,,,,,,,,Not Available_Not Available_Not Available_No_No_Not Available_Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003300303,4,4,No,Yes,July,Yes,No,https://www.hackensackmeridianhealth.org/,Not Available,"Stacy J Doumas
MD
Jersey Shore Univ Med Ctr
Dept of Psychiatry Rosa Pavilion
1945 State Rte 33
Neptune, NJ 07753
Tel: (732) 776-4930
Fax: (732) 776-4929
E-mail: stacy.doumas@hackensackmeridian.org","Danette  Meyer
MS
Jersey Shore Univ Med Ctr
Dept of Psychiatry Rosa Pavilion
1945 State Rte 33
Neptune, NJ 07753
Tel: (732) 776-3712
Fax: (732) 361-9101
E-mail: danette.meyer@hackensackmeridian.org",4003300303,"Jersey Shore Univ Med Ctr, Dept of Psychiatry Rosa Pavilion, 1945 State Rte 33, Neptune, NJ 07753","1945 Corlies Ave, Neptune, NJ 07753","1944 State Rte 33, Neptune, NJ 07753","22 Court St, Freehold, NJ 07728","27 S Cooks Bridge Rd, Jackson, NJ 08527",,,,,NGO (wks),4,4,4,4,No,No,Yes,No,12/15/2020,10/19/2020 - 1/22/2021_10/15/2021 - 1/15/2022,10/1/2021,12/15/2021,No,96,No,No,3,No,Yes,210_205_450_450,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,19,5,1,0,20,5,47.3,1.2 to 1,50,14,1.5,No,,,,,,,Other for 3 month(s),0,Other for 3 month(s),0,N/A,NGO,N/A,Not Available,7,10%,10%,"$56,143.00",20,Not Available,"$59,948.00",20,Not Available,"$63,618.00",20,Not Available,"$67,435.00",20,Not Available,No,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,No,No,Yes,Community-based university affiliated,HMH-Jersey Shore University Medical Center,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003321119,4,4,No,Yes,July,Yes,No,http://njms.rutgers.edu/departments/psychiatry,Not Available,"Rashi  Aggarwal
MD
Rutgers New Jersey Med Sch
BHSB Rm E-1447
183 S Orange Ave
Newark, NJ 07103
Tel: (973) 972-4670
Fax: (973) 972-0870
E-mail: aggarwra@njms.rutgers.edu","Sheila R Morris
Rutgers New Jersey Med Sch
BHSB Rm E-1452
183 S Orange Ave
Newark, NJ 07103
Tel: (973) 972-4670
Fax: (973) 972-0870
E-mail: morrissr@njms.rutgers.edu",4003321119,"Rutgers New Jersey Med Sch, BHSB Rm E-1447, 183 S Orange Ave, Newark, NJ 07103","65 Bergen St, Newark, NJ 07103","150 Bergen St, Newark, NJ 07103","385 Tremont Ave, East Orange, NJ 07018","30 Prospect Ave, Hackensack, NJ 07601","183 S Orange Ave, Newark, NJ 07101","59 Koch Ave, Morris Plains, NJ 07950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4003312120,4,4,No,Yes,July,Yes,No,http://www.newbridgehealth.org,Not Available,"Monica  Dhingra
MD
Bergen New Bridge Med Ctr
Psychiatry Pgm
230 E Ridgewood Ave
Paramus, NJ 07652
Tel: (201) 967-4132
Fax:
E-mail: mdhingra@newbridgehealth.org","Joel  Reed
BA
Bergen New Bridge Med Ctr
Psychiatry Pgm
230 E Ridgewood Ave
Paramus, NJ 07652
Tel: (201) 967-4000
Fax: (201) 967-4290
E-mail: jreed@newbridgehealth.org",4003312120,"Bergen New Bridge Med Ctr, Psychiatry Pgm, 230 E Ridgewood Ave, Paramus, NJ 07652","230 E Ridgewood Ave, Paramus, NJ 07652-4131","703 Main St, Paterson, NJ 07503-2691",,,,,,"BNBMC, the largest residency program in NJ, provides training rotations in all psychiatric specialties under one roof in a highly desirable suburban location. We graduate residents who are well-trained, confident, ready to meet the challenges of subspecialty fellowships or independent practice in all settings. This is demonstrated by the consistently top-notch fellowship programs and superior job placements our residents obtain. Our program has a reputation for outstanding training.",,8,8,8,8,No,No,"Yes , Codes: 1908400C0",No,1/29/2021,11/18/2020 - 2/10/2021_10/19/2021 - 1/19/2022,9/15/2021,12/31/2021,No,125,No,No,3,No,Yes,200_200_450_450,Yes,210-225,Yes,Yes,Greater than 600,"Desired, with some exceptions",No,No,No,20,6,15,9,35,15,40,0.8 to 1,65,16,1.3,No,,2,96.9,1,40.1,59.8,Every fourth night for 5 month(s),0,Every seventh night for 8 month(s),0,Every tenth night for 6 month(s),0,Other for 1 month(s),9,15,5%,N/A,"$69,929.00",20,12,"$74,226.00",20,12,"$76,883.00",20,12,"$79,610.00",20,12,Yes,0,90,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Within 30 days of starting program,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Optional,No,No,Yes,Community-based,New Bridge Medical Center,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
