,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Participant 3,Participant 4,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,Participant 5,,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Yes
0,https://freida.ama-assn.org/program/3400500078,3,3,No,No,July,Yes,No,http://casacolina.org,Not Available,"Justin  Phillips
MD
OPTI West Casa Colina Hosp
Physical Medicne & Rehabilitation Pgm
255 E Bonita Ave
Pomona, CA 91767
Tel: (909) 596-7733
Fax:
E-mail: pmrrp@casacolina.org","Karla G Cairoli
OPTI West Casa Colina Hosp
Physical Medicne & Rehabilitation Pgm
255 E Bonita Ave
Pomona, CA 91767
Tel: (909) 596-7733
Fax:
E-mail: kcairoli@casacolina.org",3400500078,"OPTI West Casa Colina Hosp, Physical Medicne & Rehabilitation Pgm, 255 E Bonita Ave, Pomona, CA 91767","309 E Second St, Pomona, CA 91766","255 E Bonita Ave, Pomona, CA 91767","4650 Sunset Blvd, Los Angeles, CA 90027-5693","5451 Walnut Ave, Chino, CA 91710",,Community-based,Casa Colina Centers for Rehabilitation,,,3,3,3,,,"Yes  , 1 year(s)",No,No,"Yes , Codes: 2151340A0",,-_10/1/2020 - 1/15/2021,9/15/2020,12/31/2020,No,35,No,No,3,Yes,Yes,194_209_400_400,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,4,0,0,0,4,0,0,0.4 to 1,45,12,2,Yes,,,,,,,N/A,10,N/A,5,N/A,2,,,,,6,20%,0%,,,,"$54,000.00",21,3,"$56,000.00",21,3,"$58,000.00",21,3,,,,Yes,30,30,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",Within 30 days of starting program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,Yes,Yes,No,No,,(2 wks ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3400521008,3,3,No,No,July,Yes,No,http://pmr.stanford.edu/,Not Available,"Joshua  Levin
MD
Stanford Hosp and Clinics
M/C 6342
450 Broadway St
Redwood City, CA 94063
Tel: (650) 721-3664
Fax:
E-mail: erin8@stanford.edu","Erin  Hart
Stanford Med Outpatient Ctr
M/C 6342
450 Broadway St
Redwood City, CA 94063
Tel:
Fax: (650) 721-3470
E-mail: erin8@stanford.edu",3400521008,"Stanford Hosp and Clinics, M/C 6342, 450 Broadway St, Redwood City, CA 94063","300 Pasteur Dr, Stanford, CA 94305-4007","450 Stanyan St, San Francisco, CA 94117-1079","3801 Miranda Ave, Palo Alto, CA 94304-1207","751 S Bascom Ave, San Jose, CA 95128-2180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3400521004,4,4,No,Yes,"June,July",Yes,No,http://www.ucdmc.ucdavis.edu/pmr/,Physical Medicine and Rehabilitation - UC Davis Health,"Loren  Davidson
MD
UC Davis Health
Ste 3850
4860 Y St
Sacramento, CA 95817
Tel: (916) 734-5292
Fax: (916) 734-7838
E-mail: dlduckett@ucdavis.edu","Debra L Duckett
BS
UC Davis Health
Ste 3850
4860 Y St
Sacramento, CA 95817-2307
Tel: (916) 734-5292
Fax: (916) 734-7838
E-mail: dlduckett@ucdavis.edu",3400521004,"UC Davis Health, Ste 3850, 4860 Y St, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2425 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","6600 Bruceville Rd, Sacramento, CA 95823-2246",,,,"10535 Hospital Way, Mather, CA 95655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3400721009,3,3,No,No,July,Yes,No,https://medschool.cuanschutz.edu/physical-medicine-and-rehabilitation,Not Available,"Scott R Laker
MD
Univ of Colorado Denver Sch of Med
Mail Stop F-493
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-7408
Fax:
E-mail: scott.laker@cuanschutz.edu","Mallory  Pridy
BS
Univ of Colorado Denver Sch of Med
Mail Stop F-493
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-7408
Fax:
E-mail: mallory.pridy@cuanschutz.edu",3400721009,"Univ of Colorado Denver Sch of Med, Mail Stop F-493, 12631 E 17th Ave, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","12605 E 16th Ave, Aurora, CO 80045","1055 Clermont St, Denver, CO 80220-1722","777 Bannock St, Denver, CO 80204-4507",PM&R residency at University of Colorado offers a medium-sized program where residents rotate to five different sites of medical practice. Three hours of lecture per week. Residents active in direction of program.,University-based,University of Colorado Hospital,"13123 E 16th Ave, Aurora, CO 80045","3425 S Clarkson St, Englewood, CO 80110",6,6,5,,,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1076340A0",,-_11/1/2020 - 12/31/2020,9/1/2020,11/1/2020,Yes,60,No,No,3,No,Yes,___,No,226-235,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,No,No,38,0,0,0,38,0,47.3,2.2 to 1,45,12,2,Yes,,93.1,0,6.8,25,74.9,N/A,6,N/A,4,N/A,1,,,,,3,30%,N/A,,,,"$60,285.00",20,Not Available,"$62,725.00",20,Not Available,"$65,756.00",20,Not Available,,,,Yes,20,NGO,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401021087,4,4,No,No,July,Yes,No,https://rehabmedicine.georgetown.edu/,MedStar Georgetown University Hospital - National Rehabilitation Hospital PM&R Residency Program,"Eric M Wisotzky
MD
MedStar National Rehabilitation Hosp
MedStar Health/Georgetown-NRH PM&R Pgm
102 Irving St NW
Washington, DC 20010
Tel: (202) 877-1627
Fax: (202) 877-1166
E-mail: eric.m.wisotzky@medstar.net","Jennifer V Perianayagam
MedStar National Rehabilitation Hosp
MedStar Health/Georgetown-NRH PM&R Pgm
102 Irving St NW
Washington, DC 20010
Tel: (202) 877-1627
Fax: (202) 877-1166
E-mail: nrhresidency@medstar.net",3401021087,"MedStar National Rehabilitation Hosp, MedStar Health/Georgetown-NRH PM&R Pgm, 102 Irving St NW, Washington, DC 20010","10980 Grantchester Way, Columbia, MD 21044","102 Irving St NW, Washington, DC 20010-5100","2021 K St NW, Washington, DC 20006","50 Irving St NW, Washington, DC 20422-0269","Our program has a four-year categorical curriculum. Residents will spend their PGY1 year at the MedStar Washington Hospital Center. Our program has many unique features including: -four elective months -a musculoskeletal ultrasound track -a research track with the National Institutes of Health -a weekly continuity clinic -fellowships in sports medicine, brain injury & cancer rehabilitation -electrodiagnosis training at WRNMMC. -abundant sports medicine coverage",Community-based university affiliated,MedStar National Rehabilitation Hospital,"110 Irving St NW, Washington, DC 20010","111 Michigan Ave NW, Washington, DC 20010",6,6,6,6,,No,Yes,"Yes , Codes: 3191340C0",No,12/15/2020,11/2/2020 - 2/1/2021_-,,,Yes,73,No,No,3,No,No,___,No,226-235,Yes,No,Greater than 600,Required,Yes,No,No,21,3,3,0,24,3,33.3,0.9 to 1,60,14,1.5,Yes,Yes,39.8,31.4,28.7,24,75.9,N/A,0,Once per week for 12 month(s),0,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),Not Available,,,5,33%,10%,"$62,250.00",20,NGO,"$63,200.00",20,5,"$65,500.00",20,5,"$69,000.00",20,5,,,,Yes,20,160,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,"3800 Reservoir Rd NW, Washington, DC 20007",,"10 Center Dr, Bethesda, MD 20892","8901 Rockville Pike, Bethesda, MD 20889-5600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401100112,3,3,No,No,July,Yes,No,https://pmr.med.ufl.edu/,Not Available,"Andrew H Dubin
MD, MS
Univ of Florida Coll of Med
Dept of Orthopaedics and Rehabilitation
3450 Hull Rd
Gainesville, FL 32611
Tel: (325) 273-7461
Fax:
E-mail: andrew.dubin@ufl.edu","Terra K Smith
Univ of Florida Coll of Med
Dept of Orthopaedics and Rehabilitation
3450 Hull Rd
Gainesville, FL 32611
Tel: (352) 273-7356
Fax:
E-mail: tk.smith@ufl.edu",3401100112,"Univ of Florida Coll of Med, Dept of Orthopaedics and Rehabilitation, 3450 Hull Rd, Gainesville, FL 32611","1600 SW Archer Rd, Gainesville, FL 32610","1600 SW Archer Rd, Gainesville, FL 32610-0326",,,,University-based,Shands Hospital at the University of Florida-Gainesville,,,4,4,4,,,"Yes  , 1 year(s)",No,No,No,11/30/2020,11/18/2020 - 1/20/2021_10/7/2020 - 1/6/2022,9/23/2020,12/2/2020,Yes,60,No,No,3,No,Yes,220_220_500_500,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,9,2,0,0,9,2,33.3,0.7 to 1,55,12,2,No,,,,,,,N/A,NGO,N/A,Not Available,N/A,Not Available,,,,,4,NGO,N/A,,,,"$56,604.00",15,10,"$58,424.00",15,10,"$60,914.00",15,10,,,,Yes,NGO,NGO,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Not Available,Not Available,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Not Available,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,No,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401100111,4,4,Yes,Yes,July,No,No,,Not Available,"Franz E Richter
MD
Larkin Community Hosp Palm Springs Campus
PM&R Pgm
1475 W 49th Pl
Hialeah, FL 33012
Tel: (305) 284-7761
Fax:
E-mail: coviedo@larkinhospital.com","Caroline  Oviedo
BA
Larkin Community Hosp Palm Springs Campus
PM&R Pgm
1475 W 49th Pl
Hialeah, FL 33012
Tel: (205) 284-7761
Fax:
E-mail: coviedo@larkinhospital.com",3401100111,"Larkin Community Hosp Palm Springs Campus, PM&R Pgm, 1475 W 49th Pl, Hialeah, FL 33012","1475 W 49th Pl, Hialeah, FL 33012","20601 Old Cutler Rd, Miami, FL 33189","7800 SW 87th Ave, Miami, FL 33173","3000 SW 148th Ave, Miramar, FL 33027",,,,"8875 NW 23rd St, Doral, FL 33172","7000 SW 62nd Ave, South Miami, FL 33143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190 W 28th St, Hialeah, FL 33010",,"700 Children's Dr, Columbus, OH 43205-2596","2525 SW 75th Ave, Miami, FL 33155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401100108,4,4,No,Yes,June,Yes,No,http://www.mhs.net/gme-pmr,Not Available,"Jeremy  Jacobs
DO
Memorial Healthcare System
PM&R Pgm Ste 2005
3600 Washington St
Hollywood, FL 33021
Tel: (954) 265-4463
Fax:
E-mail: pmrresidency@mhs.net","Enola  Schroeder
MHA
Memorial Healthcare System
PM&R Pgm Ste 2005
3600 Washington St
Hollywood, FL 33021
Tel: (954) 518-5936
Fax:
E-mail: enoschroeder@mhs.net",3401100108,"Memorial Healthcare System, PM&R Pgm Ste 2005, 3600 Washington St, Hollywood, FL 33021","3111 Stirling Rd, Hollywood, FL 33312","3600 Washington St, Hollywood, FL 33021","3501 Johnson St, Hollywood, FL 33021","1150 N 35th Ave, Hollywood, FL 33021",,Community-based university affiliated,Memorial Regional Hospital South,"703 N Flamingo Rd, Pembroke Pines, FL 33028",,4,4,4,4,,No,Yes,"Yes , Codes: 2085340C0",No,12/4/2020,11/2/2020 - 1/25/2021_10/18/2021 - 1/24/2022,9/15/2021,12/3/2021,Yes,,No,No,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,0,0,0,0,0,0,,0.0 to 1,80,12,1,No,Yes,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,,,4,NGO,N/A,"$54,903.00",15,5,"$57,754.00",15,5,"$59,533.00",15,5,,,,,,,Yes,Not Available,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401121107,3,3,No,Yes,July,Yes,No,http://www.jhsmiami.org,Not Available,"Andrew L Sherman
MD
Jackson Memorial Hosp
Dept of Rehab Med PO Box 016960 (C-206)
1611 NW 12th Ave
Miami, FL 33101
Tel: (305) 243-9516
Fax: (305) 243-4650
E-mail: cdavis@med.miami.edu","Coretha M Davis
Jackson Memorial Hosp
Dept of Rehab Med PO Box 016960 (C-206)
1611 NW 12th Ave
Miami, FL 33101
Tel: (305) 243-9516
Fax: (305) 243-4650
E-mail: cdavis@med.miami.edu",3401121107,"Jackson Memorial Hosp, Dept of Rehab Med PO Box 016960 (C-206), 1611 NW 12th Ave, Miami, FL 33101","1611 NW 12th Ave, Miami, FL 33136","4300 Alton Rd, Miami Beach, FL 33140","1201 NW 16th St, Miami, FL 33125","1400 NW 12th Ave, Miami, FL 33136","Residents are encouraged to submit posters for presentation and attend national and international conferences. Compensation is given to residents who have accepted posters. Anatomy training, ultrasound workshops, and Botox workshops with hands on experience, are provided. Annual Research Day displays research of all kinds by residents and faculty. The program has a night float system to help with transition of care and reduce resident burnout.",University-based,University of Miami/Jackson Health System,"1120 NW 14th St, Miami, FL 33136",,8,8,6,,,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1104340A0",,-_11/6/2020 - 1/29/2021,9/15/2020,2/12/2021,Yes,85,No,No,3,No,Yes,200_210_500_490,Yes,236-245,Yes,Yes,541-600,"Desired, with some exceptions",Yes,No,No,16,3,0,0,16,3,50,0.7 to 1,50,10,2,Yes,,53.2,31.8,14.9,26.4,73.5,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),Not Available,,,,,6,30%,5%,,,,"$59,612.00",20,14,"$61,963.00",20,14,"$64,622.00",20,14,,,,Yes,0,NGO,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,Yes,,(4 wks ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401100110,3,3,No,No,July,Yes,No,http://westfloridahospital.com,Not Available,"K Rao  Poduri
MD
West Florida Hosp
PM&R Pgm
8383 N Davis Hwy
Pensacola, FL 32514
Tel: (585) 208-0629
Fax:
E-mail: kanakadurga.poduri@ucf.edu","Michelle A Stevenson
West Florida Hosp
PM&R Pgm
8383 N Davis Hwy
Pensacola, FL 32514
Tel: (850) 494-6072
Fax:
E-mail: michellestevenson@hcahealthcare.com",3401100110,"West Florida Hosp, PM&R Pgm, 8383 N Davis Hwy, Pensacola, FL 32514","6850 Lake Nona Blvd, Orlando, FL 32827-7408","8383 N Davis Hwy, Pensacola, FL 32514","4901 Market Place Dr, Pensacola, FL 32504","5153 N 9th Ave, Pensacola, FL 32504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401100109,3,3,No,Yes,July,Yes,No,,Not Available,"Jose  Diaz
DO
Larkin Community Hosp
PM&R Pgm
7031 SW 62nd Ave
South Miami, FL 33143
Tel: (917) 482-8772
Fax:
E-mail: ealfonso@larkinhospital.com","Ernesto  Alfonso
Larkin Community Hosp
PM&R Pgm
7031 SW 62nd Ave
South Miami, FL 33143
Tel: (305) 284-7551
Fax:
E-mail: ealfonso@larkinhospital.com",3401100109,"Larkin Community Hosp, PM&R Pgm, 7031 SW 62nd Ave, South Miami, FL 33143","7031 SW 62nd St, South Miami, FL 33143","7305 N Military Trail, West Palm Beach, FL 33410-6400","1475 W 49th Pl, Hialeah, FL 33012","16855 NE 2nd Ave, North Miami Beach, FL 33162",,,,"8333 W Okeechobee Rd, Hialeah, FL 33016","2525 SW 75th Ave, Miami, FL 33155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7800 SW 87th Ave, Miami, FL 33173",,"3000 SW 148th Ave, Miramar, FL 33027","3308 NE 34th St, Fort Lauderdale, FL 33308","8875 NW 23rd St, Doral, FL 33172","4790 SR7, Lauderdale Lakes, FL 33319","700 Children's Dr, Columbus, OH 43205-2596",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401113106,4,4,No,Yes,July,Yes,Yes,http://health.usf.edu/medicine/neurology/pmr,Not Available,"Marissa  McCarthy
MD
James A Haley Veterans Hosp
PMRS 117
13000 Bruce B Downs Blvd
Tampa, FL 33612
Tel:
Fax:
E-mail: marissa.mccarthy@va.gov","Shereena  Farrington
James A Haley Veterans' Hosp
VAH 117
13000 Bruce B Downs Blvd
Tampa, FL 33612
Tel: (813) 974-4142
Fax:
E-mail: sfarring@health.usf.edu",3401113106,"James A Haley Veterans Hosp, PMRS 117, 13000 Bruce B Downs Blvd, Tampa, FL 33612","12901 N Bruce B Downs Blvd, Tampa, FL 33612","13000 Bruce B Downs Blvd, Tampa, FL 33612-4798","12901 Magnolia Dr, Tampa, FL 33612-9497","1 Tampa General Circle, Tampa, FL 33601",,,,"13330 Laurel Dr, Tampa, FL 33612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3401221011,3,3,No,Yes,July,Yes,No,http://www.rehabmed.emory.edu,Not Available,"Hassan  Monfared
MD
Emory Rehabilitation Hosp
Dept of Rehabilitation Medicine Rm 118
1441 Clifton Rd NE
Atlanta, GA 30322
Tel: (404) 778-8350
Fax: (404) 778-8358
E-mail: hassan.monfared@emory.edu","Amy  Walker
MBA
Emory Rehabilitation Hosp
Dept of Rehabilitation Medicine Rm 118
1441 Clifton Rd NE
Atlanta, GA 30322
Tel: (404) 712-5511
Fax: (404) 712-5895
E-mail: amy.walker2@emory.edu",3401221011,"Emory Rehabilitation Hosp, Dept of Rehabilitation Medicine Rm 118, 1441 Clifton Rd NE, Atlanta, GA 30322","1440 Clifton Rd NE, Atlanta, GA 30322","1364 Clifton Rd NE, Atlanta, GA 30322","1670 Clairmont Rd, Decatur, GA 30033","80 Butler St SE, Atlanta, GA 30335",,,,"1821 Clifton Rd NE, Atlanta, GA 30329","2020 Peachtree Rd, Atlanta, GA 30309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1101 Johnson Ferry Rd NE, Atlanta, GA 30342-1600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
