,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,Participant 4,,Yes,Night float system,No,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 11,Participant 12,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6
0,https://freida.ama-assn.org/program/2204112262,Community-based university affiliated,Tower Health,4,4,No,Yes,June,Yes,No,https://reading.towerhealth.org/academics/residency-programs,Not Available,"Peter F Schnatz
DO
Reading Hosp
Dept of Ob/Gyn PO Box 16052
Sixth Ave & Spruce Sts
Reading, PA 19611
Tel: (484) 628-8827
Fax: (484) 628-9292
E-mail: peter.schnatz@towerhealth.org","Terri L Chervanick
MBA
Tower Health Reading Hosp
Dept of Ob/Gyn PO Box 16052
Sixth Ave & Spruce Sts
Reading, PA 19612
Tel: (484) 628-8614
Fax: (484) 628-9292
E-mail: terri.chervanick@towerhealth.org",2204112262,"Reading Hosp, Dept of Ob/Gyn PO Box 16052, Sixth Ave & Spruce Sts, Reading, PA 19611","420 S 5th Ave, West Reading, PA 19611","6th Ave & Spruce St, West Reading, PA 19612-6052",,"Semi annual cadaver dissections, simulation/surgical training, international mission experience, mentored research opportunities, excellent fellowship placement, an annual mock oral and written Board examination, and an educational fund.",5,5,4,4,No,No,"Yes , Codes: 1661220C0",No,11/1/2020,11/1/2020 - 1/15/2021_10/26/2021 - 12/31/2021,9/15/2021,10/31/2021,Yes,60,No,No,2,No,Yes,___,No,226-235,Yes,No,Greater than 600,"Desired, with some exceptions",No,Yes,No,9,2,3,2,12,4,22.2,0.5 to 1,60,16,1.3,No,Yes,64.5,0,35.4,58.3,41.6,N/A,0,Every eleventh night or more for 52 week(s),0,Every eleventh night or more for 52 week(s),0,Every fourth night for 52 week(s),52,5,20%,N/A,"$59,321.00",10,12,"$61,110.00",15,12,"$62,940.00",15,12,"$64,812.00",15,12,Yes,NGO,NGO,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,,(2 wks ),,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204121367,Community-based university affiliated,Crozer-Chester Medical Center,4,4,No,Yes,July,Yes,No,https://www.crozerkeystone.org/academics/residency-fellowship/,Not Available,"David K Hadley
MD
Crozer-Chester Med Ctr
ACP 332
1 Medical Center Blvd
Upland, PA 19013
Tel: (610) 447-7612
Fax: (610) 447-7615
E-mail: david.hadley@crozer.org","Celeste  Dibeler
BS
Crozer-Chester Med Ctr
ACP Ste 332
1 Medical Center Blvd
Upland, PA 19013
Tel: (610) 447-7612
Fax: (610) 619-7409
E-mail: celeste.dibeler@crozer.org",2204121367,"Crozer-Chester Med Ctr, ACP 332, 1 Medical Center Blvd, Upland, PA 19013","1 Medical Center Blvd, Upland, PA 19013-3995","501 N Landsowne Ave, Drexel Hill, PA 19026","777 Appletree St, Philadelphia, PA 19106",The program offers a challenging curriculum in which residents learn from committed general OBGs as well as in-house faculty covering all subspecialties.,3,3,3,3,No,No,"Yes , Codes: 3185220C0",No,10/30/2020,11/4/2020 - 12/23/2020_11/3/2021 - 12/22/2021,9/1/2021,10/29/2021,Yes,81,No,No,3,No,No,_220__550,Yes,226-235,No,Yes,541-600,"Desired, with some exceptions",Yes,No,No,25,4,2,0,27,4,64,2.1 to 1,70,14,1.5,No,Yes,13.8,61.1,25,97.2,2.7,Two times per week for 11 month(s),0,Two times per week for 8 month(s),0,Two times per week for 9 month(s),0,Two times per week for 11 month(s),Not Available,3,10%,10%,"$58,900.00",10,5,"$60,900.00",15,5,"$63,610.00",15,5,"$66,228.00",15,5,No,20,60,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204111249,Community-based university affiliated,Lankenau Medical Center,4,4,No,Yes,June,Yes,No,http://www.mainlinehealth.org/,Not Available,"Norman  Brest
MD
Lankenau Med Ctr
Ste 301 Med Office Bldg S
100 Lancaster Ave
Wynnewood, PA 19096
Tel: (484) 476-4650
Fax:
E-mail: brestn@mlhs.org","Rosemarie E Weisenbach
BS, RN
Lankenau Med Ctr
Ste 301 Lankenau Med Bldg S
100 Lancaster Ave
Wynnewood, PA 19096
Tel: (484) 476-4650
Fax: (484) 476-2422
E-mail: weisenbachr@mlhs.org",2204111249,"Lankenau Med Ctr, Ste 301 Med Office Bldg S, 100 Lancaster Ave, Wynnewood, PA 19096","100 Lancaster Ave, Wynnewood, PA 19096","100 Lancaster Ave W of City Line, Wynnewood, PA 19096-3498","130 S Bryn Mawr Ave, Bryn Mawr, PA 19010-3160","Suburban setting 20 minutes outside of downtown Philadelphia. Outstanding subspecialties, 2800 deliveries/year, more than 3000 gynecologic procedures/year. State of the art labor and delivery unit, maternity floor, antepartum unit, and NICU. As a PGY4 you have the opportunity to go to Guatemala for a one week mission trip with one of our faculty members.",4,4,4,4,No,No,"Yes , Codes: 1632220C0",No,11/7/2020,11/11/2020 - 1/6/2021_11/3/2021 - 1/5/2022,10/1/2021,11/6/2021,Yes,68,No,No,4,No,Yes,220_220_560_560,Yes,226-235,Yes,Yes,Greater than 600,Required,Yes,Yes,No,8,3,10,0,18,3,50,0.8 to 1,70,24,1.5,No,Yes,73.4,4.1,22.4,89.7,10.2,Once per week for 11 month(s),0,Once per week for 11 month(s),0,Once per week for 10 month(s),0,Once per week for 10 month(s),Not Available,7,35%,0%,"$65,875.00",15,12,"$67,667.00",15,12,"$69,470.00",15,12,"$73,268.00",15,12,No answer,35,120,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Not available,Yes,Yes,No,"255 W Lancaster Ave, Paoli, PA 19301",,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204111263,Community-based university affiliated,York Hospital,4,4,No,Yes,June,Yes,No,https://www.wellspanmedicaleducation.org/residency-programs/,Not Available,"Paul D Burcher
MD, PhD
York Hosp
Dept of Ob/Gyn
1001 S George St
York, PA 17405
Tel: (717) 851-4153
Fax: (717) 851-2426
E-mail: tsnyder5@wellspan.org","Tamara K Snyder
York Hosp
Ob/Gyn Dept
1001 S George St
York, PA 17405
Tel:
Fax:
E-mail: tsnyder5@wellspan.org",2204111263,"York Hosp, Dept of Ob/Gyn, 1001 S George St, York, PA 17405","45 Monument Rd, York, PA 17403","1001 S George St, York, PA 17405","112 N 7th St, Chambersburg, PA 17201","Our goal is a residency environment where residents feel respected, and their educational goals and objectives are as important to the faculty as excellent clinical care. Our protected didactics, busy surgical services, subspecialty faculty, and ambulatory clinic are all aspects of our residency that make us a strong program, but the big hospital with a small town feel contributes to the sense of community that makes our residents feel nurtured and valued.",4,4,4,4,No,No,"Yes , Codes: 1674220C0",No,11/30/2020,11/9/2020 - 1/18/2021_10/11/2021 - 1/10/2022,9/20/2021,11/29/2021,Yes,60,No,No,3,No,Yes,210_210__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,No,22,4,1,1,23,5,36.3,1.4 to 1,74,24,1.5,No,Yes,40.1,2.2,57.6,78.9,21,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),Not Available,7,10%,N/A,"$58,385.00",12,NGO,"$60,423.00",12,NGO,"$63,291.00",17,NGO,"$65,947.00",17,NGO,Yes,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,,(4 wks ),,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204221346,,,4,4,No,Yes,July,Yes,No,http://www.sanlucaspr.org,Not Available,"Joaquin  Laboy Torres
MD
Hosp Episcopal San Lucas
PO Box 336810
917 Tito Castro Ave
Ponce, PR 00733
Tel: (787) 844-2080
Fax: (787) 844-1533
E-mail: jeannie.cruz@ssepr.org","Jeannie  Cruz
MBA
Hosp Episcopal San Lucas
PO Box 336810
917 Tito Castro Ave
Ponce, PR 00733-6810
Tel: (787) 844-2080
Fax: (787) 844-1533
E-mail: jeannie.cruz@ssepr.org",2204221346,"Hosp Episcopal San Lucas, PO Box 336810, 917 Tito Castro Ave, Ponce, PR 00733","917 Tito Castro Ave, Ponce, PR 00733-6810","2213 Ponce Bypass, Ponce, PR 00717318","Call Box 10011, Guayama, PR 00785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ponce de Leon Ave, San Juan, PR 00918","Apartado Postal 501, Coto Laurel, PR 00780",,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204211268,,,4,4,No,Yes,July,Yes,No,http://www.rcm.upr.edu,Not Available,"Keimari  Mendez
MD, MSc
Univ of Puerto Rico Med Science Campus
Dept of Ob/Gyn
PO Box 365067
San Juan, PR 00936
Tel: (787) 758-2525
Fax: (787) 764-7881
E-mail: keimari.mendez@upr.edu","Olga  Navas
MEd
Univ of Puerto Rico Med Ctr
Dept of Ob/Gyn Ste 886-A
PO Box 365067
San Juan, PR 00936-5067
Tel: (787) 758-2525
Fax: (787) 764-7881
E-mail: olga.navas@upr.edu",2204211268,"Univ of Puerto Rico Med Science Campus, Dept of Ob/Gyn, PO Box 365067, San Juan, PR 00936","GPO Box 5067, San Juan, PR 00936-5067","PO Box 2116, San Juan, PR 00922","Calle Santa Cruz #70, Bayamon, PR 00621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1462 Asia St, San Juan, PR 00910","Ponce de Leon Ave, San Juan, PR 00918","1451 Ave Dr Ashford, San Juan, PR 00907",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204212267,,,4,4,No,Yes,"July,Negotiable",No,No,,Not Available,"Erika M Benabe
MD
San Juan City Hosp
Med Educ Ofc PMB 370
PO Box 70344
San Juan, PR 00936
Tel: (787) 480-2828
Fax: (787) 722-0648
E-mail: muniobgyn@gmail.com","Limari  Diaz
BA
San Juan City Hosp
Med Educ Ofc PMB 370
PO Box 70344
San Juan, PR 00936
Tel: (787) 767-3733
Fax: (787) 722-0648
E-mail: lima_di@yahoo.com",2204212267,"San Juan City Hosp, Med Educ Ofc PMB 370, PO Box 70344, San Juan, PR 00936","PMB #79 PO Box 70344, San Juan, PR 00936-8344","Puerto Rico Med Ctr, San Juan, PR 00919","Calle Santa Cruz #70, Bayamon, PR 00621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ponce de Leon Ave, San Juan, PR 00918","1451 Ave Dr Ashford, San Juan, PR 00907",,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204321269,Community-based university affiliated,Women and Infants Hospital of Rhode Island,4,4,No,Yes,June,Yes,No,http://med.brown.edu/obgynres,Not Available,"Dayna A Burrell
MD
Women and Infants Hosp of Rhode Island
Dept of Ob/Gyn
101 Dudley St
Providence, RI 02905
Tel: (401) 274-1122
Fax:
E-mail: dayna_burrell@brown.edu","Andrea  Henault
Women and Infants Hosp of Rhode Island
Dept of Ob/Gyn
101 Dudley St
Providence, RI 02905
Tel: (401) 274-1122
Fax: (401) 453-7696
E-mail: ahenault@wihri.org",2204321269,"Women and Infants Hosp of Rhode Island, Dept of Ob/Gyn, 101 Dudley St, Providence, RI 02905","101 Dudley St, Providence, RI 02905-2401","593 Eddy St, Providence, RI 02903",,"Free-standing Women's hospital with dedicated Ob/Gyn staffed ED, Research & Breast divisions. Comprehensive education with nationally renowned faculty. Emphasis on teaching, dedicated elective & conference time. Superb quality of life. 100% match for residents choosing fellowship, excellent support for academic specialist or private practice careers. Dedicated to improving the lives of the diverse individuals of our community. We are proud to have an amazing and supportive Residency family.",8,8,8,8,No,No,"Yes , Codes: 2793220C0",No,11/1/2020,11/18/2020 -_-,,,Yes,96,No,No,3,No,No,___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,48,11,2,0,50,11,64.5,1.5 to 1,70,24,1,Yes,Yes,97.9,0,2,83.3,16.6,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),Not Available,5,15%,N/A,"$61,127.00",15,12,"$62,312.00",15,12,"$65,514.00",15,12,"$68,738.00",20,12,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,,,,NGO (wks),,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204521270,,,4,4,No,Yes,July,Yes,No,,Not Available,"Christopher G Goodier
MD
Med Univ of South Carolina
Ste 634
96 Jonathan Lucas St
Charleston, SC 29425
Tel: (843) 792-7108
Fax:
E-mail: goodier@musc.edu","Stacey L Westbury
BA
Med Univ of South Carolina
Ste 634 PO Box 250619
96 Jonathan Lucas St
Charleston, SC 29425-2233
Tel: (843) 792-7108
Fax: (843) 792-0533
E-mail: westbury@musc.edu",2204521270,"Med Univ of South Carolina, Ste 634, 96 Jonathan Lucas St, Charleston, SC 29425","169 Ashley Ave, Charleston, SC 29425","171 Ashley Ave, Charleston, SC 29425-0950","316 Calhoun St, Charleston, SC 29401-1125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"853 N Church St, Spartanburg, SC 29303","1375 Hospital Dr, Mount Pleasant, SC 29464","1200 Johnnie Dodds Blvd, Mount Pleasant, SC 29464-3294",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204511271,Community-based university affiliated,Prisma Health Richland Hospital,4,4,No,Yes,July,Yes,No,http://prismahealth.org,Not Available,"Matthew J Lenhard
MD
Prisma Health/USC
Ste 208
Two Medical Park
Columbia, SC 29203
Tel: (803) 545-5702
Fax:
E-mail: matthew.lenhard@uscmed.sc.edu","Michelle  Wehunt
Prisma Health/USC
Ste 208
Two Medical Park
Columbia, SC 29203
Tel: (803) 545-5702
Fax: (803) 434-4699
E-mail: michelle.wehunt@prismahealth.org",2204511271,"Prisma Health/USC, Ste 208, Two Medical Park, Columbia, SC 29203","PO Box 2266, Columbia, SC 29202-2266","5 Richland Medical Pk, Columbia, SC 29203","Taylor at Marion St, Columbia, SC 29220","Prisma Health/USC SOM department of obstetrics/gynecology is a fantastic residency program offering an excellent experience in gynecologic surgery, high risk obstetrics, and patient centered care. We continue to train competent well rounded ob/gyn physicians that we are proud to call our peers! We are on the cutting edge of medicine offering pediatric adolescent gynecology, centering pregnancy, family planning, and minimally invasive gynecology.",4,4,4,4,No,No,"Yes , Codes: 1681220C0",No,11/6/2020,11/17/2020 - 12/15/2020_11/9/2021 - 12/15/2021,9/1/2021,10/15/2021,Yes,80,No,No,3,No,Yes,210_220_600_600,Yes,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,17,0,1,0,18,0,52.9,1.0 to 1,77,24,2,No,Yes,83.3,2,14.5,87.5,12.5,Once per week for 1 month(s),0,Once per week for 9 month(s),0,Once per week for 10 month(s),0,Once per week for 10 month(s),Not Available,5,30%,0%,"$55,671.00",15,NGO,"$56,324.00",15,NGO,"$58,907.00",15,NGO,"$61,112.00",15,NGO,No answer,NGO,NGO,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204511272,University-based,Prisma Health-Upstate/University of South Carolina School of Medicine Greenville,4,4,No,Yes,July,Yes,No,https://schealthsciencescenter.org/obstetrics-and-gynecology-residency-gree,Not Available,"Katheryn D Isham
MD
Prisma Health-Upstate
Ste 480
890 W Faris Rd
Greenville, SC 29605
Tel: (864) 455-7887
Fax: (864) 455-6875
E-mail: katheryn.Isham@prismahealth.org","Hope  Nickols
BS
Prisma Health-Upstate
Ste 480
890 W Faris Rd
Greenville, SC 29605-4253
Tel: (864) 455-7887
Fax: (864) 455-6875
E-mail: hope.nickols@prismahealth.org",2204511272,"Prisma Health-Upstate, Ste 480, 890 W Faris Rd, Greenville, SC 29605","PO Box 2266, Columbia, SC 29202-2266","701 Grove Rd, Greenville, SC 29605",,"At Prisma Health - Greenville, our goal is to develop your knowledge and skills to prepare you to become a well-rounded, competent, compassionate obstetrician/gynecologist. Whether you enter the practice of general OBGYN or subspecialize after residency, we prepare you for lifelong learning and success on day one of your job or fellowship. We strive to achieve these goals in a healthy environment that promotes physician wellness.",6,6,6,6,No,No,"Yes , Codes: 1683220C0",No,11/10/2020,11/17/2020 - 1/22/2021_-,,,Yes,75,No,No,3,No,Yes,___,Yes,Greater than 245,No,No,No Answer,Required,Yes,No,No,51,9,2,0,53,9,68.6,2.1 to 1,60,16,1.5,No,Yes,82.8,0,17.1,77.1,22.8,Every seventh night for 10 month(s),0,Every seventh night for 10 month(s),0,Every seventh night for 10 month(s),0,Every seventh night for 10 month(s),Not Available,5,20%,0%,"$55,671.00",15,7,"$56,324.00",15,9,"$58,907.00",15,11,"$61,122.00",15,13,Yes,30,30,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,,(4 wks ),,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204721274,University-based,Erlanger Health System,4,4,No,Yes,July,Yes,No,http://www.utcomchatt.org/subpage.php?pageld=585,Not Available,"Arthur M Dizon
MD
Univ of Tennessee Coll of Med-Chattanooga
Ste C720
979 E Third St
Chattanooga, TN 37403
Tel: (423) 778-7515
Fax:
E-mail: utobgyn@erlanger.org","Paula  Barnett
Univ of Tennessee Coll of Med-Chattanooga
Ste C720
979 E Third St
Chattanooga, TN 37403
Tel: (423) 778-7515
Fax: (423) 778-7522
E-mail: paula.barnett@erlanger.org",2204721274,"Univ of Tennessee Coll of Med-Chattanooga, Ste C720, 979 E Third St, Chattanooga, TN 37403","960 E Third St, Chattanooga, TN 37403","975 E Third St, Chattanooga, TN 37403","2333 McCallie Ave, Chattanooga, TN 37404","We offer comprehensive 4-year training in general obstetrics and gynecology as well as subspecialties of high-risk obstetrics, reproductive endocrinology, gynecologic oncology, gynecologic urology, maternal-fetal medicine, and advanced endoscopic surgery. Both the obstetrics and gynecology services at Erlanger Medical Center are extremely active with approximately 3500 births and more than 5000 gynecological procedures managed each year.",4,4,4,4,No,No,"Yes , Codes: 1689220C0",No,,-_10/1/2021 - 12/1/2021,9/15/2021,12/1/2021,Yes,96,No,No,2,No,Yes,200_200_400_,Yes,236-245,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,11,0,0,0,11,0,18.1,0.6 to 1,70,24,1,No,Yes,71.6,5.5,22.7,84.4,15.5,Once per week for 9 month(s),0,Once per week for 9 month(s),0,Once per week for 11 month(s),0,Once per week for 9 month(s),Not Available,8,25%,N/A,"$53,616.00",15,15,"$55,392.00",15,15,"$57,120.00",15,15,"$59,604.00",15,15,No answer,30,30,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not available,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
