,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,Asian,Other race,African American,Hawaiian or other Pacific Islander,American Indian or Alaska native,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/lewis-county-id/,C+,C+,B,C,B minus,B,B,C+,B minus,B,B,"Lewis County is located in Idaho with a population of 3,838. In Lewis County, most residents own their homes. Many retirees live in Lewis County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.12,0.11,0.07,0.09,0.09,0.11,0.17,0.25,0.05,-0.5833333333333333,0.13,-0.35,0.41,0.4137931034482758,0.3,0.11111111111111094,0.12,0.0,,,,,,,,0.03,0.161,0.009000000000000001,0.84,0.05,0.02,0.01,0.0,0.0,0.0,0.08,0.5,0.5,0.31,0.22,0.26,0.17,0.04,0.32,0.38,0.22,0.09
0,https://www.niche.com/places-to-live/c/lake-of-the-woods-county-mn/,B minus,B minus,C,C,C,C+,unavailable,B+,B minus,C+,B,"Lake of the Woods County is located in Minnesota with a population of 3,771. In Lake of the Woods County, most residents own their homes. Many retirees live in Lake of the Woods County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.1,0.11,0.04,0.09,0.11,0.12,0.2,0.23,0.03,-0.75,0.13,-0.35,0.38,0.3103448275862071,0.39,0.4444444444444444,0.07,-0.41666666666666663,,,,,,,,0.024,0.106,0.002,0.93,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.53,0.47,0.24,0.2,0.25,0.26,0.05,0.27,0.39,0.23,0.11
0,https://www.niche.com/places-to-live/c/baca-county-co/,C,B minus,C minus,C,B minus,C+,B minus,B,C,C minus,A,"Baca County is located in Colorado with a population of 3,561. In Baca County, most residents own their homes. Many retirees live in Baca County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.12,0.09,0.06,0.11,0.11,0.1,0.15,0.26,0.06,-0.5,0.15,-0.2500000000000001,0.37,0.27586206896551735,0.28,0.03703703703703698,0.14,0.16666666666666674,,,,,,,,0.012,0.191,0.023,0.85,0.11,0.02,0.0,0.0,0.01,0.0,0.02,0.49,0.51,0.32,0.26,0.2,0.18,0.04,0.34,0.37,0.2,0.1
0,https://www.niche.com/places-to-live/c/de-baca-county-nm/,A minus,C+,C minus,B minus,A minus,D+,B+,C+,C minus,C,A,"De Baca County is located in New Mexico with a population of 2,040. In De Baca County, most residents own their homes. Many retirees live in De Baca County and residents tend to be conservative.",,,,,,,,0.37,0.63,,,,,,,,,,,,,,,0.13,0.21,0.1,0.06,0.13,0.11,0.07,0.2,0.06,-0.5,0.07,-0.6499999999999999,0.35,0.2068965517241379,0.36,0.33333333333333326,0.16,0.3333333333333335,,,,,,,,0.051,0.161,0.004,0.44,0.53,0.0,0.0,0.0,0.02,0.0,0.0,0.51,0.49,0.35,0.25,0.18,0.19,0.03,0.31,0.39,0.17,0.13
0,https://www.niche.com/places-to-live/c/custer-county-id/,C minus,C+,B minus,C minus,C,A minus,B minus,C+,C+,B,A minus,"Custer County is located in Idaho with a population of 4,169. In Custer County, most residents own their homes. Many retirees live in Custer County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.08,0.08,0.07,0.07,0.1,0.12,0.15,0.33,0.06,-0.5,0.19,-0.050000000000000044,0.36,0.24137931034482762,0.29,0.07407407407407396,0.11,-0.08333333333333326,,,0,1,0,0,0,0.013999999999999999,0.183,0.004,0.89,0.04,0.05,0.0,0.0,0.0,0.0,0.01,0.51,0.49,0.33,0.23,0.2,0.23,0.02,0.35,0.37,0.19,0.09
0,https://www.niche.com/places-to-live/c/knox-county-mo/,C,B,C minus,C,C,B minus,B minus,A,C,C minus,B minus,"Knox County is located in Missouri with a population of 3,947. In Knox County, most residents own their homes. Many retirees live in Knox County and residents tend to be conservative.",,,,,,,,0.17,0.83,,,,,,,,,,,,,,,0.12,0.11,0.08,0.1,0.09,0.13,0.15,0.21,0.06,-0.5,0.12,-0.4,0.26,-0.10344827586206884,0.43,0.5925925925925926,0.13,0.08333333333333348,,,,,,,,0.038,0.187,0.008,0.96,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.32,0.24,0.23,0.19,0.02,0.39,0.31,0.22,0.09
0,https://www.niche.com/places-to-live/c/catron-county-nm/,B+,B,C,C minus,C+,C,B+,C+,B minus,B minus,B+,"Catron County is located in New Mexico with a population of 3,526. In Catron County, most residents own their homes. Many retirees live in Catron County and residents tend to be conservative.",,,,,,,,0.12,0.88,,,,,,,,,,,,,,,0.06,0.09,0.04,0.04,0.11,0.08,0.21,0.37,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.47,0.7407407407407405,0.06,-0.5,,,,,,,,0.025,0.162,0.013999999999999999,0.81,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.45,0.22,0.33,0.32,0.09,0.04,0.28,0.41,0.23,0.08
0,https://www.niche.com/places-to-live/c/buffalo-county-sd/,B minus,B minus,D+,C+,B minus,B minus,C,A+,D+,C minus,A+,"Buffalo County is located in South Dakota with a population of 2,026. In Buffalo County, most residents rent their homes. Many families live in Buffalo County and residents tend to be liberal.",,,,,,,,0.54,0.46,,,,,,,,,,,,,,,0.22,0.16,0.11,0.12,0.12,0.11,0.09,0.07,0.02,-0.8333333333333333,0.07,-0.6499999999999999,0.3,0.034482758620689724,0.4,0.4814814814814814,0.22,0.8333333333333335,,,,,,,,0.127,0.39299999999999996,0.0,0.14,0.04,0.01,0.0,0.0,0.0,0.0,0.81,0.5,0.5,0.42,0.19,0.21,0.15,0.02,0.5,0.29,0.17,0.05
0,https://www.niche.com/places-to-live/c/robertson-county-ky/,C+,A minus,D minus,C+,C,B minus,C+,A minus,B minus,C,D,"Robertson County is located in Kentucky with a population of 2,123. In Robertson County, most residents own their homes. Many retirees live in Robertson County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.15,0.09,0.05,0.11,0.11,0.15,0.13,0.21,0.03,-0.75,0.13,-0.35,0.3,0.034482758620689724,0.38,0.40740740740740744,0.15,0.25,,,,,,,,0.043,0.26899999999999996,0.0,0.94,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.46,0.54,0.32,0.2,0.26,0.2,0.03,0.31,0.32,0.26,0.11
0,https://www.niche.com/places-to-live/c/anasco-municipio-pr/,unavailable,B minus,D minus,C minus,D+,C minus,A+,A minus,unavailable,C+,A minus,"Añasco Municipio is a County in Puerto Rico with a population of 26,934. In Añasco Municipio, most residents own their homes.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.09,0.1,0.1,0.12,0.13,0.14,0.13,0.2,0.04,-0.6666666666666666,0.15,-0.2500000000000001,0.21,-0.27586206896551724,0.3,0.11111111111111094,0.3,1.5,,,2,1,1,0,0,0.045,,,0.04,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.6,0.23,0.11,0.05,0.01,,,,
0,https://www.niche.com/places-to-live/c/schuyler-county-mo/,C,B,B minus,C,C,C,B minus,A,C,C,C+,"Schuyler County is located in Missouri with a population of 4,555. In Schuyler County, most residents own their homes. Many retirees live in Schuyler County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.16,0.11,0.08,0.11,0.1,0.12,0.13,0.19,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.29,0.0,0.46,0.7037037037037037,0.12,0.0,,,,,,,,0.022000000000000002,0.17600000000000002,0.002,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.29,0.24,0.24,0.2,0.02,0.36,0.33,0.25,0.06
0,https://www.niche.com/places-to-live/c/gilliam-county-or/,B+,C,C,C,C+,B,A minus,C,C minus,B+,A,"Gilliam County is located in Oregon with a population of 1,878. In Gilliam County, most residents own their homes. Many retirees live in Gilliam County and residents tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.11,0.09,0.04,0.09,0.1,0.15,0.16,0.25,0.02,-0.8333333333333333,0.15,-0.2500000000000001,0.42,0.4482758620689655,0.31,0.14814814814814814,0.1,-0.16666666666666663,,,,,,,,0.039,0.10400000000000001,0.013999999999999999,0.88,0.06,0.0,0.01,0.0,0.0,0.01,0.04,0.48,0.52,0.22,0.25,0.22,0.29,0.02,0.29,0.33,0.29,0.1
0,https://www.niche.com/places-to-live/c/rincon-municipio-pr/,unavailable,C,D minus,C minus,C,C minus,A+,B+,unavailable,C,B,"Rincón Municipio is a County in Puerto Rico with a population of 14,056. In Rincón Municipio, most residents own their homes. Many young professionals and retirees live in Rincón Municipio.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.09,0.09,0.08,0.1,0.13,0.14,0.14,0.24,0.05,-0.5833333333333333,0.18,-0.10000000000000009,0.2,-0.31034482758620685,0.24,-0.11111111111111116,0.33,1.7500000000000004,,,3,0,0,0,0,0.031,,,0.1,0.88,0.02,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.54,0.23,0.17,0.06,0.0,,,,
0,https://www.niche.com/places-to-live/c/baker-county-ga/,D,C minus,D,C,A,C+,A minus,A minus,C,B,C minus,"Baker County is located in Georgia with a population of 3,132. In Baker County, most residents own their homes. Many retirees live in Baker County and residents tend to lean conservative.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.1,0.11,0.07,0.1,0.11,0.15,0.12,0.24,0.06,-0.5,0.07,-0.6499999999999999,0.3,0.034482758620689724,0.38,0.40740740740740744,0.19,0.5833333333333335,,,,,,,,0.033,0.231,0.032,0.51,0.05,0.0,0.03,0.0,0.4,0.01,0.0,0.49,0.51,0.35,0.26,0.22,0.11,0.06,0.31,0.32,0.25,0.11
0,https://www.niche.com/places-to-live/c/aguada-municipio-pr/,unavailable,C+,D minus,C minus,D+,C minus,A+,B+,unavailable,C,A minus,"Aguada Municipio is a County in Puerto Rico with a population of 37,954. In Aguada Municipio, most residents own their homes. Many young professionals live in Aguada Municipio.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.1,0.09,0.09,0.12,0.12,0.14,0.15,0.18,0.06,-0.5,0.15,-0.2500000000000001,0.2,-0.31034482758620685,0.25,-0.07407407407407418,0.34,1.8333333333333335,,,1,2,1,1,0,0.045,,,0.07,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.64,0.2,0.1,0.05,0.01,,,,
0,https://www.niche.com/places-to-live/c/wibaux-county-mt/,C,B+,C,C,C,B,C+,B minus,C,C,B,"Wibaux County is located in Montana with a population of 1,122. In Wibaux County, most residents own their homes. Many retirees live in Wibaux County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.16,0.11,0.04,0.08,0.07,0.16,0.16,0.22,0.04,-0.6666666666666666,0.19,-0.050000000000000044,0.28,-0.0344827586206895,0.37,0.37037037037037024,0.11,-0.08333333333333326,,,,,,,,0.001,0.11,0.011000000000000001,0.93,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0.47,0.53,0.15,0.26,0.23,0.36,0.0,0.24,0.29,0.36,0.12
0,https://www.niche.com/places-to-live/c/fulton-county-in/,C+,B+,B+,C+,C+,B minus,C+,A,C,C+,B,"Fulton County is located in Indiana with a population of 20,096. In Fulton County, most residents own their homes. Many families live in Fulton County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.14,0.1,0.08,0.11,0.11,0.13,0.14,0.19,0.06,-0.5,0.1,-0.5,0.31,0.06896551724137945,0.41,0.5185185185185184,0.12,0.0,,,0,0,1,0,0,0.026000000000000002,0.12300000000000001,0.018000000000000002,0.92,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.49,0.51,0.2,0.24,0.24,0.28,0.04,0.26,0.34,0.28,0.11
0,https://www.niche.com/places-to-live/c/king-william-county-va/,B minus,C+,C+,B minus,B+,B minus,B,B,B minus,C+,D minus,"King William County is located in Virginia with a population of 16,688. In King William County, most residents own their homes. Many families live in King William County and residents tend to be conservative.",,,,,,,,0.13,0.87,,,,,,,,,,,,,,,0.13,0.1,0.08,0.13,0.13,0.14,0.14,0.16,0.06,-0.5,0.15,-0.2500000000000001,0.37,0.27586206896551735,0.34,0.2592592592592593,0.08,-0.33333333333333326,,,5,3,4,0,0,0.026000000000000002,0.085,0.006,0.77,0.03,0.02,0.01,0.0,0.16,0.0,0.01,0.49,0.51,0.1,0.21,0.25,0.34,0.09,0.21,0.29,0.3,0.19
0,https://www.niche.com/places-to-live/c/ochiltree-county-tx/,C+,B,C+,B minus,A minus,B minus,B minus,A minus,C+,D minus,B,"Ochiltree County is located in Texas with a population of 10,131. In Ochiltree County, most residents own their homes. Many families live in Ochiltree County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.16,0.15,0.09,0.14,0.13,0.11,0.12,0.11,0.04,-0.6666666666666666,0.12,-0.4,0.26,-0.10344827586206884,0.33,0.2222222222222221,0.26,1.166666666666667,,,,,,,,0.038,0.153,0.157,0.43,0.54,0.02,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.18,0.25,0.24,0.26,0.07,0.32,0.32,0.22,0.14
0,https://www.niche.com/places-to-live/c/union-county-ia/,C+,B minus,B+,C+,C+,B minus,C+,A minus,B,C,A,"Union County is located in Iowa with a population of 12,358. In Union County, most residents own their homes. Many retirees live in Union County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.12,0.11,0.09,0.11,0.12,0.12,0.14,0.2,0.06,-0.5,0.12,-0.4,0.37,0.27586206896551735,0.36,0.33333333333333326,0.1,-0.16666666666666663,,,,,,,,0.028999999999999998,0.139,0.011000000000000001,0.94,0.03,0.01,0.01,0.0,0.01,0.0,0.0,0.49,0.51,0.25,0.21,0.21,0.26,0.06,0.3,0.32,0.26,0.12
0,https://www.niche.com/places-to-live/c/lewis-county-mo/,B minus,B,C+,C+,C+,B+,B minus,A,B,C,B minus,"Lewis County is located in Missouri with a population of 9,955. In Lewis County, most residents own their homes. Many retirees live in Lewis County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.12,0.12,0.11,0.11,0.12,0.14,0.18,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.29,0.0,0.46,0.7037037037037037,0.12,0.0,,,,,,,,0.017,0.185,0.004,0.93,0.0,0.02,0.0,0.0,0.04,0.0,0.01,0.51,0.49,0.26,0.23,0.23,0.23,0.05,0.33,0.31,0.27,0.09
0,https://www.niche.com/places-to-live/c/elbert-county-ga/,B minus,B minus,C,B minus,A minus,C minus,B+,A minus,C,B,B,"Elbert County is located in Georgia with a population of 19,166. In Elbert County, most residents own their homes. Many families and retirees live in Elbert County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.11,0.1,0.08,0.11,0.11,0.13,0.14,0.2,0.05,-0.5833333333333333,0.07,-0.6499999999999999,0.26,-0.10344827586206884,0.41,0.5185185185185184,0.22,0.8333333333333335,,,3,1,2,0,0,0.040999999999999995,0.212,0.016,0.64,0.06,0.01,0.0,0.0,0.3,0.0,0.0,0.48,0.52,0.33,0.26,0.19,0.2,0.03,0.35,0.35,0.22,0.08
0,https://www.niche.com/places-to-live/c/franklin-county-ny/,C+,B minus,B+,B minus,B,B minus,D+,B,B minus,B+,A minus,"Franklin County is located in New York with a population of 50,477. In Franklin County, most residents own their homes. Residents of Franklin County tend to have moderate political views.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.11,0.09,0.11,0.14,0.12,0.14,0.14,0.17,0.09,-0.25,0.1,-0.5,0.31,0.06896551724137945,0.38,0.40740740740740744,0.13,0.08333333333333348,,,0,0,1,0,0,0.039,0.17800000000000002,0.013000000000000001,0.82,0.04,0.01,0.01,0.0,0.06,0.0,0.07,0.54,0.46,0.25,0.19,0.23,0.25,0.07,0.3,0.29,0.27,0.15
0,https://www.niche.com/places-to-live/c/glades-county-fl/,C minus,B minus,B minus,C,A,C+,A,A minus,C minus,B minus,C,"Glades County is located in Florida with a population of 13,516. In Glades County, most residents own their homes. Many retirees live in Glades County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.07,0.08,0.09,0.11,0.11,0.13,0.13,0.27,0.04,-0.6666666666666666,0.08,-0.6000000000000001,0.25,-0.13793103448275856,0.38,0.40740740740740744,0.25,1.0833333333333335,,,,,,,,0.051,0.174,0.075,0.6,0.21,0.01,0.01,0.0,0.13,0.0,0.04,0.56,0.44,0.27,0.3,0.19,0.18,0.06,0.33,0.38,0.18,0.11
0,https://www.niche.com/places-to-live/c/cameron-parish-la/,B,A minus,C minus,B minus,B minus,B minus,A,A minus,C minus,C+,C,"Cameron Parish is a County in Louisiana with a population of 6,930. In Cameron Parish, most residents own their homes. Many families live in Cameron Parish and residents tend to be conservative.",,,,,,,,0.16,0.84,,,,,,,,,,,,,,,0.1,0.13,0.08,0.07,0.13,0.16,0.17,0.16,0.04,-0.6666666666666666,0.09,-0.55,0.32,0.10344827586206917,0.4,0.4814814814814814,0.15,0.25,,,,,,,,0.027000000000000003,0.099,0.027999999999999997,0.88,0.06,0.01,0.01,0.0,0.03,0.0,0.01,0.48,0.52,0.2,0.24,0.18,0.27,0.11,0.27,0.3,0.23,0.2
0,https://www.niche.com/places-to-live/c/mclean-county-ky/,B minus,A minus,B minus,C+,C,B+,B minus,A,C,C+,C+,"McLean County is located in Kentucky with a population of 9,283. In McLean County, most residents own their homes. Many retirees live in McLean County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.12,0.12,0.07,0.11,0.12,0.14,0.14,0.19,0.05,-0.5833333333333333,0.09,-0.55,0.33,0.13793103448275867,0.41,0.5185185185185184,0.13,0.08333333333333348,,,0,2,0,0,0,0.044000000000000004,0.161,0.004,0.96,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.49,0.51,0.27,0.17,0.24,0.26,0.06,0.29,0.27,0.27,0.17
0,https://www.niche.com/places-to-live/c/richland-parish-la/,C+,B minus,C,C+,A minus,C+,unavailable,A,C,C,B,"Richland Parish is a County in Louisiana with a population of 20,350. In Richland Parish, most residents own their homes. Many families live in Richland Parish and residents tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.13,0.11,0.09,0.12,0.12,0.12,0.14,0.17,0.06,-0.5,0.07,-0.6499999999999999,0.24,-0.1724137931034483,0.41,0.5185185185185184,0.22,0.8333333333333335,,,0,4,9,7,1,0.028999999999999998,0.303,0.001,0.61,0.02,0.01,0.0,0.0,0.36,0.0,0.0,0.49,0.51,0.41,0.17,0.17,0.2,0.05,0.38,0.32,0.18,0.12
0,https://www.niche.com/places-to-live/c/white-county-tn/,B,B+,C,B minus,C,C+,B minus,A minus,A minus,B+,C,"White County is located in Tennessee with a population of 26,800. In White County, most residents own their homes. Many retirees live in White County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.12,0.11,0.08,0.11,0.11,0.13,0.14,0.2,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.25,-0.13793103448275856,0.46,0.7037037037037037,0.17,0.41666666666666674,,,0,0,4,0,0,0.034,0.161,0.005,0.93,0.03,0.02,0.0,0.0,0.02,0.0,0.0,0.49,0.51,0.29,0.25,0.24,0.18,0.04,0.32,0.39,0.22,0.08
0,https://www.niche.com/places-to-live/c/fayette-county-tn/,D+,C+,B minus,C,A minus,B minus,B,B+,B,C+,D,"Fayette County is located in Tennessee with a population of 40,164. In Fayette County, most residents own their homes. Many young professionals and retirees live in Fayette County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.1,0.09,0.07,0.11,0.11,0.14,0.17,0.21,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.32,0.10344827586206917,0.32,0.18518518518518512,0.14,0.16666666666666674,,,3,10,12,2,1,0.036000000000000004,0.134,0.009000000000000001,0.68,0.03,0.01,0.01,0.0,0.27,0.0,0.0,0.49,0.51,0.21,0.17,0.22,0.26,0.14,0.28,0.29,0.23,0.2
0,https://www.niche.com/places-to-live/c/belknap-county-nh/,B minus,C minus,B+,B minus,C,B,C minus,C+,B+,A,B minus,"Belknap County is located in New Hampshire with a population of 60,887. In Belknap County, most residents own their homes. Many retirees live in Belknap County and residents tend to lean conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.09,0.1,0.07,0.1,0.11,0.14,0.17,0.21,0.13,0.08333333333333348,0.2,0.0,0.31,0.06896551724137945,0.29,0.07407407407407396,0.07,-0.41666666666666663,,,,,,,,0.025,0.084,0.013000000000000001,0.95,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.49,0.51,0.16,0.17,0.2,0.33,0.14,0.22,0.3,0.26,0.21
0,https://www.niche.com/places-to-live/c/okanogan-county-wa/,C+,C minus,B,B,A minus,C+,C,C,B+,A,A minus,"Okanogan County is located in Washington with a population of 41,842. In Okanogan County, most residents own their homes. Many retirees live in Okanogan County and residents tend to be conservative.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.13,0.1,0.07,0.11,0.11,0.11,0.15,0.21,0.07,-0.41666666666666663,0.13,-0.35,0.34,0.1724137931034484,0.3,0.11111111111111094,0.16,0.3333333333333335,,,,,,,,0.032,0.195,0.085,0.65,0.2,0.04,0.01,0.0,0.0,0.0,0.09,0.51,0.49,0.26,0.21,0.27,0.21,0.05,0.31,0.33,0.24,0.13
0,https://www.niche.com/places-to-live/c/coshocton-county-oh/,B,B,B,B minus,C,B minus,C+,A minus,C+,B+,B+,"Coshocton County is located in Ohio with a population of 36,585. In Coshocton County, most residents own their homes. Many families live in Coshocton County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.13,0.11,0.07,0.12,0.11,0.13,0.15,0.19,0.04,-0.6666666666666666,0.09,-0.55,0.25,-0.13793103448275856,0.47,0.7407407407407405,0.15,0.25,,,1,3,3,1,1,0.033,0.14300000000000002,0.002,0.96,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.25,0.23,0.25,0.22,0.04,0.29,0.37,0.24,0.1
0,https://www.niche.com/places-to-live/c/jay-county-in/,B minus,B+,B,B minus,C,B,B minus,A,C+,B minus,B+,"Jay County is located in Indiana with a population of 20,840. In Jay County, most residents own their homes. Many families live in Jay County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.13,0.12,0.09,0.11,0.11,0.13,0.13,0.17,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.28,-0.0344827586206895,0.49,0.8148148148148147,0.12,0.0,,,,,,,,0.024,0.14,0.006,0.95,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.23,0.25,0.27,0.23,0.03,0.29,0.36,0.26,0.09
0,https://www.niche.com/places-to-live/c/crittenden-county-ar/,C,C,C,B minus,A,C,B+,B+,C+,B,B,"Crittenden County is located in Arkansas with a population of 48,672. In Crittenden County, most residents own their homes. Many families live in Crittenden County and residents tend to lean liberal.",,,,,,,,0.43,0.57,,,,,,,,,,,,,,,0.15,0.12,0.09,0.13,0.12,0.13,0.12,0.14,0.06,-0.5,0.12,-0.4,0.3,0.034482758620689724,0.35,0.29629629629629606,0.17,0.41666666666666674,,,2,1,1,0,0,0.055,0.218,0.013999999999999999,0.42,0.03,0.07,0.01,0.0,0.48,0.0,0.0,0.48,0.52,0.32,0.22,0.2,0.21,0.05,0.31,0.34,0.24,0.12
0,https://www.niche.com/places-to-live/c/humphreys-county-tn/,B minus,B+,B,B minus,C+,B,B minus,A minus,C+,B+,C minus,"Humphreys County is located in Tennessee with a population of 18,435. In Humphreys County, most residents own their homes. Many families and retirees live in Humphreys County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.11,0.1,0.08,0.11,0.12,0.14,0.15,0.19,0.06,-0.5,0.08,-0.6000000000000001,0.22,-0.2413793103448275,0.48,0.7777777777777777,0.15,0.25,,,2,7,5,2,0,0.040999999999999995,0.155,0.006,0.92,0.02,0.01,0.01,0.0,0.02,0.0,0.01,0.49,0.51,0.26,0.23,0.23,0.24,0.04,0.33,0.32,0.24,0.11
0,https://www.niche.com/places-to-live/c/vernon-county-mo/,C,B minus,B,C+,C,B+,B minus,A minus,B+,C+,B+,"Vernon County is located in Missouri with a population of 20,595. In Vernon County, most residents own their homes. Residents of Vernon County tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.13,0.11,0.09,0.11,0.11,0.12,0.14,0.19,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.29,0.0,0.4,0.4814814814814814,0.12,0.0,,,,,,,,0.025,0.147,0.005,0.94,0.02,0.02,0.01,0.0,0.01,0.0,0.01,0.49,0.51,0.25,0.27,0.21,0.22,0.05,0.3,0.35,0.25,0.1
0,https://www.niche.com/places-to-live/c/churchill-county-nv/,B,C+,B minus,B minus,B+,B minus,A minus,C,B minus,B minus,A minus,"Churchill County is located in Nevada with a population of 24,259. In Churchill County, most residents own their homes. Many families live in Churchill County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.13,0.1,0.08,0.13,0.11,0.13,0.14,0.19,0.06,-0.5,0.13,-0.35,0.41,0.4137931034482758,0.32,0.18518518518518512,0.08,-0.33333333333333326,,,1,0,0,0,0,0.034,0.132,0.043,0.73,0.14,0.04,0.03,0.0,0.02,0.0,0.04,0.51,0.49,0.18,0.23,0.21,0.29,0.08,0.26,0.31,0.24,0.19
0,https://www.niche.com/places-to-live/c/newton-county-ar/,C+,B+,C,C+,C,B+,B,A minus,C,B+,C minus,"Newton County is located in Arkansas with a population of 7,812. In Newton County, most residents own their homes. Many retirees live in Newton County and residents tend to be conservative.",,,,,,,,0.16,0.84,,,,,,,,,,,,,,,0.1,0.09,0.07,0.09,0.1,0.12,0.17,0.25,0.06,-0.5,0.14,-0.29999999999999993,0.31,0.06896551724137945,0.35,0.29629629629629606,0.14,0.16666666666666674,,,1,1,0,0,0,0.016,0.156,0.006999999999999999,0.94,0.0,0.02,0.01,0.0,0.0,0.01,0.03,0.5,0.5,0.35,0.21,0.24,0.19,0.01,0.39,0.37,0.17,0.06
