,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Murder,Rape,Robbery,Burglary,Theft,Motor Vehicle Theft,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,African American,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+,Assault vs. National,Murder vs. National,Rape vs. National,Robbery vs. National,Burglary vs. National,Theft vs. National,Motor Vehicle Theft vs. National
0,https://www.niche.com/places-to-live/c/monroe-county-ia/,B minus,A minus,B+,C+,C,A minus,C+,A,B minus,C minus,B minus,"Monroe County is located in Iowa with a population of 7,807. In Monroe County, most residents own their homes. Many retirees live in Monroe County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,0.12,0.12,0.08,0.1,0.11,0.13,0.14,0.2,0.03,-0.75,0.15,-0.2500000000000001,0.31,0.06896551724137945,0.39,0.4444444444444444,0.12,0.0,,,,,,,,0.026000000000000002,0.10400000000000001,0.001,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.5,0.5,0.19,0.21,0.22,0.34,0.04,0.24,0.29,0.34,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/pasquotank-county-nc/,C minus,C minus,B+,B minus,A,C,B+,B,B+,B+,B minus,"Pasquotank County is located in North Carolina with a population of 39,514. In Pasquotank County, most residents own their homes. Many families live in Pasquotank County and residents tend to have moderate political views.",,,,,,,,0.4,0.6,,,,,,,,0.13,0.09,0.1,0.14,0.12,0.12,0.14,0.16,0.09,-0.25,0.13,-0.35,0.33,0.13793103448275867,0.32,0.18518518518518512,0.13,0.08333333333333348,,,1,1,1,0,0,0.036000000000000004,0.153,0.016,0.55,0.05,0.02,0.36,0.0,0.01,0.0,0.0,0.49,0.51,0.26,0.19,0.23,0.26,0.06,0.3,0.32,0.25,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/yates-county-ny/,B,B,B+,B minus,C,B,C minus,B,B minus,B minus,B+,"Yates County is located in New York with a population of 25,011. In Yates County, most residents own their homes. Many young professionals and retirees live in Yates County and residents tend to lean conservative.",,,,,,,,0.2,0.8,,,,,,,,0.12,0.1,0.11,0.11,0.09,0.11,0.15,0.2,0.11,-0.08333333333333326,0.14,-0.29999999999999993,0.29,0.0,0.33,0.2222222222222221,0.14,0.16666666666666674,,,,,,,,0.026000000000000002,0.11800000000000001,0.009000000000000001,0.95,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.48,0.52,0.2,0.2,0.22,0.29,0.08,0.31,0.3,0.25,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/okfuskee-county-ok/,C+,B+,C,B minus,A minus,B+,B+,A,C minus,C,C+,"Okfuskee County is located in Oklahoma with a population of 12,067. In Okfuskee County, most residents own their homes. Many families live in Okfuskee County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,0.13,0.1,0.08,0.13,0.12,0.13,0.13,0.18,0.04,-0.6666666666666666,0.08,-0.6000000000000001,0.28,-0.0344827586206895,0.4,0.4814814814814814,0.2,0.6666666666666667,,,,,,,,0.038,0.261,0.008,0.61,0.04,0.13,0.07,0.15,0.0,0.0,0.0,0.54,0.46,0.33,0.23,0.22,0.18,0.04,0.37,0.31,0.22,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/ouachita-county-ar/,C,B minus,B minus,C+,A minus,C,B,A,C+,C+,B,"Ouachita County is located in Arkansas with a population of 23,830. In Ouachita County, most residents own their homes. Many retirees live in Ouachita County and residents tend to lean conservative.",,,,,,,,0.31,0.69,,,,,,,,0.12,0.11,0.08,0.11,0.1,0.13,0.15,0.2,0.06,-0.5,0.09,-0.55,0.3,0.034482758620689724,0.42,0.5555555555555554,0.14,0.16666666666666674,,,0,1,1,0,0,0.043,0.225,0.004,0.55,0.02,0.01,0.41,0.0,0.0,0.0,0.0,0.48,0.52,0.35,0.23,0.21,0.18,0.03,0.35,0.33,0.22,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/lawrence-county-mo/,B minus,B,C+,B,B minus,B,B minus,A minus,B,B,C+,"Lawrence County is located in Missouri with a population of 38,204. In Lawrence County, most residents own their homes. Many families live in Lawrence County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,0.14,0.12,0.08,0.11,0.12,0.13,0.13,0.18,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.3,0.034482758620689724,0.39,0.4444444444444444,0.15,0.25,,,0,1,1,0,0,0.038,0.16399999999999998,0.025,0.89,0.07,0.02,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.24,0.2,0.05,0.3,0.38,0.22,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/neosho-county-ks/,B minus,B minus,B,B minus,C+,B minus,B minus,A minus,B minus,C,A minus,"Neosho County is located in Kansas with a population of 16,108. In Neosho County, most residents own their homes. Many retirees live in Neosho County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.13,0.12,0.08,0.11,0.11,0.12,0.14,0.19,0.08,-0.33333333333333326,0.1,-0.5,0.4,0.3793103448275863,0.33,0.2222222222222221,0.09,-0.25,,,,,,,,0.027999999999999997,0.18600000000000003,0.019,0.9,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.27,0.21,0.28,0.19,0.05,0.29,0.35,0.26,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/mcdowell-county-nc/,C+,B,B minus,B minus,B minus,B minus,B minus,A minus,B minus,B+,C+,"McDowell County is located in North Carolina with a population of 45,227. In McDowell County, most residents own their homes. Many retirees live in McDowell County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,0.11,0.09,0.07,0.12,0.12,0.14,0.15,0.2,0.05,-0.5833333333333333,0.12,-0.4,0.34,0.1724137931034484,0.32,0.18518518518518512,0.16,0.3333333333333335,,,2,1,2,1,0,0.031,0.16699999999999998,0.027000000000000003,0.87,0.06,0.01,0.04,0.0,0.01,0.0,0.0,0.5,0.5,0.25,0.26,0.22,0.22,0.05,0.32,0.34,0.25,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/carroll-county-va/,B,A minus,C,B minus,C,B,B,A,B,B minus,C,"Carroll County is located in Virginia with a population of 29,801. In Carroll County, most residents own their homes. Many retirees live in Carroll County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.1,0.09,0.07,0.11,0.11,0.14,0.16,0.24,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.3,0.034482758620689724,0.36,0.33333333333333326,0.19,0.5833333333333335,,,4,7,15,4,0,0.015,0.145,0.012,0.95,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.28,0.22,0.27,0.2,0.03,0.34,0.36,0.23,0.08,,,,,,,
0,https://www.niche.com/places-to-live/c/rock-county-mn/,A minus,A,B minus,B+,C+,A,C,A minus,B minus,C+,B+,"Rock County is located in Minnesota with a population of 9,402. In Rock County, most residents own their homes. Many retirees live in Rock County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.14,0.12,0.07,0.11,0.11,0.12,0.14,0.2,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.36,0.24137931034482762,0.33,0.2222222222222221,0.07,-0.41666666666666663,,,,,,,,0.012,0.09,0.006,0.94,0.03,0.01,0.01,0.0,0.01,0.0,0.0,0.49,0.51,0.19,0.15,0.26,0.3,0.09,0.23,0.28,0.32,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/bonneville-county-id/,B minus,B,B+,A minus,B,A minus,B minus,C+,A,A minus,A,"Bonneville County is located in Idaho with a population of 114,392. In Bonneville County, most residents own their homes. Many families and young professionals live in Bonneville County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.17,0.14,0.09,0.14,0.13,0.1,0.11,0.13,0.1,-0.16666666666666663,0.22,0.09999999999999987,0.35,0.2068965517241379,0.25,-0.07407407407407418,0.08,-0.33333333333333326,,,1,1,1,0,0,0.022000000000000002,0.10400000000000001,0.027999999999999997,0.83,0.13,0.02,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.18,0.19,0.24,0.28,0.1,0.3,0.3,0.22,0.18,,,,,,,
0,https://www.niche.com/places-to-live/c/swain-county-nc/,B,B+,B,B+,A minus,B minus,B minus,A minus,B minus,A minus,B+,"Swain County is located in North Carolina with a population of 14,260. In Swain County, most residents own their homes. Many families and retirees live in Swain County and residents tend to lean conservative.",,,,,,,,0.28,0.72,,,,,,,,0.13,0.1,0.08,0.12,0.11,0.13,0.14,0.19,0.06,-0.5,0.12,-0.4,0.31,0.06896551724137945,0.31,0.14814814814814814,0.2,0.6666666666666667,,,0,0,1,0,0,0.038,0.16699999999999998,0.017,0.62,0.05,0.04,0.0,0.28,0.0,0.0,0.0,0.49,0.51,0.32,0.23,0.22,0.19,0.04,0.35,0.36,0.2,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/madison-county-tn/,B minus,C+,B+,B+,A,B minus,B,B+,B,B,B+,"Madison County is located in Tennessee with a population of 97,625. In Madison County, most residents own their homes. Many families and young professionals live in Madison County and residents tend to lean conservative.",,,,,,,,0.38,0.62,,,,,,,,0.12,0.11,0.11,0.12,0.12,0.13,0.14,0.16,0.1,-0.16666666666666663,0.16,-0.20000000000000007,0.28,-0.0344827586206895,0.35,0.29629629629629606,0.11,-0.08333333333333326,,,1,11,11,3,1,0.027999999999999997,0.182,0.016,0.56,0.04,0.02,0.37,0.0,0.01,0.0,0.0,0.47,0.53,0.26,0.21,0.24,0.23,0.07,0.29,0.33,0.25,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/johnston-county-nc/,B,B,B+,A minus,A minus,B+,B,B+,B,B+,C minus,"Johnston County is located in North Carolina with a population of 196,870. In Johnston County, most residents own their homes. Many families and young professionals live in Johnston County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,0.13,0.12,0.08,0.12,0.14,0.15,0.12,0.13,0.06,-0.5,0.16,-0.20000000000000007,0.36,0.24137931034482762,0.28,0.03703703703703698,0.13,0.08333333333333348,,,2,1,1,1,0,0.031,0.12300000000000001,0.057999999999999996,0.68,0.14,0.02,0.15,0.0,0.01,0.0,0.0,0.49,0.51,0.18,0.19,0.24,0.31,0.09,0.25,0.31,0.27,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/allen-parish-la/,B+,A,C,B+,A minus,C+,A+,A,C,B minus,C,"Allen Parish is a County in Louisiana with a population of 25,618. In Allen Parish, most residents own their homes. Many families live in Allen Parish and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.12,0.1,0.08,0.15,0.14,0.14,0.12,0.15,0.03,-0.75,0.08,-0.6000000000000001,0.24,-0.1724137931034483,0.44,0.6296296296296295,0.2,0.6666666666666667,,,0,1,1,0,0,0.059000000000000004,0.146,0.038,0.71,0.06,0.02,0.18,0.02,0.01,0.0,0.0,0.57,0.43,0.3,0.18,0.2,0.27,0.05,0.35,0.3,0.23,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/fauquier-county-va/,B+,C+,B,A minus,B,B+,B minus,C+,A minus,A minus,C minus,"Fauquier County is located in Virginia with a population of 69,728. In Fauquier County, most residents own their homes. Many families and young professionals live in Fauquier County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.12,0.12,0.08,0.11,0.12,0.15,0.15,0.16,0.13,0.08333333333333348,0.23,0.1499999999999999,0.3,0.034482758620689724,0.27,0.0,0.08,-0.33333333333333326,,,10,28,29,3,0,0.021,0.057,0.034,0.8,0.08,0.02,0.07,0.0,0.02,0.0,0.0,0.49,0.51,0.09,0.1,0.17,0.35,0.29,0.21,0.22,0.23,0.34,,,,,,,
0,https://www.niche.com/places-to-live/c/crawford-county-ks/,B,B,A minus,B+,B minus,B minus,B minus,B+,B,B minus,A minus,"Crawford County is located in Kansas with a population of 38,968. In Crawford County, most residents own their homes. Many families and young professionals live in Crawford County and residents tend to be conservative.",,,,,,,,0.41,0.59,,,,,,,,0.12,0.09,0.18,0.12,0.11,0.11,0.11,0.15,0.11,-0.08333333333333326,0.19,-0.050000000000000044,0.33,0.13793103448275867,0.29,0.07407407407407396,0.08,-0.33333333333333326,,,,,,,,0.03,0.2,0.022000000000000002,0.87,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.5,0.5,0.31,0.23,0.19,0.22,0.05,0.35,0.32,0.24,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/pierce-county-wi/,A minus,B,A,B+,C,A,C+,B,A minus,A minus,B minus,"Pierce County is located in Wisconsin with a population of 41,977. In Pierce County, most residents own their homes. Many young professionals live in Pierce County and residents tend to lean conservative.",,,,,,,,0.28,0.72,,,,,,,,0.11,0.1,0.16,0.11,0.11,0.13,0.14,0.14,0.1,-0.16666666666666663,0.19,-0.050000000000000044,0.34,0.1724137931034484,0.32,0.18518518518518512,0.05,-0.5833333333333333,,,,,,,,0.017,0.09300000000000001,0.015,0.94,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.13,0.17,0.22,0.36,0.13,0.29,0.24,0.27,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/el-paso-county-tx/,B minus,C,A,B+,B,B minus,A+,B,A,B minus,B,"El Paso County is located in Texas with a population of 836,062. In El Paso County, most residents own their homes. Many families and young professionals live in El Paso County and residents tend to be liberal.",,,,,,,,0.39,0.61,,,,,,,,0.15,0.13,0.11,0.15,0.12,0.12,0.1,0.12,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.31,0.06896551724137945,0.24,-0.11111111111111116,0.22,0.8333333333333335,,,159,105,38,5,1,0.037000000000000005,0.201,0.126,0.12,0.83,0.01,0.03,0.0,0.01,0.0,0.0,0.49,0.51,0.27,0.21,0.23,0.22,0.06,0.34,0.32,0.21,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/sumter-county-fl/,B+,B,B minus,C,C,A+,A,B minus,A,A,B minus,"Sumter County is located in Florida with a population of 125,044. In Sumter County, most residents own their homes. Many retirees live in Sumter County and residents tend to be conservative.",,,,,,,,0.1,0.9,,,,,,,,0.03,0.04,0.03,0.05,0.06,0.07,0.14,0.57,0.13,0.08333333333333348,0.18,-0.10000000000000009,0.3,0.034482758620689724,0.3,0.11111111111111094,0.08,-0.33333333333333326,,,2,0,0,0,0,0.009000000000000001,0.08199999999999999,0.019,0.85,0.06,0.01,0.07,0.0,0.01,0.0,0.0,0.5,0.5,0.17,0.22,0.25,0.28,0.09,0.26,0.34,0.23,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/lake-county-oh/,B+,B,A,B+,B minus,B,C minus,B,A,A minus,B,"Lake County is located in Ohio with a population of 229,954. In Lake County, most residents own their homes. Many young professionals and retirees live in Lake County and residents tend to lean conservative.",,,,,,,,0.26,0.74,,,,,,,,0.1,0.1,0.08,0.12,0.11,0.14,0.15,0.19,0.1,-0.16666666666666663,0.17,-0.15000000000000002,0.33,0.13793103448275867,0.32,0.18518518518518512,0.08,-0.33333333333333326,,,3,1,4,0,0,0.027000000000000003,0.08,0.023,0.88,0.04,0.02,0.04,0.0,0.01,0.0,0.0,0.49,0.51,0.15,0.18,0.25,0.31,0.11,0.22,0.3,0.28,0.2,,,,,,,
0,https://www.niche.com/places-to-live/c/benzie-county-mi/,A minus,A minus,B+,A minus,C,A minus,C,B+,C,B+,B minus,"Benzie County is located in Michigan with a population of 17,615. In Benzie County, most residents own their homes. Many retirees live in Benzie County and residents tend to lean conservative.",,,,,,,,0.1,0.9,,,,,,,,0.09,0.09,0.06,0.1,0.1,0.13,0.17,0.26,0.12,0.0,0.19,-0.050000000000000044,0.32,0.10344827586206917,0.31,0.14814814814814814,0.07,-0.41666666666666663,,,2,3,0,0,0,0.025,0.095,0.005,0.94,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.5,0.5,0.19,0.21,0.22,0.31,0.06,0.27,0.34,0.27,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/titus-county-tx/,B+,B+,C+,A minus,A,B minus,B,A minus,B minus,B,B,"Titus County is located in Texas with a population of 32,640. In Titus County, most residents own their homes. Many families live in Titus County and residents tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,0.16,0.13,0.1,0.12,0.12,0.12,0.11,0.14,0.05,-0.5833333333333333,0.12,-0.4,0.27,-0.06896551724137923,0.33,0.2222222222222221,0.23,0.9166666666666667,,,0,1,0,0,0,0.032,0.17800000000000002,0.145,0.45,0.43,0.02,0.09,0.0,0.01,0.0,0.0,0.49,0.51,0.25,0.2,0.26,0.24,0.05,0.27,0.39,0.23,0.11,,,,,,,
0,https://www.niche.com/places-to-live/c/alamance-county-nc/,B minus,B minus,A minus,B+,A,B,B,B,A minus,B+,B minus,"Alamance County is located in North Carolina with a population of 163,324. In Alamance County, most residents own their homes. Many families and young professionals live in Alamance County and residents tend to lean conservative.",,,,,,,,0.35,0.65,,,,,,,,0.12,0.11,0.1,0.12,0.12,0.14,0.13,0.17,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.34,0.1724137931034484,0.28,0.03703703703703698,0.14,0.16666666666666674,,,0,4,2,1,0,0.034,0.16,0.053,0.64,0.13,0.02,0.19,0.0,0.02,0.0,0.0,0.47,0.53,0.24,0.22,0.22,0.25,0.07,0.27,0.33,0.26,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/putnam-county-tn/,B+,B minus,B+,B+,B minus,B minus,B minus,B+,A minus,B+,C+,"Putnam County is located in Tennessee with a population of 77,447. In Putnam County, most residents own their homes. Many young professionals live in Putnam County and residents tend to be conservative.",,,,,,,,0.39,0.61,,,,,,,,0.11,0.1,0.14,0.13,0.11,0.12,0.12,0.17,0.1,-0.16666666666666663,0.16,-0.20000000000000007,0.24,-0.1724137931034483,0.37,0.37037037037037024,0.13,0.08333333333333348,,,13,15,26,0,0,0.023,0.187,0.032,0.88,0.06,0.01,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.3,0.21,0.23,0.2,0.06,0.31,0.34,0.23,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/sullivan-county-tn/,B+,B+,B+,B+,C+,B minus,B+,A minus,B+,A minus,B,"Sullivan County is located in Tennessee with a population of 157,050. In Sullivan County, most residents own their homes. Many young professionals and retirees live in Sullivan County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,0.1,0.09,0.08,0.11,0.11,0.14,0.14,0.21,0.09,-0.25,0.15,-0.2500000000000001,0.29,0.0,0.35,0.29629629629629606,0.13,0.08333333333333348,,,19,31,29,5,0,0.034,0.158,0.006999999999999999,0.93,0.02,0.02,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.26,0.23,0.23,0.21,0.07,0.31,0.33,0.23,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/westmoreland-county-pa/,A minus,B+,A minus,A minus,C+,B+,C minus,B,A minus,A minus,B minus,"Westmoreland County is located in Pennsylvania with a population of 352,590. In Westmoreland County, most residents own their homes. Many young professionals and retirees live in Westmoreland County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,0.1,0.09,0.08,0.1,0.11,0.14,0.16,0.22,0.1,-0.16666666666666663,0.19,-0.050000000000000044,0.28,-0.0344827586206895,0.37,0.37037037037037024,0.06,-0.5,,,,,,,,0.025,0.099,0.005,0.94,0.01,0.02,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.19,0.18,0.22,0.29,0.11,0.26,0.29,0.26,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/lafourche-parish-la/,A minus,A minus,B+,A minus,B+,C+,B,A minus,B minus,B,B minus,"Lafourche Parish is a County in Louisiana with a population of 98,108. In Lafourche Parish, most residents own their homes. Many families live in Lafourche Parish and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,0.13,0.11,0.09,0.14,0.12,0.13,0.13,0.15,0.05,-0.5833333333333333,0.12,-0.4,0.21,-0.27586206896551724,0.41,0.5185185185185184,0.22,0.8333333333333335,,,0,5,3,0,0,0.036000000000000004,0.154,0.019,0.77,0.04,0.02,0.14,0.02,0.01,0.0,0.0,0.49,0.51,0.24,0.18,0.21,0.27,0.1,0.29,0.29,0.24,0.18,,,,,,,
0,https://www.niche.com/places-to-live/c/bleckley-county-ga/,A,A,C,A minus,B+,C,A minus,A minus,C minus,C+,C,"Bleckley County is located in Georgia with a population of 12,807. In Bleckley County, most residents own their homes. Residents of Bleckley County tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.11,0.1,0.17,0.1,0.1,0.12,0.12,0.18,0.09,-0.25,0.09,-0.55,0.29,0.0,0.41,0.5185185185185184,0.11,-0.08333333333333326,,,0,0,0,0,1,0.027000000000000003,0.18,0.008,0.69,0.03,0.01,0.27,0.0,0.0,0.0,0.0,0.47,0.53,0.32,0.16,0.25,0.23,0.04,0.31,0.35,0.21,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/texas-county-ok/,C,B+,B,B,A,A minus,B,A minus,B,C,A minus,"Texas County is located in Oklahoma with a population of 20,805. In Texas County, most residents own their homes. Many families live in Texas County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,0.16,0.12,0.11,0.14,0.12,0.13,0.11,0.11,0.05,-0.5833333333333333,0.17,-0.15000000000000002,0.24,-0.1724137931034483,0.26,-0.03703703703703709,0.28,1.3333333333333335,,,,,,,,0.02,0.19,0.221,0.44,0.46,0.03,0.02,0.01,0.03,0.0,0.0,0.53,0.47,0.2,0.22,0.31,0.22,0.05,0.27,0.34,0.3,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/beaver-county-ok/,B+,A,B minus,B+,B+,B,B,A,C+,C,B,"Beaver County is located in Oklahoma with a population of 5,377. In Beaver County, most residents own their homes. Many families live in Beaver County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,0.13,0.13,0.08,0.11,0.12,0.12,0.14,0.19,0.03,-0.75,0.17,-0.15000000000000002,0.29,0.0,0.35,0.29629629629629606,0.16,0.3333333333333335,,,,,,,,0.027000000000000003,0.114,0.079,0.72,0.24,0.02,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.2,0.23,0.28,0.25,0.04,0.28,0.33,0.27,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/eaton-county-mi/,B,B,B+,B+,B,B+,C,B+,B+,B+,B,"Eaton County is located in Michigan with a population of 109,456. In Eaton County, most residents own their homes. Many young professionals live in Eaton County and residents tend to have moderate political views.",,,,,,,,0.28,0.72,,,,,,,,0.11,0.1,0.09,0.13,0.12,0.13,0.15,0.18,0.1,-0.16666666666666663,0.18,-0.10000000000000009,0.39,0.3448275862068968,0.28,0.03703703703703698,0.06,-0.5,,,,,,,,0.03,0.10099999999999999,0.021,0.83,0.05,0.02,0.07,0.0,0.02,0.0,0.0,0.49,0.51,0.14,0.18,0.25,0.33,0.09,0.24,0.28,0.29,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/ouachita-parish-la/,A minus,B minus,B+,B+,A minus,C+,B,B,B,C+,B+,"Ouachita Parish is a County in Louisiana with a population of 155,494. In Ouachita Parish, most residents own their homes. Many families and young professionals live in Ouachita Parish and residents tend to be conservative.",,,,,,,,0.42,0.58,,,,,,,,0.14,0.11,0.1,0.14,0.12,0.12,0.12,0.14,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.28,-0.0344827586206895,0.34,0.2592592592592593,0.13,0.08333333333333348,,,6,14,24,7,1,0.036000000000000004,0.244,0.009000000000000001,0.58,0.02,0.01,0.37,0.0,0.01,0.0,0.0,0.48,0.52,0.32,0.22,0.19,0.19,0.08,0.33,0.32,0.22,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/vigo-county-in/,B,B,A,B+,B minus,C,C+,A minus,B+,B,A minus,"Vigo County is located in Indiana with a population of 107,459. In Vigo County, most residents own their homes. Many families and young professionals live in Vigo County and residents tend to lean conservative.",,,,,,,,0.38,0.62,,,,,,,,0.11,0.09,0.15,0.13,0.11,0.12,0.12,0.16,0.1,-0.16666666666666663,0.15,-0.2500000000000001,0.31,0.06896551724137945,0.32,0.18518518518518512,0.12,0.0,,,0,1,0,0,0,0.044000000000000004,0.19,0.02,0.85,0.03,0.03,0.07,0.0,0.02,0.0,0.0,0.51,0.49,0.28,0.22,0.23,0.22,0.06,0.35,0.31,0.22,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/broward-county-fl/,B,C minus,A,A minus,A+,C+,A,C,A+,A,C+,"Broward County is located in Florida with a population of 1,926,205. In Broward County, most residents own their homes. Many young professionals live in Broward County and residents tend to be liberal.",,,,,,,,0.38,0.62,,,,,,,,0.12,0.1,0.08,0.14,0.13,0.14,0.13,0.16,0.12,0.0,0.2,0.0,0.29,0.0,0.27,0.0,0.11,-0.08333333333333326,,,46,54,27,4,1,0.04,0.13,0.138,0.36,0.3,0.02,0.28,0.0,0.04,0.0,0.01,0.49,0.51,0.2,0.19,0.22,0.26,0.13,0.26,0.31,0.25,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/wilson-county-tn/,A minus,A minus,B+,A,B minus,A minus,B minus,B,B+,B+,C minus,"Wilson County is located in Tennessee with a population of 136,666. In Wilson County, most residents own their homes. Many families and young professionals live in Wilson County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,0.13,0.11,0.08,0.12,0.14,0.15,0.13,0.15,0.1,-0.16666666666666663,0.22,0.09999999999999987,0.3,0.034482758620689724,0.29,0.07407407407407396,0.08,-0.33333333333333326,,,8,40,43,2,3,0.025,0.077,0.025,0.85,0.04,0.02,0.07,0.0,0.02,0.0,0.0,0.49,0.51,0.12,0.16,0.21,0.35,0.16,0.24,0.26,0.28,0.22,,,,,,,
0,https://www.niche.com/places-to-live/c/lincoln-county-sd/,B+,A minus,B+,A minus,C+,A+,B minus,B,A,B minus,B,"Lincoln County is located in South Dakota with a population of 56,826. In Lincoln County, most residents own their homes. Many families and young professionals live in Lincoln County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,0.16,0.12,0.08,0.14,0.15,0.12,0.11,0.12,0.13,0.08333333333333348,0.25,0.25,0.34,0.1724137931034484,0.23,-0.14814814814814814,0.05,-0.5833333333333333,,,,,,,,0.015,0.040999999999999995,0.013999999999999999,0.93,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.09,0.14,0.21,0.38,0.18,0.19,0.26,0.32,0.23,,,,,,,
