"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCoPsy Measure Desc","MedCoPsy %","MedCoPsy Denominator","MedCoPsy Footnote","MedCoPsy Measure Start Date","MedCoPsy Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
394027,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,561 FAIRTHORNE AVENUE,PHILADELPHIA,PA,19128,Philadelphia,Hours of physical-restraint use,0.03,57.23,78263,,Hours of seclusion use,0.00,0,78263,,Patients discharged on multiple antipsychotic medications with appropriate justification,66.00,65,,Screening for metabolic disorders (SMD),90,521,,Alcohol use brief intervention provided or offered,93,185,,92,185,,Alcohol and other drug use disorder treatment provided or offered at discharge,43,382,,42,382,,Tobacco use treatment provided or offered,95,467,,72,467,,Tobacco use treatment provided or offered at discharge,38,364,,7,364,,Transition record with specified elements received by discharged patients (TR1),81,1123,,Timely transmission of transition record (TR2),77,1123,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,34.4,218,,18.8,218,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,70.4,487,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,575,19.8,17.2,22.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),29,278,,10/01/2019,03/31/2020
394033,"MONTGOMERY COUNTY EMERGENCY SERVICE, INC",50 BEECH DRIVE,NORRISTOWN,PA,19403,Montgomery,Hours of physical-restraint use,0.15,67.38,18300,,Hours of seclusion use,0.12,50.61,18300,,Patients discharged on multiple antipsychotic medications with appropriate justification,10.00,41,,Screening for metabolic disorders (SMD),93,418,,Alcohol use brief intervention provided or offered,20,103,,19,103,,Alcohol and other drug use disorder treatment provided or offered at discharge,50,248,,50,248,,Tobacco use treatment provided or offered,72,269,,33,269,,Tobacco use treatment provided or offered at discharge,0,225,,0,225,,Transition record with specified elements received by discharged patients (TR1),1,596,,Timely transmission of transition record (TR2),0,596,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.1,124,,41.1,124,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,78.2,243,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,348,21.5,18.1,25.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),98,139,,10/01/2019,03/31/2020
394034,HORSHAM CLINIC,722 EAST BUTLER PIKE,AMBLER,PA,19002,Montgomery,Hours of physical-restraint use,0.07,115.6,67242,,Hours of seclusion use,0.04,68.11,67242,,Patients discharged on multiple antipsychotic medications with appropriate justification,66.00,61,,Screening for metabolic disorders (SMD),66,613,,Alcohol use brief intervention provided or offered,73,162,,65,162,,Alcohol and other drug use disorder treatment provided or offered at discharge,49,273,,48,273,,Tobacco use treatment provided or offered,95,365,,76,365,,Tobacco use treatment provided or offered at discharge,47,282,,4,282,,Transition record with specified elements received by discharged patients (TR1),79,1087,,Timely transmission of transition record (TR2),51,1087,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57.6,269,,41.3,269,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,76.4,517,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,648,18.7,16.3,21.4,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),73,282,,10/01/2019,03/31/2020
394038,FOUNDATIONS BEHAVIORAL HEALTH,833 EAST BUTLER AVE,DOYLESTOWN,PA,18901,Bucks,Hours of physical-restraint use,0.17,82.88,20511,,Hours of seclusion use,0.00,0,20511,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),100,374,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),99,621,,Timely transmission of transition record (TR2),92,621,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),87,166,,10/01/2019,03/31/2020
394039,FIRST HOSPITAL OF WYOMING VALLEY,562 WYOMING AVENUE,KINGSTON,PA,18704,Luzerne,Hours of physical-restraint use,0.14,90.28,27269,,Hours of seclusion use,0.06,38.67,27269,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),97,392,,Alcohol use brief intervention provided or offered,93,138,,78,138,,Alcohol and other drug use disorder treatment provided or offered at discharge,80,272,,60,272,,Tobacco use treatment provided or offered,91,365,,6,365,,Tobacco use treatment provided or offered at discharge,90,328,,0,328,,Transition record with specified elements received by discharged patients (TR1),68,699,,Timely transmission of transition record (TR2),60,699,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.7,216,,33.3,216,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,77.4,439,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,493,19.2,16.3,22.4,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),99,213,,10/01/2019,03/31/2020
394040,MEADOWS PSYCHIATRIC CENTER,132 MEADOWS DRIVE,CENTRE HALL,PA,16828,Centre,Hours of physical-restraint use,0.32,290,37904,,Hours of seclusion use,0.00,0,37904,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),95,365,,Alcohol use brief intervention provided or offered,69,26,,69,26,,Alcohol and other drug use disorder treatment provided or offered at discharge,87,83,,29,83,,Tobacco use treatment provided or offered,91,137,,36,137,,Tobacco use treatment provided or offered at discharge,87,132,,0,132,,Transition record with specified elements received by discharged patients (TR1),93,715,,Timely transmission of transition record (TR2),74,715,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60,140,,34.3,140,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.9,267,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,356,15.4,12.5,18.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),96,185,,10/01/2019,03/31/2020
394043,CLARION PSYCHIATRIC CENTER,TWO HOSPITAL DR RD#3 BOX 188,CLARION,PA,16214,Clarion,Hours of physical-restraint use,0.05,41.18,31491,,Hours of seclusion use,0.01,6.62,31491,,Patients discharged on multiple antipsychotic medications with appropriate justification,92.00,40,,Screening for metabolic disorders (SMD),94,425,,Alcohol use brief intervention provided or offered,85,110,,84,110,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,143,,34,143,,Tobacco use treatment provided or offered,90,273,,7,273,,Tobacco use treatment provided or offered at discharge,93,255,,0,255,,Transition record with specified elements received by discharged patients (TR1),87,736,,Timely transmission of transition record (TR2),81,736,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.6,118,,24.6,118,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,75.6,234,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,272,16.2,13.0,19.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),94,175,,10/01/2019,03/31/2020
394049,BROOKE GLEN BEHAVIORAL HOSPITAL,7170 LAFAYETTE AVENUE,FORT WASHINGTON,PA,19034,Montgomery,Hours of physical-restraint use,0.10,113.4,48657,,Hours of seclusion use,0.01,16.73,48657,,Patients discharged on multiple antipsychotic medications with appropriate justification,92.00,48,,Screening for metabolic disorders (SMD),99,478,,Alcohol use brief intervention provided or offered,91,162,,57,162,,Alcohol and other drug use disorder treatment provided or offered at discharge,35,284,,32,284,,Tobacco use treatment provided or offered,81,300,,54,300,,Tobacco use treatment provided or offered at discharge,89,252,,1,252,,Transition record with specified elements received by discharged patients (TR1),99,807,,Timely transmission of transition record (TR2),82,807,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50.3,197,,33.5,197,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,76.4,360,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,445,19.8,16.9,23.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),71,189,,10/01/2019,03/31/2020
394050,ROXBURY TREATMENT CENTER,601 ROXBURY ROAD,SHIPPENSBURG,PA,17257,Cumberland,Hours of physical-restraint use,0.05,19.76,16758,,Hours of seclusion use,0.00,0.38,16758,,Patients discharged on multiple antipsychotic medications with appropriate justification,53.00,15,,Screening for metabolic disorders (SMD),99,327,,Alcohol use brief intervention provided or offered,75,160,,74,160,,Alcohol and other drug use disorder treatment provided or offered at discharge,67,290,,62,290,,Tobacco use treatment provided or offered,97,349,,1,349,,Tobacco use treatment provided or offered at discharge,96,283,,0,283,,Transition record with specified elements received by discharged patients (TR1),99,720,,Timely transmission of transition record (TR2),99,720,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44.1,59,,16.9,59,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.5,113,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,159,21,16.9,25.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),65,173,,10/01/2019,03/31/2020
394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,2501 NORTH THIRD STREET,HARRISBURG,PA,17110,Dauphin,Hours of physical-restraint use,0.03,19.18,24364,,Hours of seclusion use,0.22,127.28,24364,,Patients discharged on multiple antipsychotic medications with appropriate justification,71.00,79,,Screening for metabolic disorders (SMD),49,956,,Alcohol use brief intervention provided or offered,35,240,,32,240,,Alcohol and other drug use disorder treatment provided or offered at discharge,64,521,,17,521,,Tobacco use treatment provided or offered,71,497,,56,497,,Tobacco use treatment provided or offered at discharge,41,460,,1,460,,Transition record with specified elements received by discharged patients (TR1),93,1828,,Timely transmission of transition record (TR2),93,1828,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.7,121,,37.2,121,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,78.1,219,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,275,16.6,13.5,20.4,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),67,1055,,10/01/2019,03/31/2020
394052,HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,145 NORTH 6TH STREET,READING,PA,19601,Berks,Hours of physical-restraint use,0.01,5.93,27822,,Hours of seclusion use,0.00,0,27822,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,12,,Screening for metabolic disorders (SMD),82,359,,Alcohol use brief intervention provided or offered,99,71,,93,71,,Alcohol and other drug use disorder treatment provided or offered at discharge,61,222,,13,222,,Tobacco use treatment provided or offered,94,263,,82,263,,Tobacco use treatment provided or offered at discharge,58,260,,13,260,,Transition record with specified elements received by discharged patients (TR1),97,614,,Timely transmission of transition record (TR2),55,614,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.4,209,,26.8,209,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,75.7,407,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,477,22.8,19.4,26.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),90,136,,10/01/2019,03/31/2020
394053,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,"3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,PA,19129,Philadelphia,Hours of physical-restraint use,0.00,0,11716,,Hours of seclusion use,0.00,0,11716,,Patients discharged on multiple antipsychotic medications with appropriate justification,18.00,17,,Screening for metabolic disorders (SMD),74,367,,Alcohol use brief intervention provided or offered,3,36,,3,36,,Alcohol and other drug use disorder treatment provided or offered at discharge,0,38,,0,38,,Tobacco use treatment provided or offered,48,126,,15,126,,Tobacco use treatment provided or offered at discharge,7,95,,5,95,,Transition record with specified elements received by discharged patients (TR1),34,610,,Timely transmission of transition record (TR2),25,610,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44.3,88,,20.5,88,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,79.9,189,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,576,20.2,17.2,23.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),71,139,,10/01/2019,03/31/2020
394054,EAST END BEHAVIORAL HEALTH HOSPITAL,225 PENN AVENUE 2ND FLOOR,PITTSBURGH,PA,15221,Allegheny,Hours of physical-restraint use,4.37,277.39,2642,,Hours of seclusion use,0.00,0.02,2642,,Patients discharged on multiple antipsychotic medications with appropriate justification,16.00,51,,Screening for metabolic disorders (SMD),43,208,,Alcohol use brief intervention provided or offered,48,25,,12,25,,Alcohol and other drug use disorder treatment provided or offered at discharge,36,61,,23,61,,Tobacco use treatment provided or offered,55,121,,55,121,,Tobacco use treatment provided or offered at discharge,23,73,,23,73,,Transition record with specified elements received by discharged patients (TR1),70,321,,Timely transmission of transition record (TR2),62,321,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51,102,,22.5,102,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,70.5,78,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,367,15.9,13.0,19.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,7,10/01/2019,03/31/2020
394055,LANCASTER BEHAVIORAL HEALTH HOSPITAL,333 HARRISBURG AVENUE,LANCASTER,PA,17603,Lancaster,Hours of physical-restraint use,0.13,63.43,20773,,Hours of seclusion use,0.00,0,20773,,Patients discharged on multiple antipsychotic medications with appropriate justification,69.00,16,,Screening for metabolic disorders (SMD),74,420,,Alcohol use brief intervention provided or offered,56,91,,42,91,,Alcohol and other drug use disorder treatment provided or offered at discharge,37,236,,30,236,,Tobacco use treatment provided or offered,83,316,,20,316,,Tobacco use treatment provided or offered at discharge,39,277,,8,277,,Transition record with specified elements received by discharged patients (TR1),97,801,,Timely transmission of transition record (TR2),73,801,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.7,60,,25,60,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,105,18.8,14.2,24.7,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),53,215,,10/01/2019,03/31/2020
400110,HOSPITAL METROPAVIA DR YAUCO,ROAD 128 KM 1.0,YAUCO,PR,00698,Yauco,Hours of physical-restraint use,0.34,61.42,7617,,Hours of seclusion use,0.06,11,7617,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),6,904,,Alcohol use brief intervention provided or offered,0,50,,0,50,,Alcohol and other drug use disorder treatment provided or offered at discharge,0,50,,0,50,,Tobacco use treatment provided or offered,1,123,,1,123,,Tobacco use treatment provided or offered at discharge,1,116,,1,116,,Transition record with specified elements received by discharged patients (TR1),0,1529,,Timely transmission of transition record (TR2),0,1529,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,18,,44.4,18,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,42,18.3,12.8,25.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),61,550,,10/01/2019,03/31/2020
400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,PR,00917,San Juan,Hours of physical-restraint use,0.84,79.08,3922,,Hours of seclusion use,0.00,0,3922,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),93,336,,Alcohol use brief intervention provided or offered,100,15,,100,15,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,69,,99,69,,Tobacco use treatment provided or offered,87,62,,85,62,,Tobacco use treatment provided or offered at discharge,76,62,,73,62,,Transition record with specified elements received by discharged patients (TR1),100,386,,Timely transmission of transition record (TR2),100,386,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.5,13,,15.4,13,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,46,20.1,14.4,27.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),15,101,,10/01/2019,03/31/2020
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,UTUADO,PR,00641,Utuado,Hours of physical-restraint use,7.32,664,3779,,Hours of seclusion use,0.00,0,3779,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),0,889,,Alcohol use brief intervention provided or offered,0,32,,0,32,,Alcohol and other drug use disorder treatment provided or offered at discharge,0,32,,0,32,,Tobacco use treatment provided or offered,100,224,,0,224,,Tobacco use treatment provided or offered at discharge,0,224,,0,224,,Transition record with specified elements received by discharged patients (TR1),47,1897,,Timely transmission of transition record (TR2),0,1897,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,20,15,,6.7,15,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),0,891,,10/01/2019,03/31/2020
404004,FIRST HOSPITAL PANAMERICANO,STATE ROAD 787 KM 1  5,CIDRA,PR,00739,Cidra,Hours of physical-restraint use,0.14,205.3,62672,,Hours of seclusion use,0.01,13.86,62672,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),79,660,,Alcohol use brief intervention provided or offered,76,139,,76,139,,Alcohol and other drug use disorder treatment provided or offered at discharge,71,332,,71,332,,Tobacco use treatment provided or offered,39,295,,29,295,,Tobacco use treatment provided or offered at discharge,15,283,,0,283,,Transition record with specified elements received by discharged patients (TR1),95,1510,,Timely transmission of transition record (TR2),55,1510,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62,50,,44,50,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,146,17.9,13.3,23.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),74,360,,10/01/2019,03/31/2020
404005,SAN JUAN CAPESTRANO  HOSPITAL INC,CARR 877 KM 1 6 CAMINO LAS LOMAS RR2,RIO PIEDRAS,PR,00928,San Juan,Hours of physical-restraint use,0.10,126.42,53890,,Hours of seclusion use,0.01,7.91,53890,,Patients discharged on multiple antipsychotic medications with appropriate justification,80.00,15,,Screening for metabolic disorders (SMD),27,839,,Alcohol use brief intervention provided or offered,82,103,,79,103,,Alcohol and other drug use disorder treatment provided or offered at discharge,95,412,,94,412,,Tobacco use treatment provided or offered,72,194,,21,194,,Tobacco use treatment provided or offered at discharge,66,191,,4,191,,Transition record with specified elements received by discharged patients (TR1),29,1255,,Timely transmission of transition record (TR2),23,1255,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.5,46,,32.6,46,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,120,21.7,16.7,28.1,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),35,308,,10/01/2019,03/31/2020
404007,HOSPITAL PSIQUIATRICO METROPOLITANO CABO ROJO,108 MUNOZ RIVERA STREET,CABO ROJO,PR,00623,Cabo Rojo,Hours of physical-restraint use,0.37,76,8484,,Hours of seclusion use,0.04,8,8484,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),0,1446,,Alcohol use brief intervention provided or offered,100,18,,100,18,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,27,,100,27,,Tobacco use treatment provided or offered,100,45,,100,45,,Tobacco use treatment provided or offered at discharge,100,45,,100,45,,Transition record with specified elements received by discharged patients (TR1),100,1546,,Timely transmission of transition record (TR2),0,1546,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,30.8,13,,30.8,13,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,27,20.9,14.8,29.1,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,633,,10/01/2019,03/31/2020
404009,CENTRO DE SALUD CONDUCTUAL MENONITA-CIMA,CARR ESTATAL 14 INTERIOR SARGENTO GERARDO SANTIAGO,AIBONITO,PR,00705,Aibonito,Hours of physical-restraint use,0.34,132.3,16402,,Hours of seclusion use,0.00,0,16402,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),57,665,,Alcohol use brief intervention provided or offered,59,138,,58,138,,Alcohol and other drug use disorder treatment provided or offered at discharge,19,469,,17,469,,Tobacco use treatment provided or offered,47,401,,46,401,,Tobacco use treatment provided or offered at discharge,20,397,,18,397,,Transition record with specified elements received by discharged patients (TR1),100,1375,,Timely transmission of transition record (TR2),60,1375,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,25,16,,18.8,16,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,54,20.4,14.8,27.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),60,283,,10/01/2019,03/31/2020
